Marker,Name,Major_Coefficient,Parent_Name,Minor_Coefficient,Queried,Queried_Marker,Queried_Name,Queried_Parent_Name
Gsta4,AC15,,AC,0.246698172323488,Queried,Gsta4,AC_15,AC
Il1rapl2,AC15,,AC,0.212217023306868,Queried,Il1rapl2,AC_15,AC
Nlgn1,AC15,,AC,0.160358626491908,Queried,Nlgn1,AC_15,AC
Nrcam,AC15,,AC,0.149847680188755,Queried,Nrcam,AC_15,AC
Cacna2d3,AC15,,AC,0.193517325129239,Queried,Cacna2d3,AC_15,AC
Nrxn2,AC15,,AC,0.18594217267829,Queried,Nrxn2,AC_15,AC
Tmsb4x,AC15,,AC,0.223051563493369,Queried,Tmsb4x,AC_15,AC
Brinp3,AC15,,AC,0.263412764676964,Queried,Brinp3,AC_15,AC
Nnat,AC15,,AC,0.176705681181028,Queried,Nnat,AC_15,AC
Zfp804b,AC16,,AC,0.157055903636268,Queried,Zfp804b,AC_16,AC
Tfap2b,AC16,,AC,0.208333134632471,Queried,Tfap2b,AC_16,AC
Khdrbs3,AC16,,AC,0.121042622608842,Queried,Khdrbs3,AC_16,AC
Car10,AC16,,AC,0.125096976950413,Queried,Car10,AC_16,AC
Galntl6,AC16,,AC,0.127935013148836,Queried,Galntl6,AC_16,AC
Dlgap2,AC16,,AC,0.120557191189911,Queried,Dlgap2,AC_16,AC
Dpp6,AC16,,AC,0.139617838382884,Queried,Dpp6,AC_16,AC
Tenm3,AC16,,AC,0.142773463716731,Queried,Tenm3,AC_16,AC
Grm7,AC16,,AC,0.119783965049282,Queried,Grm7,AC_16,AC
Adarb2,AC16,,AC,0.151046096529307,Queried,Adarb2,AC_16,AC
Pcdh9,AC16,,AC,0.148669667434915,Queried,Pcdh9,AC_16,AC
Six3,AC16,,AC,0.120141907325633,Queried,Six3,AC_16,AC
Gabrb3,AC16,,AC,0.148571596541085,Queried,Gabrb3,AC_16,AC
Sgcz,AC16,,AC,0.118525354117458,Queried,Sgcz,AC_16,AC
Dab1,AC16,,AC,0.196940379362515,Queried,Dab1,AC_16,AC
Nrg1_ensmusg00000062991,AC16,,AC,0.15032278414902,Queried,Nrg1_ENSMUSG00000062991,AC_16,AC
Inpp4b,AC16,,AC,0.12438059958053,Queried,Inpp4b,AC_16,AC
Col25a1,AC17,,AC,0.185335963184006,Queried,Col25a1,AC_17,AC
Hecw1,AC17,,AC,0.129399985671738,Queried,Hecw1,AC_17,AC
Rgs6,AC17,,AC,0.11588162763125,Queried,Rgs6,AC_17,AC
Rims1,AC17,,AC,0.208718399576595,Queried,Rims1,AC_17,AC
Rbfox1,AC17,,AC,0.153326428782032,Queried,Rbfox1,AC_17,AC
Megf11,AC17,,AC,0.141613687204655,Queried,Megf11,AC_17,AC
Kcnb2,AC17,,AC,0.103475700402677,Queried,Kcnb2,AC_17,AC
Pcp4,AC17,,AC,0.208753350989738,Queried,Pcp4,AC_17,AC
Igfbp7,AC17,,AC,0.161457474104014,Queried,Igfbp7,AC_17,AC
Etl4,AC17,,AC,0.186969109321897,Queried,Etl4,AC_17,AC
Cdh18,AC17,,AC,0.101843262844688,Queried,Cdh18,AC_17,AC
Zmat4,AC17,,AC,0.127652646869868,Queried,Zmat4,AC_17,AC
Scg2,AC17,,AC,0.131892856537566,Queried,Scg2,AC_17,AC
Hs3st5,AC17,,AC,0.109273355288528,Queried,Hs3st5,AC_17,AC
Pcp4l1,AC17,,AC,0.117753181873687,Queried,Pcp4l1,AC_17,AC
Sox2ot,AC17,,AC,0.165284001644626,Queried,Sox2ot,AC_17,AC
Calb2,AC17,,AC,0.263217611376224,Queried,Calb2,AC_17,AC
Isl1,AC17,,AC,0.138049147276593,Queried,Isl1,AC_17,AC
Il1rapl2,AC18,,AC,0.280067489644924,Queried,Il1rapl2,AC_18,AC
Cbln2,AC18,,AC,0.251804269771626,Queried,Cbln2,AC_18,AC
Hs6st3,AC18,,AC,0.264246580831214,Queried,Hs6st3,AC_18,AC
Cpne4,AC18,,AC,0.443939030635826,Queried,Cpne4,AC_18,AC
Il1rapl1,AC18,,AC,0.296626354141083,Queried,Il1rapl1,AC_18,AC
Nrg1_ensmusg00000062991,AC18,,AC,0.295230253953497,Queried,Nrg1_ENSMUSG00000062991,AC_18,AC
Phactr1,AC18,,AC,0.281503814954435,Queried,Phactr1,AC_18,AC
Dmd,AC18,,AC,0.204795785057682,Queried,Dmd,AC_18,AC
Brinp3,AC18,,AC,0.193157329951766,Queried,Brinp3,AC_18,AC
Ralyl,AC18,,AC,0.256343672237348,Queried,Ralyl,AC_18,AC
Galntl6,AC18,,AC,0.33588378485919,Queried,Galntl6,AC_18,AC
Negr1,AC18,,AC,0.228685184712889,Queried,Negr1,AC_18,AC
Tmsb4x,AC18,,AC,0.239129977572767,Queried,Tmsb4x,AC_18,AC
Celf2,AC18,,AC,0.312108511264779,Queried,Celf2,AC_18,AC
Kcnab1,AC18,,AC,0.223329938749714,Queried,Kcnab1,AC_18,AC
Adarb2,AC19,,AC,0.251744958703299,Queried,Adarb2,AC_19,AC
Efna5,AC19,,AC,0.162447854984231,Queried,Efna5,AC_19,AC
Cabp1,AC19,,AC,0.135674117010159,Queried,Cabp1,AC_19,AC
Tfap2b,AC19,,AC,0.142421944093845,Queried,Tfap2b,AC_19,AC
Pcdh15,AC19,,AC,0.256135384248525,Queried,Pcdh15,AC_19,AC
Hs6st3,AC19,,AC,0.257897835230468,Queried,Hs6st3,AC_19,AC
Dab1,AC19,,AC,0.275779102624233,Queried,Dab1,AC_19,AC
Nrg1_ensmusg00000062991,AC19,,AC,0.159050769003075,Queried,Nrg1_ENSMUSG00000062991,AC_19,AC
Prkg1,AC19,,AC,0.165228824545572,Queried,Prkg1,AC_19,AC
Cntnap2,AC19,,AC,0.301337898568525,Queried,Cntnap2,AC_19,AC
Col25a1,AC19,,AC,0.226687044254756,Queried,Col25a1,AC_19,AC
Cpne8,AC19,,AC,0.185154509715204,Queried,Cpne8,AC_19,AC
Khdrbs3,AC19,,AC,0.151846883597265,Queried,Khdrbs3,AC_19,AC
Wwox,AC19,,AC,0.345088228796772,Queried,Wwox,AC_19,AC
Lhfp,AC19,,AC,0.203514369065078,Queried,Lhfp,AC_19,AC
Ptprk,AC19,,AC,0.261224888669985,Queried,Ptprk,AC_19,AC
Gabrg3,AC2,,AC,0.745716471246877,Queried,Gabrg3,AC_2,AC
Cntnap5a,AC2,,AC,0.377859989263763,Queried,Cntnap5a,AC_2,AC
Ptn,AC2,,AC,0.439594009348769,Queried,Ptn,AC_2,AC
C1ql1,AC2,,AC,0.424057444625612,Queried,C1ql1,AC_2,AC
Id4,AC2,,AC,0.622734858451205,Queried,Id4,AC_2,AC
Stxbp6,AC2,,AC,0.410282113566525,Queried,Stxbp6,AC_2,AC
Pex5l,AC2,,AC,0.697170445192482,Queried,Pex5l,AC_2,AC
Lhfp,AC2,,AC,0.525347994077916,Queried,Lhfp,AC_2,AC
Pcdh7,AC2,,AC,1.31044666607013,Queried,Pcdh7,AC_2,AC
Ptprd,AC2,,AC,0.695097813776163,Queried,Ptprd,AC_2,AC
Rbfox1,AC2,,AC,0.380587014569347,Queried,Rbfox1,AC_2,AC
Grm7,AC2,,AC,0.385244409533476,Queried,Grm7,AC_2,AC
Maf,AC2,,AC,1.35050429365248,Queried,Maf,AC_2,AC
Kcna6,AC2,,AC,0.66337650764406,Queried,Kcna6,AC_2,AC
Nlgn1,AC20,,AC,0.2320590613839,Queried,Nlgn1,AC_20,AC
Ncam2,AC20,,AC,0.307589318733078,Queried,Ncam2,AC_20,AC
Pde10a,AC20,,AC,0.246920040022303,Queried,Pde10a,AC_20,AC
Gad1,AC20,,AC,0.347556115271649,Queried,Gad1,AC_20,AC
Pcdh9,AC20,,AC,0.655432038061531,Queried,Pcdh9,AC_20,AC
Gabrg3,AC20,,AC,0.390629595107129,Queried,Gabrg3,AC_20,AC
Zfhx3,AC20,,AC,0.414419792638943,Queried,Zfhx3,AC_20,AC
Dpf3,AC20,,AC,0.269180786695298,Queried,Dpf3,AC_20,AC
Lsamp,AC20,,AC,0.249212473534354,Queried,Lsamp,AC_20,AC
Tafa1,AC20,,AC,0.250029844163279,Queried,Tafa1,AC_20,AC
Gucy1a1,AC20,,AC,0.32295415994515,Queried,Gucy1a1,AC_20,AC
Ralyl,AC20,,AC,0.304992417871338,Queried,Ralyl,AC_20,AC
Shisa8,AC20,,AC,0.241877740635866,Queried,Shisa8,AC_20,AC
Pcdh7,AC20,,AC,0.259879403820603,Queried,Pcdh7,AC_20,AC
Zmat4,AC20,,AC,0.330036269093963,Queried,Zmat4,AC_20,AC
Il1rapl2,AC20,,AC,0.280625644586841,Queried,Il1rapl2,AC_20,AC
Grm8,AC20,,AC,0.312927107498528,Queried,Grm8,AC_20,AC
Elavl2,AC21,,AC,0.316481258778322,Queried,Elavl2,AC_21,AC
Pcdh9,AC21,,AC,0.405628883953495,Queried,Pcdh9,AC_21,AC
Ncam2,AC21,,AC,0.239918746514239,Queried,Ncam2,AC_21,AC
Tenm1,AC21,,AC,0.205468676639681,Queried,Tenm1,AC_21,AC
Olfm3,AC21,,AC,0.201631331820935,Queried,Olfm3,AC_21,AC
Scg2,AC21,,AC,0.22718234617664,Queried,Scg2,AC_21,AC
Cpne5,AC21,,AC,0.213667092433373,Queried,Cpne5,AC_21,AC
Lmo4,AC21,,AC,0.288515561684631,Queried,Lmo4,AC_21,AC
C1ql3,AC21,,AC,0.269415973458236,Queried,C1ql3,AC_21,AC
Tac1,AC21,,AC,0.435990087508893,Queried,Tac1,AC_21,AC
C1ql1,AC21,,AC,0.223000302049912,Queried,C1ql1,AC_21,AC
Snca,AC21,,AC,0.193322441653287,Queried,Snca,AC_21,AC
Cntn5,AC21,,AC,0.320463000785951,Queried,Cntn5,AC_21,AC
Robo1,AC21,,AC,0.44276752372467,Queried,Robo1,AC_21,AC
Ai593442,AC21,,AC,0.232624864055259,Queried,AI593442,AC_21,AC
Stmn2,AC21,,AC,0.206587533960499,Queried,Stmn2,AC_21,AC
Lrrc4c,AC21,,AC,0.320500263040202,Queried,Lrrc4c,AC_21,AC
Schip1,AC22,,AC,0.343816571066157,Queried,Schip1,AC_22,AC
Opcml,AC22,,AC,0.344691976430472,Queried,Opcml,AC_22,AC
Csmd1,AC22,,AC,0.327181261869144,Queried,Csmd1,AC_22,AC
Meis2,AC22,,AC,0.289167270312043,Queried,Meis2,AC_22,AC
Ralyl,AC22,,AC,0.354133319483936,Queried,Ralyl,AC_22,AC
Gabrb1,AC22,,AC,0.288959928989008,Queried,Gabrb1,AC_22,AC
Tenm1,AC22,,AC,0.226261506577822,Queried,Tenm1,AC_22,AC
Nfia,AC22,,AC,0.224679458861105,Queried,Nfia,AC_22,AC
Sorcs1,AC22,,AC,0.220184670962645,Queried,Sorcs1,AC_22,AC
Egfem1,AC22,,AC,0.235698964834418,Queried,Egfem1,AC_22,AC
Vip,AC22,,AC,0.917217238824076,Queried,Vip,AC_22,AC
Erbb4,AC22,,AC,0.304196449360259,Queried,Erbb4,AC_22,AC
Cbln4,AC22,,AC,0.511309694620578,Queried,Cbln4,AC_22,AC
Cbln2,AC22,,AC,0.251381957001439,Queried,Cbln2,AC_22,AC
Kirrel3,AC22,,AC,0.306209468595683,Queried,Kirrel3,AC_22,AC
Rnf220,AC22,,AC,0.333152880136033,Queried,Rnf220,AC_22,AC
C1ql1,AC22,,AC,0.388045058633779,Queried,C1ql1,AC_22,AC
Rbfox1,AC22,,AC,0.219803979535251,Queried,Rbfox1,AC_22,AC
P3h2,AC23,,AC,0.237475885877594,Queried,P3h2,AC_23,AC
Scg2,AC23,,AC,0.494880605712392,Queried,Scg2,AC_23,AC
Lamp5,AC23,,AC,0.281277618000115,Queried,Lamp5,AC_23,AC
Nrg1_ensmusg00000062991,AC23,,AC,0.399267088251054,Queried,Nrg1_ENSMUSG00000062991,AC_23,AC
Ptprm,AC23,,AC,0.314844331673403,Queried,Ptprm,AC_23,AC
Prkca,AC23,,AC,0.328648861546708,Queried,Prkca,AC_23,AC
Robo1,AC23,,AC,0.30946645773547,Queried,Robo1,AC_23,AC
Mgat4c,AC23,,AC,0.237472574599813,Queried,Mgat4c,AC_23,AC
Opcml,AC23,,AC,0.393190949760541,Queried,Opcml,AC_23,AC
Kcnip1,AC23,,AC,0.226891614962121,Queried,Kcnip1,AC_23,AC
Pcdh9,AC23,,AC,0.361295451701402,Queried,Pcdh9,AC_23,AC
Pcdh17,AC23,,AC,0.332669778819107,Queried,Pcdh17,AC_23,AC
Caln1,AC23,,AC,0.308333577866298,Queried,Caln1,AC_23,AC
Ai593442,AC23,,AC,0.193510232337921,Queried,AI593442,AC_23,AC
Sorcs1,AC23,,AC,0.202432437626285,Queried,Sorcs1,AC_23,AC
Slc8a1,AC23,,AC,0.214519804200486,Queried,Slc8a1,AC_23,AC
Ank3,AC23,,AC,0.337492363288744,Queried,Ank3,AC_23,AC
Tenm1,AC23,,AC,0.277542712727302,Queried,Tenm1,AC_23,AC
Ank2,AC23,,AC,0.311108908172282,Queried,Ank2,AC_23,AC
Aldoc,AC23,,AC,0.308836443041989,Queried,Aldoc,AC_23,AC
Prkg1,AC24,,AC,0.21766237122652,Queried,Prkg1,AC_24,AC
Pcdh9,AC24,,AC,0.230851983451108,Queried,Pcdh9,AC_24,AC
Lrp1b,AC24,,AC,0.141078389975073,Queried,Lrp1b,AC_24,AC
Lrfn5,AC24,,AC,0.158434915305467,Queried,Lrfn5,AC_24,AC
Cntnap5b,AC24,,AC,0.188935408567342,Queried,Cntnap5b,AC_24,AC
Resp18,AC24,,AC,0.13022460785471,Queried,Resp18,AC_24,AC
Ppp1r17,AC24,,AC,0.362021123835338,Queried,Ppp1r17,AC_24,AC
Kctd16,AC24,,AC,0.135644882331008,Queried,Kctd16,AC_24,AC
Kcnb2,AC24,,AC,0.176036072586128,Queried,Kcnb2,AC_24,AC
Sorcs3,AC24,,AC,0.135934073230208,Queried,Sorcs3,AC_24,AC
Gpc6,AC24,,AC,0.156146593846689,Queried,Gpc6,AC_24,AC
Ebf1,AC24,,AC,0.155860389136241,Queried,Ebf1,AC_24,AC
Hif1a,AC24,,AC,0.187622598742048,Queried,Hif1a,AC_24,AC
Dlgap2,AC25,,AC,0.236128093843565,Queried,Dlgap2,AC_25,AC
Gpc6,AC25,,AC,0.204523456879624,Queried,Gpc6,AC_25,AC
Robo2,AC25,,AC,0.245788796958216,Queried,Robo2,AC_25,AC
C1ql1,AC25,,AC,0.21782704057037,Queried,C1ql1,AC_25,AC
Hs6st3,AC25,,AC,0.221830463597523,Queried,Hs6st3,AC_25,AC
Camk2d,AC25,,AC,0.200545888925139,Queried,Camk2d,AC_25,AC
Pcp4,AC25,,AC,0.28490357562733,Queried,Pcp4,AC_25,AC
Pou6f2,AC25,,AC,0.222960375614861,Queried,Pou6f2,AC_25,AC
Galntl6,AC25,,AC,0.601599961903976,Queried,Galntl6,AC_25,AC
Calb2,AC25,,AC,0.802290278300499,Queried,Calb2,AC_25,AC
Chgb,AC25,,AC,0.214571576971646,Queried,Chgb,AC_25,AC
Adamtsl1,AC25,,AC,0.464545874923382,Queried,Adamtsl1,AC_25,AC
Khdrbs3,AC25,,AC,0.250250624831845,Queried,Khdrbs3,AC_25,AC
Il1rapl2,AC25,,AC,0.285197308744463,Queried,Il1rapl2,AC_25,AC
Cntnap5a,AC25,,AC,0.229062317394819,Queried,Cntnap5a,AC_25,AC
Stmn2,AC25,,AC,0.200098306587468,Queried,Stmn2,AC_25,AC
Adgrb3,AC25,,AC,0.221112744840488,Queried,Adgrb3,AC_25,AC
Opcml,AC25,,AC,0.295558263639605,Queried,Opcml,AC_25,AC
Nrsn1,AC26,,AC,0.224242374841864,Queried,Nrsn1,AC_26,AC
Nfia,AC26,,AC,0.244751938093786,Queried,Nfia,AC_26,AC
Ptprm,AC26,,AC,0.162298862379527,Queried,Ptprm,AC_26,AC
Kcnip1,AC26,,AC,0.178986416319352,Queried,Kcnip1,AC_26,AC
Ralyl,AC26,,AC,0.214345912339681,Queried,Ralyl,AC_26,AC
Dcc,AC26,,AC,0.345233073589832,Queried,Dcc,AC_26,AC
Plcb1,AC26,,AC,0.169201717821032,Queried,Plcb1,AC_26,AC
Mgat4c,AC26,,AC,0.295257859217053,Queried,Mgat4c,AC_26,AC
Csmd1,AC26,,AC,0.373540380271589,Queried,Csmd1,AC_26,AC
Nrg1_ensmusg00000062991,AC26,,AC,0.431630685483588,Queried,Nrg1_ENSMUSG00000062991,AC_26,AC
Ntrk3,AC26,,AC,0.157631215863954,Queried,Ntrk3,AC_26,AC
Vip,AC26,,AC,0.196592216164591,Queried,Vip,AC_26,AC
Emb,AC26,,AC,0.168778112427201,Queried,Emb,AC_26,AC
Scg2,AC26,,AC,0.465676148547764,Queried,Scg2,AC_26,AC
Epha5,AC26,,AC,0.199646137745421,Queried,Epha5,AC_26,AC
Dmd,AC27,,AC,0.233452553771054,Queried,Dmd,AC_27,AC
Synpr,AC27,,AC,0.257496414435458,Queried,Synpr,AC_27,AC
Cntnap2,AC27,,AC,0.282356461717268,Queried,Cntnap2,AC_27,AC
Inpp4b,AC27,,AC,0.23607796018853,Queried,Inpp4b,AC_27,AC
Kirrel3,AC27,,AC,0.250148265489709,Queried,Kirrel3,AC_27,AC
Pex5l,AC27,,AC,0.236115815473152,Queried,Pex5l,AC_27,AC
Tenm4,AC27,,AC,0.255591768198141,Queried,Tenm4,AC_27,AC
Car10,AC27,,AC,0.241686531651925,Queried,Car10,AC_27,AC
Pde4b,AC27,,AC,0.237187851054594,Queried,Pde4b,AC_27,AC
Lrrtm4,AC27,,AC,0.228007309622358,Queried,Lrrtm4,AC_27,AC
Cadm1,AC27,,AC,0.240937305796668,Queried,Cadm1,AC_27,AC
Pcp4,AC27,,AC,0.513652800135846,Queried,Pcp4,AC_27,AC
Filip1l,AC27,,AC,0.226951282787865,Queried,Filip1l,AC_27,AC
Galntl6,AC27,,AC,0.712964553227884,Queried,Galntl6,AC_27,AC
Dpp6,AC27,,AC,0.266612646803621,Queried,Dpp6,AC_27,AC
Unc5d,AC27,,AC,0.331152157756082,Queried,Unc5d,AC_27,AC
Unc13c,AC27,,AC,0.313490491247918,Queried,Unc13c,AC_27,AC
Zfhx3,AC27,,AC,0.235221185410321,Queried,Zfhx3,AC_27,AC
Brinp3,AC28,,AC,0.505285504518828,Queried,Brinp3,AC_28,AC
Dcc,AC28,,AC,0.263321317994183,Queried,Dcc,AC_28,AC
Ntm,AC28,,AC,0.198050186869147,Queried,Ntm,AC_28,AC
Ntng1,AC28,,AC,0.20237538233421,Queried,Ntng1,AC_28,AC
Pde10a,AC28,,AC,0.242132349983186,Queried,Pde10a,AC_28,AC
Opcml,AC28,,AC,0.295789652783351,Queried,Opcml,AC_28,AC
Pcdh17,AC28,,AC,0.435389528304804,Queried,Pcdh17,AC_28,AC
Fgf14,AC28,,AC,0.4885091692476,Queried,Fgf14,AC_28,AC
Sgcd,AC28,,AC,0.34471155546287,Queried,Sgcd,AC_28,AC
Hs6st3,AC28,,AC,0.304704287488957,Queried,Hs6st3,AC_28,AC
Car10,AC28,,AC,0.274158627977625,Queried,Car10,AC_28,AC
Mdga2,AC28,,AC,0.270554347773303,Queried,Mdga2,AC_28,AC
Erbb4,AC28,,AC,0.204610657824483,Queried,Erbb4,AC_28,AC
Dab1,AC28,,AC,0.229923863594353,Queried,Dab1,AC_28,AC
Meis2,AC29,,AC,0.133503782078004,Queried,Meis2,AC_29,AC
Pcdh9,AC29,,AC,0.343734522713625,Queried,Pcdh9,AC_29,AC
Csmd1,AC29,,AC,0.313864495184925,Queried,Csmd1,AC_29,AC
Vstm2b,AC29,,AC,0.187514614481913,Queried,Vstm2b,AC_29,AC
Galntl6,AC29,,AC,0.281082810919196,Queried,Galntl6,AC_29,AC
Pcp4l1,AC29,,AC,0.151483950860769,Queried,Pcp4l1,AC_29,AC
Glra1,AC29,,AC,0.26492811706092,Queried,Glra1,AC_29,AC
Myo16,AC29,,AC,0.164151775090636,Queried,Myo16,AC_29,AC
Lrp1b,AC29,,AC,0.219001996707313,Queried,Lrp1b,AC_29,AC
Zeb2,AC29,,AC,0.148533375718393,Queried,Zeb2,AC_29,AC
Shisa8,AC29,,AC,0.166364869937702,Queried,Shisa8,AC_29,AC
Opcml,AC29,,AC,0.17491331812861,Queried,Opcml,AC_29,AC
Nell1,AC29,,AC,0.286005721820607,Queried,Nell1,AC_29,AC
Tmem108,AC29,,AC,0.154767845049512,Queried,Tmem108,AC_29,AC
Dmd,AC29,,AC,0.228662931612083,Queried,Dmd,AC_29,AC
Khdrbs3,AC29,,AC,0.141687952779599,Queried,Khdrbs3,AC_29,AC
Nckap5,AC29,,AC,0.132533907952374,Queried,Nckap5,AC_29,AC
Id4,AC29,,AC,0.15543962181916,Queried,Id4,AC_29,AC
Nrg1_ensmusg00000062991,AC3,,AC,0.342468205394228,Queried,Nrg1_ENSMUSG00000062991,AC_3,AC
Pak5,AC3,,AC,0.171966519109803,Queried,Pak5,AC_3,AC
Kcnma1,AC3,,AC,0.250018832405429,Queried,Kcnma1,AC_3,AC
Apba1,AC3,,AC,0.137508678319835,Queried,Apba1,AC_3,AC
Car2,AC3,,AC,0.279300631103401,Queried,Car2,AC_3,AC
Magi2,AC3,,AC,0.186405454043047,Queried,Magi2,AC_3,AC
Nebl,AC3,,AC,0.148837060490028,Queried,Nebl,AC_3,AC
Nfia,AC3,,AC,0.137001236583494,Queried,Nfia,AC_3,AC
Csmd3,AC3,,AC,0.198227047591435,Queried,Csmd3,AC_3,AC
Rbfox1,AC3,,AC,0.167208248467497,Queried,Rbfox1,AC_3,AC
Eif1b,AC3,,AC,0.165396083374547,Queried,Eif1b,AC_3,AC
Calm1,AC3,,AC,0.133225938466997,Queried,Calm1,AC_3,AC
Dab1,AC3,,AC,0.199277294948015,Queried,Dab1,AC_3,AC
Pde8b,AC3,,AC,0.161092495060814,Queried,Pde8b,AC_3,AC
Dync1i1,AC3,,AC,0.145284391384903,Queried,Dync1i1,AC_3,AC
Cntn5,AC30,,AC,0.476323028814084,Queried,Cntn5,AC_30,AC
Lrfn5,AC30,,AC,0.263164398187349,Queried,Lrfn5,AC_30,AC
Calb2,AC30,,AC,0.264034832407248,Queried,Calb2,AC_30,AC
Nlgn1,AC30,,AC,0.169163652604928,Queried,Nlgn1,AC_30,AC
Lrp1b,AC30,,AC,0.169127685331775,Queried,Lrp1b,AC_30,AC
Lgr5,AC30,,AC,0.168744280757635,Queried,Lgr5,AC_30,AC
Egfem1,AC30,,AC,0.226606867100432,Queried,Egfem1,AC_30,AC
Ppp1r17,AC30,,AC,0.192726140678502,Queried,Ppp1r17,AC_30,AC
Grid2,AC30,,AC,0.257961458923111,Queried,Grid2,AC_30,AC
Stmn1,AC30,,AC,0.214185269196362,Queried,Stmn1,AC_30,AC
Stxbp6,AC31,,AC,0.214555349130617,Queried,Stxbp6,AC_31,AC
Pcsk2,AC31,,AC,0.236133042276491,Queried,Pcsk2,AC_31,AC
Chgb,AC31,,AC,0.265284133389086,Queried,Chgb,AC_31,AC
Filip1l,AC31,,AC,0.220004518017861,Queried,Filip1l,AC_31,AC
Cacng3,AC31,,AC,0.221377070660707,Queried,Cacng3,AC_31,AC
Ptprd,AC31,,AC,0.234370817579073,Queried,Ptprd,AC_31,AC
Zmat4,AC31,,AC,0.190272991345237,Queried,Zmat4,AC_31,AC
Zfhx3,AC31,,AC,0.211440069334923,Queried,Zfhx3,AC_31,AC
Tac1,AC31,,AC,0.654609655192712,Queried,Tac1,AC_31,AC
Cdh20,AC31,,AC,0.339841322747773,Queried,Cdh20,AC_31,AC
Hs6st3,AC31,,AC,0.249956231729002,Queried,Hs6st3,AC_31,AC
Cxcl14,AC31,,AC,0.351596168087462,Queried,Cxcl14,AC_31,AC
Tpbg,AC31,,AC,0.434526062819512,Queried,Tpbg,AC_31,AC
Csmd1,AC31,,AC,0.406579532045739,Queried,Csmd1,AC_31,AC
Pcp4,AC31,,AC,0.189235121230717,Queried,Pcp4,AC_31,AC
Il1rapl2,AC31,,AC,0.252474235214928,Queried,Il1rapl2,AC_31,AC
Tafa2,AC31,,AC,0.199708522941482,Queried,Tafa2,AC_31,AC
Lingo2,AC32,,AC,0.471517084189077,Queried,Lingo2,AC_32,AC
Pcdh9,AC32,,AC,0.395862005900093,Queried,Pcdh9,AC_32,AC
Adarb2,AC32,,AC,0.715352194371419,Queried,Adarb2,AC_32,AC
Pcdh7,AC32,,AC,0.667231710184978,Queried,Pcdh7,AC_32,AC
Ncam2,AC32,,AC,0.288694250560509,Queried,Ncam2,AC_32,AC
Tfap2b,AC32,,AC,0.354849850702399,Queried,Tfap2b,AC_32,AC
Zeb2,AC32,,AC,0.396811385967348,Queried,Zeb2,AC_32,AC
Cdh18,AC32,,AC,0.372192295038353,Queried,Cdh18,AC_32,AC
Ptprd,AC32,,AC,0.35248582867186,Queried,Ptprd,AC_32,AC
Tac1,AC32,,AC,0.535128834791318,Queried,Tac1,AC_32,AC
Plcb1,AC32,,AC,0.314318876267105,Queried,Plcb1,AC_32,AC
Maf,AC32,,AC,0.720028279081833,Queried,Maf,AC_32,AC
Kcnip1,AC32,,AC,0.335372484830318,Queried,Kcnip1,AC_32,AC
Cntnap5a,AC32,,AC,0.532915674996419,Queried,Cntnap5a,AC_32,AC
Kcna6,AC32,,AC,0.390007054355119,Queried,Kcna6,AC_32,AC
Sorcs3,AC32,,AC,0.319328901157876,Queried,Sorcs3,AC_32,AC
Csmd1,AC33,,AC,0.151022291358104,Queried,Csmd1,AC_33,AC
Gabrg3,AC33,,AC,0.204592400408432,Queried,Gabrg3,AC_33,AC
Lamp5,AC33,,AC,0.21474734887274,Queried,Lamp5,AC_33,AC
Spock1,AC33,,AC,0.168561439570964,Queried,Spock1,AC_33,AC
Ntm,AC33,,AC,0.441884253162095,Queried,Ntm,AC_33,AC
Zeb2,AC33,,AC,0.152254489569146,Queried,Zeb2,AC_33,AC
Mast4,AC33,,AC,0.189630218565104,Queried,Mast4,AC_33,AC
Tafa1,AC33,,AC,0.33636044294723,Queried,Tafa1,AC_33,AC
Asic2,AC33,,AC,0.147825285039347,Queried,Asic2,AC_33,AC
Pcsk2,AC33,,AC,0.264981378355975,Queried,Pcsk2,AC_33,AC
Tfap2b,AC33,,AC,0.173622746589249,Queried,Tfap2b,AC_33,AC
Pcp4,AC33,,AC,0.210469245327387,Queried,Pcp4,AC_33,AC
Efna5,AC33,,AC,0.161056662000681,Queried,Efna5,AC_33,AC
Schip1,AC33,,AC,0.144439316482386,Queried,Schip1,AC_33,AC
Rbfox1,AC33,,AC,0.346481168883394,Queried,Rbfox1,AC_33,AC
Cpne8,AC33,,AC,0.153190731085872,Queried,Cpne8,AC_33,AC
Ralyl,AC34,,AC,0.156139906795484,Queried,Ralyl,AC_34,AC
Cdh20,AC34,,AC,0.20805653824437,Queried,Cdh20,AC_34,AC
Itm2c,AC34,,AC,0.140145482538787,Queried,Itm2c,AC_34,AC
Stmn1,AC34,,AC,0.175388581226327,Queried,Stmn1,AC_34,AC
Serpine2,AC34,,AC,0.221087580409353,Queried,Serpine2,AC_34,AC
Csmd1,AC34,,AC,0.220001614852935,Queried,Csmd1,AC_34,AC
Map1b,AC34,,AC,0.280014074115875,Queried,Map1b,AC_34,AC
Sox5,AC34,,AC,0.151590074859689,Queried,Sox5,AC_34,AC
Rbfox1,AC34,,AC,0.348957210677919,Queried,Rbfox1,AC_34,AC
Nap1l1,AC34,,AC,0.145244682961707,Queried,Nap1l1,AC_34,AC
Nav3,AC34,,AC,0.14363953779524,Queried,Nav3,AC_34,AC
C1ql1,AC34,,AC,0.187161268739886,Queried,C1ql1,AC_34,AC
