Marker,Name,Major_Coefficient,Parent_Name,Minor_Coefficient,Queried,Queried_Marker,Queried_Name,Queried_Parent_Name
Cbln2,AC34,,AC,0.232719753082521,Queried,Cbln2,AC_34,AC
Cdkn1c,AC34,,AC,0.219716707233271,Queried,Cdkn1c,AC_34,AC
Pcp4,AC34,,AC,0.327441679341091,Queried,Pcp4,AC_34,AC
Pcdh15,AC34,,AC,0.173116947061148,Queried,Pcdh15,AC_34,AC
Kirrel3,AC34,,AC,0.227829166169299,Queried,Kirrel3,AC_34,AC
Pcdh7,AC34,,AC,0.45408013842409,Queried,Pcdh7,AC_34,AC
Ralyl,AC35,,AC,0.265994763973345,Queried,Ralyl,AC_35,AC
A930001a20rik,AC35,,AC,0.27797731385607,Queried,A930001A20Rik,AC_35,AC
Sgcz,AC35,,AC,0.477760659247285,Queried,Sgcz,AC_35,AC
Hpgd,AC35,,AC,0.136940519541425,Queried,Hpgd,AC_35,AC
Adamtsl1,AC35,,AC,0.237030652568142,Queried,Adamtsl1,AC_35,AC
Opcml,AC35,,AC,0.254316133186257,Queried,Opcml,AC_35,AC
Pcdh17,AC35,,AC,0.123011231090557,Queried,Pcdh17,AC_35,AC
Kirrel3,AC35,,AC,0.149510114631495,Queried,Kirrel3,AC_35,AC
Trhde,AC35,,AC,0.216460887509396,Queried,Trhde,AC_35,AC
Snhg11,AC35,,AC,0.122159292582363,Queried,Snhg11,AC_35,AC
Brinp3,AC35,,AC,0.135101279109864,Queried,Brinp3,AC_35,AC
Gria1,AC35,,AC,0.166104716952501,Queried,Gria1,AC_35,AC
Glra3,AC35,,AC,0.159426813767343,Queried,Glra3,AC_35,AC
Car3,AC35,,AC,0.286996424024456,Queried,Car3,AC_35,AC
Ppp1r17,AC35,,AC,0.198511962725582,Queried,Ppp1r17,AC_35,AC
Galnt13,AC35,,AC,0.140988597446873,Queried,Galnt13,AC_35,AC
Spock3,AC36,,AC,0.181960106530387,Queried,Spock3,AC_36,AC
Tac1,AC36,,AC,0.246103824893281,Queried,Tac1,AC_36,AC
Pcdh7,AC36,,AC,0.164720988874687,Queried,Pcdh7,AC_36,AC
Calb2,AC36,,AC,0.328690512931256,Queried,Calb2,AC_36,AC
Galntl6,AC36,,AC,0.200159394502306,Queried,Galntl6,AC_36,AC
Dmd,AC36,,AC,0.210143792604305,Queried,Dmd,AC_36,AC
Atrnl1,AC36,,AC,0.186155166440589,Queried,Atrnl1,AC_36,AC
Brinp3,AC36,,AC,0.178311576037501,Queried,Brinp3,AC_36,AC
Nkain3,AC36,,AC,0.197309492061166,Queried,Nkain3,AC_36,AC
Kcnip4,AC36,,AC,0.412484650389713,Queried,Kcnip4,AC_36,AC
Mgat4c,AC36,,AC,0.212129537457765,Queried,Mgat4c,AC_36,AC
Pcp4,AC36,,AC,0.243799593729949,Queried,Pcp4,AC_36,AC
Erbb4,AC36,,AC,0.167918095452297,Queried,Erbb4,AC_36,AC
Igfbp7,AC36,,AC,0.194790672172951,Queried,Igfbp7,AC_36,AC
Lrrtm4,AC36,,AC,0.202284896836021,Queried,Lrrtm4,AC_36,AC
Col25a1,AC36,,AC,0.317596648288442,Queried,Col25a1,AC_36,AC
Tafa1,AC36,,AC,0.266824776524602,Queried,Tafa1,AC_36,AC
Zfhx3,AC36,,AC,0.193013312441917,Queried,Zfhx3,AC_36,AC
Adcy8,AC37,,AC,0.203726300643334,Queried,Adcy8,AC_37,AC
Gabrb1,AC37,,AC,0.301024567057785,Queried,Gabrb1,AC_37,AC
Reln,AC37,,AC,0.370918218709537,Queried,Reln,AC_37,AC
Kcnip1,AC37,,AC,0.186318377326376,Queried,Kcnip1,AC_37,AC
Epha5,AC37,,AC,0.191819215327259,Queried,Epha5,AC_37,AC
Ptprd,AC37,,AC,0.351151038214822,Queried,Ptprd,AC_37,AC
Zfp804b,AC37,,AC,0.18957092382106,Queried,Zfp804b,AC_37,AC
Foxp1,AC37,,AC,0.229885432982692,Queried,Foxp1,AC_37,AC
Lmo4,AC37,,AC,0.187676279708376,Queried,Lmo4,AC_37,AC
Hs6st3,AC37,,AC,0.370663484669723,Queried,Hs6st3,AC_37,AC
Robo1,AC37,,AC,0.278025449390917,Queried,Robo1,AC_37,AC
Kirrel3,AC37,,AC,0.187094437134034,Queried,Kirrel3,AC_37,AC
Efna5,AC37,,AC,0.18586588647396,Queried,Efna5,AC_37,AC
Nnat,AC37,,AC,0.390922818430714,Queried,Nnat,AC_37,AC
Tenm4,AC37,,AC,0.177217253685214,Queried,Tenm4,AC_37,AC
Sema6a,AC37,,AC,0.274068310438268,Queried,Sema6a,AC_37,AC
Plcb1,AC37,,AC,0.188459427927862,Queried,Plcb1,AC_37,AC
Glul,AC37,,AC,0.197101160512682,Queried,Glul,AC_37,AC
Pcp4,AC38,,AC,0.587739218616817,Queried,Pcp4,AC_38,AC
Lrp1b,AC38,,AC,0.210653964791855,Queried,Lrp1b,AC_38,AC
Pcdh17,AC38,,AC,0.383695842207576,Queried,Pcdh17,AC_38,AC
Kcnd2,AC38,,AC,0.364389614570637,Queried,Kcnd2,AC_38,AC
Car8,AC38,,AC,0.179366748104597,Queried,Car8,AC_38,AC
Frmd5,AC38,,AC,0.223471830289216,Queried,Frmd5,AC_38,AC
Kcnip1,AC38,,AC,0.298181272391446,Queried,Kcnip1,AC_38,AC
Dpp6,AC38,,AC,0.183708444369064,Queried,Dpp6,AC_38,AC
Lsamp,AC38,,AC,0.19950058116864,Queried,Lsamp,AC_38,AC
Id4,AC38,,AC,0.246901642372901,Queried,Id4,AC_38,AC
Mgat4c,AC38,,AC,0.302046191804391,Queried,Mgat4c,AC_38,AC
Pbx1,AC38,,AC,0.187633979520564,Queried,Pbx1,AC_38,AC
Erbb4,AC38,,AC,0.573887605768035,Queried,Erbb4,AC_38,AC
Pcdh7,AC38,,AC,0.25285497826595,Queried,Pcdh7,AC_38,AC
Gfra1,AC38,,AC,0.196080048375271,Queried,Gfra1,AC_38,AC
Sorcs1,AC38,,AC,0.373166049157273,Queried,Sorcs1,AC_38,AC
Cdh20,AC39,,AC,0.198851983194151,Queried,Cdh20,AC_39,AC
Ptn,AC39,,AC,0.144865756522793,Queried,Ptn,AC_39,AC
Nkain3,AC39,,AC,0.279463647567389,Queried,Nkain3,AC_39,AC
Ccdc85a,AC39,,AC,0.133959582440208,Queried,Ccdc85a,AC_39,AC
Stxbp6,AC39,,AC,0.136846506121826,Queried,Stxbp6,AC_39,AC
Lrrtm4,AC39,,AC,0.282271512211452,Queried,Lrrtm4,AC_39,AC
Stmn2,AC39,,AC,0.194169448612024,Queried,Stmn2,AC_39,AC
Spock1,AC39,,AC,0.190023428403151,Queried,Spock1,AC_39,AC
Ntm,AC39,,AC,0.204661727370963,Queried,Ntm,AC_39,AC
Nrg1_ensmusg00000062991,AC39,,AC,0.219266856365258,Queried,Nrg1_ENSMUSG00000062991,AC_39,AC
Zfp804a,AC39,,AC,0.178327375295688,Queried,Zfp804a,AC_39,AC
Pcdh9,AC39,,AC,0.275920107859167,Queried,Pcdh9,AC_39,AC
Epha3,AC39,,AC,0.170012767347017,Queried,Epha3,AC_39,AC
Kcnb2,AC39,,AC,0.151260511989273,Queried,Kcnb2,AC_39,AC
Esrrg,AC39,,AC,0.170404573182926,Queried,Esrrg,AC_39,AC
Sdk1,AC39,,AC,0.215767669564106,Queried,Sdk1,AC_39,AC
Hs6st3,AC4,,AC,0.48438685455661,Queried,Hs6st3,AC_4,AC
Car10,AC4,,AC,0.280139345456998,Queried,Car10,AC_4,AC
Mgarp,AC4,,AC,0.322670720377737,Queried,Mgarp,AC_4,AC
Gabrg3,AC4,,AC,0.265184501500505,Queried,Gabrg3,AC_4,AC
Nrsn1,AC4,,AC,0.26131064963598,Queried,Nrsn1,AC_4,AC
Mt1,AC4,,AC,0.295247437478354,Queried,Mt1,AC_4,AC
Ptprt,AC4,,AC,0.29005423602528,Queried,Ptprt,AC_4,AC
Kcnh7,AC4,,AC,0.334076571779067,Queried,Kcnh7,AC_4,AC
Slc6a9,AC4,,AC,0.349209283118479,Queried,Slc6a9,AC_4,AC
Lrfn5,AC4,,AC,0.279884039672591,Queried,Lrfn5,AC_4,AC
Kcnb2,AC4,,AC,0.388792140480367,Queried,Kcnb2,AC_4,AC
Galntl6,AC40,,AC,0.262291873102024,Queried,Galntl6,AC_40,AC
Efna5,AC40,,AC,0.200372850143766,Queried,Efna5,AC_40,AC
Scg2,AC40,,AC,0.192922389270398,Queried,Scg2,AC_40,AC
Runx1t1,AC40,,AC,0.196754223412585,Queried,Runx1t1,AC_40,AC
Sorcs1,AC40,,AC,0.219341455817415,Queried,Sorcs1,AC_40,AC
Nfia,AC40,,AC,0.290841698106973,Queried,Nfia,AC_40,AC
Kctd8,AC40,,AC,0.223038278281934,Queried,Kctd8,AC_40,AC
Tac1,AC40,,AC,0.53216164370829,Queried,Tac1,AC_40,AC
Kirrel3,AC40,,AC,0.221733404631363,Queried,Kirrel3,AC_40,AC
Cngb3,AC40,,AC,0.194390797713226,Queried,Cngb3,AC_40,AC
Cbln2,AC40,,AC,0.296386728674108,Queried,Cbln2,AC_40,AC
Hs6st3,AC40,,AC,0.210972931240093,Queried,Hs6st3,AC_40,AC
Tenm4,AC40,,AC,0.20270271879752,Queried,Tenm4,AC_40,AC
Grm5,AC40,,AC,0.193333716208739,Queried,Grm5,AC_40,AC
Grm1,AC40,,AC,0.198136298339457,Queried,Grm1,AC_40,AC
Ncam2,AC40,,AC,0.327196217773955,Queried,Ncam2,AC_40,AC
Lrrc4c,AC40,,AC,0.549059941779878,Queried,Lrrc4c,AC_40,AC
C1ql2,AC41,,AC,0.205303780309261,Queried,C1ql2,AC_41,AC
Car8,AC41,,AC,0.262804942716897,Queried,Car8,AC_41,AC
Ntng1,AC41,,AC,0.366331016982609,Queried,Ntng1,AC_41,AC
Kcnd2,AC41,,AC,0.192546719237978,Queried,Kcnd2,AC_41,AC
Dmd,AC41,,AC,0.202675354153682,Queried,Dmd,AC_41,AC
Meis2,AC41,,AC,0.175460053546695,Queried,Meis2,AC_41,AC
Tmsb10,AC41,,AC,0.173558651940427,Queried,Tmsb10,AC_41,AC
Mgat4c,AC41,,AC,0.23580450561884,Queried,Mgat4c,AC_41,AC
Pcp4,AC41,,AC,0.206750742638532,Queried,Pcp4,AC_41,AC
Sgcd,AC41,,AC,0.279410016323453,Queried,Sgcd,AC_41,AC
Pcdh17,AC41,,AC,0.220949610462026,Queried,Pcdh17,AC_41,AC
Kctd16,AC41,,AC,0.182110994731969,Queried,Kctd16,AC_41,AC
Grm7,AC41,,AC,0.174392498494113,Queried,Grm7,AC_41,AC
Tafa2,AC41,,AC,0.212541110727617,Queried,Tafa2,AC_41,AC
Lingo2,AC41,,AC,0.237954550066855,Queried,Lingo2,AC_41,AC
Nrg1_ensmusg00000062991,AC41,,AC,0.284300772771073,Queried,Nrg1_ENSMUSG00000062991,AC_41,AC
Adarb2,AC41,,AC,0.209183683155065,Queried,Adarb2,AC_41,AC
Kcnip4,AC41,,AC,0.400815264895591,Queried,Kcnip4,AC_41,AC
Grid2,AC41,,AC,0.292925097182262,Queried,Grid2,AC_41,AC
Pcdh7,AC42,,AC,0.224442372336186,Queried,Pcdh7,AC_42,AC
Gabra2,AC42,,AC,0.245878938733101,Queried,Gabra2,AC_42,AC
Cpm,AC42,,AC,0.306986599699584,Queried,Cpm,AC_42,AC
Etv1,AC42,,AC,0.385197836269966,Queried,Etv1,AC_42,AC
Tafa1,AC42,,AC,0.242557980518043,Queried,Tafa1,AC_42,AC
Rgs6,AC42,,AC,0.233810585462042,Queried,Rgs6,AC_42,AC
Cntn3,AC42,,AC,0.204902480640459,Queried,Cntn3,AC_42,AC
Rnf220,AC42,,AC,0.347094038149278,Queried,Rnf220,AC_42,AC
Spock1,AC42,,AC,0.217980369685313,Queried,Spock1,AC_42,AC
Ntm,AC42,,AC,0.23808680493166,Queried,Ntm,AC_42,AC
Sox5,AC42,,AC,0.23288941668958,Queried,Sox5,AC_42,AC
Gabrg3,AC42,,AC,0.196419563114845,Queried,Gabrg3,AC_42,AC
Gad1,AC42,,AC,0.271668641733671,Queried,Gad1,AC_42,AC
Rbms3,AC42,,AC,0.234106929456569,Queried,Rbms3,AC_42,AC
Cntn5,AC42,,AC,0.286966298510559,Queried,Cntn5,AC_42,AC
Ptprm,AC42,,AC,0.283285499304513,Queried,Ptprm,AC_42,AC
Emb,AC42,,AC,0.240034051815004,Queried,Emb,AC_42,AC
Cntnap2,AC43,,AC,0.214176756187097,Queried,Cntnap2,AC_43,AC
Rnf220,AC43,,AC,0.269736254015153,Queried,Rnf220,AC_43,AC
6430548m08rik,AC43,,AC,0.191652661194996,Queried,6430548M08Rik,AC_43,AC
Sema6a,AC43,,AC,0.210525260594149,Queried,Sema6a,AC_43,AC
Nr4a2,AC43,,AC,0.19987921283437,Queried,Nr4a2,AC_43,AC
Chgb,AC43,,AC,0.377185479850967,Queried,Chgb,AC_43,AC
Ralyl,AC43,,AC,0.417055723770743,Queried,Ralyl,AC_43,AC
Dpp10,AC43,,AC,0.257372519286215,Queried,Dpp10,AC_43,AC
Unc5c,AC43,,AC,0.19238551091272,Queried,Unc5c,AC_43,AC
Robo1,AC43,,AC,0.214524022715973,Queried,Robo1,AC_43,AC
Pde4b,AC43,,AC,0.18572225708994,Queried,Pde4b,AC_43,AC
Lrrtm4,AC43,,AC,0.375741767136183,Queried,Lrrtm4,AC_43,AC
Gabrb1,AC43,,AC,0.441802641498415,Queried,Gabrb1,AC_43,AC
Kcnip4,AC43,,AC,0.377887899382497,Queried,Kcnip4,AC_43,AC
Prkg1,AC43,,AC,0.218073797648348,Queried,Prkg1,AC_43,AC
Sgcd,AC43,,AC,0.222768654898497,Queried,Sgcd,AC_43,AC
Cbln4,AC43,,AC,0.272615575999192,Queried,Cbln4,AC_43,AC
Tenm2,AC43,,AC,0.216601269632744,Queried,Tenm2,AC_43,AC
Schip1,AC44,,AC,0.148160090377893,Queried,Schip1,AC_44,AC
Sorcs1,AC44,,AC,0.202656805778898,Queried,Sorcs1,AC_44,AC
Pcdh9,AC44,,AC,0.157609966601192,Queried,Pcdh9,AC_44,AC
Tac1,AC44,,AC,0.22207398106686,Queried,Tac1,AC_44,AC
Reln,AC44,,AC,0.150727228965358,Queried,Reln,AC_44,AC
Tac2,AC44,,AC,0.26582853511984,Queried,Tac2,AC_44,AC
6330403k07rik,AC44,,AC,0.202694729817735,Queried,6330403K07Rik,AC_44,AC
Mgat4c,AC44,,AC,0.239299206495531,Queried,Mgat4c,AC_44,AC
Grid2,AC44,,AC,0.179930195731038,Queried,Grid2,AC_44,AC
Oxr1,AC44,,AC,0.202857515964655,Queried,Oxr1,AC_44,AC
Nrg1_ensmusg00000062991,AC44,,AC,0.205215124268478,Queried,Nrg1_ENSMUSG00000062991,AC_44,AC
Lrrc4c,AC44,,AC,0.205143017141442,Queried,Lrrc4c,AC_44,AC
Gpr88,AC44,,AC,0.23149865015976,Queried,Gpr88,AC_44,AC
Fstl5,AC44,,AC,0.155097712030392,Queried,Fstl5,AC_44,AC
Kirrel3,AC44,,AC,0.166094042530811,Queried,Kirrel3,AC_44,AC
Dpp10,AC44,,AC,0.146422376306222,Queried,Dpp10,AC_44,AC
Cxcl14,AC44,,AC,0.360456578154362,Queried,Cxcl14,AC_44,AC
Nnat,AC45,,AC,0.18639332831515,Queried,Nnat,AC_45,AC
Nav3,AC45,,AC,0.255879916602922,Queried,Nav3,AC_45,AC
Nlgn1,AC45,,AC,0.167281613781247,Queried,Nlgn1,AC_45,AC
Hs6st3,AC45,,AC,0.19821413023823,Queried,Hs6st3,AC_45,AC
Erbb4,AC45,,AC,0.159635572591672,Queried,Erbb4,AC_45,AC
Nap1l5,AC45,,AC,0.183779656860495,Queried,Nap1l5,AC_45,AC
Csmd1,AC45,,AC,0.182943242027563,Queried,Csmd1,AC_45,AC
Kcnip1,AC45,,AC,0.175969508803521,Queried,Kcnip1,AC_45,AC
Ralyl,AC45,,AC,0.207590119446627,Queried,Ralyl,AC_45,AC
Dpp10,AC45,,AC,0.171247043546488,Queried,Dpp10,AC_45,AC
Dcc,AC45,,AC,0.168531375846377,Queried,Dcc,AC_45,AC
Mgat4c,AC45,,AC,0.276677168860208,Queried,Mgat4c,AC_45,AC
App,AC45,,AC,0.168584100766197,Queried,App,AC_45,AC
Nr4a2,AC45,,AC,0.16554346062442,Queried,Nr4a2,AC_45,AC
Spock1,AC45,,AC,0.214153290134784,Queried,Spock1,AC_45,AC
Pcdh15,AC45,,AC,0.26444889821076,Queried,Pcdh15,AC_45,AC
Fat3,AC45,,AC,0.177736273756955,Queried,Fat3,AC_45,AC
Kirrel3,AC45,,AC,0.276025144407954,Queried,Kirrel3,AC_45,AC
Dmd,AC45,,AC,0.276782041834872,Queried,Dmd,AC_45,AC
Tmsb4x,AC45,,AC,0.183065623245729,Queried,Tmsb4x,AC_45,AC
Kcnh7,AC46,,AC,0.190189798495279,Queried,Kcnh7,AC_46,AC
Filip1l,AC46,,AC,0.248392012363178,Queried,Filip1l,AC_46,AC
Fstl4,AC46,,AC,0.185432648425684,Queried,Fstl4,AC_46,AC
Pcdh17,AC46,,AC,0.198404493844327,Queried,Pcdh17,AC_46,AC
C1ql2,AC46,,AC,0.17209345822691,Queried,C1ql2,AC_46,AC
Sdk1,AC46,,AC,0.146304352583377,Queried,Sdk1,AC_46,AC
Dlg2,AC46,,AC,0.147040044158244,Queried,Dlg2,AC_46,AC
C1ql1,AC46,,AC,0.318150448081236,Queried,C1ql1,AC_46,AC
Mgat4c,AC46,,AC,0.148916221482729,Queried,Mgat4c,AC_46,AC
Ank3,AC46,,AC,0.151767155234598,Queried,Ank3,AC_46,AC
Rbfox1,AC46,,AC,0.275017289116152,Queried,Rbfox1,AC_46,AC
Zfp804a,AC46,,AC,0.190898516900344,Queried,Zfp804a,AC_46,AC
Cntn5,AC46,,AC,0.344240741537954,Queried,Cntn5,AC_46,AC
Nefl,AC46,,AC,0.203909747535754,Queried,Nefl,AC_46,AC
Lrrc4c,AC47,,AC,0.216463232707141,Queried,Lrrc4c,AC_47,AC
Tfap2b,AC47,,AC,0.175929387503857,Queried,Tfap2b,AC_47,AC
Six3,AC47,,AC,0.160002035392431,Queried,Six3,AC_47,AC
Cngb3,AC47,,AC,0.248702275202528,Queried,Cngb3,AC_47,AC
Tac2,AC47,,AC,0.30384011698974,Queried,Tac2,AC_47,AC
Csmd3,AC47,,AC,0.23401178631665,Queried,Csmd3,AC_47,AC
Lrrtm4,AC47,,AC,0.434276180591498,Queried,Lrrtm4,AC_47,AC
Lingo2,AC47,,AC,0.17179134770872,Queried,Lingo2,AC_47,AC
Pcp4,AC47,,AC,0.395903843563657,Queried,Pcp4,AC_47,AC
Gucy1a1,AC47,,AC,0.191347781540749,Queried,Gucy1a1,AC_47,AC
Galnt13,AC47,,AC,0.198098573424887,Queried,Galnt13,AC_47,AC
Runx1t1,AC47,,AC,0.193179326682005,Queried,Runx1t1,AC_47,AC
Nrcam,AC47,,AC,0.232020536673062,Queried,Nrcam,AC_47,AC
Slit2,AC47,,AC,0.334967664537524,Queried,Slit2,AC_47,AC
Cbln2,AC47,,AC,0.252352649058288,Queried,Cbln2,AC_47,AC
Grm7,AC47,,AC,0.234065343811102,Queried,Grm7,AC_47,AC
Sdk1,AC48,,AC,0.162255540122193,Queried,Sdk1,AC_48,AC
Bmerb1,AC48,,AC,0.147252586124774,Queried,Bmerb1,AC_48,AC
Tac2,AC48,,AC,0.508948601081381,Queried,Tac2,AC_48,AC
Elavl2,AC48,,AC,0.261531630253024,Queried,Elavl2,AC_48,AC
C1ql2,AC48,,AC,0.144226072960671,Queried,C1ql2,AC_48,AC
Lrrc4c,AC48,,AC,0.257596967742816,Queried,Lrrc4c,AC_48,AC
Oxr1,AC48,,AC,0.16336680634204,Queried,Oxr1,AC_48,AC
C1ql1,AC48,,AC,0.226098074536053,Queried,C1ql1,AC_48,AC
Nrg1_ensmusg00000062991,AC48,,AC,0.150327209657218,Queried,Nrg1_ENSMUSG00000062991,AC_48,AC
Tmsb10,AC48,,AC,0.146234596796074,Queried,Tmsb10,AC_48,AC
Cplx2,AC48,,AC,0.149497409908209,Queried,Cplx2,AC_48,AC
Stmn2,AC48,,AC,0.207493679320152,Queried,Stmn2,AC_48,AC
Lrp1b,AC48,,AC,0.308835410676911,Queried,Lrp1b,AC_48,AC
Sorcs1,AC48,,AC,0.205746227326883,Queried,Sorcs1,AC_48,AC
6330403k07rik,AC48,,AC,0.183623869041643,Queried,6330403K07Rik,AC_48,AC
Grid2,AC48,,AC,0.225522234245327,Queried,Grid2,AC_48,AC
Cxcl14,AC48,,AC,0.184559208294359,Queried,Cxcl14,AC_48,AC
Zfp804b,AC49,,AC,0.256476939672079,Queried,Zfp804b,AC_49,AC
Otx2os1,AC49,,AC,0.178750123493176,Queried,Otx2os1,AC_49,AC
Pcdh17,AC49,,AC,0.171319499415613,Queried,Pcdh17,AC_49,AC
Shisa8,AC49,,AC,0.217738769242346,Queried,Shisa8,AC_49,AC
Lingo2,AC49,,AC,0.146472884194668,Queried,Lingo2,AC_49,AC
Zfhx3,AC49,,AC,0.187638632876981,Queried,Zfhx3,AC_49,AC
Erbb4,AC49,,AC,0.131274158164859,Queried,Erbb4,AC_49,AC
Gria1,AC49,,AC,0.13737699252335,Queried,Gria1,AC_49,AC
Zfp385b,AC49,,AC,0.169565082171639,Queried,Zfp385b,AC_49,AC
Esrrg,AC49,,AC,0.215522413918169,Queried,Esrrg,AC_49,AC
Slc6a11,AC49,,AC,0.142766135376653,Queried,Slc6a11,AC_49,AC
Epha3,AC49,,AC,0.131410507040466,Queried,Epha3,AC_49,AC
Phlda1,AC49,,AC,0.187238374715464,Queried,Phlda1,AC_49,AC
Cdh20,AC49,,AC,0.17531095990059,Queried,Cdh20,AC_49,AC
Vgf,AC49,,AC,0.174758510889293,Queried,Vgf,AC_49,AC
C1ql2,AC5,,AC,0.334203335256646,Queried,C1ql2,AC_5,AC
Hpgd,AC5,,AC,0.295061261903505,Queried,Hpgd,AC_5,AC
Tenm3,AC5,,AC,0.241728894596053,Queried,Tenm3,AC_5,AC
Ptprm,AC5,,AC,0.204283250635511,Queried,Ptprm,AC_5,AC
Kcnip4,AC5,,AC,0.314483423756494,Queried,Kcnip4,AC_5,AC
Gucy1a1,AC5,,AC,0.228852252263267,Queried,Gucy1a1,AC_5,AC
Kcnip1,AC5,,AC,0.21132472984685,Queried,Kcnip1,AC_5,AC
Celf4,AC5,,AC,0.202289346946632,Queried,Celf4,AC_5,AC
Tafa1,AC5,,AC,0.234244274485978,Queried,Tafa1,AC_5,AC
Lingo2,AC5,,AC,0.330586921350809,Queried,Lingo2,AC_5,AC
Pantr1,AC5,,AC,0.331328802723859,Queried,Pantr1,AC_5,AC
Dkk3,AC5,,AC,0.387818661404186,Queried,Dkk3,AC_5,AC
Gad1,AC5,,AC,0.234099434715782,Queried,Gad1,AC_5,AC
Pcdh9,AC5,,AC,0.348225101120611,Queried,Pcdh9,AC_5,AC
Pcp4,AC5,,AC,0.582169363291547,Queried,Pcp4,AC_5,AC
Nckap5,AC5,,AC,0.298644412767429,Queried,Nckap5,AC_5,AC
Six3,AC5,,AC,0.220449189036663,Queried,Six3,AC_5,AC
Nrsn1,AC50,,AC,0.189606399584987,Queried,Nrsn1,AC_50,AC
Galntl6,AC50,,AC,0.253895294857165,Queried,Galntl6,AC_50,AC
Dcc,AC50,,AC,0.155370907743928,Queried,Dcc,AC_50,AC
Cntnap5a,AC50,,AC,0.201998285192062,Queried,Cntnap5a,AC_50,AC
Impact,AC50,,AC,0.140650974997352,Queried,Impact,AC_50,AC
Ldb2,AC50,,AC,0.274613737215799,Queried,Ldb2,AC_50,AC
Zfhx3,AC50,,AC,0.16294216369519,Queried,Zfhx3,AC_50,AC
C1ql1,AC50,,AC,0.17758940851657,Queried,C1ql1,AC_50,AC
Unc5c,AC50,,AC,0.193819556901123,Queried,Unc5c,AC_50,AC
Nav2,AC50,,AC,0.22912650639994,Queried,Nav2,AC_50,AC
Erbb4,AC50,,AC,0.334819182418785,Queried,Erbb4,AC_50,AC
Lingo2,AC50,,AC,0.246011452055445,Queried,Lingo2,AC_50,AC
App,AC50,,AC,0.162039592329624,Queried,App,AC_50,AC
Plcb1,AC50,,AC,0.169135275490914,Queried,Plcb1,AC_50,AC
C1ql3,AC50,,AC,0.334762063602872,Queried,C1ql3,AC_50,AC
Adarb2,AC50,,AC,0.403105889336885,Queried,Adarb2,AC_50,AC
Ptprk,AC50,,AC,0.208755653410017,Queried,Ptprk,AC_50,AC
Tenm2,AC51,,AC,0.121006734853289,Queried,Tenm2,AC_51,AC
Pcdh17,AC51,,AC,0.175563340353219,Queried,Pcdh17,AC_51,AC
Sdc2,AC51,,AC,0.181309998288004,Queried,Sdc2,AC_51,AC
6430548m08rik,AC51,,AC,0.1426588724133,Queried,6430548M08Rik,AC_51,AC
Gabra2,AC51,,AC,0.136141232138225,Queried,Gabra2,AC_51,AC
Ntm,AC51,,AC,0.13939211588223,Queried,Ntm,AC_51,AC
Hcn1,AC51,,AC,0.242229105375401,Queried,Hcn1,AC_51,AC
Adamtsl1,AC51,,AC,0.183610382177932,Queried,Adamtsl1,AC_51,AC
Nnat,AC51,,AC,0.281835749341026,Queried,Nnat,AC_51,AC
Zfhx3,AC51,,AC,0.124365235588819,Queried,Zfhx3,AC_51,AC
Ralyl,AC51,,AC,0.138695767526529,Queried,Ralyl,AC_51,AC
Rnf220,AC51,,AC,0.157018786511344,Queried,Rnf220,AC_51,AC
Tenm4,AC51,,AC,0.123322434893481,Queried,Tenm4,AC_51,AC
Necab2,AC51,,AC,0.153352884238013,Queried,Necab2,AC_51,AC
Lrp1b,AC51,,AC,0.141194289434989,Queried,Lrp1b,AC_51,AC
Pcp4,AC51,,AC,0.149449398985261,Queried,Pcp4,AC_51,AC
Gap43,AC52,,AC,0.116573365126528,Queried,Gap43,AC_52,AC
Galntl6,AC52,,AC,0.316856517897467,Queried,Galntl6,AC_52,AC
Stxbp6,AC52,,AC,0.142170155760051,Queried,Stxbp6,AC_52,AC
Cngb3,AC52,,AC,0.123499295212642,Queried,Cngb3,AC_52,AC
Stmn2,AC52,,AC,0.129927705085113,Queried,Stmn2,AC_52,AC
C1ql3,AC52,,AC,0.243476267375568,Queried,C1ql3,AC_52,AC
Zfhx3,AC52,,AC,0.166397233742088,Queried,Zfhx3,AC_52,AC
Lrfn5,AC52,,AC,0.174922257921602,Queried,Lrfn5,AC_52,AC
Nos1,AC52,,AC,0.224258447041669,Queried,Nos1,AC_52,AC
Elavl2,AC52,,AC,0.196697715704587,Queried,Elavl2,AC_52,AC
Cntnap5b,AC52,,AC,0.138982008656097,Queried,Cntnap5b,AC_52,AC
Cacna2d1,AC52,,AC,0.161525510366065,Queried,Cacna2d1,AC_52,AC
Pcp4,AC52,,AC,0.241144066913871,Queried,Pcp4,AC_52,AC
Opcml,AC52,,AC,0.168328620978589,Queried,Opcml,AC_52,AC
Rbms3,AC52,,AC,0.153562290165096,Queried,Rbms3,AC_52,AC
Calb2,AC52,,AC,0.176986419030623,Queried,Calb2,AC_52,AC
Olfm3,AC53,,AC,0.0702356700435287,Queried,Olfm3,AC_53,AC
P3h2,AC53,,AC,0.0545133935615128,Queried,P3h2,AC_53,AC
Nrg1_ensmusg00000062991,AC53,,AC,0.0635446037788565,Queried,Nrg1_ENSMUSG00000062991,AC_53,AC
Pafah1b1,AC53,,AC,0.0463674152411267,Queried,Pafah1b1,AC_53,AC
Pak5,AC53,,AC,0.0515235594732169,Queried,Pak5,AC_53,AC
Sdk1,AC53,,AC,0.0498890957835334,Queried,Sdk1,AC_53,AC
