Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Sgcz,AC,AC_17,ENSMUSG00000039539,Sgcz,0.1418685648760623
Rgs6,AC,AC_17,ENSMUSG00000021219,Rgs6,0.146434093239038
Rims1,AC,AC_17,ENSMUSG00000041670,Rims1,0.2856777724905762
Cdh18,AC,AC_17,ENSMUSG00000040420,Cdh18,0.1595822029848313
Scg2,AC,AC_17,ENSMUSG00000050711,Scg2,0.1570343098054826
Megf11,AC,AC_17,ENSMUSG00000036466,Megf11,0.2007074382459446
Isl1,AC,AC_17,ENSMUSG00000042258,Isl1,0.1940367635542555
Pcp4,AC,AC_17,ENSMUSG00000090223,Pcp4,0.3070647058504743
Cpne4,AC,AC_18,ENSMUSG00000032564,Cpne4,0.7183117941567531
Kcnab1,AC,AC_18,ENSMUSG00000027827,Kcnab1,0.3308259001109787
Il1rapl2,AC,AC_18,ENSMUSG00000059203,Il1rapl2,0.347899765285019
Tmsb4x,AC,AC_18,ENSMUSG00000049775,Tmsb4x,0.4265910185262814
Il1rapl1,AC,AC_18,ENSMUSG00000052372,Il1rapl1,0.4495947331424013
Cbln2,AC,AC_18,ENSMUSG00000024647,Cbln2,0.3901721365028582
Marcks,AC,AC_18,ENSMUSG00000069662,Marcks,0.2888003115764788
Negr1,AC,AC_18,ENSMUSG00000040037,Negr1,0.3545650541773443
Celf2,AC,AC_18,ENSMUSG00000002107,Celf2,0.5216399862671806
Ralyl,AC,AC_18,ENSMUSG00000039717,Ralyl,0.3425621442720468
Phactr1,AC,AC_18,ENSMUSG00000054728,Phactr1,0.3854333377958431
Spock3,AC,AC_18,ENSMUSG00000054162,Spock3,0.2954761290763386
Hs6st3,AC,AC_18,ENSMUSG00000053465,Hs6st3,0.3090366049728771
Nrg1_ENSMUSG00000062991,AC,AC_18,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.4599021138370483
Galntl6,AC,AC_18,ENSMUSG00000096914,Galntl6,0.4070088495618196
Anks1b,AC,AC_18,ENSMUSG00000058589,Anks1b,0.29177718974651
Dab1,AC,AC_19,ENSMUSG00000028519,Dab1,0.378538311578805
Hs6st3,AC,AC_19,ENSMUSG00000053465,Hs6st3,0.3802424430604577
Pcdh15,AC,AC_19,ENSMUSG00000052613,Pcdh15,0.3572746418910182
Tfap2b,AC,AC_19,ENSMUSG00000025927,Tfap2b,0.2114592165174054
Col25a1,AC,AC_19,ENSMUSG00000058897,Col25a1,0.3357497888279069
Gucy1a1,AC,AC_19,ENSMUSG00000033910,Gucy1a1,0.2091046640617418
Prkg1,AC,AC_19,ENSMUSG00000052920,Prkg1,0.2571227097613281
Cntnap2,AC,AC_19,ENSMUSG00000039419,Cntnap2,0.4406514020106051
Khdrbs3,AC,AC_19,ENSMUSG00000022332,Khdrbs3,0.2483293858093933
Lhfp,AC,AC_19,ENSMUSG00000048332,Lhfp,0.3110107069675485
Adarb2,AC,AC_19,ENSMUSG00000052551,Adarb2,0.3455743541897606
Cabp1,AC,AC_19,ENSMUSG00000029544,Cabp1,0.22050216345804
Ptprk,AC,AC_19,ENSMUSG00000019889,Ptprk,0.3723784759528276
Efna5,AC,AC_19,ENSMUSG00000048915,Efna5,0.2105891158466961
Lamp5,AC,AC_19,ENSMUSG00000027270,Lamp5,0.2108652152323669
Wwox,AC,AC_19,ENSMUSG00000004637,Wwox,0.4727806621535748
Gabrg3,AC,AC_2,ENSMUSG00000055026,Gabrg3,1.044334328484168
Maf,AC,AC_2,ENSMUSG00000055435,Maf,1.6933465672181425
Luzp2,AC,AC_2,ENSMUSG00000063297,Luzp2,0.6977854196498063
Lhfp,AC,AC_2,ENSMUSG00000048332,Lhfp,0.5105671468068517
mt-Nd2,AC,AC_2,ENSMUSG00000064345,mt-Nd2,0.5191811188936025
Pcdh7,AC,AC_2,ENSMUSG00000029108,Pcdh7,1.5400034245810492
Rit2,AC,AC_2,ENSMUSG00000057455,Rit2,0.4287982420219086
Ptprd,AC,AC_2,ENSMUSG00000028399,Ptprd,1.016295209988163
Stxbp6,AC,AC_2,ENSMUSG00000046314,Stxbp6,0.4670521765799921
Id4,AC,AC_2,ENSMUSG00000021379,Id4,0.4864344757652785
Cntnap5a,AC,AC_2,ENSMUSG00000070695,Cntnap5a,0.512458025130148
Pex5l,AC,AC_2,ENSMUSG00000027674,Pex5l,0.738697616984124
Kcna6,AC,AC_2,ENSMUSG00000038077,Kcna6,0.7305426963926409
Ptn,AC,AC_2,ENSMUSG00000029838,Ptn,0.4673325396703644
C1ql1,AC,AC_2,ENSMUSG00000045532,C1ql1,0.6192501468999053
Dpf3,AC,AC_20,ENSMUSG00000021221,Dpf3,0.2886142442711648
Gad1,AC,AC_20,ENSMUSG00000070880,Gad1,0.3922606519821393
Ralyl,AC,AC_20,ENSMUSG00000039717,Ralyl,0.3438513692769704
Gucy1a1,AC,AC_20,ENSMUSG00000033910,Gucy1a1,0.3625480841680682
Cdh20,AC,AC_20,ENSMUSG00000050840,Cdh20,0.2495167687323231
Pcdh7,AC,AC_20,ENSMUSG00000029108,Pcdh7,0.2769576301559862
Ncam2,AC,AC_20,ENSMUSG00000022762,Ncam2,0.3479874291969617
Tafa1,AC,AC_20,ENSMUSG00000059187,Tafa1,0.2472727480089633
Zfhx3,AC,AC_20,ENSMUSG00000038872,Zfhx3,0.4147945135541753
Grm8,AC,AC_20,ENSMUSG00000024211,Grm8,0.3347559795418492
Pcdh9,AC,AC_20,ENSMUSG00000055421,Pcdh9,0.6974078353480755
Zmat4,AC,AC_20,ENSMUSG00000037492,Zmat4,0.3508503963812777
Gabrg3,AC,AC_20,ENSMUSG00000055026,Gabrg3,0.4048412567825686
Il1rapl2,AC,AC_20,ENSMUSG00000059203,Il1rapl2,0.3003975540753201
Shisa8,AC,AC_20,ENSMUSG00000096883,Shisa8,0.2591247871543484
Lsamp,AC,AC_20,ENSMUSG00000061080,Lsamp,0.2682838501583482
Pde10a,AC,AC_20,ENSMUSG00000023868,Pde10a,0.2685542146370115
Pcp4,AC,AC_20,ENSMUSG00000090223,Pcp4,0.2756994614177954
Scg2,AC,AC_20,ENSMUSG00000050711,Scg2,0.2883115998574829
Cbln2,AC,AC_21,ENSMUSG00000024647,Cbln2,0.2939049636261025
Snca,AC,AC_21,ENSMUSG00000025889,Snca,0.3188502248347541
Robo1,AC,AC_21,ENSMUSG00000022883,Robo1,0.7061289448035405
Lmo4,AC,AC_21,ENSMUSG00000028266,Lmo4,0.556400248704415
Nav2,AC,AC_21,ENSMUSG00000052512,Nav2,0.2939983856881907
Ncam2,AC,AC_21,ENSMUSG00000022762,Ncam2,0.3929824344274991
Tfap2b,AC,AC_21,ENSMUSG00000025927,Tfap2b,0.300286519839206
Snap25,AC,AC_21,ENSMUSG00000027273,Snap25,0.2825840108995096
Cpne5,AC,AC_21,ENSMUSG00000024008,Cpne5,0.4238675055761154
C1ql3,AC,AC_21,ENSMUSG00000049630,C1ql3,0.5594178257787755
Tac1,AC,AC_21,ENSMUSG00000061762,Tac1,0.6260596179449652
Lrrc4c,AC,AC_21,ENSMUSG00000050587,Lrrc4c,0.5555727308058616
AI593442,AC,AC_21,ENSMUSG00000078307,AI593442,0.3665810472207703
Cntn5,AC,AC_21,ENSMUSG00000039488,Cntn5,0.4813915427244128
Olfm3,AC,AC_21,ENSMUSG00000027965,Olfm3,0.3830051195413124
Pcdh9,AC,AC_21,ENSMUSG00000055421,Pcdh9,0.7313547510831953
Stmn2,AC,AC_21,ENSMUSG00000027500,Stmn2,0.3224378089054708
Csmd1,AC,AC_22,ENSMUSG00000060924,Csmd1,0.3010456229270039
Schip1,AC,AC_22,ENSMUSG00000027777,Schip1,0.3770267405012328
Cbln2,AC,AC_22,ENSMUSG00000024647,Cbln2,0.2346227753581337
Opcml,AC,AC_22,ENSMUSG00000062257,Opcml,0.4760562629573729
Meis2,AC,AC_22,ENSMUSG00000027210,Meis2,0.3682446012959695
Vip,AC,AC_22,ENSMUSG00000019772,Vip,1.086004134091641
Kirrel3,AC,AC_22,ENSMUSG00000032036,Kirrel3,0.3430923640059995
Gabrb1,AC,AC_22,ENSMUSG00000029212,Gabrb1,0.2866081099816711
Rnf220,AC,AC_22,ENSMUSG00000028677,Rnf220,0.2710693638087112
Cbln4,AC,AC_22,ENSMUSG00000067578,Cbln4,0.5926481281661126
Erbb4,AC,AC_22,ENSMUSG00000062209,Erbb4,0.330783463452872
Tkt,AC,AC_22,ENSMUSG00000021957,Tkt,0.2719257021168788
Sorcs1,AC,AC_22,ENSMUSG00000043531,Sorcs1,0.2523398757565226
Rbfox1,AC,AC_22,ENSMUSG00000008658,Rbfox1,0.3140932294212132
Ralyl,AC,AC_22,ENSMUSG00000039717,Ralyl,0.3215006188671346
Egfem1,AC,AC_22,ENSMUSG00000063600,Egfem1,0.3449673689056161
Snca,AC,AC_22,ENSMUSG00000025889,Snca,0.2343127295260724
C1ql1,AC,AC_22,ENSMUSG00000045532,C1ql1,0.4763722837537487
Kcnip1,AC,AC_23,ENSMUSG00000053519,Kcnip1,0.2044650490184986
Lamp5,AC,AC_23,ENSMUSG00000027270,Lamp5,0.381811637293859
AI593442,AC,AC_23,ENSMUSG00000078307,AI593442,0.2654589127713561
Aldoc,AC,AC_23,ENSMUSG00000017390,Aldoc,0.3721928725099035
Opcml,AC,AC_23,ENSMUSG00000062257,Opcml,0.4694551908434931
Pcdh17,AC,AC_23,ENSMUSG00000035566,Pcdh17,0.4421304537744831
Prkca,AC,AC_23,ENSMUSG00000050965,Prkca,0.3837460551984384
P3h2,AC,AC_23,ENSMUSG00000038168,P3h2,0.2714599114941188
Sorcs3,AC,AC_23,ENSMUSG00000063434,Sorcs3,0.2071284723132526
Ptprm,AC,AC_23,ENSMUSG00000033278,Ptprm,0.3380459671435538
Ank3,AC,AC_23,ENSMUSG00000069601,Ank3,0.4634677826905551
Nrg1_ENSMUSG00000062991,AC,AC_23,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.3697319528806283
Ank2,AC,AC_23,ENSMUSG00000032826,Ank2,0.3776762879205618
Tenm1,AC,AC_23,ENSMUSG00000016150,Tenm1,0.3088732795915784
Robo1,AC,AC_23,ENSMUSG00000022883,Robo1,0.3467645007870275
Pcdh9,AC,AC_23,ENSMUSG00000055421,Pcdh9,0.3627419941546727
Scg2,AC,AC_23,ENSMUSG00000050711,Scg2,0.5658849980260121
Caln1,AC,AC_23,ENSMUSG00000060371,Caln1,0.3420591877081922
Slc8a1,AC,AC_23,ENSMUSG00000054640,Slc8a1,0.2384723361142078
Resp18,AC,AC_24,ENSMUSG00000033061,Resp18,0.2017020189341826
Pcdh9,AC,AC_24,ENSMUSG00000055421,Pcdh9,0.3216744930214816
Ppp1r17,AC,AC_24,ENSMUSG00000002930,Ppp1r17,0.5789460249659181
Gpc6,AC,AC_24,ENSMUSG00000058571,Gpc6,0.2220468056822938
Kcnb2,AC,AC_24,ENSMUSG00000092083,Kcnb2,0.2724758166902929
Lrp1b,AC,AC_24,ENSMUSG00000049252,Lrp1b,0.1755816940100567
Lrfn5,AC,AC_24,ENSMUSG00000035653,Lrfn5,0.1840202261498871
Hif1a,AC,AC_24,ENSMUSG00000021109,Hif1a,0.3272796644181047
Cntnap5b,AC,AC_24,ENSMUSG00000067028,Cntnap5b,0.2693825622242504
Ebf1,AC,AC_24,ENSMUSG00000057098,Ebf1,0.207789054998222
Prkg1,AC,AC_24,ENSMUSG00000052920,Prkg1,0.3447903326500974
Pcp4,AC,AC_25,ENSMUSG00000090223,Pcp4,0.3580277970373273
C1ql1,AC,AC_25,ENSMUSG00000045532,C1ql1,0.3206715050652076
Adamtsl1,AC,AC_25,ENSMUSG00000066113,Adamtsl1,0.7774184679243719
Pou6f2,AC,AC_25,ENSMUSG00000009734,Pou6f2,0.3334745457639877
Cntnap5a,AC,AC_25,ENSMUSG00000070695,Cntnap5a,0.4572352333436987
Zfp804b,AC,AC_25,ENSMUSG00000092094,Zfp804b,0.3688394769669518
Galntl6,AC,AC_25,ENSMUSG00000096914,Galntl6,0.794818269152847
Calb2,AC,AC_25,ENSMUSG00000003657,Calb2,1.1277910991727764
Robo2,AC,AC_25,ENSMUSG00000052516,Robo2,0.335160161846281
Il1rapl2,AC,AC_25,ENSMUSG00000059203,Il1rapl2,0.3438266246974047
Prkg1,AC,AC_25,ENSMUSG00000052920,Prkg1,0.3111351810759524
Shisa8,AC,AC_25,ENSMUSG00000096883,Shisa8,0.3196876804429599
Khdrbs3,AC,AC_25,ENSMUSG00000022332,Khdrbs3,0.3823793472044677
Dlgap2,AC,AC_25,ENSMUSG00000047495,Dlgap2,0.3135549618334473
Otx2os1,AC,AC_25,ENSMUSG00000098682,Otx2os1,0.2996902598619619
Ank3,AC,AC_25,ENSMUSG00000069601,Ank3,0.3171531996599971
Opcml,AC,AC_25,ENSMUSG00000062257,Opcml,0.3735654190025374
Plcb1,AC,AC_26,ENSMUSG00000051177,Plcb1,0.2357798559499735
Ralyl,AC,AC_26,ENSMUSG00000039717,Ralyl,0.2809246452537045
Dcc,AC,AC_26,ENSMUSG00000060534,Dcc,0.4780263290776167
Hlf,AC,AC_26,ENSMUSG00000003949,Hlf,0.2420138913557633
Nrg1_ENSMUSG00000062991,AC,AC_26,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.5533280235095036
Vip,AC,AC_26,ENSMUSG00000019772,Vip,0.2421519842411141
Epha5,AC,AC_26,ENSMUSG00000029245,Epha5,0.2813797813590562
Csmd1,AC,AC_26,ENSMUSG00000060924,Csmd1,0.4929542470609411
Nfia,AC,AC_26,ENSMUSG00000028565,Nfia,0.355371666280586
Pam,AC,AC_26,ENSMUSG00000026335,Pam,0.2303259718278167
Mgat4c,AC,AC_26,ENSMUSG00000019888,Mgat4c,0.4057461528668168
Kcnip1,AC,AC_26,ENSMUSG00000053519,Kcnip1,0.2422063467261366
Scg2,AC,AC_26,ENSMUSG00000050711,Scg2,0.64881628858806
Nr4a2,AC,AC_26,ENSMUSG00000026826,Nr4a2,0.2218140856423107
Nrsn1,AC,AC_26,ENSMUSG00000048978,Nrsn1,0.320721243279283
Kirrel3,AC,AC_27,ENSMUSG00000032036,Kirrel3,0.4003845158782059
Unc13c,AC,AC_27,ENSMUSG00000062151,Unc13c,0.4877590739609117
Cadm1,AC,AC_27,ENSMUSG00000032076,Cadm1,0.405889774366731
Filip1l,AC,AC_27,ENSMUSG00000043336,Filip1l,0.3448432623287195
Unc5d,AC,AC_27,ENSMUSG00000063626,Unc5d,0.5275361041317886
Cntnap2,AC,AC_27,ENSMUSG00000039419,Cntnap2,0.4529009141907755
