Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Fgf13,AC,AC_27,ENSMUSG00000031137,Fgf13,0.3768503821475796
Dpp6,AC,AC_27,ENSMUSG00000061576,Dpp6,0.4358925201495124
Tenm4,AC,AC_27,ENSMUSG00000048078,Tenm4,0.4475207814671159
Car10,AC,AC_27,ENSMUSG00000056158,Car10,0.3527319586382637
Pax6,AC,AC_27,ENSMUSG00000027168,Pax6,0.3436887759383934
Pex5l,AC,AC_27,ENSMUSG00000027674,Pex5l,0.4489228297962108
Pde4b,AC,AC_27,ENSMUSG00000028525,Pde4b,0.334714404897841
Synpr,AC,AC_27,ENSMUSG00000056296,Synpr,0.3752942145470244
Dmd,AC,AC_27,ENSMUSG00000045103,Dmd,0.3528290112333541
Galntl6,AC,AC_27,ENSMUSG00000096914,Galntl6,1.0718739143594336
Inpp4b,AC,AC_27,ENSMUSG00000037940,Inpp4b,0.342353933484451
Pcp4,AC,AC_27,ENSMUSG00000090223,Pcp4,0.771930589528723
Lrrtm4,AC,AC_27,ENSMUSG00000052581,Lrrtm4,0.4142512865337055
Sgcd,AC,AC_28,ENSMUSG00000020354,Sgcd,0.4474008474220784
Pde10a,AC,AC_28,ENSMUSG00000023868,Pde10a,0.2679285776287485
Hs6st3,AC,AC_28,ENSMUSG00000053465,Hs6st3,0.4414066027811082
Opcml,AC,AC_28,ENSMUSG00000062257,Opcml,0.4523882883562031
Ntng1,AC,AC_28,ENSMUSG00000059857,Ntng1,0.3121475245000675
Lsamp,AC,AC_28,ENSMUSG00000061080,Lsamp,0.2736668844157155
Pcdh17,AC,AC_28,ENSMUSG00000035566,Pcdh17,0.6501353907468065
Mdga2,AC,AC_28,ENSMUSG00000034912,Mdga2,0.4207160099020005
Car10,AC,AC_28,ENSMUSG00000056158,Car10,0.350997881812354
Erbb4,AC,AC_28,ENSMUSG00000062209,Erbb4,0.275640628778118
Dab1,AC,AC_28,ENSMUSG00000028519,Dab1,0.2792146637854801
Fgf14,AC,AC_28,ENSMUSG00000025551,Fgf14,0.6945977867397379
Dcc,AC,AC_28,ENSMUSG00000060534,Dcc,0.3834046399083192
Csmd3,AC,AC_28,ENSMUSG00000022311,Csmd3,0.2815357380876144
Brinp3,AC,AC_28,ENSMUSG00000035131,Brinp3,0.8091078856993241
Cntnap5a,AC,AC_29,ENSMUSG00000070695,Cntnap5a,0.1878537466109087
Cdh20,AC,AC_29,ENSMUSG00000050840,Cdh20,0.1794208879247813
Aldoc,AC,AC_29,ENSMUSG00000017390,Aldoc,0.1837673513104856
Csmd1,AC,AC_29,ENSMUSG00000060924,Csmd1,0.3809324724848044
Esrrg,AC,AC_29,ENSMUSG00000026610,Esrrg,0.2509206152254692
Khdrbs3,AC,AC_29,ENSMUSG00000022332,Khdrbs3,0.1754291551438617
Opcml,AC,AC_29,ENSMUSG00000062257,Opcml,0.2081746691423039
Dmd,AC,AC_29,ENSMUSG00000045103,Dmd,0.3167774039885281
Tfap2b,AC,AC_29,ENSMUSG00000025927,Tfap2b,0.1908610211994296
Meis2,AC,AC_29,ENSMUSG00000027210,Meis2,0.2923610557541405
Nell1,AC,AC_29,ENSMUSG00000055409,Nell1,0.4173200900788156
Vstm2b,AC,AC_29,ENSMUSG00000039257,Vstm2b,0.2393510837413431
Id4,AC,AC_29,ENSMUSG00000021379,Id4,0.2239222034015482
Shisa8,AC,AC_29,ENSMUSG00000096883,Shisa8,0.2971457110484877
Pcdh9,AC,AC_29,ENSMUSG00000055421,Pcdh9,0.5136566788940549
Galntl6,AC,AC_29,ENSMUSG00000096914,Galntl6,0.3836701520012004
Glra1,AC,AC_29,ENSMUSG00000000263,Glra1,0.349043624924347
Lrp1b,AC,AC_29,ENSMUSG00000049252,Lrp1b,0.315200102968241
Tmem108,AC,AC_29,ENSMUSG00000042757,Tmem108,0.2274508208361741
Rbfox1,AC,AC_3,ENSMUSG00000008658,Rbfox1,0.2234955053058044
Nrg1_ENSMUSG00000062991,AC,AC_3,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.5423085726035412
Pde8b,AC,AC_3,ENSMUSG00000021684,Pde8b,0.2455832044415917
Kcnma1,AC,AC_3,ENSMUSG00000063142,Kcnma1,0.4125345455158934
Sdk1,AC,AC_3,ENSMUSG00000039683,Sdk1,0.2101992152966118
Magi2,AC,AC_3,ENSMUSG00000040003,Magi2,0.2935950442868444
Car2,AC,AC_3,ENSMUSG00000027562,Car2,0.463446108021768
Ldha,AC,AC_3,ENSMUSG00000063229,Ldha,0.2311620488931695
Csmd3,AC,AC_3,ENSMUSG00000022311,Csmd3,0.3014384585039258
Pak5,AC,AC_3,ENSMUSG00000039913,Pak5,0.2580577140845468
Calm1,AC,AC_3,ENSMUSG00000001175,Calm1,0.2452326656277284
Ppp1r1a,AC,AC_3,ENSMUSG00000022490,Ppp1r1a,0.208818063286844
Dab1,AC,AC_3,ENSMUSG00000028519,Dab1,0.2639465537529472
Nebl,AC,AC_3,ENSMUSG00000053702,Nebl,0.2510600334049385
Egfem1,AC,AC_30,ENSMUSG00000063600,Egfem1,0.2742447776206401
Nlgn1,AC,AC_30,ENSMUSG00000063887,Nlgn1,0.1908893992824128
Ppp1r17,AC,AC_30,ENSMUSG00000002930,Ppp1r17,0.2482362929170469
Prkcb,AC,AC_30,ENSMUSG00000052889,Prkcb,0.16467223771474
Lrfn5,AC,AC_30,ENSMUSG00000035653,Lrfn5,0.3063962758234278
Cntn4,AC,AC_30,ENSMUSG00000064293,Cntn4,0.168411632878428
Cntn5,AC,AC_30,ENSMUSG00000039488,Cntn5,0.5264142923397629
Stmn1,AC,AC_30,ENSMUSG00000028832,Stmn1,0.2531735550677872
Grid2,AC,AC_30,ENSMUSG00000071424,Grid2,0.3089911212179972
Lgr5,AC,AC_30,ENSMUSG00000020140,Lgr5,0.1883127885221158
Lrp1b,AC,AC_30,ENSMUSG00000049252,Lrp1b,0.179684781163403
Calb2,AC,AC_30,ENSMUSG00000003657,Calb2,0.28571114182156
Chgb,AC,AC_31,ENSMUSG00000027350,Chgb,0.4209654421108103
Cdh20,AC,AC_31,ENSMUSG00000050840,Cdh20,0.4665259867840327
Ptprd,AC,AC_31,ENSMUSG00000028399,Ptprd,0.3007215470428671
Tac1,AC,AC_31,ENSMUSG00000061762,Tac1,0.8327552473506206
Stxbp6,AC,AC_31,ENSMUSG00000046314,Stxbp6,0.319046840559155
Filip1l,AC,AC_31,ENSMUSG00000043336,Filip1l,0.3093919395476041
Tafa2,AC,AC_31,ENSMUSG00000044071,Tafa2,0.3242086476200801
Pcsk2,AC,AC_31,ENSMUSG00000027419,Pcsk2,0.3148815196938661
Atrnl1,AC,AC_31,ENSMUSG00000054843,Atrnl1,0.2883826095261455
Cacng3,AC,AC_31,ENSMUSG00000066189,Cacng3,0.3217399002087097
Pcp4,AC,AC_31,ENSMUSG00000090223,Pcp4,0.3032022933932594
Tpbg,AC,AC_31,ENSMUSG00000035274,Tpbg,0.6596956137068847
Dpp6,AC,AC_31,ENSMUSG00000061576,Dpp6,0.2911248339406337
Csmd1,AC,AC_31,ENSMUSG00000060924,Csmd1,0.5720203430482573
Il1rapl2,AC,AC_31,ENSMUSG00000059203,Il1rapl2,0.2848888911252023
Hs6st3,AC,AC_31,ENSMUSG00000053465,Hs6st3,0.3283459711773268
Cxcl14,AC,AC_31,ENSMUSG00000021508,Cxcl14,0.5748204160707762
Zfhx3,AC,AC_31,ENSMUSG00000038872,Zfhx3,0.3192417426478839
Ncam2,AC,AC_32,ENSMUSG00000022762,Ncam2,0.4746663626936815
Maf,AC,AC_32,ENSMUSG00000055435,Maf,0.79737188303912
Kcna6,AC,AC_32,ENSMUSG00000038077,Kcna6,0.4382815129104261
Cdh18,AC,AC_32,ENSMUSG00000040420,Cdh18,0.4527402775020796
Pcdh7,AC,AC_32,ENSMUSG00000029108,Pcdh7,0.7737650833006706
Kcnip1,AC,AC_32,ENSMUSG00000053519,Kcnip1,0.4030442746982344
Adarb2,AC,AC_32,ENSMUSG00000052551,Adarb2,0.7775151859601391
Cntnap5a,AC,AC_32,ENSMUSG00000070695,Cntnap5a,0.5973503000056297
Sparcl1,AC,AC_32,ENSMUSG00000029309,Sparcl1,0.3988840323774401
Tac1,AC,AC_32,ENSMUSG00000061762,Tac1,0.5788254823747373
Pcdh9,AC,AC_32,ENSMUSG00000055421,Pcdh9,0.4627716909588421
Zeb2,AC,AC_32,ENSMUSG00000026872,Zeb2,0.5125381977608552
Sorcs3,AC,AC_32,ENSMUSG00000063434,Sorcs3,0.460917480689014
Tfap2b,AC,AC_32,ENSMUSG00000025927,Tfap2b,0.4816582959751284
Lingo2,AC,AC_32,ENSMUSG00000045083,Lingo2,0.4309995163904931
Plcb1,AC,AC_32,ENSMUSG00000051177,Plcb1,0.4000411223029945
Spock1,AC,AC_33,ENSMUSG00000056222,Spock1,0.2268312406594237
Csmd1,AC,AC_33,ENSMUSG00000060924,Csmd1,0.1851178220575387
Grid2,AC,AC_33,ENSMUSG00000071424,Grid2,0.2076833478781122
Pcp4,AC,AC_33,ENSMUSG00000090223,Pcp4,0.2978158080452787
Lamp5,AC,AC_33,ENSMUSG00000027270,Lamp5,0.3282360298787241
Asic2,AC,AC_33,ENSMUSG00000020704,Asic2,0.2276691206536553
Rbfox1,AC,AC_33,ENSMUSG00000008658,Rbfox1,0.3859659425365528
Alk,AC,AC_33,ENSMUSG00000055471,Alk,0.2008658022165222
Tfap2b,AC,AC_33,ENSMUSG00000025927,Tfap2b,0.2285617950652769
Efna5,AC,AC_33,ENSMUSG00000048915,Efna5,0.2242077741006157
Tafa1,AC,AC_33,ENSMUSG00000059187,Tafa1,0.4173611111382034
Gabrg3,AC,AC_33,ENSMUSG00000055026,Gabrg3,0.2239864163264692
Ntm,AC,AC_33,ENSMUSG00000059974,Ntm,0.5694777565518357
Mast4,AC,AC_33,ENSMUSG00000034751,Mast4,0.2290636166939251
Pcsk2,AC,AC_33,ENSMUSG00000027419,Pcsk2,0.346234261936264
Csmd1,AC,AC_34,ENSMUSG00000060924,Csmd1,0.2824125381313753
Ralyl,AC,AC_34,ENSMUSG00000039717,Ralyl,0.2292471517145845
Nav3,AC,AC_34,ENSMUSG00000020181,Nav3,0.1865789598432119
Sox5,AC,AC_34,ENSMUSG00000041540,Sox5,0.2041978972924303
Pcp4,AC,AC_34,ENSMUSG00000090223,Pcp4,0.4124214462390701
C1ql1,AC,AC_34,ENSMUSG00000045532,C1ql1,0.2981911004640805
Pcdh7,AC,AC_34,ENSMUSG00000029108,Pcdh7,0.6337799466261895
Itm2c,AC,AC_34,ENSMUSG00000026223,Itm2c,0.2209360844583774
Cdkn1c,AC,AC_34,ENSMUSG00000037664,Cdkn1c,0.3103462349611647
Cbln2,AC,AC_34,ENSMUSG00000024647,Cbln2,0.3551317991530976
Pcdh15,AC,AC_34,ENSMUSG00000052613,Pcdh15,0.2240235397963451
Phactr1,AC,AC_34,ENSMUSG00000054728,Phactr1,0.1805421975395937
Rbfox1,AC,AC_34,ENSMUSG00000008658,Rbfox1,0.440083825576244
Serpine2,AC,AC_34,ENSMUSG00000026249,Serpine2,0.3012131401281948
Cdh20,AC,AC_34,ENSMUSG00000050840,Cdh20,0.2881037219876357
Stmn1,AC,AC_34,ENSMUSG00000028832,Stmn1,0.220763663215652
Kirrel3,AC,AC_34,ENSMUSG00000032036,Kirrel3,0.2955827308129072
Map1b,AC,AC_34,ENSMUSG00000052727,Map1b,0.3694532953148609
Car3,AC,AC_35,ENSMUSG00000027559,Car3,0.3323104200606288
Rasgef1b,AC,AC_35,ENSMUSG00000089809,Rasgef1b,0.170619683986703
Opcml,AC,AC_35,ENSMUSG00000062257,Opcml,0.335695688700787
Sgcz,AC,AC_35,ENSMUSG00000039539,Sgcz,0.6699425760493022
Ralyl,AC,AC_35,ENSMUSG00000039717,Ralyl,0.4062805970722242
Ppp1r17,AC,AC_35,ENSMUSG00000002930,Ppp1r17,0.300369423462005
Pcdh17,AC,AC_35,ENSMUSG00000035566,Pcdh17,0.2176178110171481
Galnt13,AC,AC_35,ENSMUSG00000060988,Galnt13,0.2079450011293674
Brinp3,AC,AC_35,ENSMUSG00000035131,Brinp3,0.1968861765804666
Auts2,AC,AC_35,ENSMUSG00000029673,Auts2,0.1629597985824056
Trhde,AC,AC_35,ENSMUSG00000050663,Trhde,0.2183329633257069
Gria1,AC,AC_35,ENSMUSG00000020524,Gria1,0.2106024769927222
Glra3,AC,AC_35,ENSMUSG00000038257,Glra3,0.2080377970298584
Kirrel3,AC,AC_35,ENSMUSG00000032036,Kirrel3,0.2171041058812738
A930001A20Rik,AC,AC_35,ENSMUSG00000098008,A930001A20Rik,0.215547186984101
Snhg11,AC,AC_35,ENSMUSG00000044349,Snhg11,0.1857313970096419
Adamtsl1,AC,AC_35,ENSMUSG00000066113,Adamtsl1,0.3710163424813719
Tac1,AC,AC_36,ENSMUSG00000061762,Tac1,0.3528223604632361
Mgat4c,AC,AC_36,ENSMUSG00000019888,Mgat4c,0.2691898167303721
Kcnip4,AC,AC_36,ENSMUSG00000029088,Kcnip4,0.5431742774384637
Tafa1,AC,AC_36,ENSMUSG00000059187,Tafa1,0.3369581760774268
Erbb4,AC,AC_36,ENSMUSG00000062209,Erbb4,0.2023340439196078
Zfhx3,AC,AC_36,ENSMUSG00000038872,Zfhx3,0.2550172054509302
Galntl6,AC,AC_36,ENSMUSG00000096914,Galntl6,0.2853391025107091
Brinp3,AC,AC_36,ENSMUSG00000035131,Brinp3,0.2243758521751098
Igfbp7,AC,AC_36,ENSMUSG00000036256,Igfbp7,0.2529572388303557
Col25a1,AC,AC_36,ENSMUSG00000058897,Col25a1,0.4145495506969981
Pcdh7,AC,AC_36,ENSMUSG00000029108,Pcdh7,0.1945212010188062
Pcp4,AC,AC_36,ENSMUSG00000090223,Pcp4,0.369484964933264
Dmd,AC,AC_36,ENSMUSG00000045103,Dmd,0.2832641281163564
Nkain3,AC,AC_36,ENSMUSG00000055761,Nkain3,0.2524040057146163
Atrnl1,AC,AC_36,ENSMUSG00000054843,Atrnl1,0.2240638735925873
Lrrtm4,AC,AC_36,ENSMUSG00000052581,Lrrtm4,0.270704517741511
Calb2,AC,AC_36,ENSMUSG00000003657,Calb2,0.4291367838000845
Spock3,AC,AC_36,ENSMUSG00000054162,Spock3,0.2379200765232588
Foxp1,AC,AC_37,ENSMUSG00000030067,Foxp1,0.2747051699010286
Hs6st3,AC,AC_37,ENSMUSG00000053465,Hs6st3,0.4220406426543739
Epha5,AC,AC_37,ENSMUSG00000029245,Epha5,0.2267353192183225
Ptprd,AC,AC_37,ENSMUSG00000028399,Ptprd,0.4003047113958504
Tenm2,AC,AC_37,ENSMUSG00000049336,Tenm2,0.2200880511276448
Nnat,AC,AC_37,ENSMUSG00000067786,Nnat,0.5025772868163884
Robo1,AC,AC_37,ENSMUSG00000022883,Robo1,0.2860522074799092
Gabrb1,AC,AC_37,ENSMUSG00000029212,Gabrb1,0.3423040494758109
Nr4a2,AC,AC_37,ENSMUSG00000026826,Nr4a2,0.2026280405064952
Lmo4,AC,AC_37,ENSMUSG00000028266,Lmo4,0.2417410356051756
Zfp804b,AC,AC_37,ENSMUSG00000092094,Zfp804b,0.2362212944246528
Sema6a,AC,AC_37,ENSMUSG00000019647,Sema6a,0.3137416640705768
Adcy8,AC,AC_37,ENSMUSG00000022376,Adcy8,0.2412070372324589
Pcp4l1,AC,AC_37,ENSMUSG00000038370,Pcp4l1,0.2052154465704257
Plcb1,AC,AC_37,ENSMUSG00000051177,Plcb1,0.1996415436342109
Efna5,AC,AC_37,ENSMUSG00000048915,Efna5,0.2157940714114301
Glul,AC,AC_37,ENSMUSG00000026473,Glul,0.2350331891167156
Kirrel3,AC,AC_37,ENSMUSG00000032036,Kirrel3,0.2134193777567612
Reln,AC,AC_37,ENSMUSG00000042453,Reln,0.4373642141336126
Kcnd2,AC,AC_38,ENSMUSG00000060882,Kcnd2,0.5061898675136992
Unc5c,AC,AC_38,ENSMUSG00000059921,Unc5c,0.2885271510577265
Sorcs1,AC,AC_38,ENSMUSG00000043531,Sorcs1,0.599174382678222
Dpp6,AC,AC_38,ENSMUSG00000061576,Dpp6,0.2739959070322769
Tenm1,AC,AC_38,ENSMUSG00000016150,Tenm1,0.2781438853969851
Lrp1b,AC,AC_38,ENSMUSG00000049252,Lrp1b,0.3889690762434912
Id4,AC,AC_38,ENSMUSG00000021379,Id4,0.4802608489019551
Kcnip1,AC,AC_38,ENSMUSG00000053519,Kcnip1,0.4444768975469476
Igfbp2,AC,AC_38,ENSMUSG00000039323,Igfbp2,0.3019184899812102
Sgcz,AC,AC_38,ENSMUSG00000039539,Sgcz,0.2657608953012121
Pcp4,AC,AC_38,ENSMUSG00000090223,Pcp4,0.8045131842386373
Erbb4,AC,AC_38,ENSMUSG00000062209,Erbb4,0.8342554102792371
Pcdh17,AC,AC_38,ENSMUSG00000035566,Pcdh17,0.611579634987783
Lsamp,AC,AC_38,ENSMUSG00000061080,Lsamp,0.3592626699558347
Mgat4c,AC,AC_38,ENSMUSG00000019888,Mgat4c,0.3477368690916065
Pcdh7,AC,AC_38,ENSMUSG00000029108,Pcdh7,0.3358787412578191
Car8,AC,AC_38,ENSMUSG00000041261,Car8,0.2807836273566704
Ptn,AC,AC_39,ENSMUSG00000029838,Ptn,0.3111237765980096
Esrrg,AC,AC_39,ENSMUSG00000026610,Esrrg,0.2773459692538133
Grm8,AC,AC_39,ENSMUSG00000024211,Grm8,0.2744498367807758
Zfp804a,AC,AC_39,ENSMUSG00000070866,Zfp804a,0.3192539189182433
Kcnb2,AC,AC_39,ENSMUSG00000092083,Kcnb2,0.265404616646418
Nkain3,AC,AC_39,ENSMUSG00000055761,Nkain3,0.4640526887842748
Lingo2,AC,AC_39,ENSMUSG00000045083,Lingo2,0.2242194167458579
Nrg1_ENSMUSG00000062991,AC,AC_39,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.3535810808744161
Stmn2,AC,AC_39,ENSMUSG00000027500,Stmn2,0.2521541973243473
Sdk1,AC,AC_39,ENSMUSG00000039683,Sdk1,0.3468114447213159
Lrrtm4,AC,AC_39,ENSMUSG00000052581,Lrrtm4,0.5429396216641892
Ntm,AC,AC_39,ENSMUSG00000059974,Ntm,0.3695118822183911
Pcsk2,AC,AC_39,ENSMUSG00000027419,Pcsk2,0.2284721548846791
Pcdh7,AC,AC_39,ENSMUSG00000029108,Pcdh7,0.2445857639219616
Cdh20,AC,AC_39,ENSMUSG00000050840,Cdh20,0.304337655474694
Pcdh9,AC,AC_39,ENSMUSG00000055421,Pcdh9,0.316692212117087
Spock1,AC,AC_39,ENSMUSG00000056222,Spock1,0.235599017283707
Mt1,AC,AC_4,ENSMUSG00000031765,Mt1,0.5948505022386323
Slc6a9,AC,AC_4,ENSMUSG00000028542,Slc6a9,0.4857189561093004
Kcnb2,AC,AC_4,ENSMUSG00000092083,Kcnb2,0.5471361982737993
Nrsn1,AC,AC_4,ENSMUSG00000048978,Nrsn1,0.4363948238775426
Zfp385b,AC,AC_4,ENSMUSG00000027016,Zfp385b,0.4251004966471577
Kcnh7,AC,AC_4,ENSMUSG00000059742,Kcnh7,0.4802827487791703
Otx2os1,AC,AC_4,ENSMUSG00000098682,Otx2os1,0.5289241556628523
Snhg11,AC,AC_4,ENSMUSG00000044349,Snhg11,0.4205694984228905
Zfp804b,AC,AC_4,ENSMUSG00000092094,Zfp804b,0.6055804379108607
Lrfn5,AC,AC_4,ENSMUSG00000035653,Lrfn5,0.4114478081579124
Cacna2d3,AC,AC_4,ENSMUSG00000021991,Cacna2d3,0.4705199740578918
Car10,AC,AC_4,ENSMUSG00000056158,Car10,0.4324050799230891
Mgarp,AC,AC_4,ENSMUSG00000037161,Mgarp,0.5321183703766008
Hs6st3,AC,AC_4,ENSMUSG00000053465,Hs6st3,0.7832573798318311
Ncam2,AC,AC_40,ENSMUSG00000022762,Ncam2,0.4962125273781833
Kirrel3,AC,AC_40,ENSMUSG00000032036,Kirrel3,0.3126861218615969
Efna5,AC,AC_40,ENSMUSG00000048915,Efna5,0.3648409930889743
Tenm4,AC,AC_40,ENSMUSG00000048078,Tenm4,0.3316876505041538
Galntl6,AC,AC_40,ENSMUSG00000096914,Galntl6,0.3963570223403824
Xist,AC,AC_40,ENSMUSG00000086503,Xist,0.3221762049096629
Hs6st3,AC,AC_40,ENSMUSG00000053465,Hs6st3,0.2903367693329648
Tac1,AC,AC_40,ENSMUSG00000061762,Tac1,0.8306456225901191
Lrrc4c,AC,AC_40,ENSMUSG00000050587,Lrrc4c,0.8101211292664836
Cbln2,AC,AC_40,ENSMUSG00000024647,Cbln2,0.4824975604883923
Runx1t1,AC,AC_40,ENSMUSG00000006586,Runx1t1,0.3110113173402525
Cngb3,AC,AC_40,ENSMUSG00000056494,Cngb3,0.2736471965460251
Kctd8,AC,AC_40,ENSMUSG00000037653,Kctd8,0.3511363802120757
Gucy1a1,AC,AC_40,ENSMUSG00000033910,Gucy1a1,0.2893993813630712
Nfia,AC,AC_40,ENSMUSG00000028565,Nfia,0.429991668863202
Sorcs1,AC,AC_40,ENSMUSG00000043531,Sorcs1,0.2931409731660087
Grm5,AC,AC_40,ENSMUSG00000049583,Grm5,0.3002680963541532
Ntng1,AC,AC_41,ENSMUSG00000059857,Ntng1,0.5370927647290874
Lingo2,AC,AC_41,ENSMUSG00000045083,Lingo2,0.2419716286468597
Pcdh17,AC,AC_41,ENSMUSG00000035566,Pcdh17,0.2974915988960656
Tmsb10,AC,AC_41,ENSMUSG00000079523,Tmsb10,0.2704497665534622
Mgat4c,AC,AC_41,ENSMUSG00000019888,Mgat4c,0.2307731572662601
Car8,AC,AC_41,ENSMUSG00000041261,Car8,0.433324184668907
Nrg1_ENSMUSG00000062991,AC,AC_41,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.3469401078499263
Tfap2b,AC,AC_41,ENSMUSG00000025927,Tfap2b,0.2586417478204439
Sgcd,AC,AC_41,ENSMUSG00000020354,Sgcd,0.4007345355358203
C1ql2,AC,AC_41,ENSMUSG00000036907,C1ql2,0.3242413464124425
Grid2,AC,AC_41,ENSMUSG00000071424,Grid2,0.37593073950722
Kcnip4,AC,AC_41,ENSMUSG00000029088,Kcnip4,0.5610782636057969
Adarb2,AC,AC_41,ENSMUSG00000052551,Adarb2,0.3075302876663222
Kctd16,AC,AC_41,ENSMUSG00000051401,Kctd16,0.2566497457588784
Tafa2,AC,AC_41,ENSMUSG00000044071,Tafa2,0.2781064283264089
Glra3,AC,AC_41,ENSMUSG00000038257,Glra3,0.2340240565442492
Pcdh7,AC,AC_42,ENSMUSG00000029108,Pcdh7,0.35896144720541
Zfhx3,AC,AC_42,ENSMUSG00000038872,Zfhx3,0.2571012642757176
Cntn5,AC,AC_42,ENSMUSG00000039488,Cntn5,0.3967255925620406
Gabra2,AC,AC_42,ENSMUSG00000000560,Gabra2,0.3435043339744033
Gabrg3,AC,AC_42,ENSMUSG00000055026,Gabrg3,0.3215150521755172
Tafa1,AC,AC_42,ENSMUSG00000059187,Tafa1,0.3473439461588404
Spock1,AC,AC_42,ENSMUSG00000056222,Spock1,0.3437692383226571
Gad1,AC,AC_42,ENSMUSG00000070880,Gad1,0.4354321059390558
Rgs6,AC,AC_42,ENSMUSG00000021219,Rgs6,0.3914078624158388
Ptprm,AC,AC_42,ENSMUSG00000033278,Ptprm,0.4229896778081188
Sox5,AC,AC_42,ENSMUSG00000041540,Sox5,0.349737560409511
Rbms3,AC,AC_42,ENSMUSG00000039607,Rbms3,0.3760403348691427
Rnf220,AC,AC_42,ENSMUSG00000028677,Rnf220,0.511647135830727
Etv1,AC,AC_42,ENSMUSG00000004151,Etv1,0.6212769920335843
Cpm,AC,AC_42,ENSMUSG00000020183,Cpm,0.49026273883235
Ntm,AC,AC_42,ENSMUSG00000059974,Ntm,0.3602464663918025
Grm8,AC,AC_43,ENSMUSG00000024211,Grm8,0.2427500726070955
Gabrb1,AC,AC_43,ENSMUSG00000029212,Gabrb1,0.5990918805879536
Cbln4,AC,AC_43,ENSMUSG00000067578,Cbln4,0.3714394366421178
Robo1,AC,AC_43,ENSMUSG00000022883,Robo1,0.2542316874885705
Marcks,AC,AC_43,ENSMUSG00000069662,Marcks,0.272964465218187
Lrrtm4,AC,AC_43,ENSMUSG00000052581,Lrrtm4,0.4831594030193499
Rnf220,AC,AC_43,ENSMUSG00000028677,Rnf220,0.3422153270252224
Pcsk2,AC,AC_43,ENSMUSG00000027419,Pcsk2,0.2567649602878959
Tenm2,AC,AC_43,ENSMUSG00000049336,Tenm2,0.2835858890484951
Pde4b,AC,AC_43,ENSMUSG00000028525,Pde4b,0.2612223166589517
Dpp10,AC,AC_43,ENSMUSG00000036815,Dpp10,0.3654558607572212
Nr4a2,AC,AC_43,ENSMUSG00000026826,Nr4a2,0.2802456239899807
Cntnap2,AC,AC_43,ENSMUSG00000039419,Cntnap2,0.2434338875452184
Prkg1,AC,AC_43,ENSMUSG00000052920,Prkg1,0.2852577544575153
Chgb,AC,AC_43,ENSMUSG00000027350,Chgb,0.5767873933280563
Sema6a,AC,AC_43,ENSMUSG00000019647,Sema6a,0.2550136769239696
Ralyl,AC,AC_43,ENSMUSG00000039717,Ralyl,0.5801806861887155
Kcnip4,AC,AC_43,ENSMUSG00000029088,Kcnip4,0.5477599449320456
Unc5c,AC,AC_43,ENSMUSG00000059921,Unc5c,0.2485568584455096
Ptprd,AC,AC_44,ENSMUSG00000028399,Ptprd,0.1808323483547856
Pcdh9,AC,AC_44,ENSMUSG00000055421,Pcdh9,0.1867165792625821
Sorcs1,AC,AC_44,ENSMUSG00000043531,Sorcs1,0.2626261527674014
Unc5d,AC,AC_44,ENSMUSG00000063626,Unc5d,0.1977171782390735
Tac1,AC,AC_44,ENSMUSG00000061762,Tac1,0.2742962044902804
Reln,AC,AC_44,ENSMUSG00000042453,Reln,0.1805538221716369
Schip1,AC,AC_44,ENSMUSG00000027777,Schip1,0.2222981652429116
Cxcl14,AC,AC_44,ENSMUSG00000021508,Cxcl14,0.5189873833702219
Tac2,AC,AC_44,ENSMUSG00000025400,Tac2,0.3567319416904071
6330403K07Rik,AC,AC_44,ENSMUSG00000018451,6330403K07Rik,0.3162667924724923
Nrg1_ENSMUSG00000062991,AC,AC_44,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.2136094991389218
Kirrel3,AC,AC_44,ENSMUSG00000032036,Kirrel3,0.2609981309673926
Lrrc4c,AC,AC_44,ENSMUSG00000050587,Lrrc4c,0.2753064218243389
Oxr1,AC,AC_44,ENSMUSG00000022307,Oxr1,0.2584016333707492
Mgat4c,AC,AC_44,ENSMUSG00000019888,Mgat4c,0.3024701279609784
Grid2,AC,AC_44,ENSMUSG00000071424,Grid2,0.2350006814723491
Fstl5,AC,AC_44,ENSMUSG00000034098,Fstl5,0.252244192264424
Nap1l5,AC,AC_45,ENSMUSG00000055430,Nap1l5,0.2707522253715839
Nlgn1,AC,AC_45,ENSMUSG00000063887,Nlgn1,0.2185555377899064
Nnat,AC,AC_45,ENSMUSG00000067786,Nnat,0.2427966472450585
Nr4a2,AC,AC_45,ENSMUSG00000026826,Nr4a2,0.2106209503405996
Csmd1,AC,AC_45,ENSMUSG00000060924,Csmd1,0.2273367300697418
Kcnip1,AC,AC_45,ENSMUSG00000053519,Kcnip1,0.2211905052648967
Fat3,AC,AC_45,ENSMUSG00000074505,Fat3,0.2209252038062752
Spock1,AC,AC_45,ENSMUSG00000056222,Spock1,0.2636874694557267
Tmsb4x,AC,AC_45,ENSMUSG00000049775,Tmsb4x,0.2553299202851906
Nav3,AC,AC_45,ENSMUSG00000020181,Nav3,0.3077988182009813
