Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Nrn1,RGC,27_Novel,ENSMUSG00000039114,Nrn1,0.3671183663319982
Cntnap2,RGC,27_Novel,ENSMUSG00000039419,Cntnap2,0.4680562177679733
Pvalb,RGC,27_Novel,ENSMUSG00000005716,Pvalb,0.7000424711616651
Sorcs1,RGC,27_Novel,ENSMUSG00000043531,Sorcs1,0.8564603276205506
Fat3,RGC,27_Novel,ENSMUSG00000074505,Fat3,0.4864521921752801
Sdk1,RGC,27_Novel,ENSMUSG00000039683,Sdk1,0.9497875192023808
Hs6st3,RGC,27_Novel,ENSMUSG00000053465,Hs6st3,0.4893285637014228
Sgcd,RGC,27_Novel,ENSMUSG00000020354,Sgcd,0.9298580287650174
Scn1b,RGC,27_Novel,ENSMUSG00000019194,Scn1b,0.4423538394324802
Kcnip1,RGC,27_Novel,ENSMUSG00000053519,Kcnip1,0.5144303956784719
Igf1,RGC,27_Novel,ENSMUSG00000020053,Igf1,0.5711981627532767
Dab1,RGC,27_Novel,ENSMUSG00000028519,Dab1,0.493774838724163
Cplx1,RGC,27_Novel,ENSMUSG00000033615,Cplx1,0.404409040343528
Alk,RGC,27_Novel,ENSMUSG00000055471,Alk,0.5686545449968877
Nrgn,RGC,27_Novel,ENSMUSG00000053310,Nrgn,1.049614341035011
Cplx2,RGC,28_FmidiOFF,ENSMUSG00000025867,Cplx2,0.4252499203027181
Foxp1,RGC,28_FmidiOFF,ENSMUSG00000030067,Foxp1,0.3968283621960876
Sphkap,RGC,28_FmidiOFF,ENSMUSG00000026163,Sphkap,0.5072799604132835
Gabra2,RGC,28_FmidiOFF,ENSMUSG00000000560,Gabra2,0.4437050055579143
Cntn5,RGC,28_FmidiOFF,ENSMUSG00000039488,Cntn5,0.5786894166048993
Csmd1,RGC,28_FmidiOFF,ENSMUSG00000060924,Csmd1,0.4269410927606379
Robo1,RGC,28_FmidiOFF,ENSMUSG00000022883,Robo1,0.456265319208794
Marcks,RGC,28_FmidiOFF,ENSMUSG00000069662,Marcks,0.558673358953898
Nrsn1,RGC,28_FmidiOFF,ENSMUSG00000048978,Nrsn1,0.4473710574695965
Rprm,RGC,28_FmidiOFF,ENSMUSG00000075334,Rprm,0.408823933836633
Tac1,RGC,28_FmidiOFF,ENSMUSG00000061762,Tac1,0.7755628745321734
Synpr,RGC,28_FmidiOFF,ENSMUSG00000056296,Synpr,0.5283232492179845
Kcnb2,RGC,28_FmidiOFF,ENSMUSG00000092083,Kcnb2,0.4124683654793995
Pcdh11x,RGC,28_FmidiOFF,ENSMUSG00000034755,Pcdh11x,0.3999038593016428
Lhfpl3,RGC,28_FmidiOFF,ENSMUSG00000106379,Lhfpl3,0.4159859114389093
Zfhx3,RGC,28_FmidiOFF,ENSMUSG00000038872,Zfhx3,0.462573673827142
Pcdh9,RGC,28_FmidiOFF,ENSMUSG00000055421,Pcdh9,0.5120222411852332
Grid2,RGC,29_Novel,ENSMUSG00000071424,Grid2,0.44188665893284
Rgs4,RGC,29_Novel,ENSMUSG00000038530,Rgs4,0.5318879313355842
Ebf1,RGC,29_Novel,ENSMUSG00000057098,Ebf1,0.4662734336471171
Meis2,RGC,29_Novel,ENSMUSG00000027210,Meis2,1.0021507019937903
Pcsk2,RGC,29_Novel,ENSMUSG00000027419,Pcsk2,0.5573916215355526
Lrrtm4,RGC,29_Novel,ENSMUSG00000052581,Lrrtm4,0.5734908134207178
Isl1,RGC,29_Novel,ENSMUSG00000042258,Isl1,0.500322598159456
Cntnap2,RGC,29_Novel,ENSMUSG00000039419,Cntnap2,0.4517122232923206
Ly6h,RGC,29_Novel,ENSMUSG00000022577,Ly6h,0.4663172224040894
Cst3,RGC,29_Novel,ENSMUSG00000027447,Cst3,0.6053264725200991
Zmat4,RGC,29_Novel,ENSMUSG00000037492,Zmat4,0.4441827458976414
Pcp4,RGC,29_Novel,ENSMUSG00000090223,Pcp4,0.6535330243226259
Ralyl,RGC,29_Novel,ENSMUSG00000039717,Ralyl,0.5807057274216902
Sphkap,RGC,29_Novel,ENSMUSG00000026163,Sphkap,0.5902945429460611
Nlgn1,RGC,29_Novel,ENSMUSG00000063887,Nlgn1,0.5338415774411301
Cplx1,RGC,29_Novel,ENSMUSG00000033615,Cplx1,0.496322242677584
Tagln3,RGC,2_W3D1.2,ENSMUSG00000022658,Tagln3,1.2250470804716391
Csmd3,RGC,2_W3D1.2,ENSMUSG00000022311,Csmd3,0.668545790970527
Negr1,RGC,2_W3D1.2,ENSMUSG00000040037,Negr1,0.6536911800466793
Cdk14,RGC,2_W3D1.2,ENSMUSG00000028926,Cdk14,0.6758459353874927
Tafa1,RGC,2_W3D1.2,ENSMUSG00000059187,Tafa1,0.7455614724691892
Cpne4,RGC,2_W3D1.2,ENSMUSG00000032564,Cpne4,0.6670935833078059
Tppp3,RGC,2_W3D1.2,ENSMUSG00000014846,Tppp3,0.6487835910897923
Sdk1,RGC,2_W3D1.2,ENSMUSG00000039683,Sdk1,0.8932027178372224
Gpc6,RGC,2_W3D1.2,ENSMUSG00000058571,Gpc6,1.1321775831068392
Tac1,RGC,2_W3D1.2,ENSMUSG00000061762,Tac1,1.1660641782750425
D130009I18Rik,RGC,2_W3D1.2,ENSMUSG00000115432,D130009I18Rik,1.3769756251344236
Thsd7b,RGC,2_W3D1.2,ENSMUSG00000042581,Thsd7b,0.7164146896252294
Grin2a,RGC,2_W3D1.2,ENSMUSG00000059003,Grin2a,0.9975810722396498
Ano3,RGC,2_W3D1.2,ENSMUSG00000074968,Ano3,0.6713983323485957
Pou6f2,RGC,2_W3D1.2,ENSMUSG00000009734,Pou6f2,0.9271436033436964
Grm5,RGC,2_W3D1.2,ENSMUSG00000049583,Grm5,0.6287911045703007
Pcdh7,RGC,30_Novel,ENSMUSG00000029108,Pcdh7,0.4319562503715927
Adgrb3,RGC,30_Novel,ENSMUSG00000033569,Adgrb3,0.464993128418101
Cntn5,RGC,30_Novel,ENSMUSG00000039488,Cntn5,0.916151520254906
Calb1,RGC,30_Novel,ENSMUSG00000028222,Calb1,0.6826819828751067
Aldoc,RGC,30_Novel,ENSMUSG00000017390,Aldoc,0.4427202372461651
Pde10a,RGC,30_Novel,ENSMUSG00000023868,Pde10a,0.7003584278841258
Lrp1b,RGC,30_Novel,ENSMUSG00000049252,Lrp1b,0.7032715217141264
Ldha,RGC,30_Novel,ENSMUSG00000063229,Ldha,0.4490224189778276
Kcnd2,RGC,30_Novel,ENSMUSG00000060882,Kcnd2,1.263938729610538
Gm32647,RGC,30_Novel,ENSMUSG00000108532,Gm32647,0.5237617061194197
Hdac9,RGC,30_Novel,ENSMUSG00000004698,Hdac9,0.6372265556469068
H3f3b,RGC,30_Novel,ENSMUSG00000016559,H3f3b,0.4273218740004499
Rab6b,RGC,31_M2,ENSMUSG00000032549,Rab6b,0.4750445479846857
Sdk1,RGC,31_M2,ENSMUSG00000039683,Sdk1,0.5069636540999749
Tmsb4x,RGC,31_M2,ENSMUSG00000049775,Tmsb4x,0.462125186820758
Dcc,RGC,31_M2,ENSMUSG00000060534,Dcc,0.538462426907776
Basp1,RGC,31_M2,ENSMUSG00000045763,Basp1,0.7085306031554964
Thsd7b,RGC,31_M2,ENSMUSG00000042581,Thsd7b,0.5333022766958464
Lrrc4c,RGC,31_M2,ENSMUSG00000050587,Lrrc4c,0.5311048926420623
Srgap1,RGC,31_M2,ENSMUSG00000020121,Srgap1,0.5146343744472234
Jund,RGC,31_M2,ENSMUSG00000071076,Jund,0.5153229160115017
Spp1,RGC,31_M2,ENSMUSG00000029304,Spp1,1.1646686054363056
6330403K07Rik,RGC,31_M2,ENSMUSG00000018451,6330403K07Rik,0.5490554632140482
Fabp5,RGC,31_M2,ENSMUSG00000027533,Fabp5,0.5591907325741061
Pde10a,RGC,31_M2,ENSMUSG00000023868,Pde10a,0.4546751591700807
Gm32647,RGC,31_M2,ENSMUSG00000108532,Gm32647,0.952238203574994
Scg2,RGC,31_M2,ENSMUSG00000050711,Scg2,0.6068264727224291
Ahi1,RGC,31_M2,ENSMUSG00000019986,Ahi1,0.4783628452929572
Nap1l5,RGC,31_M2,ENSMUSG00000055430,Nap1l5,0.603561317912336
Sgcz,RGC,32_F_Novel,ENSMUSG00000039539,Sgcz,0.3389981728368533
Snca,RGC,32_F_Novel,ENSMUSG00000025889,Snca,0.345101292028947
Cadm1,RGC,32_F_Novel,ENSMUSG00000032076,Cadm1,0.3186409465511338
Spon1,RGC,32_F_Novel,ENSMUSG00000038156,Spon1,0.4597833371050008
Ntng1,RGC,32_F_Novel,ENSMUSG00000059857,Ntng1,0.6984654240794267
Galntl6,RGC,32_F_Novel,ENSMUSG00000096914,Galntl6,0.3098213772112072
Car10,RGC,32_F_Novel,ENSMUSG00000056158,Car10,0.3316152517931078
Synpr,RGC,32_F_Novel,ENSMUSG00000056296,Synpr,0.3144856607604596
Foxp2,RGC,32_F_Novel,ENSMUSG00000029563,Foxp2,0.5974443439033286
Dlgap1,RGC,32_F_Novel,ENSMUSG00000003279,Dlgap1,0.4905806857174331
Egfem1,RGC,32_F_Novel,ENSMUSG00000063600,Egfem1,0.364372739830152
Cntnap2,RGC,32_F_Novel,ENSMUSG00000039419,Cntnap2,0.3349944653921384
Nap1l5,RGC,32_F_Novel,ENSMUSG00000055430,Nap1l5,0.3067982594839906
Lrrtm4,RGC,32_F_Novel,ENSMUSG00000052581,Lrrtm4,0.3073726966287928
Meis2,RGC,32_F_Novel,ENSMUSG00000027210,Meis2,0.6086030724900379
Coch,RGC,32_F_Novel,ENSMUSG00000020953,Coch,0.740324690755
Frmd5,RGC,32_F_Novel,ENSMUSG00000027238,Frmd5,0.3259193300946656
Gpc5,RGC,33_M1,ENSMUSG00000022112,Gpc5,0.3836246228066265
Cntn5,RGC,33_M1,ENSMUSG00000039488,Cntn5,0.4299027566228354
Kcnb2,RGC,33_M1,ENSMUSG00000092083,Kcnb2,0.2834198765316022
Sphkap,RGC,33_M1,ENSMUSG00000026163,Sphkap,0.2598314799363833
Opn4,RGC,33_M1,ENSMUSG00000021799,Opn4,0.2727538195836996
Rprm,RGC,33_M1,ENSMUSG00000075334,Rprm,0.2881906458730678
Pcdh9,RGC,33_M1,ENSMUSG00000055421,Pcdh9,0.4741392228738206
Asic2,RGC,33_M1,ENSMUSG00000020704,Asic2,0.3202048362156373
Six3,RGC,33_M1,ENSMUSG00000038805,Six3,0.4766175368458917
Fabp5,RGC,33_M1,ENSMUSG00000027533,Fabp5,0.3037320908593524
Itm2b,RGC,33_M1,ENSMUSG00000022108,Itm2b,0.2485336934752469
Resp18,RGC,33_M1,ENSMUSG00000033061,Resp18,0.3687770142247143
6330403K07Rik,RGC,33_M1,ENSMUSG00000018451,6330403K07Rik,0.2447993809424167
Pde4b,RGC,33_M1,ENSMUSG00000028525,Pde4b,0.3193933756976602
Synpr,RGC,33_M1,ENSMUSG00000056296,Synpr,0.3333858639858392
Lrrc4c,RGC,33_M1,ENSMUSG00000050587,Lrrc4c,0.2868943234586405
Cdh18,RGC,33_M1,ENSMUSG00000040420,Cdh18,0.4122310912861123
Csmd1,RGC,33_M1,ENSMUSG00000060924,Csmd1,0.3816425779571898
Lrrtm4,RGC,34_Novel,ENSMUSG00000052581,Lrrtm4,0.466421254247493
Six3,RGC,34_Novel,ENSMUSG00000038805,Six3,0.3496648914604902
S100a10,RGC,34_Novel,ENSMUSG00000041959,S100a10,0.3990502782909829
Adgrb3,RGC,34_Novel,ENSMUSG00000033569,Adgrb3,0.38459401634489
Cplx1,RGC,34_Novel,ENSMUSG00000033615,Cplx1,0.3741058729776011
Grm8,RGC,34_Novel,ENSMUSG00000024211,Grm8,0.3597641285433602
Ogfrl1,RGC,34_Novel,ENSMUSG00000026158,Ogfrl1,0.6876360305894417
Synpr,RGC,34_Novel,ENSMUSG00000056296,Synpr,0.3896019118931806
Inpp4b,RGC,34_Novel,ENSMUSG00000037940,Inpp4b,0.3634831266440118
Vsnl1,RGC,34_Novel,ENSMUSG00000054459,Vsnl1,0.4025010983225563
Cpne4,RGC,34_Novel,ENSMUSG00000032564,Cpne4,0.5213581618490781
Cntn5,RGC,34_Novel,ENSMUSG00000039488,Cntn5,0.4643871029461496
Ntng1,RGC,34_Novel,ENSMUSG00000059857,Ntng1,0.3861147476885724
Kcnd2,RGC,34_Novel,ENSMUSG00000060882,Kcnd2,0.3869855558283543
Meis2,RGC,34_Novel,ENSMUSG00000027210,Meis2,1.1993597672507632
Kcnip1,RGC,34_Novel,ENSMUSG00000053519,Kcnip1,0.5254769471055809
Ldhb,RGC,34_Novel,ENSMUSG00000030246,Ldhb,0.4115404860915856
Sorcs1,RGC,34_Novel,ENSMUSG00000043531,Sorcs1,0.4083707746084152
Pcdh7,RGC,34_Novel,ENSMUSG00000029108,Pcdh7,0.5856403450100159
Tenm3,RGC,35_Novel,ENSMUSG00000031561,Tenm3,0.5836833255855336
S100a10,RGC,35_Novel,ENSMUSG00000041959,S100a10,0.4529532025924747
Crhbp,RGC,35_Novel,ENSMUSG00000021680,Crhbp,0.5555637376744466
Lrp1b,RGC,35_Novel,ENSMUSG00000049252,Lrp1b,0.4557720183568475
Dpp10,RGC,35_Novel,ENSMUSG00000036815,Dpp10,0.6024156211121482
Lrrtm4,RGC,35_Novel,ENSMUSG00000052581,Lrrtm4,0.6474337122488854
Meis2,RGC,35_Novel,ENSMUSG00000027210,Meis2,0.4502675526857889
Cartpt,RGC,35_Novel,ENSMUSG00000021647,Cartpt,0.9497792181891328
Schip1,RGC,35_Novel,ENSMUSG00000027777,Schip1,1.0228688215443522
Kirrel3,RGC,35_Novel,ENSMUSG00000032036,Kirrel3,2.018512639380261
Negr1,RGC,35_Novel,ENSMUSG00000040037,Negr1,0.7009765634909766
Astn2,RGC,35_Novel,ENSMUSG00000028373,Astn2,0.4843145301930193
Opcml,RGC,35_Novel,ENSMUSG00000062257,Opcml,0.514091512822882
Nkain2,RGC,35_Novel,ENSMUSG00000069670,Nkain2,0.5493901626042188
Zfp804b,RGC,35_Novel,ENSMUSG00000092094,Zfp804b,0.4842127215401526
Hs6st3,RGC,35_Novel,ENSMUSG00000053465,Hs6st3,0.6606484174656647
Nrg1_ENSMUSG00000062991,RGC,35_Novel,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,1.3390568077566785
Pde1c,RGC,36_Novel,ENSMUSG00000004347,Pde1c,0.51821866592937
Gabrb1,RGC,36_Novel,ENSMUSG00000029212,Gabrb1,0.4398818559739872
Coch,RGC,36_Novel,ENSMUSG00000020953,Coch,0.9304040560867828
Gpc6,RGC,36_Novel,ENSMUSG00000058571,Gpc6,0.531691195842037
Slc8a1,RGC,36_Novel,ENSMUSG00000054640,Slc8a1,0.7501569695042227
Nrg1_ENSMUSG00000062991,RGC,36_Novel,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.7775999150269046
Cdh6,RGC,36_Novel,ENSMUSG00000039385,Cdh6,0.4539784193936623
Cdh12,RGC,36_Novel,ENSMUSG00000040452,Cdh12,0.5010276980220013
Ldhb,RGC,36_Novel,ENSMUSG00000030246,Ldhb,0.6248024341415809
Pcdh11x,RGC,36_Novel,ENSMUSG00000034755,Pcdh11x,0.5829261804368311
Csmd1,RGC,36_Novel,ENSMUSG00000060924,Csmd1,1.3724140939361011
Dkk3,RGC,36_Novel,ENSMUSG00000030772,Dkk3,0.4503568308194127
Cplx1,RGC,36_Novel,ENSMUSG00000033615,Cplx1,0.5100762296394967
Dab1,RGC,36_Novel,ENSMUSG00000028519,Dab1,0.6530999690260542
Chchd10,RGC,36_Novel,ENSMUSG00000049422,Chchd10,0.4911213045468814
Aldoc,RGC,37_Novel,ENSMUSG00000017390,Aldoc,0.4338576409719201
Cdh8,RGC,37_Novel,ENSMUSG00000036510,Cdh8,0.421607866150435
Ldhb,RGC,37_Novel,ENSMUSG00000030246,Ldhb,0.4132617428181229
Csmd1,RGC,37_Novel,ENSMUSG00000060924,Csmd1,0.3036621816098508
Ntng1,RGC,37_Novel,ENSMUSG00000059857,Ntng1,0.4798863838255659
Frmd5,RGC,37_Novel,ENSMUSG00000027238,Frmd5,0.35037046524745
Brinp3,RGC,37_Novel,ENSMUSG00000035131,Brinp3,0.409250833026297
Rgs6,RGC,37_Novel,ENSMUSG00000021219,Rgs6,0.4325568569178697
Chchd10,RGC,37_Novel,ENSMUSG00000049422,Chchd10,0.41189938703677
Il1rapl2,RGC,37_Novel,ENSMUSG00000059203,Il1rapl2,0.4378512239700827
Slit2,RGC,37_Novel,ENSMUSG00000031558,Slit2,0.3209049182921782
Gpc5,RGC,37_Novel,ENSMUSG00000022112,Gpc5,0.3254132196334596
Alk,RGC,37_Novel,ENSMUSG00000055471,Alk,0.3150420224933957
Unc5d,RGC,37_Novel,ENSMUSG00000063626,Unc5d,0.4681010647018581
Grm5,RGC,37_Novel,ENSMUSG00000049583,Grm5,0.2900182888367859
Pcdh7,RGC,37_Novel,ENSMUSG00000029108,Pcdh7,0.540013712188541
Synpr,RGC,38_FmidiON,ENSMUSG00000056296,Synpr,0.5603755126341136
Scg2,RGC,38_FmidiON,ENSMUSG00000050711,Scg2,0.540484332278666
Pvalb,RGC,38_FmidiON,ENSMUSG00000005716,Pvalb,0.657419813788352
Sorcs1,RGC,38_FmidiON,ENSMUSG00000043531,Sorcs1,0.6206407503177461
Unc5c,RGC,38_FmidiON,ENSMUSG00000059921,Unc5c,0.5497346278549344
Meis2,RGC,38_FmidiON,ENSMUSG00000027210,Meis2,1.3231404499610684
Nrgn,RGC,38_FmidiON,ENSMUSG00000053310,Nrgn,0.3720039583122507
Kcnb2,RGC,38_FmidiON,ENSMUSG00000092083,Kcnb2,0.3916379244161814
Dpp10,RGC,38_FmidiON,ENSMUSG00000036815,Dpp10,0.6855290301954053
Nrn1,RGC,38_FmidiON,ENSMUSG00000039114,Nrn1,0.3721699362906785
Chrm3,RGC,38_FmidiON,ENSMUSG00000046159,Chrm3,0.4748800167779877
Pcp4,RGC,38_FmidiON,ENSMUSG00000090223,Pcp4,0.4113227966512321
Hcn1,RGC,38_FmidiON,ENSMUSG00000021730,Hcn1,0.4421321685871652
Ebf3,RGC,38_FmidiON,ENSMUSG00000010476,Ebf3,0.4328046541029166
Foxp2,RGC,38_FmidiON,ENSMUSG00000029563,Foxp2,0.5852836727150074
Cartpt,RGC,38_FmidiON,ENSMUSG00000021647,Cartpt,0.515548922733104
Cntnap2,RGC,38_FmidiON,ENSMUSG00000039419,Cntnap2,0.6222341705812173
Marcks,RGC,38_FmidiON,ENSMUSG00000069662,Marcks,0.4703867379071403
Pcdh17,RGC,39_Novel,ENSMUSG00000035566,Pcdh17,0.3979667046164017
Tcf4,RGC,39_Novel,ENSMUSG00000053477,Tcf4,0.5199225395717325
Scn1b,RGC,39_Novel,ENSMUSG00000019194,Scn1b,0.5268206066511427
Tenm1,RGC,39_Novel,ENSMUSG00000016150,Tenm1,0.3043469620013831
Ano3,RGC,39_Novel,ENSMUSG00000074968,Ano3,0.2986219629995726
Cplx1,RGC,39_Novel,ENSMUSG00000033615,Cplx1,0.5337040765347628
Nefm,RGC,39_Novel,ENSMUSG00000022054,Nefm,0.4764539612852554
Lrrtm4,RGC,39_Novel,ENSMUSG00000052581,Lrrtm4,0.5808366662886054
Kcnip1,RGC,39_Novel,ENSMUSG00000053519,Kcnip1,0.4031193235418733
Spon1,RGC,39_Novel,ENSMUSG00000038156,Spon1,0.2932762816315638
Pex5l,RGC,39_Novel,ENSMUSG00000027674,Pex5l,0.6373206599566581
Brinp3,RGC,39_Novel,ENSMUSG00000035131,Brinp3,0.3612475782995683
6330411D24Rik,RGC,39_Novel,ENSMUSG00000110067,6330411D24Rik,0.3366477250420114
Csmd3,RGC,39_Novel,ENSMUSG00000022311,Csmd3,0.4936061986382429
Sorcs1,RGC,39_Novel,ENSMUSG00000043531,Sorcs1,0.5358386447134404
Thsd7a,RGC,39_Novel,ENSMUSG00000032625,Thsd7a,0.4308059280096799
Nrgn,RGC,3_FminiON,ENSMUSG00000053310,Nrgn,0.8469837757966969
Rora,RGC,3_FminiON,ENSMUSG00000032238,Rora,0.511049621340347
Nlgn1,RGC,3_FminiON,ENSMUSG00000063887,Nlgn1,0.4439615945663671
Mgat4c,RGC,3_FminiON,ENSMUSG00000019888,Mgat4c,0.6160673299789268
Trarg1,RGC,3_FminiON,ENSMUSG00000046275,Trarg1,0.4562988406562553
Ptprm,RGC,3_FminiON,ENSMUSG00000033278,Ptprm,0.5199948710923911
Tubb5,RGC,3_FminiON,ENSMUSG00000001525,Tubb5,0.4929627022541327
Grid2,RGC,3_FminiON,ENSMUSG00000071424,Grid2,0.5677412723644737
Pcsk1n,RGC,3_FminiON,ENSMUSG00000039278,Pcsk1n,0.4528196359626824
Dpp10,RGC,3_FminiON,ENSMUSG00000036815,Dpp10,0.4363323942274463
Zfp804b,RGC,3_FminiON,ENSMUSG00000092094,Zfp804b,0.7237310814961371
Zfhx3,RGC,3_FminiON,ENSMUSG00000038872,Zfhx3,0.6013256014415218
Pcdh7,RGC,3_FminiON,ENSMUSG00000029108,Pcdh7,0.4685246129212293
Foxp2,RGC,3_FminiON,ENSMUSG00000029563,Foxp2,1.0049555295035288
Kcnq5,RGC,3_FminiON,ENSMUSG00000028033,Kcnq5,0.4438422830376419
Spon1,RGC,3_FminiON,ENSMUSG00000038156,Spon1,0.5129342914062903
Epha5,RGC,3_FminiON,ENSMUSG00000029245,Epha5,0.5134384452524424
Meis2,RGC,40_M1dup,ENSMUSG00000027210,Meis2,0.4275000288099134
Rph3a,RGC,40_M1dup,ENSMUSG00000029608,Rph3a,0.3107518857546574
Cd24a,RGC,40_M1dup,ENSMUSG00000047139,Cd24a,0.3845210314583852
Cpne4,RGC,40_M1dup,ENSMUSG00000032564,Cpne4,0.4896954216843833
Gldn,RGC,40_M1dup,ENSMUSG00000046167,Gldn,0.4701881078851894
Celf4,RGC,40_M1dup,ENSMUSG00000024268,Celf4,0.4105699341887093
Sdk1,RGC,40_M1dup,ENSMUSG00000039683,Sdk1,0.4155049669176457
Gm32647,RGC,40_M1dup,ENSMUSG00000108532,Gm32647,0.4088792263647103
Rprm,RGC,40_M1dup,ENSMUSG00000075334,Rprm,0.3753700485433486
Igf1,RGC,40_M1dup,ENSMUSG00000020053,Igf1,0.4124584489509892
mt-Co1,RGC,40_M1dup,ENSMUSG00000064351,mt-Co1,0.3095632700764202
Nrg1_ENSMUSG00000062991,RGC,40_M1dup,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.3908726362063653
Unc5d,RGC,40_M1dup,ENSMUSG00000063626,Unc5d,0.6116358543916359
Opcml,RGC,40_M1dup,ENSMUSG00000062257,Opcml,0.3316134930447436
Opn4,RGC,40_M1dup,ENSMUSG00000021799,Opn4,0.7317327251130807
Rbms3,RGC,40_M1dup,ENSMUSG00000039607,Rbms3,0.3469327931722367
Kcnb2,RGC,41_AlphaONT,ENSMUSG00000092083,Kcnb2,0.4202203005714618
Clu,RGC,41_AlphaONT,ENSMUSG00000022037,Clu,0.3632888425250185
Cdkn1c,RGC,41_AlphaONT,ENSMUSG00000037664,Cdkn1c,0.3938521177288221
Pcdh9,RGC,41_AlphaONT,ENSMUSG00000055421,Pcdh9,0.4534085708706982
Etv1,RGC,41_AlphaONT,ENSMUSG00000004151,Etv1,0.860075446017046
Lrrc4c,RGC,41_AlphaONT,ENSMUSG00000050587,Lrrc4c,0.3049811696150654
Asic2,RGC,41_AlphaONT,ENSMUSG00000020704,Asic2,0.3712000598582678
Pcdh17,RGC,41_AlphaONT,ENSMUSG00000035566,Pcdh17,0.3569050084659116
Spp1,RGC,41_AlphaONT,ENSMUSG00000029304,Spp1,0.4675987028960069
Ldhb,RGC,41_AlphaONT,ENSMUSG00000030246,Ldhb,0.2868977070896827
Pvalb,RGC,41_AlphaONT,ENSMUSG00000005716,Pvalb,0.7385395206196163
Sgcz,RGC,41_AlphaONT,ENSMUSG00000039539,Sgcz,0.3869194218647304
Rgs6,RGC,41_AlphaONT,ENSMUSG00000021219,Rgs6,0.2733967262635298
Mgat4c,RGC,41_AlphaONT,ENSMUSG00000019888,Mgat4c,0.2955729296740594
Nkain2,RGC,41_AlphaONT,ENSMUSG00000069670,Nkain2,0.3075199199961887
Dkk3,RGC,41_AlphaONT,ENSMUSG00000030772,Dkk3,0.2904015928359928
Sema3a,RGC,41_AlphaONT,ENSMUSG00000028883,Sema3a,0.2721009655626448
Gm32647,RGC,41_AlphaONT,ENSMUSG00000108532,Gm32647,0.3074246496381768
Aldoc,RGC,41_AlphaONT,ENSMUSG00000017390,Aldoc,0.3086308482501651
Pvalb,RGC,42_AlphaOFFS,ENSMUSG00000005716,Pvalb,0.2377371121283472
Ntng1,RGC,42_AlphaOFFS,ENSMUSG00000059857,Ntng1,0.5068436201078725
Lrrc4c,RGC,42_AlphaOFFS,ENSMUSG00000050587,Lrrc4c,0.3094277352352695
Aldoc,RGC,42_AlphaOFFS,ENSMUSG00000017390,Aldoc,0.2571312304992357
Frmd5,RGC,42_AlphaOFFS,ENSMUSG00000027238,Frmd5,0.2684694425489345
Zmat4,RGC,42_AlphaOFFS,ENSMUSG00000037492,Zmat4,0.2679442261220858
Rgs4,RGC,42_AlphaOFFS,ENSMUSG00000038530,Rgs4,0.2203743011550137
Pcp4,RGC,42_AlphaOFFS,ENSMUSG00000090223,Pcp4,0.2345810958503891
Meis2,RGC,42_AlphaOFFS,ENSMUSG00000027210,Meis2,0.4617720635000749
Spp1,RGC,42_AlphaOFFS,ENSMUSG00000029304,Spp1,0.632639645440984
Nlgn1,RGC,42_AlphaOFFS,ENSMUSG00000063887,Nlgn1,0.2255691420713802
Mdga2,RGC,42_AlphaOFFS,ENSMUSG00000034912,Mdga2,0.3079874960118783
Ogfrl1,RGC,42_AlphaOFFS,ENSMUSG00000026158,Ogfrl1,0.2485411642644583
Ralyl,RGC,42_AlphaOFFS,ENSMUSG00000039717,Ralyl,0.2423232207705168
Sphkap,RGC,42_AlphaOFFS,ENSMUSG00000026163,Sphkap,0.2401612429732009
Fabp5,RGC,42_AlphaOFFS,ENSMUSG00000027533,Fabp5,0.2827758483440032
Cdh12,RGC,42_AlphaOFFS,ENSMUSG00000040452,Cdh12,0.2718507204003901
Ctxn3,RGC,42_AlphaOFFS,ENSMUSG00000069372,Ctxn3,0.3143054182436954
Prkce,RGC,43_AlphaONS,ENSMUSG00000045038,Prkce,0.2931792112686601
Sgcz,RGC,43_AlphaONS,ENSMUSG00000039539,Sgcz,0.3365988533435919
Pcp4,RGC,43_AlphaONS,ENSMUSG00000090223,Pcp4,0.3217016677227454
Dlgap1,RGC,43_AlphaONS,ENSMUSG00000003279,Dlgap1,0.3802582297389277
Cplx1,RGC,43_AlphaONS,ENSMUSG00000033615,Cplx1,0.3123254289507649
Il1rapl2,RGC,43_AlphaONS,ENSMUSG00000059203,Il1rapl2,0.7896024747120419
Nefm,RGC,43_AlphaONS,ENSMUSG00000022054,Nefm,0.3599624317378692
Pcdh9,RGC,43_AlphaONS,ENSMUSG00000055421,Pcdh9,0.3227702967260875
Prph,RGC,43_AlphaONS,ENSMUSG00000023484,Prph,0.3711906939794689
Ctxn3,RGC,43_AlphaONS,ENSMUSG00000069372,Ctxn3,0.5182932881220238
Nrg1_ENSMUSG00000062991,RGC,43_AlphaONS,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.5043496445758563
Rgs4,RGC,43_AlphaONS,ENSMUSG00000038530,Rgs4,0.5136233596812247
Cdh18,RGC,43_AlphaONS,ENSMUSG00000040420,Cdh18,0.2927952129042501
Map1b,RGC,43_AlphaONS,ENSMUSG00000052727,Map1b,0.3137326728092977
