Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Rgs4,RGC,29_Novel,ENSMUSG00000038530,Rgs4,0.7032878075138054
Lrrtm4,RGC,29_Novel,ENSMUSG00000052581,Lrrtm4,0.7301659529532912
Meis2,RGC,29_Novel,ENSMUSG00000027210,Meis2,1.146848313966662
Grid2,RGC,29_Novel,ENSMUSG00000071424,Grid2,0.4663120244235617
Ly6h,RGC,29_Novel,ENSMUSG00000022577,Ly6h,0.6028227831302339
D130009I18Rik,RGC,2_W3D1.2,ENSMUSG00000115432,D130009I18Rik,1.3911527694714834
Pou6f2,RGC,2_W3D1.2,ENSMUSG00000009734,Pou6f2,1.07425668858207
Ly6h,RGC,2_W3D1.2,ENSMUSG00000022577,Ly6h,0.784162571103744
Ano3,RGC,2_W3D1.2,ENSMUSG00000074968,Ano3,0.6991815413547118
Tppp3,RGC,2_W3D1.2,ENSMUSG00000014846,Tppp3,0.847601865480113
Tafa1,RGC,2_W3D1.2,ENSMUSG00000059187,Tafa1,1.0606048877243246
Grm5,RGC,2_W3D1.2,ENSMUSG00000049583,Grm5,0.7698408330934762
Tac1,RGC,2_W3D1.2,ENSMUSG00000061762,Tac1,1.4589147443214336
Grin2a,RGC,2_W3D1.2,ENSMUSG00000059003,Grin2a,1.0289480644485278
Alk,RGC,2_W3D1.2,ENSMUSG00000055471,Alk,0.7166554463532122
Gpc6,RGC,2_W3D1.2,ENSMUSG00000058571,Gpc6,1.3746014809693898
Sdk1,RGC,2_W3D1.2,ENSMUSG00000039683,Sdk1,1.1078752021261298
Cdk14,RGC,2_W3D1.2,ENSMUSG00000028926,Cdk14,0.7816164178788216
Galntl6,RGC,30_Novel,ENSMUSG00000096914,Galntl6,0.6044016669789202
Calb1,RGC,30_Novel,ENSMUSG00000028222,Calb1,0.574062558345658
Gm32647,RGC,30_Novel,ENSMUSG00000108532,Gm32647,0.6770148142886657
Aldoc,RGC,30_Novel,ENSMUSG00000017390,Aldoc,0.855392925835452
Cntn5,RGC,30_Novel,ENSMUSG00000039488,Cntn5,1.285071986354984
Kcnd2,RGC,30_Novel,ENSMUSG00000060882,Kcnd2,1.6376500440392427
Pou6f2,RGC,30_Novel,ENSMUSG00000009734,Pou6f2,0.6270483543164249
Fos,RGC,30_Novel,ENSMUSG00000021250,Fos,0.6840309679812612
Lrp1b,RGC,30_Novel,ENSMUSG00000049252,Lrp1b,1.0709312543631178
Kcnb2,RGC,31_M2,ENSMUSG00000092083,Kcnb2,0.647536994522418
Thsd7b,RGC,31_M2,ENSMUSG00000042581,Thsd7b,0.8436907078277426
Rgs4,RGC,31_M2,ENSMUSG00000038530,Rgs4,0.5238147001965526
Fabp5,RGC,31_M2,ENSMUSG00000027533,Fabp5,0.7452390679515807
Tbx20,RGC,31_M2,ENSMUSG00000031965,Tbx20,0.5909177907274956
Lrfn5,RGC,31_M2,ENSMUSG00000035653,Lrfn5,0.4959207060304254
Cst3,RGC,31_M2,ENSMUSG00000027447,Cst3,0.4873573352713864
Spp1,RGC,31_M2,ENSMUSG00000029304,Spp1,1.157871850824954
Basp1,RGC,31_M2,ENSMUSG00000045763,Basp1,0.9940071001100956
Lrrc4c,RGC,31_M2,ENSMUSG00000050587,Lrrc4c,0.7609105919692388
Gm32647,RGC,31_M2,ENSMUSG00000108532,Gm32647,1.3457429713779148
Pcdh11x,RGC,31_M2,ENSMUSG00000034755,Pcdh11x,0.6145000839785146
Sdk1,RGC,31_M2,ENSMUSG00000039683,Sdk1,0.6526540472533631
Ctxn3,RGC,31_M2,ENSMUSG00000069372,Ctxn3,0.5079532139531948
Dlgap1,RGC,31_M2,ENSMUSG00000003279,Dlgap1,0.6049880565728267
Ly6h,RGC,32_F_Novel,ENSMUSG00000022577,Ly6h,0.3778718486446729
Foxp2,RGC,32_F_Novel,ENSMUSG00000029563,Foxp2,0.6992088297028252
Frmd5,RGC,32_F_Novel,ENSMUSG00000027238,Frmd5,0.375562190114814
Sgcz,RGC,32_F_Novel,ENSMUSG00000039539,Sgcz,0.370886791022939
Scg2,RGC,32_F_Novel,ENSMUSG00000050711,Scg2,0.392009206975363
Egfem1,RGC,32_F_Novel,ENSMUSG00000063600,Egfem1,0.5783548478975331
Ntng1,RGC,32_F_Novel,ENSMUSG00000059857,Ntng1,0.7572734838682609
Dlgap1,RGC,32_F_Novel,ENSMUSG00000003279,Dlgap1,0.4888585770443849
Galntl6,RGC,32_F_Novel,ENSMUSG00000096914,Galntl6,0.3951334337133546
Synpr,RGC,32_F_Novel,ENSMUSG00000056296,Synpr,0.4276849953091826
Kcnip1,RGC,32_F_Novel,ENSMUSG00000053519,Kcnip1,0.4812635235082882
Pax6,RGC,32_F_Novel,ENSMUSG00000027168,Pax6,0.4758364313633092
Dab1,RGC,32_F_Novel,ENSMUSG00000028519,Dab1,0.4301712956893939
Coch,RGC,32_F_Novel,ENSMUSG00000020953,Coch,1.0289617090008736
Spon1,RGC,32_F_Novel,ENSMUSG00000038156,Spon1,0.6521877221987561
Meis2,RGC,32_F_Novel,ENSMUSG00000027210,Meis2,0.5557871919925929
Robo1,RGC,32_F_Novel,ENSMUSG00000022883,Robo1,0.3707739057860459
Opn4,RGC,33_M1,ENSMUSG00000021799,Opn4,0.5224585792786652
Cntn5,RGC,33_M1,ENSMUSG00000039488,Cntn5,0.4828729262304808
Lrrc4c,RGC,33_M1,ENSMUSG00000050587,Lrrc4c,0.4533204505860203
Rprm,RGC,33_M1,ENSMUSG00000075334,Rprm,0.5939302879292934
Sphkap,RGC,33_M1,ENSMUSG00000026163,Sphkap,0.4488610310437054
Asic2,RGC,33_M1,ENSMUSG00000020704,Asic2,0.5471406541093622
Gpc5,RGC,33_M1,ENSMUSG00000022112,Gpc5,0.701318650160918
Cdh18,RGC,33_M1,ENSMUSG00000040420,Cdh18,0.5559062379418857
Kcnd2,RGC,33_M1,ENSMUSG00000060882,Kcnd2,0.5233434315069055
Fabp5,RGC,33_M1,ENSMUSG00000027533,Fabp5,0.6876033757357723
Ctxn3,RGC,33_M1,ENSMUSG00000069372,Ctxn3,0.4305191001021802
Resp18,RGC,33_M1,ENSMUSG00000033061,Resp18,0.6260138517833451
Synpr,RGC,33_M1,ENSMUSG00000056296,Synpr,0.4906562135941074
Pde4b,RGC,33_M1,ENSMUSG00000028525,Pde4b,0.6155222114185321
Csmd1,RGC,33_M1,ENSMUSG00000060924,Csmd1,0.609653993894478
Cntn5,RGC,34_Novel,ENSMUSG00000039488,Cntn5,0.4571611582257701
Cntnap5a,RGC,34_Novel,ENSMUSG00000070695,Cntnap5a,0.4380421979161962
Mafb,RGC,34_Novel,ENSMUSG00000074622,Mafb,0.4991226486691261
Vsnl1,RGC,34_Novel,ENSMUSG00000054459,Vsnl1,0.6027252103280922
Lrrtm4,RGC,34_Novel,ENSMUSG00000052581,Lrrtm4,0.4594438618855307
Pcdh7,RGC,34_Novel,ENSMUSG00000029108,Pcdh7,0.6108544834157476
Ldhb,RGC,34_Novel,ENSMUSG00000030246,Ldhb,0.7239102723197116
Ntng1,RGC,34_Novel,ENSMUSG00000059857,Ntng1,0.4887984801183656
Asic2,RGC,34_Novel,ENSMUSG00000020704,Asic2,0.4035678124681514
Cplx1,RGC,34_Novel,ENSMUSG00000033615,Cplx1,0.5475684109392324
Meis2,RGC,34_Novel,ENSMUSG00000027210,Meis2,1.5802238282315866
Cpne4,RGC,34_Novel,ENSMUSG00000032564,Cpne4,0.8089938303355835
Kcnip1,RGC,34_Novel,ENSMUSG00000053519,Kcnip1,0.6486506890110213
Sorcs1,RGC,34_Novel,ENSMUSG00000043531,Sorcs1,0.4037940021658047
Sgcd,RGC,34_Novel,ENSMUSG00000020354,Sgcd,0.3915871691014615
Cartpt,RGC,35_Novel,ENSMUSG00000021647,Cartpt,0.736684309832303
Astn2,RGC,35_Novel,ENSMUSG00000028373,Astn2,0.5534546259101224
Schip1,RGC,35_Novel,ENSMUSG00000027777,Schip1,0.9180177026672596
Rbpms2,RGC,35_Novel,ENSMUSG00000032387,Rbpms2,0.46494415808096
Rgs7,RGC,35_Novel,ENSMUSG00000026527,Rgs7,0.5380433935007084
Nrg1_ENSMUSG00000062991,RGC,35_Novel,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,1.3225244094564017
Tkt,RGC,35_Novel,ENSMUSG00000021957,Tkt,0.5391633514441503
Marchf1,RGC,35_Novel,ENSMUSG00000036469,Marchf1,0.5869336632188167
Ebf1,RGC,35_Novel,ENSMUSG00000057098,Ebf1,0.4584923595485805
Kirrel3,RGC,35_Novel,ENSMUSG00000032036,Kirrel3,2.0946519603934077
Tenm3,RGC,35_Novel,ENSMUSG00000031561,Tenm3,0.5692400459906904
Nkain2,RGC,35_Novel,ENSMUSG00000069670,Nkain2,0.7613321277424175
Dpp10,RGC,35_Novel,ENSMUSG00000036815,Dpp10,0.7469758537513056
Crhbp,RGC,35_Novel,ENSMUSG00000021680,Crhbp,0.7192191940519936
Lrrtm4,RGC,35_Novel,ENSMUSG00000052581,Lrrtm4,0.6394776210445492
Hs6st3,RGC,35_Novel,ENSMUSG00000053465,Hs6st3,0.7077092203826658
Pcdh17,RGC,36_Novel,ENSMUSG00000035566,Pcdh17,0.4452002416496413
Dab1,RGC,36_Novel,ENSMUSG00000028519,Dab1,0.4667228956320886
Coch,RGC,36_Novel,ENSMUSG00000020953,Coch,1.0757436807634388
Ldhb,RGC,36_Novel,ENSMUSG00000030246,Ldhb,0.6959698191291391
Slc8a1,RGC,36_Novel,ENSMUSG00000054640,Slc8a1,0.8872182608512267
Cdh12,RGC,36_Novel,ENSMUSG00000040452,Cdh12,0.5564985811782746
Csmd1,RGC,36_Novel,ENSMUSG00000060924,Csmd1,1.3166196143606816
Cdh6,RGC,36_Novel,ENSMUSG00000039385,Cdh6,0.5231183306076744
Nrg1_ENSMUSG00000062991,RGC,36_Novel,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.5018039199779489
6330411D24Rik,RGC,36_Novel,ENSMUSG00000110067,6330411D24Rik,0.4861468487442025
Pcdh11x,RGC,36_Novel,ENSMUSG00000034755,Pcdh11x,0.6754314071094791
Gpc6,RGC,36_Novel,ENSMUSG00000058571,Gpc6,0.5271461296801155
Cplx1,RGC,36_Novel,ENSMUSG00000033615,Cplx1,0.5358711685234849
Fat3,RGC,36_Novel,ENSMUSG00000074505,Fat3,0.4457583084230861
Rgs6,RGC,37_Novel,ENSMUSG00000021219,Rgs6,0.4501636474049445
Brinp3,RGC,37_Novel,ENSMUSG00000035131,Brinp3,0.4880344361556593
Frmd5,RGC,37_Novel,ENSMUSG00000027238,Frmd5,0.382795376603396
Cplx1,RGC,37_Novel,ENSMUSG00000033615,Cplx1,0.3892088525692596
Slit2,RGC,37_Novel,ENSMUSG00000031558,Slit2,0.439328253155009
Atp1b1,RGC,37_Novel,ENSMUSG00000026576,Atp1b1,0.3541327989692173
Pcp4l1,RGC,37_Novel,ENSMUSG00000038370,Pcp4l1,0.4322160134195842
Ldhb,RGC,37_Novel,ENSMUSG00000030246,Ldhb,0.5508855103257927
Ntng1,RGC,37_Novel,ENSMUSG00000059857,Ntng1,0.5836493921621946
Aldoc,RGC,37_Novel,ENSMUSG00000017390,Aldoc,0.5971526079714293
Cdh8,RGC,37_Novel,ENSMUSG00000036510,Cdh8,0.4496565423681197
Il1rapl2,RGC,37_Novel,ENSMUSG00000059203,Il1rapl2,0.4618919335135999
Gpc5,RGC,37_Novel,ENSMUSG00000022112,Gpc5,0.363605236819739
Unc5d,RGC,37_Novel,ENSMUSG00000063626,Unc5d,0.5459319285722283
Pcdh7,RGC,37_Novel,ENSMUSG00000029108,Pcdh7,0.616621516113713
Vsnl1,RGC,38_FmidiON,ENSMUSG00000054459,Vsnl1,0.5414685274487799
Meis2,RGC,38_FmidiON,ENSMUSG00000027210,Meis2,1.9025753485452532
Pvalb,RGC,38_FmidiON,ENSMUSG00000005716,Pvalb,1.0369681179107475
Dpp10,RGC,38_FmidiON,ENSMUSG00000036815,Dpp10,1.0196637275370373
Cntnap2,RGC,38_FmidiON,ENSMUSG00000039419,Cntnap2,0.5657540765768556
Chrm3,RGC,38_FmidiON,ENSMUSG00000046159,Chrm3,0.6233339994958482
Ebf3,RGC,38_FmidiON,ENSMUSG00000010476,Ebf3,0.5944576601794004
Unc5c,RGC,38_FmidiON,ENSMUSG00000059921,Unc5c,0.6382204781425619
Sorcs1,RGC,38_FmidiON,ENSMUSG00000043531,Sorcs1,0.8916226545085058
Nrgn,RGC,38_FmidiON,ENSMUSG00000053310,Nrgn,0.5885936575884583
Hcn1,RGC,38_FmidiON,ENSMUSG00000021730,Hcn1,0.5362535181146179
Synpr,RGC,38_FmidiON,ENSMUSG00000056296,Synpr,0.771303873664108
Cartpt,RGC,38_FmidiON,ENSMUSG00000021647,Cartpt,0.6506917041642616
Nrn1,RGC,38_FmidiON,ENSMUSG00000039114,Nrn1,0.5053787048525985
Scg2,RGC,38_FmidiON,ENSMUSG00000050711,Scg2,0.7856152405060371
Tshz2,RGC,38_FmidiON,ENSMUSG00000047907,Tshz2,0.5179182790891187
Foxp2,RGC,38_FmidiON,ENSMUSG00000029563,Foxp2,0.6895970533935026
Alk,RGC,39_Novel,ENSMUSG00000055471,Alk,0.4936744161086637
Kcnip1,RGC,39_Novel,ENSMUSG00000053519,Kcnip1,0.4500637189776221
Spon1,RGC,39_Novel,ENSMUSG00000038156,Spon1,0.4630852752801698
Grm7,RGC,39_Novel,ENSMUSG00000056755,Grm7,0.338349919325877
Pvalb,RGC,39_Novel,ENSMUSG00000005716,Pvalb,0.4130559109022907
Ano3,RGC,39_Novel,ENSMUSG00000074968,Ano3,0.4583183056322419
6330411D24Rik,RGC,39_Novel,ENSMUSG00000110067,6330411D24Rik,0.4927055062796244
Csmd3,RGC,39_Novel,ENSMUSG00000022311,Csmd3,0.4347174606519424
Cntn5,RGC,39_Novel,ENSMUSG00000039488,Cntn5,0.395456698956928
Dkk3,RGC,39_Novel,ENSMUSG00000030772,Dkk3,0.3465712905611387
Cplx1,RGC,39_Novel,ENSMUSG00000033615,Cplx1,0.8408684523532676
Lrrtm4,RGC,39_Novel,ENSMUSG00000052581,Lrrtm4,0.651138721426088
Pcdh17,RGC,39_Novel,ENSMUSG00000035566,Pcdh17,0.6294205364871175
Brinp3,RGC,39_Novel,ENSMUSG00000035131,Brinp3,0.3951886595178162
Sorcs1,RGC,39_Novel,ENSMUSG00000043531,Sorcs1,0.6901006664149112
Nefm,RGC,39_Novel,ENSMUSG00000022054,Nefm,0.5620165510339303
Pex5l,RGC,39_Novel,ENSMUSG00000027674,Pex5l,0.7215371330873759
Schip1,RGC,3_FminiON,ENSMUSG00000027777,Schip1,0.5565362739836107
Pcdh7,RGC,3_FminiON,ENSMUSG00000029108,Pcdh7,0.769521884152729
Grid2,RGC,3_FminiON,ENSMUSG00000071424,Grid2,0.6479008707217281
Spon1,RGC,3_FminiON,ENSMUSG00000038156,Spon1,0.7540668489175856
Bsg,RGC,3_FminiON,ENSMUSG00000023175,Bsg,0.581614253011219
Mgat4c,RGC,3_FminiON,ENSMUSG00000019888,Mgat4c,0.6607143482144543
Sorcs3,RGC,3_FminiON,ENSMUSG00000063434,Sorcs3,0.6341393736150275
Foxp2,RGC,3_FminiON,ENSMUSG00000029563,Foxp2,1.4507097884607327
Rgs7,RGC,3_FminiON,ENSMUSG00000026527,Rgs7,0.6058075879984148
Ptprm,RGC,3_FminiON,ENSMUSG00000033278,Ptprm,0.5743865432193205
Nrgn,RGC,3_FminiON,ENSMUSG00000053310,Nrgn,1.0793546030006185
Opn4,RGC,40_M1dup,ENSMUSG00000021799,Opn4,1.1969161970530813
Cpne4,RGC,40_M1dup,ENSMUSG00000032564,Cpne4,0.6740556155160864
Tenm1,RGC,40_M1dup,ENSMUSG00000016150,Tenm1,0.5975720010706257
Robo1,RGC,40_M1dup,ENSMUSG00000022883,Robo1,0.5731447034720479
Unc5d,RGC,40_M1dup,ENSMUSG00000063626,Unc5d,0.9062372081315404
Epha6,RGC,40_M1dup,ENSMUSG00000055540,Epha6,0.564919474220458
Meis2,RGC,40_M1dup,ENSMUSG00000027210,Meis2,0.6437479893527903
Sdk1,RGC,40_M1dup,ENSMUSG00000039683,Sdk1,0.581519071057027
Frmd5,RGC,40_M1dup,ENSMUSG00000027238,Frmd5,0.6333458165982723
Tac1,RGC,41_AlphaONT,ENSMUSG00000061762,Tac1,0.3115671063157976
Gm32647,RGC,41_AlphaONT,ENSMUSG00000108532,Gm32647,0.3940583692540638
Rgs6,RGC,41_AlphaONT,ENSMUSG00000021219,Rgs6,0.3581210629406393
Dkk3,RGC,41_AlphaONT,ENSMUSG00000030772,Dkk3,0.3682065131558596
Spp1,RGC,41_AlphaONT,ENSMUSG00000029304,Spp1,0.5494073506961628
Aldoc,RGC,41_AlphaONT,ENSMUSG00000017390,Aldoc,0.3555325972018848
Etv1,RGC,41_AlphaONT,ENSMUSG00000004151,Etv1,1.3325383634456711
Ldhb,RGC,41_AlphaONT,ENSMUSG00000030246,Ldhb,0.3346517111581167
Pvalb,RGC,41_AlphaONT,ENSMUSG00000005716,Pvalb,1.2471013292847606
Asic2,RGC,41_AlphaONT,ENSMUSG00000020704,Asic2,0.4685084741375945
Mgat4c,RGC,41_AlphaONT,ENSMUSG00000019888,Mgat4c,0.3713027849018851
Nkain2,RGC,41_AlphaONT,ENSMUSG00000069670,Nkain2,0.3710139690987342
Sgcz,RGC,41_AlphaONT,ENSMUSG00000039539,Sgcz,0.3212560282924386
Pcdh9,RGC,41_AlphaONT,ENSMUSG00000055421,Pcdh9,0.3486447609329421
Cdkn1c,RGC,41_AlphaONT,ENSMUSG00000037664,Cdkn1c,0.6571043463108378
Clu,RGC,41_AlphaONT,ENSMUSG00000022037,Clu,0.4882405789428534
Pcdh17,RGC,41_AlphaONT,ENSMUSG00000035566,Pcdh17,0.4607719564543658
Kcnb2,RGC,41_AlphaONT,ENSMUSG00000092083,Kcnb2,0.4771620514877142
Spp1,RGC,42_AlphaOFFS,ENSMUSG00000029304,Spp1,0.8719971649258685
Zmat4,RGC,42_AlphaOFFS,ENSMUSG00000037492,Zmat4,0.2930250826250063
Ctxn3,RGC,42_AlphaOFFS,ENSMUSG00000069372,Ctxn3,0.3184977462886447
Meis2,RGC,42_AlphaOFFS,ENSMUSG00000027210,Meis2,0.512053385537262
Nefm,RGC,42_AlphaOFFS,ENSMUSG00000022054,Nefm,0.2600964565221472
Frmd5,RGC,42_AlphaOFFS,ENSMUSG00000027238,Frmd5,0.30004256312717
Nlgn1,RGC,42_AlphaOFFS,ENSMUSG00000063887,Nlgn1,0.230734996239948
Nme7,RGC,42_AlphaOFFS,ENSMUSG00000026575,Nme7,0.2326664912695716
Ntng1,RGC,42_AlphaOFFS,ENSMUSG00000059857,Ntng1,0.5613560706099417
Cplx1,RGC,42_AlphaOFFS,ENSMUSG00000033615,Cplx1,0.2482130629897841
Pvalb,RGC,42_AlphaOFFS,ENSMUSG00000005716,Pvalb,0.355630609969728
Ralyl,RGC,42_AlphaOFFS,ENSMUSG00000039717,Ralyl,0.2732274317004273
Lrrc4c,RGC,42_AlphaOFFS,ENSMUSG00000050587,Lrrc4c,0.3600315866466353
Cdh12,RGC,42_AlphaOFFS,ENSMUSG00000040452,Cdh12,0.3028728327885366
Aldoc,RGC,42_AlphaOFFS,ENSMUSG00000017390,Aldoc,0.2130944316448882
Il1rapl2,RGC,43_AlphaONS,ENSMUSG00000059203,Il1rapl2,0.7465427027642629
Hs3st4,RGC,43_AlphaONS,ENSMUSG00000078591,Hs3st4,0.2346259972492488
Nefm,RGC,43_AlphaONS,ENSMUSG00000022054,Nefm,0.3162088440800182
Aldoc,RGC,43_AlphaONS,ENSMUSG00000017390,Aldoc,0.2226919230506656
Rgs4,RGC,43_AlphaONS,ENSMUSG00000038530,Rgs4,0.5517587379194508
Nrg1_ENSMUSG00000062991,RGC,43_AlphaONS,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.433719113005744
Fat3,RGC,43_AlphaONS,ENSMUSG00000074505,Fat3,0.2344051423982201
Slc24a2,RGC,43_AlphaONS,ENSMUSG00000037996,Slc24a2,0.2823889432288187
Ctxn3,RGC,43_AlphaONS,ENSMUSG00000069372,Ctxn3,0.7574679587376304
Sgcz,RGC,43_AlphaONS,ENSMUSG00000039539,Sgcz,0.2805517345990061
Cplx1,RGC,43_AlphaONS,ENSMUSG00000033615,Cplx1,0.3765576784682121
Dlgap1,RGC,43_AlphaONS,ENSMUSG00000003279,Dlgap1,0.3704914021585661
Prph,RGC,43_AlphaONS,ENSMUSG00000023484,Prph,0.440156125232618
Pvalb,RGC,43_AlphaONS,ENSMUSG00000005716,Pvalb,0.5711554360017683
Calb1,RGC,43_AlphaONS,ENSMUSG00000028222,Calb1,0.4913303436478092
Kcnb2,RGC,43_AlphaONS,ENSMUSG00000092083,Kcnb2,0.226022686737169
Cntnap2,RGC,44_Novel,ENSMUSG00000039419,Cntnap2,0.649419688134828
Sdk1,RGC,44_Novel,ENSMUSG00000039683,Sdk1,0.7240708182088211
Pcdh9,RGC,44_Novel,ENSMUSG00000055421,Pcdh9,0.5255500391508938
Grm5,RGC,44_Novel,ENSMUSG00000049583,Grm5,0.552019412868159
Anks1b,RGC,44_Novel,ENSMUSG00000058589,Anks1b,0.3129122452903978
Clu,RGC,44_Novel,ENSMUSG00000022037,Clu,0.6870852830941638
Sorcs1,RGC,44_Novel,ENSMUSG00000043531,Sorcs1,0.4209531651031984
Resp18,RGC,44_Novel,ENSMUSG00000033061,Resp18,0.3858073774450286
Ly6h,RGC,44_Novel,ENSMUSG00000022577,Ly6h,0.5044415383345773
Etl4,RGC,44_Novel,ENSMUSG00000036617,Etl4,0.4109875100096483
Pcdh17,RGC,44_Novel,ENSMUSG00000035566,Pcdh17,0.3472648773999643
Chrm3,RGC,44_Novel,ENSMUSG00000046159,Chrm3,0.6250573045215612
Tenm1,RGC,44_Novel,ENSMUSG00000016150,Tenm1,0.4165237427989173
Ntng1,RGC,44_Novel,ENSMUSG00000059857,Ntng1,0.4985758503569149
Rgs6,RGC,44_Novel,ENSMUSG00000021219,Rgs6,0.3750113880625471
Spp1,RGC,45_AlphaOFFT,ENSMUSG00000029304,Spp1,0.5815632620638519
Kcnb2,RGC,45_AlphaOFFT,ENSMUSG00000092083,Kcnb2,0.1765495712102369
Clstn2,RGC,45_AlphaOFFT,ENSMUSG00000032452,Clstn2,0.2004294880231807
Coch,RGC,45_AlphaOFFT,ENSMUSG00000020953,Coch,0.3114893664187977
Tppp3,RGC,45_AlphaOFFT,ENSMUSG00000014846,Tppp3,0.2269059767866358
Etv1,RGC,45_AlphaOFFT,ENSMUSG00000004151,Etv1,0.2684433658569849
Cdkn1c,RGC,45_AlphaOFFT,ENSMUSG00000037664,Cdkn1c,0.2164053893232
Clu,RGC,45_AlphaOFFT,ENSMUSG00000022037,Clu,0.1364353241746864
6330411D24Rik,RGC,45_AlphaOFFT,ENSMUSG00000110067,6330411D24Rik,0.1885361375510295
Cplx1,RGC,45_AlphaOFFT,ENSMUSG00000033615,Cplx1,0.1366342287286656
Mafb,RGC,45_AlphaOFFT,ENSMUSG00000074622,Mafb,0.1745391235033439
Pvalb,RGC,45_AlphaOFFT,ENSMUSG00000005716,Pvalb,0.3792235031377539
Pcdh7,RGC,45_AlphaOFFT,ENSMUSG00000029108,Pcdh7,0.1322161338901158
Ntng1,RGC,45_AlphaOFFT,ENSMUSG00000059857,Ntng1,0.1739675328429974
Nefm,RGC,45_AlphaOFFT,ENSMUSG00000022054,Nefm,0.2508571305913724
Csmd3,RGC,4_FminiOFF,ENSMUSG00000022311,Csmd3,0.6392035903286621
Rgs6,RGC,4_FminiOFF,ENSMUSG00000021219,Rgs6,0.5378298905145684
Reln,RGC,4_FminiOFF,ENSMUSG00000042453,Reln,0.6438369408942874
Lrrc4c,RGC,4_FminiOFF,ENSMUSG00000050587,Lrrc4c,0.6826062047126841
Dpp10,RGC,4_FminiOFF,ENSMUSG00000036815,Dpp10,0.5462813026009012
Tafa1,RGC,4_FminiOFF,ENSMUSG00000059187,Tafa1,0.9488849016466144
Sorcs3,RGC,4_FminiOFF,ENSMUSG00000063434,Sorcs3,0.532951061093193
Grm7,RGC,4_FminiOFF,ENSMUSG00000056755,Grm7,0.5829377880637128
Rprm,RGC,4_FminiOFF,ENSMUSG00000075334,Rprm,1.2691043275799616
Plcb1,RGC,5_J-RGC,ENSMUSG00000051177,Plcb1,0.7405142111746809
Tmsb4x,RGC,5_J-RGC,ENSMUSG00000049775,Tmsb4x,0.7273855354722472
Lingo2,RGC,5_J-RGC,ENSMUSG00000045083,Lingo2,0.7290705522114761
Tenm2,RGC,5_J-RGC,ENSMUSG00000049336,Tenm2,0.9829880446445676
D130079A08Rik,RGC,5_J-RGC,ENSMUSG00000115424,D130079A08Rik,0.6502497159763948
Lrrc4c,RGC,5_J-RGC,ENSMUSG00000050587,Lrrc4c,0.9559307318540528
Kcnd2,RGC,5_J-RGC,ENSMUSG00000060882,Kcnd2,0.8206907846313936
Ebf1,RGC,5_J-RGC,ENSMUSG00000057098,Ebf1,0.8008508549089898
Grm8,RGC,6_W3B,ENSMUSG00000024211,Grm8,0.7307793178188057
Ptn,RGC,6_W3B,ENSMUSG00000029838,Ptn,1.3079292004783631
Penk,RGC,6_W3B,ENSMUSG00000045573,Penk,1.948283420679015
Pcp4,RGC,6_W3B,ENSMUSG00000090223,Pcp4,0.7785132803314336
Uchl1,RGC,6_W3B,ENSMUSG00000029223,Uchl1,0.7891624828325703
Sgcz,RGC,6_W3B,ENSMUSG00000039539,Sgcz,1.566369359158028
Kcnh7,RGC,6_W3B,ENSMUSG00000059742,Kcnh7,0.7663330773905311
Sgcd,RGC,6_W3B,ENSMUSG00000020354,Sgcd,0.9926155526043948
Pcdh17,RGC,6_W3B,ENSMUSG00000035566,Pcdh17,0.9323170295257456
Nrn1,RGC,6_W3B,ENSMUSG00000039114,Nrn1,0.6641419656261798
Gpc6,RGC,6_W3B,ENSMUSG00000058571,Gpc6,0.6594576869978824
Zfp804b,RGC,6_W3B,ENSMUSG00000092094,Zfp804b,0.9911094390816114
Grin2a,RGC,6_W3B,ENSMUSG00000059003,Grin2a,0.6500242944519754
Prph,RGC,7_Novel,ENSMUSG00000023484,Prph,1.1696141503245587
Lrrc4c,RGC,7_Novel,ENSMUSG00000050587,Lrrc4c,1.1680371875031077
Rgs4,RGC,7_Novel,ENSMUSG00000038530,Rgs4,0.7001716607402938
Synpr,RGC,7_Novel,ENSMUSG00000056296,Synpr,0.8043809131209777
Gabrg3,RGC,7_Novel,ENSMUSG00000055026,Gabrg3,0.7893613841371079
Rbpms2,RGC,7_Novel,ENSMUSG00000032387,Rbpms2,0.6409365324448032
Tenm3,RGC,7_Novel,ENSMUSG00000031561,Tenm3,0.5004038022193593
Tbx20,RGC,7_Novel,ENSMUSG00000031965,Tbx20,0.8781884308147953
Crhbp,RGC,7_Novel,ENSMUSG00000021680,Crhbp,0.4950357314068461
Grid2,RGC,7_Novel,ENSMUSG00000071424,Grid2,0.5308712238171296
Kitl,RGC,7_Novel,ENSMUSG00000019966,Kitl,0.6586199127158844
Vsnl1,RGC,7_Novel,ENSMUSG00000054459,Vsnl1,0.5246255638918695
Bsg,RGC,8_Novel,ENSMUSG00000023175,Bsg,0.6602223432112047
Tshz2,RGC,8_Novel,ENSMUSG00000047907,Tshz2,0.9423911796766522
Unc5d,RGC,8_Novel,ENSMUSG00000063626,Unc5d,0.7099409656696481
Cdh6,RGC,8_Novel,ENSMUSG00000039385,Cdh6,1.2822683544012363
Cdh18,RGC,8_Novel,ENSMUSG00000040420,Cdh18,0.9941241564489722
