Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Lrfn5,AC,AC_24,ENSMUSG00000035653,Lrfn5,0.2400024008647001
Kctd16,AC,AC_24,ENSMUSG00000051401,Kctd16,0.2495768918822788
Ppp1r17,AC,AC_24,ENSMUSG00000002930,Ppp1r17,0.782545114372996
Pcdh9,AC,AC_24,ENSMUSG00000055421,Pcdh9,0.3577976054164895
Spock1,AC,AC_24,ENSMUSG00000056222,Spock1,0.2329600320461048
Ebf1,AC,AC_24,ENSMUSG00000057098,Ebf1,0.2384345211395486
Il1rapl2,AC,AC_25,ENSMUSG00000059203,Il1rapl2,0.5654277641840049
Galntl6,AC,AC_25,ENSMUSG00000096914,Galntl6,0.8463906919120101
Dlgap2,AC,AC_25,ENSMUSG00000047495,Dlgap2,0.3681717250448561
Cngb3,AC,AC_25,ENSMUSG00000056494,Cngb3,0.3558900105019267
Prkg1,AC,AC_25,ENSMUSG00000052920,Prkg1,0.354330583339192
Tpbg,AC,AC_25,ENSMUSG00000035274,Tpbg,0.3551993777595627
Calb2,AC,AC_25,ENSMUSG00000003657,Calb2,1.1332578546776753
Cntnap5a,AC,AC_25,ENSMUSG00000070695,Cntnap5a,0.6041993962956824
C1ql1,AC,AC_25,ENSMUSG00000045532,C1ql1,0.3489489562006959
Plcb1,AC,AC_25,ENSMUSG00000051177,Plcb1,0.4671182135387082
Pcdh17,AC,AC_25,ENSMUSG00000035566,Pcdh17,0.4081757054016526
Pou6f2,AC,AC_25,ENSMUSG00000009734,Pou6f2,0.4435088509674691
Adamtsl1,AC,AC_25,ENSMUSG00000066113,Adamtsl1,0.9958319283259038
Zfp804b,AC,AC_25,ENSMUSG00000092094,Zfp804b,0.5893945638008817
Shisa8,AC,AC_25,ENSMUSG00000096883,Shisa8,0.4256530050492732
Zeb2,AC,AC_25,ENSMUSG00000026872,Zeb2,0.4125350182569692
Opcml,AC,AC_25,ENSMUSG00000062257,Opcml,0.3761052359840514
Lmo4,AC,AC_26,ENSMUSG00000028266,Lmo4,0.2736328841358262
Gfra1,AC,AC_26,ENSMUSG00000025089,Gfra1,0.2735234214900943
Il1rapl2,AC,AC_26,ENSMUSG00000059203,Il1rapl2,0.2727920336953764
Ntrk3,AC,AC_26,ENSMUSG00000059146,Ntrk3,0.3080482645724853
Nfia,AC,AC_26,ENSMUSG00000028565,Nfia,0.5692027368262363
Ralyl,AC,AC_26,ENSMUSG00000039717,Ralyl,0.3779965512764378
Cacng3,AC,AC_26,ENSMUSG00000066189,Cacng3,0.2618649625446625
Nrg1_ENSMUSG00000062991,AC,AC_26,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.5446601162516876
Pcp4l1,AC,AC_26,ENSMUSG00000038370,Pcp4l1,0.2721496666813154
Scg2,AC,AC_26,ENSMUSG00000050711,Scg2,0.874207881661786
Plcb1,AC,AC_26,ENSMUSG00000051177,Plcb1,0.3774301517226279
Nr4a2,AC,AC_26,ENSMUSG00000026826,Nr4a2,0.3575837884739573
Ldb2,AC,AC_26,ENSMUSG00000039706,Ldb2,0.2701853735101127
Vip,AC,AC_26,ENSMUSG00000019772,Vip,0.3649723512390531
Mgat4c,AC,AC_26,ENSMUSG00000019888,Mgat4c,0.5076143187798128
Csmd1,AC,AC_26,ENSMUSG00000060924,Csmd1,0.7103312640199938
Cntnap2,AC,AC_27,ENSMUSG00000039419,Cntnap2,0.3380194685723194
Dmd,AC,AC_27,ENSMUSG00000045103,Dmd,0.3113198784965804
Lrrtm4,AC,AC_27,ENSMUSG00000052581,Lrrtm4,0.4034916397706283
Filip1l,AC,AC_27,ENSMUSG00000043336,Filip1l,0.3180019685293876
Unc5d,AC,AC_27,ENSMUSG00000063626,Unc5d,0.5510905688334319
Sorcs3,AC,AC_27,ENSMUSG00000063434,Sorcs3,0.3724190631291962
Fgf13,AC,AC_27,ENSMUSG00000031137,Fgf13,0.2878366872025782
Pex5l,AC,AC_27,ENSMUSG00000027674,Pex5l,0.4805720159702751
Synpr,AC,AC_27,ENSMUSG00000056296,Synpr,0.3216871259020596
Dpp10,AC,AC_27,ENSMUSG00000036815,Dpp10,0.3184388061398043
Unc13c,AC,AC_27,ENSMUSG00000062151,Unc13c,0.4705579404700672
Pcp4,AC,AC_27,ENSMUSG00000090223,Pcp4,0.576052539726567
Galntl6,AC,AC_27,ENSMUSG00000096914,Galntl6,0.9877165231576276
Kirrel3,AC,AC_27,ENSMUSG00000032036,Kirrel3,0.4255585039476162
Kcna6,AC,AC_27,ENSMUSG00000038077,Kcna6,0.3015746862200911
Csmd3,AC,AC_28,ENSMUSG00000022311,Csmd3,0.4404766874270994
Ntng1,AC,AC_28,ENSMUSG00000059857,Ntng1,0.3506839091078116
Dab1,AC,AC_28,ENSMUSG00000028519,Dab1,0.3704732953486599
Megf11,AC,AC_28,ENSMUSG00000036466,Megf11,0.4486830638585006
Csmd1,AC,AC_28,ENSMUSG00000060924,Csmd1,0.4000298108465369
Erbb4,AC,AC_28,ENSMUSG00000062209,Erbb4,0.4373167063579546
Brinp3,AC,AC_28,ENSMUSG00000035131,Brinp3,1.0047184686224249
Opcml,AC,AC_28,ENSMUSG00000062257,Opcml,0.6622605257656472
Hs6st3,AC,AC_28,ENSMUSG00000053465,Hs6st3,0.5872668274368472
Stmn2,AC,AC_28,ENSMUSG00000027500,Stmn2,0.3956491673810631
Pcdh17,AC,AC_28,ENSMUSG00000035566,Pcdh17,0.8513998992730636
Sgcd,AC,AC_28,ENSMUSG00000020354,Sgcd,0.6099944675722369
Fgf14,AC,AC_28,ENSMUSG00000025551,Fgf14,0.9277224038347944
Vstm2b,AC,AC_29,ENSMUSG00000039257,Vstm2b,0.3163416953945734
Id4,AC,AC_29,ENSMUSG00000021379,Id4,0.2197283912197128
Zeb2,AC,AC_29,ENSMUSG00000026872,Zeb2,0.233414731860877
Cdh20,AC,AC_29,ENSMUSG00000050840,Cdh20,0.2141189345974692
Lrp1b,AC,AC_29,ENSMUSG00000049252,Lrp1b,0.3472357814306584
Dmd,AC,AC_29,ENSMUSG00000045103,Dmd,0.4602402756834229
Shisa8,AC,AC_29,ENSMUSG00000096883,Shisa8,0.2849036351046438
Meis2,AC,AC_29,ENSMUSG00000027210,Meis2,0.2920144533276597
Tmem108,AC,AC_29,ENSMUSG00000042757,Tmem108,0.273690357347677
Grm5,AC,AC_29,ENSMUSG00000049583,Grm5,0.289307251510384
