Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Glra1,AC,AC_29,ENSMUSG00000000263,Glra1,0.3991891345349357
Nell1,AC,AC_29,ENSMUSG00000055409,Nell1,0.5415163265394655
Gabra1,AC,AC_29,ENSMUSG00000010803,Gabra1,0.2660683890366968
Galntl6,AC,AC_29,ENSMUSG00000096914,Galntl6,0.4616392749030694
Csmd1,AC,AC_29,ENSMUSG00000060924,Csmd1,0.47191087379768
Opcml,AC,AC_29,ENSMUSG00000062257,Opcml,0.3087762695468581
Esrrg,AC,AC_29,ENSMUSG00000026610,Esrrg,0.2208296195187124
Pcdh9,AC,AC_29,ENSMUSG00000055421,Pcdh9,0.6144714343151518
Zfp804b,AC,AC_3,ENSMUSG00000092094,Zfp804b,0.2260556069718971
Cntn4,AC,AC_3,ENSMUSG00000064293,Cntn4,0.2140660418431534
Pak5,AC,AC_3,ENSMUSG00000039913,Pak5,0.2863669804934671
Rbfox1,AC,AC_3,ENSMUSG00000008658,Rbfox1,0.3032680696186256
Sdk1,AC,AC_3,ENSMUSG00000039683,Sdk1,0.2409138922060376
Nrg1_ENSMUSG00000062991,AC,AC_3,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.6877664710322641
Slc24a2,AC,AC_3,ENSMUSG00000037996,Slc24a2,0.2176877478042452
Csmd3,AC,AC_3,ENSMUSG00000022311,Csmd3,0.3958608847913453
Car2,AC,AC_3,ENSMUSG00000027562,Car2,0.5088356154492303
Nfia,AC,AC_3,ENSMUSG00000028565,Nfia,0.25971537707418
Dab1,AC,AC_3,ENSMUSG00000028519,Dab1,0.3967832673399559
Nebl,AC,AC_3,ENSMUSG00000053702,Nebl,0.3016902160589477
Pde8b,AC,AC_3,ENSMUSG00000021684,Pde8b,0.3051792689594388
Ppp1r17,AC,AC_30,ENSMUSG00000002930,Ppp1r17,0.3228965274458902
Lgr5,AC,AC_30,ENSMUSG00000020140,Lgr5,0.2365939612681156
Lrfn5,AC,AC_30,ENSMUSG00000035653,Lrfn5,0.3576132895285998
Grid2,AC,AC_30,ENSMUSG00000071424,Grid2,0.3945502555049576
Cntn5,AC,AC_30,ENSMUSG00000039488,Cntn5,0.7282401821483754
Egfem1,AC,AC_30,ENSMUSG00000063600,Egfem1,0.3524212699636828
Stmn1,AC,AC_30,ENSMUSG00000028832,Stmn1,0.2578684066747283
Calb2,AC,AC_30,ENSMUSG00000003657,Calb2,0.3228184879703848
Lrp1b,AC,AC_30,ENSMUSG00000049252,Lrp1b,0.2235646093190654
Filip1l,AC,AC_31,ENSMUSG00000043336,Filip1l,0.3881722496149279
Tac1,AC,AC_31,ENSMUSG00000061762,Tac1,0.8478773632269682
Chgb,AC,AC_31,ENSMUSG00000027350,Chgb,0.3507159926224014
Atrnl1,AC,AC_31,ENSMUSG00000054843,Atrnl1,0.3329602078558407
Tpbg,AC,AC_31,ENSMUSG00000035274,Tpbg,0.8638126453128997
Zmat4,AC,AC_31,ENSMUSG00000037492,Zmat4,0.310013414602735
Cxcl14,AC,AC_31,ENSMUSG00000021508,Cxcl14,0.6075253021458045
Stxbp6,AC,AC_31,ENSMUSG00000046314,Stxbp6,0.4073401687342803
Robo1,AC,AC_31,ENSMUSG00000022883,Robo1,0.3157894502040785
Hs6st3,AC,AC_31,ENSMUSG00000053465,Hs6st3,0.3415888835117562
Tafa2,AC,AC_31,ENSMUSG00000044071,Tafa2,0.3693015954958791
Vgf,AC,AC_31,ENSMUSG00000037428,Vgf,0.3198723206116702
Cdh20,AC,AC_31,ENSMUSG00000050840,Cdh20,0.6192284389389731
Il1rapl2,AC,AC_31,ENSMUSG00000059203,Il1rapl2,0.3417026845215089
Cacng3,AC,AC_31,ENSMUSG00000066189,Cacng3,0.3683322776142876
Csmd1,AC,AC_31,ENSMUSG00000060924,Csmd1,0.7286666209658299
Ncam2,AC,AC_32,ENSMUSG00000022762,Ncam2,0.5937858363878097
Lrp1b,AC,AC_32,ENSMUSG00000049252,Lrp1b,0.444296785120596
Pcdh7,AC,AC_32,ENSMUSG00000029108,Pcdh7,0.927991101365628
Adarb2,AC,AC_32,ENSMUSG00000052551,Adarb2,0.9384558900945456
Zeb2,AC,AC_32,ENSMUSG00000026872,Zeb2,0.6460417747721705
AI593442,AC,AC_32,ENSMUSG00000078307,AI593442,0.4959672392075651
Lingo2,AC,AC_32,ENSMUSG00000045083,Lingo2,0.4470131967164567
Maf,AC,AC_32,ENSMUSG00000055435,Maf,0.8203852917613768
Sorcs3,AC,AC_32,ENSMUSG00000063434,Sorcs3,0.6067804538010027
Cdh18,AC,AC_32,ENSMUSG00000040420,Cdh18,0.5046241712366033
Tac1,AC,AC_32,ENSMUSG00000061762,Tac1,0.5849459182432961
Kcna6,AC,AC_32,ENSMUSG00000038077,Kcna6,0.4365421886660942
Tfap2b,AC,AC_32,ENSMUSG00000025927,Tfap2b,0.5097650762110254
Cntnap5a,AC,AC_32,ENSMUSG00000070695,Cntnap5a,0.7067286139677016
Gabrg3,AC,AC_33,ENSMUSG00000055026,Gabrg3,0.3327998103583183
Lamp5,AC,AC_33,ENSMUSG00000027270,Lamp5,0.3542425980954922
Csmd1,AC,AC_33,ENSMUSG00000060924,Csmd1,0.3373141966858811
Sorcs3,AC,AC_33,ENSMUSG00000063434,Sorcs3,0.3078366174831495
Asic2,AC,AC_33,ENSMUSG00000020704,Asic2,0.2847386154160913
Alk,AC,AC_33,ENSMUSG00000055471,Alk,0.3046925542592234
Pcp4,AC,AC_33,ENSMUSG00000090223,Pcp4,0.3510368539014357
Tfap2b,AC,AC_33,ENSMUSG00000025927,Tfap2b,0.3008860669412997
Rbfox1,AC,AC_33,ENSMUSG00000008658,Rbfox1,0.5225826422982346
Mast4,AC,AC_33,ENSMUSG00000034751,Mast4,0.3731770816478641
Grid2,AC,AC_33,ENSMUSG00000071424,Grid2,0.3344341729170804
Spock1,AC,AC_33,ENSMUSG00000056222,Spock1,0.3647973672220495
Efna5,AC,AC_33,ENSMUSG00000048915,Efna5,0.376105577630933
Tafa1,AC,AC_33,ENSMUSG00000059187,Tafa1,0.7595347491218049
Cntn4,AC,AC_34,ENSMUSG00000064293,Cntn4,0.2060609344116067
Pcp4,AC,AC_34,ENSMUSG00000090223,Pcp4,0.3180979154703934
Csmd1,AC,AC_34,ENSMUSG00000060924,Csmd1,0.3369328128080415
Nav3,AC,AC_34,ENSMUSG00000020181,Nav3,0.2500913545345219
Phactr1,AC,AC_34,ENSMUSG00000054728,Phactr1,0.2260444624558489
Stxbp6,AC,AC_34,ENSMUSG00000046314,Stxbp6,0.2297684944718288
C1ql1,AC,AC_34,ENSMUSG00000045532,C1ql1,0.3216544236805174
Cdh20,AC,AC_34,ENSMUSG00000050840,Cdh20,0.3486760090090894
Pcdh7,AC,AC_34,ENSMUSG00000029108,Pcdh7,0.7435731859982807
Serpine2,AC,AC_34,ENSMUSG00000026249,Serpine2,0.3573161528201962
Cdkn1c,AC,AC_34,ENSMUSG00000037664,Cdkn1c,0.3871613710943012
Pcdh15,AC,AC_34,ENSMUSG00000052613,Pcdh15,0.2904869773948703
Sox5,AC,AC_34,ENSMUSG00000041540,Sox5,0.2424432981800014
Cbln2,AC,AC_34,ENSMUSG00000024647,Cbln2,0.4395727171211348
Ralyl,AC,AC_34,ENSMUSG00000039717,Ralyl,0.2790193283645579
Rbfox1,AC,AC_34,ENSMUSG00000008658,Rbfox1,0.4458060196511743
Kirrel3,AC,AC_34,ENSMUSG00000032036,Kirrel3,0.2946605864249733
Grm7,AC,AC_35,ENSMUSG00000056755,Grm7,0.1479725297704655
Nell1,AC,AC_35,ENSMUSG00000055409,Nell1,0.1497562880682346
Car3,AC,AC_35,ENSMUSG00000027559,Car3,0.4367502288007076
Opcml,AC,AC_35,ENSMUSG00000062257,Opcml,0.4171414515278533
Hpgd,AC,AC_35,ENSMUSG00000031613,Hpgd,0.1778832753984633
Pcdh17,AC,AC_35,ENSMUSG00000035566,Pcdh17,0.196700465473551
Glra3,AC,AC_35,ENSMUSG00000038257,Glra3,0.2442808246735547
Ralyl,AC,AC_35,ENSMUSG00000039717,Ralyl,0.425168283572533
Sgcz,AC,AC_35,ENSMUSG00000039539,Sgcz,0.7828134091640524
Trhde,AC,AC_35,ENSMUSG00000050663,Trhde,0.3005789057891803
A930001A20Rik,AC,AC_35,ENSMUSG00000098008,A930001A20Rik,0.3661090008210103
Ppp1r17,AC,AC_35,ENSMUSG00000002930,Ppp1r17,0.2839234798537036
Kirrel3,AC,AC_35,ENSMUSG00000032036,Kirrel3,0.2371734886415863
Brinp3,AC,AC_35,ENSMUSG00000035131,Brinp3,0.2242696822672362
Adamtsl1,AC,AC_35,ENSMUSG00000066113,Adamtsl1,0.42162659274486
Kcnip4,AC,AC_36,ENSMUSG00000029088,Kcnip4,0.4960122377929744
Dmd,AC,AC_36,ENSMUSG00000045103,Dmd,0.3680825095092934
Calb2,AC,AC_36,ENSMUSG00000003657,Calb2,0.3119312732493929
Col25a1,AC,AC_36,ENSMUSG00000058897,Col25a1,0.579701908925325
Ldb2,AC,AC_36,ENSMUSG00000039706,Ldb2,0.2472045208219001
Spock3,AC,AC_36,ENSMUSG00000054162,Spock3,0.2929413298195127
Tafa1,AC,AC_36,ENSMUSG00000059187,Tafa1,0.4028310059469703
Nkain3,AC,AC_36,ENSMUSG00000055761,Nkain3,0.3591614914408897
Igfbp7,AC,AC_36,ENSMUSG00000036256,Igfbp7,0.3191773563209165
Mgat4c,AC,AC_36,ENSMUSG00000019888,Mgat4c,0.2805138927079735
Atrnl1,AC,AC_36,ENSMUSG00000054843,Atrnl1,0.3195405806224217
Brinp3,AC,AC_36,ENSMUSG00000035131,Brinp3,0.2339832640185925
Pcdh7,AC,AC_36,ENSMUSG00000029108,Pcdh7,0.2277965731026712
Tac1,AC,AC_36,ENSMUSG00000061762,Tac1,0.4428428673625681
Galntl6,AC,AC_36,ENSMUSG00000096914,Galntl6,0.2876434900189542
Lrrtm4,AC,AC_36,ENSMUSG00000052581,Lrrtm4,0.3171835896387345
Reln,AC,AC_36,ENSMUSG00000042453,Reln,0.2388141467287987
Sema6a,AC,AC_37,ENSMUSG00000019647,Sema6a,0.4039769112481571
Zfp804b,AC,AC_37,ENSMUSG00000092094,Zfp804b,0.3238887470458731
Reln,AC,AC_37,ENSMUSG00000042453,Reln,0.6116883557209892
Nnat,AC,AC_37,ENSMUSG00000067786,Nnat,0.7005636375760051
Nr4a2,AC,AC_37,ENSMUSG00000026826,Nr4a2,0.2800454495226361
Robo1,AC,AC_37,ENSMUSG00000022883,Robo1,0.3898669215636206
Adcy8,AC,AC_37,ENSMUSG00000022376,Adcy8,0.3211681431109122
Gpc6,AC,AC_37,ENSMUSG00000058571,Gpc6,0.2397788488508817
Glul,AC,AC_37,ENSMUSG00000026473,Glul,0.3423739841221807
Plcb1,AC,AC_37,ENSMUSG00000051177,Plcb1,0.3407915834597839
Gabrb1,AC,AC_37,ENSMUSG00000029212,Gabrb1,0.4996983440176956
Efna5,AC,AC_37,ENSMUSG00000048915,Efna5,0.2845711413779587
Hs6st3,AC,AC_37,ENSMUSG00000053465,Hs6st3,0.5528569080745428
Kcnip1,AC,AC_37,ENSMUSG00000053519,Kcnip1,0.294748645764129
Kirrel3,AC,AC_37,ENSMUSG00000032036,Kirrel3,0.2411811509002408
Lmo4,AC,AC_37,ENSMUSG00000028266,Lmo4,0.2511649259663712
Igfbp2,AC,AC_38,ENSMUSG00000039323,Igfbp2,0.4430784464909708
Sorcs1,AC,AC_38,ENSMUSG00000043531,Sorcs1,0.5816479344097752
Mgat4c,AC,AC_38,ENSMUSG00000019888,Mgat4c,0.3379956064758326
Kcnd2,AC,AC_38,ENSMUSG00000060882,Kcnd2,0.5578370806693019
Hcn1,AC,AC_38,ENSMUSG00000021730,Hcn1,0.3217942458706773
Pcp4,AC,AC_38,ENSMUSG00000090223,Pcp4,0.7337600964441526
Unc5c,AC,AC_38,ENSMUSG00000059921,Unc5c,0.3325401800375198
Car8,AC,AC_38,ENSMUSG00000041261,Car8,0.4742711005683999
Pcdh17,AC,AC_38,ENSMUSG00000035566,Pcdh17,0.6472179294756405
Lrp1b,AC,AC_38,ENSMUSG00000049252,Lrp1b,0.4209882322346292
Kcnip1,AC,AC_38,ENSMUSG00000053519,Kcnip1,0.3671619236604681
Sgcz,AC,AC_38,ENSMUSG00000039539,Sgcz,0.3769824518047034
Erbb4,AC,AC_38,ENSMUSG00000062209,Erbb4,0.9934561394343476
Tenm1,AC,AC_38,ENSMUSG00000016150,Tenm1,0.3452637635526222
Id4,AC,AC_38,ENSMUSG00000021379,Id4,0.5748650104741497
Gabra1,AC,AC_38,ENSMUSG00000010803,Gabra1,0.3646153829379431
Epha3,AC,AC_39,ENSMUSG00000052504,Epha3,0.2699285206769887
Ptn,AC,AC_39,ENSMUSG00000029838,Ptn,0.2761611645908071
Sdk1,AC,AC_39,ENSMUSG00000039683,Sdk1,0.4558687142025095
Esrrg,AC,AC_39,ENSMUSG00000026610,Esrrg,0.2499562201509408
Spock1,AC,AC_39,ENSMUSG00000056222,Spock1,0.3154971251556802
P3h2,AC,AC_39,ENSMUSG00000038168,P3h2,0.2679418834836745
Stxbp6,AC,AC_39,ENSMUSG00000046314,Stxbp6,0.288572809266796
Stmn2,AC,AC_39,ENSMUSG00000027500,Stmn2,0.4682520436393905
Cdh20,AC,AC_39,ENSMUSG00000050840,Cdh20,0.3163372648265851
Nebl,AC,AC_39,ENSMUSG00000053702,Nebl,0.2474878557690928
Nkain3,AC,AC_39,ENSMUSG00000055761,Nkain3,0.4997632511680372
Kcnb2,AC,AC_39,ENSMUSG00000092083,Kcnb2,0.2891407025227775
Lrrtm4,AC,AC_39,ENSMUSG00000052581,Lrrtm4,0.5080807895567057
Pcdh9,AC,AC_39,ENSMUSG00000055421,Pcdh9,0.4345442599653626
Rbms3,AC,AC_39,ENSMUSG00000039607,Rbms3,0.256692645684428
Pcdh7,AC,AC_39,ENSMUSG00000029108,Pcdh7,0.2881365427591885
Nrg1_ENSMUSG00000062991,AC,AC_39,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.4595919100884312
Zfp804b,AC,AC_4,ENSMUSG00000092094,Zfp804b,0.8548036682748588
Gabrg3,AC,AC_4,ENSMUSG00000055026,Gabrg3,0.542223532709822
Slc6a9,AC,AC_4,ENSMUSG00000028542,Slc6a9,0.4688560092579378
Mt1,AC,AC_4,ENSMUSG00000031765,Mt1,0.6511774135183692
Cacna2d3,AC,AC_4,ENSMUSG00000021991,Cacna2d3,0.4845542610528863
Lamp5,AC,AC_4,ENSMUSG00000027270,Lamp5,0.4864198196783172
Kcnb2,AC,AC_4,ENSMUSG00000092083,Kcnb2,0.6081460090330577
Hs6st3,AC,AC_4,ENSMUSG00000053465,Hs6st3,0.8294642914419045
Kcnh7,AC,AC_4,ENSMUSG00000059742,Kcnh7,0.6807665735250528
Lrp1b,AC,AC_40,ENSMUSG00000049252,Lrp1b,0.3997042705957923
Sorcs1,AC,AC_40,ENSMUSG00000043531,Sorcs1,0.2878841902758687
Nfia,AC,AC_40,ENSMUSG00000028565,Nfia,0.484355866152287
Kirrel3,AC,AC_40,ENSMUSG00000032036,Kirrel3,0.3089617554660258
Tac1,AC,AC_40,ENSMUSG00000061762,Tac1,0.7938013342552787
Kctd8,AC,AC_40,ENSMUSG00000037653,Kctd8,0.3994281110989993
Stxbp6,AC,AC_40,ENSMUSG00000046314,Stxbp6,0.268258770630322
Lrrc4c,AC,AC_40,ENSMUSG00000050587,Lrrc4c,0.6907817236901332
Galntl6,AC,AC_40,ENSMUSG00000096914,Galntl6,0.4497156223759831
Hs6st3,AC,AC_40,ENSMUSG00000053465,Hs6st3,0.3357859665387028
Vwc2l,AC,AC_40,ENSMUSG00000045648,Vwc2l,0.2714742007984141
Cbln2,AC,AC_40,ENSMUSG00000024647,Cbln2,0.4997664909826097
Grm5,AC,AC_40,ENSMUSG00000049583,Grm5,0.3550975110895776
Ncam2,AC,AC_40,ENSMUSG00000022762,Ncam2,0.4676863799856806
Efna5,AC,AC_40,ENSMUSG00000048915,Efna5,0.4763991969410441
Sgcd,AC,AC_41,ENSMUSG00000020354,Sgcd,0.5295976592585637
Nrg1_ENSMUSG00000062991,AC,AC_41,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.4794419046790431
Pcdh17,AC,AC_41,ENSMUSG00000035566,Pcdh17,0.3783006674220001
Adarb2,AC,AC_41,ENSMUSG00000052551,Adarb2,0.4667768224520047
C1ql2,AC,AC_41,ENSMUSG00000036907,C1ql2,0.4211145422875063
Nav2,AC,AC_41,ENSMUSG00000052512,Nav2,0.3558288573566006
Ntng1,AC,AC_41,ENSMUSG00000059857,Ntng1,0.7373001051290569
Kcnd2,AC,AC_41,ENSMUSG00000060882,Kcnd2,0.3424776411487371
Sgcz,AC,AC_41,ENSMUSG00000039539,Sgcz,0.3527134318852416
Kcnip4,AC,AC_41,ENSMUSG00000029088,Kcnip4,0.4663860900498458
Glra3,AC,AC_41,ENSMUSG00000038257,Glra3,0.370932404658214
Tfap2b,AC,AC_41,ENSMUSG00000025927,Tfap2b,0.3632088077753808
Car8,AC,AC_41,ENSMUSG00000041261,Car8,0.6945493896052845
Kctd16,AC,AC_41,ENSMUSG00000051401,Kctd16,0.3571858691606792
Tafa2,AC,AC_41,ENSMUSG00000044071,Tafa2,0.3674864081809433
Grid2,AC,AC_41,ENSMUSG00000071424,Grid2,0.4833984953744345
Gfra1,AC,AC_42,ENSMUSG00000025089,Gfra1,0.2660480661239267
Cpm,AC,AC_42,ENSMUSG00000020183,Cpm,0.5858988764758257
Sox5,AC,AC_42,ENSMUSG00000041540,Sox5,0.4011881732884756
Tafa1,AC,AC_42,ENSMUSG00000059187,Tafa1,0.3890302667173703
Spock1,AC,AC_42,ENSMUSG00000056222,Spock1,0.4244776598377469
Gabra2,AC,AC_42,ENSMUSG00000000560,Gabra2,0.3839377972209566
Mast4,AC,AC_42,ENSMUSG00000034751,Mast4,0.3125228006631055
Kcnd2,AC,AC_42,ENSMUSG00000060882,Kcnd2,0.2587994738483103
Cntn5,AC,AC_42,ENSMUSG00000039488,Cntn5,0.3531599381802339
Gabrg3,AC,AC_42,ENSMUSG00000055026,Gabrg3,0.3429290031240504
Rbms3,AC,AC_42,ENSMUSG00000039607,Rbms3,0.407634723927043
Ptprm,AC,AC_42,ENSMUSG00000033278,Ptprm,0.4958682806996536
Rnf220,AC,AC_42,ENSMUSG00000028677,Rnf220,0.6034352140462811
Rgs6,AC,AC_42,ENSMUSG00000021219,Rgs6,0.4578945777580182
Etv1,AC,AC_42,ENSMUSG00000004151,Etv1,0.7058947907872613
Pcdh7,AC,AC_42,ENSMUSG00000029108,Pcdh7,0.4232904209743598
Gad1,AC,AC_42,ENSMUSG00000070880,Gad1,0.4998136361571706
Lrrtm4,AC,AC_43,ENSMUSG00000052581,Lrrtm4,0.5224837257074273
Cbln4,AC,AC_43,ENSMUSG00000067578,Cbln4,0.5405587720632306
Ldb2,AC,AC_43,ENSMUSG00000039706,Ldb2,0.2676776679225814
Unc5c,AC,AC_43,ENSMUSG00000059921,Unc5c,0.3100147028465329
Meis2,AC,AC_43,ENSMUSG00000027210,Meis2,0.2737180104010419
Dpp10,AC,AC_43,ENSMUSG00000036815,Dpp10,0.5016036283785553
Gabrb1,AC,AC_43,ENSMUSG00000029212,Gabrb1,0.8327111269300116
Pde4b,AC,AC_43,ENSMUSG00000028525,Pde4b,0.2823542483023467
Sema6a,AC,AC_43,ENSMUSG00000019647,Sema6a,0.3001021285427976
Ralyl,AC,AC_43,ENSMUSG00000039717,Ralyl,0.6203709563731744
Chgb,AC,AC_43,ENSMUSG00000027350,Chgb,0.7320284445835903
Nr4a2,AC,AC_43,ENSMUSG00000026826,Nr4a2,0.3647321330712832
Rnf220,AC,AC_43,ENSMUSG00000028677,Rnf220,0.4513626918976156
Tmeff2,AC,AC_43,ENSMUSG00000026109,Tmeff2,0.2775553449019453
Kcnip4,AC,AC_43,ENSMUSG00000029088,Kcnip4,0.5548771035435226
Prkg1,AC,AC_43,ENSMUSG00000052920,Prkg1,0.286259018065327
Robo1,AC,AC_43,ENSMUSG00000022883,Robo1,0.3081905292267337
Opcml,AC,AC_44,ENSMUSG00000062257,Opcml,0.2401401545697682
Reln,AC,AC_44,ENSMUSG00000042453,Reln,0.2901173568595525
Ptprt,AC,AC_44,ENSMUSG00000053141,Ptprt,0.2331701629105695
Pcdh9,AC,AC_44,ENSMUSG00000055421,Pcdh9,0.2219588284035873
Sorcs1,AC,AC_44,ENSMUSG00000043531,Sorcs1,0.3213109372405548
Gas7,AC,AC_44,ENSMUSG00000033066,Gas7,0.2241004802667407
Grid2,AC,AC_44,ENSMUSG00000071424,Grid2,0.3203939132475399
Fstl5,AC,AC_44,ENSMUSG00000034098,Fstl5,0.3082881218102443
Mgat4c,AC,AC_44,ENSMUSG00000019888,Mgat4c,0.350797328134648
Kirrel3,AC,AC_44,ENSMUSG00000032036,Kirrel3,0.3445997436638506
Tac1,AC,AC_44,ENSMUSG00000061762,Tac1,0.3698156565051834
Tac2,AC,AC_44,ENSMUSG00000025400,Tac2,0.3725185675878481
Cxcl14,AC,AC_44,ENSMUSG00000021508,Cxcl14,0.7174787920966162
Schip1,AC,AC_44,ENSMUSG00000027777,Schip1,0.2269720636475174
Fxyd6,AC,AC_44,ENSMUSG00000066705,Fxyd6,0.2248231985923266
Lrrc4c,AC,AC_44,ENSMUSG00000050587,Lrrc4c,0.2405994224548965
Kcnip1,AC,AC_45,ENSMUSG00000053519,Kcnip1,0.2952230166861501
Pde4b,AC,AC_45,ENSMUSG00000028525,Pde4b,0.2437281480504843
Erbb4,AC,AC_45,ENSMUSG00000062209,Erbb4,0.2645931942700678
Dpp10,AC,AC_45,ENSMUSG00000036815,Dpp10,0.3582897094675698
Fat3,AC,AC_45,ENSMUSG00000074505,Fat3,0.3253513967260412
Tmsb4x,AC,AC_45,ENSMUSG00000049775,Tmsb4x,0.2603121769769301
Kirrel3,AC,AC_45,ENSMUSG00000032036,Kirrel3,0.4218286465960055
Ralyl,AC,AC_45,ENSMUSG00000039717,Ralyl,0.2609950803636757
Csmd1,AC,AC_45,ENSMUSG00000060924,Csmd1,0.3016381643046556
Dmd,AC,AC_45,ENSMUSG00000045103,Dmd,0.5011471430367034
Nr4a2,AC,AC_45,ENSMUSG00000026826,Nr4a2,0.3026146684432786
Nav3,AC,AC_45,ENSMUSG00000020181,Nav3,0.4372064632222868
Mgat4c,AC,AC_45,ENSMUSG00000019888,Mgat4c,0.4631137368666167
Stmn2,AC,AC_45,ENSMUSG00000027500,Stmn2,0.3928274399639929
Cntnap5a,AC,AC_45,ENSMUSG00000070695,Cntnap5a,0.2436715121347107
Spock1,AC,AC_45,ENSMUSG00000056222,Spock1,0.4247005783827641
Pcdh15,AC,AC_45,ENSMUSG00000052613,Pcdh15,0.4863765375974995
Nnat,AC,AC_45,ENSMUSG00000067786,Nnat,0.3682205769041814
Nlgn1,AC,AC_45,ENSMUSG00000063887,Nlgn1,0.254352645950133
Kcnh7,AC,AC_46,ENSMUSG00000059742,Kcnh7,0.3197532538079443
C1ql2,AC,AC_46,ENSMUSG00000036907,C1ql2,0.3034543262734577
C1ql1,AC,AC_46,ENSMUSG00000045532,C1ql1,0.5907251967603406
Nefl,AC,AC_46,ENSMUSG00000022055,Nefl,0.3930833748912197
Rbfox1,AC,AC_46,ENSMUSG00000008658,Rbfox1,0.40307915381152
Pcdh17,AC,AC_46,ENSMUSG00000035566,Pcdh17,0.3206543926527368
Pde3a,AC,AC_46,ENSMUSG00000041741,Pde3a,0.2027324268802272
Unc5c,AC,AC_46,ENSMUSG00000059921,Unc5c,0.2137312734857621
Pcdh9,AC,AC_46,ENSMUSG00000055421,Pcdh9,0.2346581725221354
Sdk1,AC,AC_46,ENSMUSG00000039683,Sdk1,0.2461945299777023
Mgat4c,AC,AC_46,ENSMUSG00000019888,Mgat4c,0.2110255290849684
Cntn5,AC,AC_46,ENSMUSG00000039488,Cntn5,0.6365128845907005
Zfp804a,AC,AC_46,ENSMUSG00000070866,Zfp804a,0.2251956689602218
Filip1l,AC,AC_46,ENSMUSG00000043336,Filip1l,0.4831519254297023
Csmd3,AC,AC_47,ENSMUSG00000022311,Csmd3,0.4301513811260593
Vip,AC,AC_47,ENSMUSG00000019772,Vip,0.2983291349503876
Kcnd2,AC,AC_47,ENSMUSG00000060882,Kcnd2,0.2368787767005279
Slit2,AC,AC_47,ENSMUSG00000031558,Slit2,0.4785415645456033
Sorcs1,AC,AC_47,ENSMUSG00000043531,Sorcs1,0.2823497949862814
Lrrc4c,AC,AC_47,ENSMUSG00000050587,Lrrc4c,0.3360964314588247
Zmat4,AC,AC_47,ENSMUSG00000037492,Zmat4,0.3054415297240311
Cbln2,AC,AC_47,ENSMUSG00000024647,Cbln2,0.4146940909536677
Cdh18,AC,AC_47,ENSMUSG00000040420,Cdh18,0.2606141783701239
Pcp4,AC,AC_47,ENSMUSG00000090223,Pcp4,0.4594959995566938
Cngb3,AC,AC_47,ENSMUSG00000056494,Cngb3,0.4231166509630723
Tac2,AC,AC_47,ENSMUSG00000025400,Tac2,0.5007089934484259
Lrrtm4,AC,AC_47,ENSMUSG00000052581,Lrrtm4,0.7873372351229612
Grm7,AC,AC_47,ENSMUSG00000056755,Grm7,0.3335306040167258
Sorcs1,AC,AC_48,ENSMUSG00000043531,Sorcs1,0.4080610445050343
Grid2,AC,AC_48,ENSMUSG00000071424,Grid2,0.3802881281375312
Nrg1_ENSMUSG00000062991,AC,AC_48,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.2523302355082532
Zfp804b,AC,AC_48,ENSMUSG00000092094,Zfp804b,0.2250759540223709
Lrp1b,AC,AC_48,ENSMUSG00000049252,Lrp1b,0.7035231831291937
Grm8,AC,AC_48,ENSMUSG00000024211,Grm8,0.3127966617713328
Cplx2,AC,AC_48,ENSMUSG00000025867,Cplx2,0.3466807423838056
Sdk1,AC,AC_48,ENSMUSG00000039683,Sdk1,0.3999041335814784
Lrrc4c,AC,AC_48,ENSMUSG00000050587,Lrrc4c,0.3529558009663835
C1ql2,AC,AC_48,ENSMUSG00000036907,C1ql2,0.3243161083097055
Rbms3,AC,AC_48,ENSMUSG00000039607,Rbms3,0.2780935590766871
Reln,AC,AC_48,ENSMUSG00000042453,Reln,0.2398064554005136
Stmn2,AC,AC_48,ENSMUSG00000027500,Stmn2,0.5251147112119764
C1ql1,AC,AC_48,ENSMUSG00000045532,C1ql1,0.4127261247332762
Nav3,AC,AC_48,ENSMUSG00000020181,Nav3,0.2550547535653363
Tac2,AC,AC_48,ENSMUSG00000025400,Tac2,1.1964069947848723
Etl4,AC,AC_48,ENSMUSG00000036617,Etl4,0.3321123884275833
Nav2,AC,AC_49,ENSMUSG00000052512,Nav2,0.3432510894755695
Epha3,AC,AC_49,ENSMUSG00000052504,Epha3,0.3539733595058353
Dlgap2,AC,AC_49,ENSMUSG00000047495,Dlgap2,0.301090836337077
Zfp804b,AC,AC_49,ENSMUSG00000092094,Zfp804b,0.693440531578669
Mgat4c,AC,AC_49,ENSMUSG00000019888,Mgat4c,0.3139227024292104
Reln,AC,AC_49,ENSMUSG00000042453,Reln,0.3214393493498939
Esrrg,AC,AC_49,ENSMUSG00000026610,Esrrg,0.5262535802892746
Shisa8,AC,AC_49,ENSMUSG00000096883,Shisa8,0.517379336170196
Lingo2,AC,AC_49,ENSMUSG00000045083,Lingo2,0.3041369167458237
Pcdh17,AC,AC_49,ENSMUSG00000035566,Pcdh17,0.4239796454226299
Vgf,AC,AC_49,ENSMUSG00000037428,Vgf,0.4131797434808666
