Gene,Cell Type,Gene,Coefficient
Kirrel3,BC5D,Kirrel3,0.8360145194800064
Nrg3,BC5D,Nrg3,0.4060367209050894
Gsg1,BC5D,Gsg1,0.2989101715179461
Kcnd2,BC5D,Kcnd2,0.3021112554781358
Pcdh7,BC5D,Pcdh7,0.4309601716017004
Cxcl14,BC5D,Cxcl14,0.2103288261381587
Dach1,BC5D,Dach1,0.2034657396442288
Meis2,BC5D,Meis2,0.5703202688867025
Nfia,BC5D,Nfia,0.3689164249242767
Neurod4,BC5D,Neurod4,0.1901713281108602
Fam135b,BC5D,Fam135b,0.2132280163801114
Schip1,BC5D,Schip1,0.2924789249930718
Lmo4,BC5D,Lmo4,0.236239102603901
Rgs7,BC5D,Rgs7,0.2402221277690738
Atp2b1,BC5D,Atp2b1,0.3382746622845239
Adarb2,BC5D,Adarb2,0.2041243369866886
Inpp4b,BC6,Inpp4b,0.4082148631440119
Grid2,BC6,Grid2,0.5611137658506348
Trpm1,BC6,Trpm1,0.3909517245575414
Gpc6,BC6,Gpc6,0.5820465105702984
Ryr3,BC6,Ryr3,0.4227620180207675
Ldb2,BC6,Ldb2,0.4301275900632544
Scg2,BC6,Scg2,0.7900473625694641
Scgn,BC6,Scgn,0.396828124440609
Rbp1,BC6,Rbp1,0.3881147228710618
Isl1,BC6,Isl1,0.4944118003582645
Chst9,BC6,Chst9,0.6756441777188639
Gnb3,BC6,Gnb3,0.4118189081619541
Ptprm,BC6,Ptprm,0.9192677399147892
Cdh18,BC6,Cdh18,0.4350225009331357
Cck,BC6,Cck,0.7747312727430473
Grm6,BC6,Grm6,0.4353520718318098
Sulf1,BC6,Sulf1,0.3882286072693423
Sox5,BC7,Sox5,0.4125308826596231
Cdh9,BC7,Cdh9,0.3559286046671071
Il1rapl2,BC7,Il1rapl2,0.4947339213444147
Zeb2,BC7,Zeb2,0.2782826953151338
Kcnab1,BC7,Kcnab1,0.2712704411164045
Tmsb10,BC7,Tmsb10,0.2722072712256588
Hs3st4,BC7,Hs3st4,0.3332532773866228
Rgs3,BC7,Rgs3,0.2739540943573849
Adcy2,BC7,Adcy2,0.3423037523017215
Chrm3,BC7,Chrm3,0.4943194677558917
Fn1,BC7,Fn1,0.3662056591830743
Pcp2,BC7,Pcp2,0.4537175304598576
Ndnf,BC7,Ndnf,0.2920205982047893
Gabrr2,BC7,Gabrr2,0.2710283987224898
Pcdh7,BC8,Pcdh7,0.5739520517528856
Tenm2,BC8,Tenm2,0.3014749471343599
Spock3,BC8,Spock3,0.3863009545861304
Tenm3,BC8,Tenm3,0.2542524830100245
Dmd,BC8,Dmd,0.268800751502745
Gabrb1,BC8,Gabrb1,0.2338840373781104
Lrp1b,BC8,Lrp1b,0.4978625880983347
Adarb2,BC8,Adarb2,0.4017959863649925
C130073E24Rik,BC8,C130073E24Rik,0.4823472450115418
Nrg1_ENSMUSG00000062991,BC8,Nrg1_ENSMUSG00000062991,0.2626188667432036
Csmd3,BC8,Csmd3,0.8168430073479991
Npas3,BC8,Npas3,0.3847008723526663
Egr1,BC8,Egr1,0.2526106134831769
Cntnap2,BC8,Cntnap2,0.2473877304529412
Plcb1,BC8,Plcb1,0.2775705783687074
Lrp1b,BC9,Lrp1b,0.5465427912619185
Fam135b,BC9,Fam135b,0.1791322592741489
Cdh12,BC9,Cdh12,0.1708906745376001
Spon1,BC9,Spon1,0.1576781680422887
Cpne9,BC9,Cpne9,0.7145865489058505
Adarb2,BC9,Adarb2,0.3034614499450555
Kcnab1,BC9,Kcnab1,0.3109988665452906
Chgb,BC9,Chgb,0.1850748551712362
Tshz2,BC9,Tshz2,0.3349564254032327
Pcdh11x,BC9,Pcdh11x,0.4386459740693961
Tafa1,BC9,Tafa1,0.3022670773944497
Tenm1,BC9,Tenm1,0.5074338095875202
Kirrel3,BC9,Kirrel3,0.216984597602714
Gngt2,BC9,Gngt2,0.3453571580325345
Ntrk3,BC9,Ntrk3,0.2858534068906077
Rpgrip1,BC9,Rpgrip1,0.3011969651077087
Slc24a2,Cone,Slc24a2,0.1582134324968249
Rtbdn,Cone,Rtbdn,0.1042112782448973
Cngb3,Cone,Cngb3,0.3085011185254794
Gngt2,Cone,Gngt2,0.2702110112761845
Mylk,Cone,Mylk,0.1657753151206993
Gnb3,Cone,Gnb3,0.1606836649817886
Lrfn2,Cone,Lrfn2,0.1310359412358619
Pde6h,Cone,Pde6h,0.4539442070274149
Gnat2,Cone,Gnat2,0.2486441457490581
Pde6c,Cone,Pde6c,0.266707091150839
Opn1mw,Cone,Opn1mw,0.3837613632508383
Gm32442,Cone,Gm32442,0.1182058953880878
Opn1sw,Cone,Opn1sw,0.2375878997815393
Pals2,Cone,Pals2,0.1065525646364723
Pcdh15,Cone,Pcdh15,0.196852481853057
Arr3,Cone,Arr3,0.4552001249308681
Rbp3,Cone,Rbp3,0.1557548559697036
Cdh18,Cone,Cdh18,0.2755231539659567
Tm4sf1,Endothelial,Tm4sf1,0.1242595915226999
Arl15,Endothelial,Arl15,0.1385628907762304
Ptprm,Endothelial,Ptprm,0.1499148757788276
Mecom,Endothelial,Mecom,0.1451946162766275
Ptprb,Endothelial,Ptprb,0.1523495104461063
Id1,Endothelial,Id1,0.131389266425371
Adgrl4,Endothelial,Adgrl4,0.1725001610171035
Ly6a,Endothelial,Ly6a,0.1658229882012592
Ly6c1,Endothelial,Ly6c1,0.2163119358695801
Ctla2a,Endothelial,Ctla2a,0.1403429511497178
Flt1,Endothelial,Flt1,0.2718145978524842
Klf2,Endothelial,Klf2,0.1469265300714742
Slco1a4,Endothelial,Slco1a4,0.1443994615205771
Bsg,Endothelial,Bsg,0.1352335373528285
Itm2a,Endothelial,Itm2a,0.1892570865635519
Plcb1,Endothelial,Plcb1,0.1561815301596018
Cldn5,Endothelial,Cldn5,0.3355066066767332
Pltp,Endothelial,Pltp,0.1767538070893563
Igfbp7,Endothelial,Igfbp7,0.1392507190425589
Vwc2,HC,Vwc2,0.1646771379181267
Egfem1,HC,Egfem1,0.1811207007486785
Vim,HC,Vim,0.3292973521404346
Utrn,HC,Utrn,0.2141979704159144
Dock4,HC,Dock4,0.1825578323739581
Chgb,HC,Chgb,0.2161238406147807
Arhgap15,HC,Arhgap15,0.2164455186986134
Calb1,HC,Calb1,0.4203549619344586
Rgs3,HC,Rgs3,0.1429392746551577
Ndrg1,HC,Ndrg1,0.2367914011669289
Nebl,HC,Nebl,0.2553150562969488
Hs6st3,HC,Hs6st3,0.2117391810341506
C1ql1,HC,C1ql1,0.1433284213634306
Thsd7b,HC,Thsd7b,0.2810561477863331
Rbms3,HC,Rbms3,0.1272828099842282
Frmpd4,HC,Frmpd4,0.1786936061428063
Megf11,HC,Megf11,0.1792759914242948
Galnt18,HC,Galnt18,0.1460489861650156
Ryr3,HC,Ryr3,0.1270659087698149
Aqp4,MG,Aqp4,0.3460585514947667
Dbi,MG,Dbi,0.4062636059531133
Gpr37,MG,Gpr37,0.3429042076599253
Spc25,MG,Spc25,0.2457482098682903
Dkk3,MG,Dkk3,0.311583896376603
Il33,MG,Il33,0.3180823733272866
Prdx6,MG,Prdx6,0.4769668525976314
Mfge8,MG,Mfge8,0.2724434087384303
Col9a1,MG,Col9a1,0.3614253612336679
Rlbp1,MG,Rlbp1,0.3341100473997755
Abca8a,MG,Abca8a,0.2349125607924458
Acsl3,MG,Acsl3,0.3521188868606659
Clu,MG,Clu,0.5196942760213529
Gng5,MG,Gng5,0.3287613647109651
Glul,MG,Glul,0.7132772370860008
Ctss,Microglia,Ctss,0.5979797120878446
Dnajb1,Microglia,Dnajb1,0.4020594555015558
Ctsd,Microglia,Ctsd,0.3111452690497734
Tmsb4x,Microglia,Tmsb4x,0.4127335266808216
Hspa1a,Microglia,Hspa1a,0.6437984553910776
Selenop,Microglia,Selenop,0.416364837997817
C1qa,Microglia,C1qa,0.3489750174299639
Trem2,Microglia,Trem2,0.3203649010767726
Ftl1,Microglia,Ftl1,0.2808945053572838
Cd74,Microglia,Cd74,0.4085519102612728
C1qb,Microglia,C1qb,0.3523925399564921
Sdk1,Microglia(cycling),Sdk1,0.4329210130021892
Coro1a,Microglia(cycling),Coro1a,0.2291167232298535
Cxcl10,Microglia(cycling),Cxcl10,0.2589778757669932
Cd52,Microglia(cycling),Cd52,0.2388703822602034
Stmn1,Microglia(cycling),Stmn1,0.7447663831313001
Hmgb2,Microglia(cycling),Hmgb2,0.6928368950717474
Cdkn1a,Microglia(cycling),Cdkn1a,0.3683294065966581
Ndufa4l2,Pericyte,Ndufa4l2,0.1565391535281974
Igfbp7,Pericyte,Igfbp7,0.2612715258381815
Pdgfrb,Pericyte,Pdgfrb,0.1276256419681442
Mylk,Pericyte,Mylk,0.1415103523206209
Myl9,Pericyte,Myl9,0.2816400357871104
Ebf1,Pericyte,Ebf1,0.1309673231653206
Plcl1,Pericyte,Plcl1,0.1626858588324554
Crip1,Pericyte,Crip1,0.1312185703209816
Atp1a2,Pericyte,Atp1a2,0.150455951628523
Rbms3,Pericyte,Rbms3,0.1294243369755098
Cald1,Pericyte,Cald1,0.2546800636508094
Vtn,Pericyte,Vtn,0.2148684294169166
Mgp,Pericyte,Mgp,0.2311640201596137
Mfge8,Pericyte,Mfge8,0.1925890025974615
Sparcl1,Pericyte,Sparcl1,0.1598497478137769
Rgs5,Pericyte,Rgs5,0.3126144366114092
Pde3a,Pericyte,Pde3a,0.1455430457044696
Dlc1,Pericyte,Dlc1,0.1756399564674382
Car8,RBC,Car8,0.2488843589710364
Pcp4,RBC,Pcp4,0.5033194778574288
Prkca,RBC,Prkca,0.3948537971735241
Tpbg,RBC,Tpbg,0.203094606437126
Cntn4,RBC,Cntn4,0.5507991344674789
Pcp2,RBC,Pcp2,0.455285622768105
Vstm2b,RBC,Vstm2b,0.1719153473921414
Trpm1,RBC,Trpm1,0.3060731068134421
Lrrtm4,RBC,Lrrtm4,0.1813930334661028
Kcnmb2,RBC,Kcnmb2,0.1867256551983256
Mt1,RBC,Mt1,0.2574315461162144
Cep112,RBC,Cep112,0.2002764945517679
Chgb,RBC,Chgb,0.4351011436135388
H2-K1,RGC,H2-K1,0.9972972908178348
Ctss,RGC,Ctss,0.9408337361225116
Atf3,RGC,Atf3,1.8493027583821235
Creb5,RGC,Creb5,1.331951552597208
Gngt1,RGC,Gngt1,0.9783951380864182
Tnnt1,RGC,Tnnt1,1.1267600083235665
Tfap2b,RGC,Tfap2b,0.9295833939218684
Cryab,RGC,Cryab,1.492417645934057
Slc16a1,RPE,Slc16a1,0.1653081325936199
Timp3,RPE,Timp3,0.1044844669052953
Rbp1,RPE,Rbp1,0.2179618781849982
Gsta4,RPE,Gsta4,0.0986389171614968
Rdh5,RPE,Rdh5,0.1954253183393156
Rpe65,RPE,Rpe65,0.3569518365394757
Vtn,RPE,Vtn,0.1005795374224577
Ctsd,RPE,Ctsd,0.1029142337358779
Slc16a8,RPE,Slc16a8,0.1581490054830759
Rgr,RPE,Rgr,0.236068520877297
Trf,RPE,Trf,0.2536551176121636
Mt3,RPE,Mt3,0.0987818233030042
Col8a1,RPE,Col8a1,0.1035922138186989
Marchf1,Rod,Marchf1,0.4208515514839973
Tmem108,Rod,Tmem108,0.2645413156607907
Cmss1,Rod,Cmss1,0.5440447069408292
Pde6g,Rod,Pde6g,0.260567413581465
Rho,Rod,Rho,0.538663718511692
Pex5l,Rod,Pex5l,0.3448595458394366
Rp1,Rod,Rp1,0.2725084134980445
Nefm,Rod,Nefm,0.2910390772403931
Sag,Rod,Sag,0.3489407217310827
Pcp4,Rod,Pcp4,0.4301940577065409
Dmd,Rod,Dmd,0.2701235643975904
Epb41,Rod,Epb41,0.272485042438654
