Major_Name	Name	Ensembl	Marker	Coefficient
AC	AC_26	ENSMUSG00000050587	Lrrc4c	-0.2749879317220818
AC	AC_26	ENSMUSG00000052920	Prkg1	-0.22244410221744423
AC	AC_26	ENSMUSG00000027210	Meis2	-0.21686356158392958
AC	AC_26	ENSMUSG00000049336	Tenm2	-0.21600160878706587
AC	AC_26	ENSMUSG00000092341	Malat1	-0.1959046444102408
AC	AC_26	ENSMUSG00000064357	mt-Atp6	-0.18721597843948587
AC	AC_26	ENSMUSG00000052581	Lrrtm4	-0.18095129021305814
AC	AC_26	ENSMUSG00000036907	C1ql2	-0.1761244900900003
AC	AC_26	ENSMUSG00000045532	C1ql1	-0.17308315737418978
AC	AC_26	ENSMUSG00000064358	mt-Co3	-0.16353382875759515
AC	AC_26	ENSMUSG00000050272	Dscam	-0.15692949293116942
AC	AC_26	ENSMUSG00000022523	Fgf12	-0.15392793112075975
AC	AC_26	ENSMUSG00000043531	Sorcs1	-0.15328298491279554
AC	AC_26	ENSMUSG00000064351	mt-Co1	-0.1515945208162368
AC	AC_26	ENSMUSG00000064354	mt-Co2	-0.14713399114737086
AC	AC_26	ENSMUSG00000064370	mt-Cytb	-0.14326840775124094
AC	AC_26	ENSMUSG00000048078	Tenm4	-0.1410715126237353
AC	AC_26	ENSMUSG00000033569	Adgrb3	-0.1371374422046577
AC	AC_26	ENSMUSG00000008658	Rbfox1	-0.13676589226664285
AC	AC_27	ENSMUSG00000096914	Galntl6	0.7129645532278838
AC	AC_27	ENSMUSG00000090223	Pcp4	0.5136528001358457
AC	AC_27	ENSMUSG00000021099	Six6	0.3438193917973565
AC	AC_27	ENSMUSG00000063626	Unc5d	0.33115215775608237
AC	AC_27	ENSMUSG00000062151	Unc13c	0.3134904912479176
AC	AC_27	ENSMUSG00000039419	Cntnap2	0.28235646171726797
AC	AC_27	ENSMUSG00000061576	Dpp6	0.266612646803621
AC	AC_27	ENSMUSG00000056296	Synpr	0.2574964144354578
AC	AC_27	ENSMUSG00000048078	Tenm4	0.25559176819814095
AC	AC_27	ENSMUSG00000032036	Kirrel3	0.2501482654897086
AC	AC_27	ENSMUSG00000056158	Car10	0.2416865316519253
AC	AC_27	ENSMUSG00000032076	Cadm1	0.24093730579666775
AC	AC_27	ENSMUSG00000028525	Pde4b	0.23718785105459353
AC	AC_27	ENSMUSG00000027674	Pex5l	0.23611581547315233
AC	AC_27	ENSMUSG00000037940	Inpp4b	0.23607796018853006
AC	AC_27	ENSMUSG00000038872	Zfhx3	0.23522118541032064
AC	AC_27	ENSMUSG00000045103	Dmd	0.233452553771054
AC	AC_27	ENSMUSG00000003411	Rab3b	0.23071230210873236
AC	AC_27	ENSMUSG00000052581	Lrrtm4	0.2280073096223578
AC	AC_27	ENSMUSG00000043336	Filip1l	0.22695128278786528
AC	AC_27	ENSMUSG00000029088	Kcnip4	-0.45121520711189095
AC	AC_27	ENSMUSG00000052920	Prkg1	-0.42811577251934513
AC	AC_27	ENSMUSG00000055421	Pcdh9	-0.41507817238137384
AC	AC_27	ENSMUSG00000092341	Malat1	-0.3998219262809326
AC	AC_27	ENSMUSG00000050587	Lrrc4c	-0.2682628101515955
AC	AC_27	ENSMUSG00000039717	Ralyl	-0.2640745103402267
AC	AC_27	ENSMUSG00000059974	Ntm	-0.26042708299864736
AC	AC_27	ENSMUSG00000025927	Tfap2b	-0.25281725594330884
AC	AC_27	ENSMUSG00000038805	Six3	-0.24742766233866
AC	AC_27	ENSMUSG00000049336	Tenm2	-0.24062065765557034
AC	AC_27	ENSMUSG00000060534	Dcc	-0.2384432905170033
AC	AC_27	ENSMUSG00000045532	C1ql1	-0.23749921098304042
AC	AC_27	ENSMUSG00000031558	Slit2	-0.23236959886053166
AC	AC_27	ENSMUSG00000061080	Lsamp	-0.22547418791815715
AC	AC_27	ENSMUSG00000003657	Calb2	-0.22043521136011332
AC	AC_27	ENSMUSG00000070866	Zfp804a	-0.20804651646167555
AC	AC_27	ENSMUSG00000096883	Shisa8	-0.20295248163219248
AC	AC_27	ENSMUSG00000020704	Asic2	-0.19893495813032416
AC	AC_27	ENSMUSG00000053477	Tcf4	-0.19673528642155225
AC	AC_27	ENSMUSG00000035864	Syt1	-0.19472363476308513
AC	AC_28	ENSMUSG00000035131	Brinp3	0.5052855045188277
AC	AC_28	ENSMUSG00000025551	Fgf14	0.4885091692476002
AC	AC_28	ENSMUSG00000035566	Pcdh17	0.4353895283048039
AC	AC_28	ENSMUSG00000032332	Col12a1	0.3990240630308514
AC	AC_28	ENSMUSG00000020354	Sgcd	0.3447115554628698
AC	AC_28	ENSMUSG00000008575	Nfib	0.3184430942502127
AC	AC_28	ENSMUSG00000053465	Hs6st3	0.304704287488957
AC	AC_28	ENSMUSG00000062257	Opcml	0.29578965278335145
AC	AC_28	ENSMUSG00000020027	Socs2	0.28134791627405886
AC	AC_28	ENSMUSG00000056158	Car10	0.2741586279776247
AC	AC_28	ENSMUSG00000034912	Mdga2	0.2705543477733025
AC	AC_28	ENSMUSG00000060534	Dcc	0.26332131799418335
AC	AC_28	ENSMUSG00000023868	Pde10a	0.242132349983186
AC	AC_28	ENSMUSG00000028519	Dab1	0.22992386359435268
AC	AC_28	ENSMUSG00000062209	Erbb4	0.20461065782448312
AC	AC_28	ENSMUSG00000059857	Ntng1	0.20237538233420974
AC	AC_28	ENSMUSG00000059974	Ntm	0.19805018686914685
AC	AC_28	ENSMUSG00000073551	Spink13	0.19765033168688353
AC	AC_28	ENSMUSG00000040430	Pitpnc1	0.19185664091290736
AC	AC_28	ENSMUSG00000004633	Chn2	0.18976780390517903
AC	AC_28	ENSMUSG00000092341	Malat1	-0.3760858131041454
AC	AC_28	ENSMUSG00000032036	Kirrel3	-0.3712551645032469
AC	AC_28	ENSMUSG00000030092	Cntn6	-0.3518728516044176
AC	AC_28	ENSMUSG00000056073	Grik2	-0.3510645655927715
AC	AC_28	ENSMUSG00000044349	Snhg11	-0.31110170399605547
AC	AC_28	ENSMUSG00000035653	Lrfn5	-0.2823576386130899
AC	AC_28	ENSMUSG00000037161	Mgarp	-0.26067692788967306
AC	AC_28	ENSMUSG00000052572	Dlg2	-0.24947791390687044
AC	AC_28	ENSMUSG00000035864	Syt1	-0.23897478119349586
AC	AC_28	ENSMUSG00000003279	Dlgap1	-0.23063594470859086
AC	AC_28	ENSMUSG00000063626	Unc5d	-0.2276891215177535
AC	AC_28	ENSMUSG00000052889	Prkcb	-0.22085601675748345
AC	AC_28	ENSMUSG00000115783	Bc1	-0.20531994996253433
AC	AC_28	ENSMUSG00000039419	Cntnap2	-0.20217470596783177
AC	AC_28	ENSMUSG00000034040	Galnt17	-0.19775419585263085
AC	AC_28	ENSMUSG00000055421	Pcdh9	-0.19365808166868625
AC	AC_28	ENSMUSG00000027238	Frmd5	-0.19089568962531292
AC	AC_28	ENSMUSG00000027270	Lamp5	-0.18767231116412894
AC	AC_28	ENSMUSG00000034813	Grip1	-0.1815930351995167
AC	AC_28	ENSMUSG00000063063	Ctnna2	-0.1803797800216064
AC	AC_29	ENSMUSG00000055421	Pcdh9	0.3437345227136246
AC	AC_29	ENSMUSG00000060924	Csmd1	0.3138644951849247
AC	AC_29	ENSMUSG00000055409	Nell1	0.2860057218206065
AC	AC_29	ENSMUSG00000096914	Galntl6	0.2810828109191961
AC	AC_29	ENSMUSG00000000263	Glra1	0.2649281170609197
AC	AC_29	ENSMUSG00000045103	Dmd	0.22866293161208257
AC	AC_29	ENSMUSG00000049252	Lrp1b	0.21900199670731343
AC	AC_29	ENSMUSG00000039257	Vstm2b	0.18751461448191337
AC	AC_29	ENSMUSG00000062257	Opcml	0.1749133181286102
AC	AC_29	ENSMUSG00000096883	Shisa8	0.16636486993770186
AC	AC_29	ENSMUSG00000039057	Myo16	0.16415177509063608
AC	AC_29	ENSMUSG00000021379	Id4	0.15543962181915977
AC	AC_29	ENSMUSG00000042757	Tmem108	0.1547678450495119
AC	AC_29	ENSMUSG00000034310	Tmem132d	0.15340937964093543
AC	AC_29	ENSMUSG00000038370	Pcp4l1	0.15148395086076857
AC	AC_29	ENSMUSG00000026872	Zeb2	0.1485333757183933
AC	AC_29	ENSMUSG00000022332	Khdrbs3	0.14168795277959934
AC	AC_29	ENSMUSG00000022103	Gfra2	0.13692350872118092
AC	AC_29	ENSMUSG00000027210	Meis2	0.13350378207800415
AC	AC_29	ENSMUSG00000049690	Nckap5	0.13253390795237366
AC	AC_29	ENSMUSG00000020704	Asic2	-0.3688280793363486
AC	AC_29	ENSMUSG00000061080	Lsamp	-0.294728619648906
AC	AC_29	ENSMUSG00000022883	Robo1	-0.2001964793688708
AC	AC_29	ENSMUSG00000045083	Lingo2	-0.18717948613611748
AC	AC_29	ENSMUSG00000090223	Pcp4	-0.17867466201151538
AC	AC_29	ENSMUSG00000039717	Ralyl	-0.17633725098518016
AC	AC_29	ENSMUSG00000045532	C1ql1	-0.16523468643348896
AC	AC_29	ENSMUSG00000028399	Ptprd	-0.16387071320489724
AC	AC_29	ENSMUSG00000032036	Kirrel3	-0.15740318966417183
AC	AC_29	ENSMUSG00000092341	Malat1	-0.15565386553722854
AC	AC_29	ENSMUSG00000028832	Stmn1	-0.1400339681333725
AC	AC_29	ENSMUSG00000053519	Kcnip1	-0.1370593687555545
AC	AC_29	ENSMUSG00000019889	Ptprk	-0.1321630492700592
AC	AC_29	ENSMUSG00000029108	Pcdh7	-0.12601192572751438
AC	AC_29	ENSMUSG00000008658	Rbfox1	-0.12581059138448936
AC	AC_29	ENSMUSG00000037940	Inpp4b	-0.12517347776648802
AC	AC_29	ENSMUSG00000064115	Cadm2	-0.12271726754156603
AC	AC_29	ENSMUSG00000037386	Rims2	-0.12156721727456683
AC	AC_29	ENSMUSG00000032826	Ank2	-0.11965068209457175
AC	AC_29	ENSMUSG00000035864	Syt1	-0.11927171872622672
AC	AC_3	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.3424682053942282
AC	AC_3	ENSMUSG00000027562	Car2	0.2793006311034012
AC	AC_3	ENSMUSG00000063142	Kcnma1	0.250018832405429
AC	AC_3	ENSMUSG00000028519	Dab1	0.19927729494801485
AC	AC_3	ENSMUSG00000022311	Csmd3	0.19822704759143517
AC	AC_3	ENSMUSG00000040003	Magi2	0.18640545404304687
AC	AC_3	ENSMUSG00000039913	Pak5	0.17196651910980315
AC	AC_3	ENSMUSG00000008658	Rbfox1	0.16720824846749707
AC	AC_3	ENSMUSG00000006941	Eif1b	0.16539608337454748
AC	AC_3	ENSMUSG00000021684	Pde8b	0.16109249506081444
AC	AC_3	ENSMUSG00000068615	Gjd2	0.15781601114016
AC	AC_3	ENSMUSG00000053702	Nebl	0.14883706049002834
AC	AC_3	ENSMUSG00000029757	Dync1i1	0.14528439138490273
AC	AC_3	ENSMUSG00000017400	Stac2	0.13833749923487423
AC	AC_3	ENSMUSG00000024897	Apba1	0.1375086783198354
AC	AC_3	ENSMUSG00000028565	Nfia	0.137001236583494
AC	AC_3	ENSMUSG00000036834	Plch1	0.13567357298572225
AC	AC_3	ENSMUSG00000028222	Calb1	0.1342784285842392
AC	AC_3	ENSMUSG00000001175	Calm1	0.1332259384669973
AC	AC_3	ENSMUSG00000047496	Rnf152	0.1257417721843494
AC	AC_3	ENSMUSG00000029088	Kcnip4	-0.3059874977528934
AC	AC_3	ENSMUSG00000024211	Grm8	-0.22359707394602463
AC	AC_3	ENSMUSG00000024268	Celf4	-0.20566051197251006
AC	AC_3	ENSMUSG00000092341	Malat1	-0.19052389570601388
AC	AC_3	ENSMUSG00000023868	Pde10a	-0.18151205519388777
AC	AC_3	ENSMUSG00000052572	Dlg2	-0.17699534949161222
AC	AC_3	ENSMUSG00000040037	Negr1	-0.1654348712307708
AC	AC_3	ENSMUSG00000024109	Nrxn1	-0.16516258705236542
AC	AC_3	ENSMUSG00000032826	Ank2	-0.15309600574041862
AC	AC_3	ENSMUSG00000053465	Hs6st3	-0.15225867394174378
AC	AC_3	ENSMUSG00000032036	Kirrel3	-0.14964231499764613
AC	AC_3	ENSMUSG00000032076	Cadm1	-0.137213415261499
AC	AC_3	ENSMUSG00000025551	Fgf14	-0.13102883716218117
AC	AC_3	ENSMUSG00000063873	Slc24a3	-0.13068312579798275
AC	AC_3	ENSMUSG00000049336	Tenm2	-0.13033482662370505
AC	AC_3	ENSMUSG00000090223	Pcp4	-0.12870722470063742
AC	AC_3	ENSMUSG00000041741	Pde3a	-0.1282253946127245
AC	AC_3	ENSMUSG00000052387	Trpm3	-0.1277151236252265
AC	AC_3	ENSMUSG00000037605	Adgrl3	-0.1253428170413719
AC	AC_3	ENSMUSG00000046447	Camk2n1	-0.12284950540357982
AC	AC_30	ENSMUSG00000039488	Cntn5	0.4763230288140841
AC	AC_30	ENSMUSG00000003657	Calb2	0.2640348324072475
AC	AC_30	ENSMUSG00000035653	Lrfn5	0.2631643981873493
AC	AC_30	ENSMUSG00000071424	Grid2	0.2579614589231109
AC	AC_30	ENSMUSG00000063600	Egfem1	0.2266068671004323
AC	AC_30	ENSMUSG00000113429	Gm20063	0.21465823674465193
AC	AC_30	ENSMUSG00000028832	Stmn1	0.21418526919636227
AC	AC_30	ENSMUSG00000037610	Kcnmb2	0.2122141700665497
AC	AC_30	ENSMUSG00000040896	Kcnd3	0.19659029902255165
AC	AC_30	ENSMUSG00000002930	Ppp1r17	0.19272614067850216
AC	AC_30	ENSMUSG00000018581	Dnah11	0.18948552659343887
AC	AC_30	ENSMUSG00000036578	Fxyd7	0.17731524285744793
AC	AC_30	ENSMUSG00000041112	Elmo1	0.1693797369772822
AC	AC_30	ENSMUSG00000063887	Nlgn1	0.16916365260492805
AC	AC_30	ENSMUSG00000049252	Lrp1b	0.16912768533177502
AC	AC_30	ENSMUSG00000020140	Lgr5	0.16874428075763545
AC	AC_30	ENSMUSG00000026185	Igfbp5	0.16839726107421935
AC	AC_30	ENSMUSG00000062380	Tubb3	0.15908461389695025
AC	AC_30	ENSMUSG00000036510	Cdh8	0.15905947657180042
AC	AC_30	ENSMUSG00000032482	Cspg5	0.14803980400386557
AC	AC_30	ENSMUSG00000032291	Crabp1	-0.2850879499614465
AC	AC_30	ENSMUSG00000052920	Prkg1	-0.25788371706659796
AC	AC_30	ENSMUSG00000092341	Malat1	-0.24869358604744438
AC	AC_30	ENSMUSG00000041014	Nrg3	-0.23249345591224482
AC	AC_30	ENSMUSG00000039714	Cplx3	-0.183440021155921
AC	AC_30	ENSMUSG00000048332	Lhfp	-0.18208548945355385
AC	AC_30	ENSMUSG00000021991	Cacna2d3	-0.17963668245618475
AC	AC_30	ENSMUSG00000003279	Dlgap1	-0.15911260894341542
AC	AC_30	ENSMUSG00000098243	Gm4258	-0.1530541289687665
AC	AC_30	ENSMUSG00000056296	Synpr	-0.14755892005743224
AC	AC_30	ENSMUSG00000032036	Kirrel3	-0.1443907822107687
AC	AC_30	ENSMUSG00000066392	Nrxn3	-0.14248411429275804
AC	AC_30	ENSMUSG00000059742	Kcnh7	-0.14000689986342307
AC	AC_30	ENSMUSG00000037161	Mgarp	-0.1379477644255073
AC	AC_30	ENSMUSG00000061080	Lsamp	-0.13588399985104327
AC	AC_30	ENSMUSG00000055421	Pcdh9	-0.1284907195600169
AC	AC_30	ENSMUSG00000034912	Mdga2	-0.1271640975645358
AC	AC_30	ENSMUSG00000060534	Dcc	-0.12653552725400863
AC	AC_30	ENSMUSG00000044349	Snhg11	-0.12570776527648475
AC	AC_30	ENSMUSG00000032006	Pdgfd	-0.12204924826013103
AC	AC_31	ENSMUSG00000061762	Tac1	0.6546096551927115
AC	AC_31	ENSMUSG00000035274	Tpbg	0.43452606281951156
AC	AC_31	ENSMUSG00000060924	Csmd1	0.4065795320457394
AC	AC_31	ENSMUSG00000021508	Cxcl14	0.3515961680874621
AC	AC_31	ENSMUSG00000050840	Cdh20	0.33984132274777323
AC	AC_31	ENSMUSG00000027350	Chgb	0.26528413338908574
AC	AC_31	ENSMUSG00000059203	Il1rapl2	0.2524742352149278
AC	AC_31	ENSMUSG00000053465	Hs6st3	0.24995623172900183
AC	AC_31	ENSMUSG00000027419	Pcsk2	0.23613304227649082
AC	AC_31	ENSMUSG00000028399	Ptprd	0.23437081757907313
AC	AC_31	ENSMUSG00000047907	Tshz2	0.22787322126152743
AC	AC_31	ENSMUSG00000041380	Htr2c	0.2249063123538329
AC	AC_31	ENSMUSG00000066189	Cacng3	0.22137707066070716
AC	AC_31	ENSMUSG00000043336	Filip1l	0.22000451801786125
AC	AC_31	ENSMUSG00000046314	Stxbp6	0.21455534913061694
AC	AC_31	ENSMUSG00000038872	Zfhx3	0.21144006933492254
AC	AC_31	ENSMUSG00000059602	Syn3	0.20389851474977627
AC	AC_31	ENSMUSG00000044071	Tafa2	0.19970852294148195
AC	AC_31	ENSMUSG00000037492	Zmat4	0.19027299134523687
AC	AC_31	ENSMUSG00000090223	Pcp4	0.18923512123071679
AC	AC_31	ENSMUSG00000096914	Galntl6	-0.46991267814399823
AC	AC_31	ENSMUSG00000003657	Calb2	-0.3948408440886605
AC	AC_31	ENSMUSG00000092341	Malat1	-0.3376808615757034
AC	AC_31	ENSMUSG00000040037	Negr1	-0.279620619655568
AC	AC_31	ENSMUSG00000054640	Slc8a1	-0.26223374357032275
AC	AC_31	ENSMUSG00000096883	Shisa8	-0.25446736173744033
AC	AC_31	ENSMUSG00000062257	Opcml	-0.24726676191884897
AC	AC_31	ENSMUSG00000049336	Tenm2	-0.21072061660827604
AC	AC_31	ENSMUSG00000052512	Nav2	-0.2040328455707094
AC	AC_31	ENSMUSG00000063626	Unc5d	-0.19491513788514767
AC	AC_31	ENSMUSG00000050587	Lrrc4c	-0.19312175581975627
AC	AC_31	ENSMUSG00000052516	Robo2	-0.1918896437719442
AC	AC_31	ENSMUSG00000024211	Grm8	-0.1858486361708337
AC	AC_31	ENSMUSG00000036295	Lrrn3	-0.185085110803115
AC	AC_31	ENSMUSG00000028525	Pde4b	-0.17969936073638504
AC	AC_31	ENSMUSG00000026347	Tmem163	-0.17303426776570674
AC	AC_31	ENSMUSG00000039542	Ncam1	-0.17276934631044255
AC	AC_31	ENSMUSG00000055421	Pcdh9	-0.16927551143026234
AC	AC_31	ENSMUSG00000049100	Pcdh10	-0.16545037070451002
AC	AC_31	ENSMUSG00000039714	Cplx3	-0.16365367583674278
AC	AC_32	ENSMUSG00000055435	Maf	0.7200282790818329
AC	AC_32	ENSMUSG00000052551	Adarb2	0.7153521943714191
AC	AC_32	ENSMUSG00000029819	Npy	0.7110169290660477
AC	AC_32	ENSMUSG00000029108	Pcdh7	0.6672317101849776
AC	AC_32	ENSMUSG00000061762	Tac1	0.5351288347913176
AC	AC_32	ENSMUSG00000070695	Cntnap5a	0.5329156749964192
AC	AC_32	ENSMUSG00000045083	Lingo2	0.4715170841890772
AC	AC_32	ENSMUSG00000026872	Zeb2	0.3968113859673484
AC	AC_32	ENSMUSG00000055421	Pcdh9	0.3958620059000925
AC	AC_32	ENSMUSG00000038077	Kcna6	0.3900070543551185
AC	AC_32	ENSMUSG00000040420	Cdh18	0.37219229503835305
AC	AC_32	ENSMUSG00000041565	L3mbtl4	0.3646684101989133
AC	AC_32	ENSMUSG00000041046	Ramp3	0.3554876915165233
AC	AC_32	ENSMUSG00000025927	Tfap2b	0.3548498507023994
AC	AC_32	ENSMUSG00000028399	Ptprd	0.35248582867185985
AC	AC_32	ENSMUSG00000053519	Kcnip1	0.3353724848303182
AC	AC_32	ENSMUSG00000047907	Tshz2	0.328103071907047
AC	AC_32	ENSMUSG00000063434	Sorcs3	0.3193289011578764
AC	AC_32	ENSMUSG00000051177	Plcb1	0.3143188762671051
AC	AC_32	ENSMUSG00000022762	Ncam2	0.28869425056050885
AC	AC_32	ENSMUSG00000092341	Malat1	-0.6632641474592429
AC	AC_32	ENSMUSG00000029088	Kcnip4	-0.474742712508613
AC	AC_32	ENSMUSG00000037940	Inpp4b	-0.42287849517413795
AC	AC_32	ENSMUSG00000022883	Robo1	-0.4211750783003715
AC	AC_32	ENSMUSG00000039714	Cplx3	-0.37566098799182623
AC	AC_32	ENSMUSG00000052920	Prkg1	-0.3742225331240777
AC	AC_32	ENSMUSG00000038805	Six3	-0.342614169378207
AC	AC_32	ENSMUSG00000061080	Lsamp	-0.33477222796543726
AC	AC_32	ENSMUSG00000033307	Mif	-0.3282106451970803
AC	AC_32	ENSMUSG00000050587	Lrrc4c	-0.31532327225705414
AC	AC_32	ENSMUSG00000055026	Gabrg3	-0.3112279293631684
AC	AC_32	ENSMUSG00000058589	Anks1b	-0.301648214337878
AC	AC_32	ENSMUSG00000049336	Tenm2	-0.2906526318416097
AC	AC_32	ENSMUSG00000020814	Mxra7	-0.2844671473049469
AC	AC_32	ENSMUSG00000041014	Nrg3	-0.28237986919760294
AC	AC_32	ENSMUSG00000064370	mt-Cytb	-0.2752975676535834
AC	AC_32	ENSMUSG00000006586	Runx1t1	-0.26980849210503094
AC	AC_32	ENSMUSG00000039488	Cntn5	-0.26675216411549457
AC	AC_32	ENSMUSG00000029838	Ptn	-0.2664724437556036
AC	AC_32	ENSMUSG00000053477	Tcf4	-0.2593522545418479
AC	AC_33	ENSMUSG00000059974	Ntm	0.4418842531620953
AC	AC_33	ENSMUSG00000008658	Rbfox1	0.34648116888339386
AC	AC_33	ENSMUSG00000059187	Tafa1	0.33636044294723044
AC	AC_33	ENSMUSG00000027419	Pcsk2	0.2649813783559748
AC	AC_33	ENSMUSG00000027270	Lamp5	0.21474734887273966
AC	AC_33	ENSMUSG00000090223	Pcp4	0.21046924532738728
AC	AC_33	ENSMUSG00000055026	Gabrg3	0.2045924004084317
AC	AC_33	ENSMUSG00000024064	Galnt14	0.2045432640079018
AC	AC_33	ENSMUSG00000034751	Mast4	0.18963021856510434
AC	AC_33	ENSMUSG00000025927	Tfap2b	0.17362274658924906
AC	AC_33	ENSMUSG00000056222	Spock1	0.16856143957096417
AC	AC_33	ENSMUSG00000032128	Robo3	0.16730011650700452
AC	AC_33	ENSMUSG00000038156	Spon1	0.16158320487220007
AC	AC_33	ENSMUSG00000048915	Efna5	0.16105666200068133
AC	AC_33	ENSMUSG00000026347	Tmem163	0.15562052249094185
AC	AC_33	ENSMUSG00000052560	Cpne8	0.15319073108587225
AC	AC_33	ENSMUSG00000026872	Zeb2	0.1522544895691464
AC	AC_33	ENSMUSG00000060924	Csmd1	0.15102229135810363
AC	AC_33	ENSMUSG00000020704	Asic2	0.14782528503934653
AC	AC_33	ENSMUSG00000027777	Schip1	0.14443931648238567
AC	AC_33	ENSMUSG00000036192	Rorb	-0.27444764724609416
AC	AC_33	ENSMUSG00000092341	Malat1	-0.268145208505317
AC	AC_33	ENSMUSG00000019888	Mgat4c	-0.23400378368184624
AC	AC_33	ENSMUSG00000070866	Zfp804a	-0.23233542011467584
AC	AC_33	ENSMUSG00000049336	Tenm2	-0.20653797758953454
AC	AC_33	ENSMUSG00000029088	Kcnip4	-0.2055668698381152
AC	AC_33	ENSMUSG00000053465	Hs6st3	-0.1823558634122402
AC	AC_33	ENSMUSG00000053141	Ptprt	-0.1802592175478222
AC	AC_33	ENSMUSG00000058571	Gpc6	-0.15381805778310292
AC	AC_33	ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	-0.14723351226336084
AC	AC_33	ENSMUSG00000022762	Ncam2	-0.14707803164713973
AC	AC_33	ENSMUSG00000052387	Trpm3	-0.1433740458996528
AC	AC_33	ENSMUSG00000064357	mt-Atp6	-0.1369704514930725
AC	AC_33	ENSMUSG00000064115	Cadm2	-0.13581592707527265
AC	AC_33	ENSMUSG00000066392	Nrxn3	-0.13404409035637663
AC	AC_33	ENSMUSG00000034098	Fstl5	-0.13319180271073675
AC	AC_33	ENSMUSG00000050711	Scg2	-0.12877579476036952
AC	AC_33	ENSMUSG00000050272	Dscam	-0.12818841358935704
AC	AC_33	ENSMUSG00000039714	Cplx3	-0.12692083297330434
AC	AC_33	ENSMUSG00000037940	Inpp4b	-0.1261302358663538
AC	AC_34	ENSMUSG00000029108	Pcdh7	0.45408013842408973
AC	AC_34	ENSMUSG00000029819	Npy	0.41115920178543597
AC	AC_34	ENSMUSG00000008658	Rbfox1	0.34895721067791896
AC	AC_34	ENSMUSG00000090223	Pcp4	0.3274416793410913
AC	AC_34	ENSMUSG00000052727	Map1b	0.28001407411587487
AC	AC_34	ENSMUSG00000024647	Cbln2	0.23271975308252107
AC	AC_34	ENSMUSG00000032036	Kirrel3	0.22782916616929913
AC	AC_34	ENSMUSG00000026249	Serpine2	0.2210875804093529
AC	AC_34	ENSMUSG00000060924	Csmd1	0.22000161485293537
AC	AC_34	ENSMUSG00000037664	Cdkn1c	0.2197167072332712
AC	AC_34	ENSMUSG00000050840	Cdh20	0.20805653824436987
AC	AC_34	ENSMUSG00000045532	C1ql1	0.1871612687398861
AC	AC_34	ENSMUSG00000028832	Stmn1	0.17538858122632686
AC	AC_34	ENSMUSG00000052613	Pcdh15	0.17311694706114772
AC	AC_34	ENSMUSG00000039717	Ralyl	0.156139906795484
AC	AC_34	ENSMUSG00000041540	Sox5	0.15159007485968873
AC	AC_34	ENSMUSG00000048218	Amigo2	0.14914583823270527
AC	AC_34	ENSMUSG00000058799	Nap1l1	0.1452446829617065
AC	AC_34	ENSMUSG00000020181	Nav3	0.14363953779524
AC	AC_34	ENSMUSG00000026223	Itm2c	0.14014548253878695
AC	AC_34	ENSMUSG00000056296	Synpr	-0.2726539776087302
AC	AC_34	ENSMUSG00000039419	Cntnap2	-0.24626063607288276
AC	AC_34	ENSMUSG00000022883	Robo1	-0.22618486329079346
AC	AC_34	ENSMUSG00000040037	Negr1	-0.20621348263410821
AC	AC_34	ENSMUSG00000096914	Galntl6	-0.1924388438808149
AC	AC_34	ENSMUSG00000049775	Tmsb4x	-0.18591711024146876
AC	AC_34	ENSMUSG00000037852	Cpe	-0.18378459444293266
AC	AC_34	ENSMUSG00000033569	Adgrb3	-0.1809111527917574
AC	AC_34	ENSMUSG00000092341	Malat1	-0.1785359573353166
AC	AC_34	ENSMUSG00000036295	Lrrn3	-0.1725079191864238
AC	AC_34	ENSMUSG00000019888	Mgat4c	-0.15530415293281952
AC	AC_34	ENSMUSG00000056755	Grm7	-0.15385890250282738
AC	AC_34	ENSMUSG00000078307	AI593442	-0.15327256706151843
AC	AC_34	ENSMUSG00000052920	Prkg1	-0.15195125300772094
AC	AC_34	ENSMUSG00000050587	Lrrc4c	-0.15116181752224303
AC	AC_34	ENSMUSG00000052372	Il1rapl1	-0.14307699641100718
AC	AC_34	ENSMUSG00000025927	Tfap2b	-0.14035272091141987
AC	AC_34	ENSMUSG00000037492	Zmat4	-0.1391519126996971
AC	AC_34	ENSMUSG00000028399	Ptprd	-0.13737414443475418
AC	AC_34	ENSMUSG00000049252	Lrp1b	-0.1300264695650968
AC	AC_35	ENSMUSG00000039539	Sgcz	0.47776065924728506
AC	AC_35	ENSMUSG00000027559	Car3	0.2869964240244555
AC	AC_35	ENSMUSG00000098008	A930001A20Rik	0.27797731385607005
AC	AC_35	ENSMUSG00000039717	Ralyl	0.265994763973345
AC	AC_35	ENSMUSG00000062257	Opcml	0.2543161331862569
AC	AC_35	ENSMUSG00000066113	Adamtsl1	0.23703065256814232
AC	AC_35	ENSMUSG00000050663	Trhde	0.21646088750939604
AC	AC_35	ENSMUSG00000002930	Ppp1r17	0.19851196272558233
AC	AC_35	ENSMUSG00000074206	Adh6b	0.19524683547879038
AC	AC_35	ENSMUSG00000020524	Gria1	0.1661047169525011
AC	AC_35	ENSMUSG00000038257	Glra3	0.1594268137673428
AC	AC_35	ENSMUSG00000028487	Bnc2	0.14988381545389318
AC	AC_35	ENSMUSG00000032036	Kirrel3	0.14951011463149516
