Name	Marker	Curated	Queried	Minor_Coefficient	Major_Name	Major_Coefficient
AC38	Id4		Queried	0.246901642372901	AC	
AC38	Kcnd2		Queried	0.364389614570637	AC	
AC38	Kcnip1		Queried	0.298181272391446	AC	
AC38	Lrp1b		Queried	0.210653964791855	AC	
AC38	Lsamp		Queried	0.19950058116864	AC	
AC38	Mgat4c		Queried	0.302046191804391	AC	
AC38	Pbx1		Queried	0.187633979520564	AC	
AC38	Pcdh17		Queried	0.383695842207576	AC	
AC38	Pcdh7		Queried	0.25285497826595	AC	
AC38	Pcp4		Queried	0.587739218616817	AC	
AC38	Sorcs1		Queried	0.373166049157273	AC	
AC39	Ccdc85a		Queried	0.133959582440208	AC	
AC39	Cdh20		Queried	0.198851983194151	AC	
AC39	Epha3		Queried	0.170012767347017	AC	
AC39	Esrrg		Queried	0.170404573182926	AC	
AC39	Kcnb2		Queried	0.151260511989273	AC	
AC39	Lrrtm4		Queried	0.282271512211452	AC	
AC39	Mef2c	Curated			AC	
AC39	Nkain3		Queried	0.279463647567389	AC	
AC39	Nrg1_ensmusg00000062991		Queried	0.219266856365258	AC	
AC39	Ntm		Queried	0.204661727370963	AC	
AC39	Pcdh9		Queried	0.275920107859167	AC	
AC39	Ptn		Queried	0.144865756522793	AC	
AC39	Sdk1		Queried	0.215767669564106	AC	
AC39	Spock1		Queried	0.190023428403151	AC	
AC39	Stmn2		Queried	0.194169448612024	AC	
AC39	Stxbp6		Queried	0.136846506121826	AC	
AC39	Zfp804a		Queried	0.178327375295688	AC	
AC4	Car10		Queried	0.280139345456998	AC	
AC4	Gabrg3		Queried	0.265184501500505	AC	
AC4	Hs6st3		Queried	0.48438685455661	AC	
AC4	Kcnb2		Queried	0.388792140480367	AC	
AC4	Kcnh7		Queried	0.334076571779067	AC	
AC4	Lrfn5		Queried	0.279884039672591	AC	
AC4	Mgarp		Queried	0.322670720377737	AC	
AC4	Mt1		Queried	0.295247437478354	AC	
AC4	Nrsn1		Queried	0.26131064963598	AC	
AC4	Prom1	Curated			AC	
AC4	Ptprt		Queried	0.29005423602528	AC	
AC4	Slc6a9		Queried	0.349209283118479	AC	
AC40	Cbln2		Queried	0.296386728674108	AC	
AC40	Cngb3		Queried	0.194390797713226	AC	
AC40	Efna5		Queried	0.200372850143766	AC	
AC40	Galntl6		Queried	0.262291873102024	AC	
AC40	Gch1	Curated			AC	
AC40	Grm1		Queried	0.198136298339457	AC	
AC40	Grm5		Queried	0.193333716208739	AC	
AC40	Hs6st3		Queried	0.210972931240093	AC	
AC40	Kctd8		Queried	0.223038278281934	AC	
AC40	Kirrel3		Queried	0.221733404631363	AC	
AC40	Lrrc4c		Queried	0.549059941779878	AC	
AC40	Ncam2		Queried	0.327196217773955	AC	
AC40	Nfia		Queried	0.290841698106973	AC	
AC40	Runx1t1		Queried	0.196754223412585	AC	
AC40	Scg2		Queried	0.192922389270398	AC	
AC40	Sorcs1		Queried	0.219341455817415	AC	
AC40	Tac1		Queried	0.53216164370829	AC	
AC40	Tenm4		Queried	0.20270271879752	AC	
AC41	Adarb2		Queried	0.209183683155065	AC	
AC41	C1ql2		Queried	0.205303780309261	AC	
AC41	Car8		Queried	0.262804942716897	AC	
AC41	Dmd		Queried	0.202675354153682	AC	
AC41	Grid2		Queried	0.292925097182262	AC	
AC41	Grm7		Queried	0.174392498494113	AC	
AC41	Kcnd2		Queried	0.192546719237978	AC	
AC41	Kcnip4		Queried	0.400815264895591	AC	
AC41	Kctd16		Queried	0.182110994731969	AC	
AC41	Lingo2		Queried	0.237954550066855	AC	
AC41	Meis2		Queried	0.175460053546695	AC	
AC41	Mgat4c		Queried	0.23580450561884	AC	
AC41	Nrg1_ensmusg00000062991		Queried	0.284300772771073	AC	
AC41	Ntng1		Queried	0.366331016982609	AC	
AC41	Pcdh17		Queried	0.220949610462026	AC	
AC41	Pcp4		Queried	0.206750742638532	AC	
AC41	Pou3f1	Curated			AC	
AC41	Sgcd		Queried	0.279410016323453	AC	
AC41	Tafa2		Queried	0.212541110727617	AC	
AC41	Tmsb10		Queried	0.173558651940427	AC	
AC42	Cntn3		Queried	0.204902480640459	AC	
AC42	Cntn5		Queried	0.286966298510559	AC	
AC42	Cpm		Queried	0.306986599699584	AC	
AC42	Emb		Queried	0.240034051815004	AC	
AC42	Etv1	Curated	Queried	0.385197836269966	AC	
AC42	Gabra2		Queried	0.245878938733101	AC	
AC42	Gabrg3		Queried	0.196419563114845	AC	
AC42	Gad1		Queried	0.271668641733671	AC	
AC42	Ntm		Queried	0.23808680493166	AC	
AC42	Pcdh7		Queried	0.224442372336186	AC	
AC42	Ptprm		Queried	0.283285499304513	AC	
AC42	Rbms3		Queried	0.234106929456569	AC	
AC42	Rgs6		Queried	0.233810585462042	AC	
AC42	Rnf220		Queried	0.347094038149278	AC	
AC42	Sox5		Queried	0.23288941668958	AC	
AC42	Spock1		Queried	0.217980369685313	AC	
AC42	Tafa1		Queried	0.242557980518043	AC	
AC43	6430548m08rik		Queried	0.191652661194996	AC	
AC43	Cbln4		Queried	0.272615575999192	AC	
AC43	Chgb		Queried	0.377185479850967	AC	
AC43	Cntnap2		Queried	0.214176756187097	AC	
AC43	Dpp10		Queried	0.257372519286215	AC	
AC43	Gabrb1		Queried	0.441802641498415	AC	
AC43	Kcnip4		Queried	0.377887899382497	AC	
AC43	Lrrtm4		Queried	0.375741767136183	AC	
AC43	Nr4a2		Queried	0.19987921283437	AC	
AC43	Pde4b		Queried	0.18572225708994	AC	
AC43	Prkg1		Queried	0.218073797648348	AC	
AC43	Ralyl		Queried	0.417055723770743	AC	
AC43	Rnf220		Queried	0.269736254015153	AC	
AC43	Robo1		Queried	0.214524022715973	AC	
AC43	Sema6a		Queried	0.210525260594149	AC	
AC43	Sgcd		Queried	0.222768654898497	AC	
AC43	Tbx2	Curated			AC	
AC43	Tenm2		Queried	0.216601269632744	AC	
AC43	Unc5c		Queried	0.19238551091272	AC	
AC44	6330403k07rik		Queried	0.202694729817735	AC	
AC44	Cxcl14		Queried	0.360456578154362	AC	
AC44	Dpp10		Queried	0.146422376306222	AC	
AC44	Fstl5		Queried	0.155097712030392	AC	
AC44	Gpr88	Curated	Queried	0.23149865015976	AC	
AC44	Grid2		Queried	0.179930195731038	AC	
AC44	Kirrel3		Queried	0.166094042530811	AC	
AC44	Lrrc4c		Queried	0.205143017141442	AC	
AC44	Mgat4c		Queried	0.239299206495531	AC	
AC44	Nrg1_ensmusg00000062991		Queried	0.205215124268478	AC	
AC44	Oxr1		Queried	0.202857515964655	AC	
AC44	Pcdh9		Queried	0.157609966601192	AC	
AC44	Reln		Queried	0.150727228965358	AC	
AC44	Schip1		Queried	0.148160090377893	AC	
AC44	Sorcs1		Queried	0.202656805778898	AC	
AC44	Tac1		Queried	0.22207398106686	AC	
AC44	Tac2		Queried	0.26582853511984	AC	
AC45	App		Queried	0.168584100766197	AC	
AC45	Csmd1		Queried	0.182943242027563	AC	
AC45	Dcc		Queried	0.168531375846377	AC	
AC45	Dmd		Queried	0.276782041834872	AC	
AC45	Dpp10		Queried	0.171247043546488	AC	
AC45	Erbb4		Queried	0.159635572591672	AC	
AC45	Fat3		Queried	0.177736273756955	AC	
AC45	Hs6st3		Queried	0.19821413023823	AC	
AC45	Kcnip1		Queried	0.175969508803521	AC	
AC45	Kirrel3		Queried	0.276025144407954	AC	
AC45	Mgat4c		Queried	0.276677168860208	AC	
AC45	Nap1l5		Queried	0.183779656860495	AC	
AC45	Nav3		Queried	0.255879916602922	AC	
AC45	Nlgn1		Queried	0.167281613781247	AC	
AC45	Nnat		Queried	0.18639332831515	AC	
AC45	Nr4a2		Queried	0.16554346062442	AC	
AC45	Otor	Curated			AC	
AC45	Pcdh15		Queried	0.26444889821076	AC	
AC45	Ralyl		Queried	0.207590119446627	AC	
AC45	Spock1		Queried	0.214153290134784	AC	
AC45	Tmsb4x		Queried	0.183065623245729	AC	
AC46	Ank3		Queried	0.151767155234598	AC	
AC46	C1ql1		Queried	0.318150448081236	AC	
AC46	C1ql2		Queried	0.17209345822691	AC	
AC46	Cntn5		Queried	0.344240741537954	AC	
AC46	Dlg2		Queried	0.147040044158244	AC	
AC46	Filip1l		Queried	0.248392012363178	AC	
AC46	Fstl4		Queried	0.185432648425684	AC	
AC46	Kcnh7		Queried	0.190189798495279	AC	
AC46	Mgat4c		Queried	0.148916221482729	AC	
AC46	Nefl		Queried	0.203909747535754	AC	
AC46	Nefm	Curated			AC	
AC46	Pcdh17		Queried	0.198404493844327	AC	
AC46	Rbfox1		Queried	0.275017289116152	AC	
AC46	Sdk1		Queried	0.146304352583377	AC	
AC46	Zfp804a		Queried	0.190898516900344	AC	
AC47	Cbln2		Queried	0.252352649058288	AC	
AC47	Cngb3		Queried	0.248702275202528	AC	
AC47	Csmd3		Queried	0.23401178631665	AC	
AC47	Galnt13		Queried	0.198098573424887	AC	
AC47	Grm7		Queried	0.234065343811102	AC	
AC47	Gucy1a1		Queried	0.191347781540749	AC	
AC47	Lingo2		Queried	0.17179134770872	AC	
AC47	Lrrc4c		Queried	0.216463232707141	AC	
AC47	Lrrtm4		Queried	0.434276180591498	AC	
AC47	Nrcam		Queried	0.232020536673062	AC	
AC47	Pcp4		Queried	0.395903843563657	AC	
AC47	Runx1t1		Queried	0.193179326682005	AC	
AC47	Six3		Queried	0.160002035392431	AC	
AC47	Slc38a5	Curated			AC	
AC47	Slit2		Queried	0.334967664537524	AC	
AC47	Tac2		Queried	0.30384011698974	AC	
AC47	Tfap2b		Queried	0.175929387503857	AC	
AC48	6330403k07rik		Queried	0.183623869041643	AC	
AC48	Adra1b	Curated			AC	
AC48	Bmerb1		Queried	0.147252586124774	AC	
AC48	C1ql1		Queried	0.226098074536053	AC	
AC48	C1ql2		Queried	0.144226072960671	AC	
AC48	Cplx2		Queried	0.149497409908209	AC	
AC48	Cxcl14		Queried	0.184559208294359	AC	
AC48	Elavl2		Queried	0.261531630253024	AC	
AC48	Grid2		Queried	0.225522234245327	AC	
AC48	Lrp1b		Queried	0.308835410676911	AC	
AC48	Lrrc4c		Queried	0.257596967742816	AC	
AC48	Nrg1_ensmusg00000062991		Queried	0.150327209657218	AC	
AC48	Oxr1		Queried	0.16336680634204	AC	
AC48	Sdk1		Queried	0.162255540122193	AC	
AC48	Sorcs1		Queried	0.205746227326883	AC	
AC48	Stmn2		Queried	0.207493679320152	AC	
AC48	Tac2		Queried	0.508948601081381	AC	
AC48	Tmsb10		Queried	0.146234596796074	AC	
AC49	Cdh20		Queried	0.17531095990059	AC	
AC49	Epha3		Queried	0.131410507040466	AC	
AC49	Erbb4		Queried	0.131274158164859	AC	
AC49	Esrrg		Queried	0.215522413918169	AC	
AC49	Gria1		Queried	0.13737699252335	AC	
AC49	Lingo2		Queried	0.146472884194668	AC	
AC49	Otx2os1		Queried	0.178750123493176	AC	
AC49	Pcdh17		Queried	0.171319499415613	AC	
AC49	Phlda1		Queried	0.187238374715464	AC	
AC49	Sh3bp5	Curated			AC	
AC49	Shisa8		Queried	0.217738769242346	AC	
AC49	Slc6a11		Queried	0.142766135376653	AC	
AC49	Vgf		Queried	0.174758510889293	AC	
AC49	Zfhx3		Queried	0.187638632876981	AC	
AC49	Zfp385b		Queried	0.169565082171639	AC	
AC49	Zfp804b		Queried	0.256476939672079	AC	
AC5	C1ql2		Queried	0.334203335256646	AC	
AC5	Cbfa2t3	Curated			AC	
AC5	Celf4		Queried	0.202289346946632	AC	
AC5	Dkk3		Queried	0.387818661404186	AC	
AC5	Gad1		Queried	0.234099434715782	AC	
AC5	Gucy1a1		Queried	0.228852252263267	AC	
AC5	Hpgd		Queried	0.295061261903505	AC	
AC5	Kcnip1		Queried	0.21132472984685	AC	
AC5	Kcnip4		Queried	0.314483423756494	AC	
AC5	Lingo2		Queried	0.330586921350809	AC	
AC5	Nckap5		Queried	0.298644412767429	AC	
AC5	Pantr1		Queried	0.331328802723859	AC	
AC5	Pcdh9		Queried	0.348225101120611	AC	
AC5	Pcp4		Queried	0.582169363291547	AC	
AC5	Ptprm		Queried	0.204283250635511	AC	
AC5	Six3		Queried	0.220449189036663	AC	
AC5	Tafa1		Queried	0.234244274485978	AC	
AC5	Tenm3		Queried	0.241728894596053	AC	
AC50	Adarb2		Queried	0.403105889336885	AC	
AC50	App		Queried	0.162039592329624	AC	
AC50	C1ql1		Queried	0.17758940851657	AC	
AC50	C1ql3		Queried	0.334762063602872	AC	
AC50	Cntnap5a		Queried	0.201998285192062	AC	
AC50	Dcc		Queried	0.155370907743928	AC	
AC50	Erbb4		Queried	0.334819182418785	AC	
AC50	Galntl6		Queried	0.253895294857165	AC	
AC50	Impact		Queried	0.140650974997352	AC	
AC50	Ldb2	Curated	Queried	0.274613737215799	AC	
AC50	Lingo2		Queried	0.246011452055445	AC	
AC50	Nav2		Queried	0.22912650639994	AC	
AC50	Nrsn1		Queried	0.189606399584987	AC	
AC50	Plcb1		Queried	0.169135275490914	AC	
AC50	Ptprk		Queried	0.208755653410017	AC	
AC50	Unc5c		Queried	0.193819556901123	AC	
AC50	Zfhx3		Queried	0.16294216369519	AC	
AC51	6430548m08rik		Queried	0.1426588724133	AC	
AC51	Adamtsl1		Queried	0.183610382177932	AC	
AC51	Gabra2		Queried	0.136141232138225	AC	
AC51	Ghrh	Curated			AC	
AC51	Hcn1		Queried	0.242229105375401	AC	
AC51	Lrp1b		Queried	0.141194289434989	AC	
AC51	Necab2		Queried	0.153352884238013	AC	
AC51	Nnat		Queried	0.281835749341026	AC	
AC51	Ntm		Queried	0.13939211588223	AC	
AC51	Pcdh17		Queried	0.175563340353219	AC	
AC51	Pcp4		Queried	0.149449398985261	AC	
AC51	Ralyl		Queried	0.138695767526529	AC	
AC51	Rnf220		Queried	0.157018786511344	AC	
AC51	Sdc2		Queried	0.181309998288004	AC	
AC51	Tenm2		Queried	0.121006734853289	AC	
AC51	Tenm4		Queried	0.123322434893481	AC	
AC51	Zfhx3		Queried	0.124365235588819	AC	
AC52	C1ql3		Queried	0.243476267375568	AC	
AC52	Cacna2d1		Queried	0.161525510366065	AC	
AC52	Calb2		Queried	0.176986419030623	AC	
AC52	Cngb3		Queried	0.123499295212642	AC	
AC52	Cntnap5b		Queried	0.138982008656097	AC	
AC52	Elavl2		Queried	0.196697715704587	AC	
AC52	Galntl6		Queried	0.316856517897467	AC	
AC52	Gap43		Queried	0.116573365126528	AC	
AC52	Gm525	Curated			AC	
AC52	Lrfn5		Queried	0.174922257921602	AC	
AC52	Nos1		Queried	0.224258447041669	AC	
AC52	Opcml		Queried	0.168328620978589	AC	
AC52	Pcp4		Queried	0.241144066913871	AC	
AC52	Rbms3		Queried	0.153562290165096	AC	
AC52	Stmn2		Queried	0.129927705085113	AC	
AC52	Stxbp6		Queried	0.142170155760051	AC	
AC52	Zfhx3		Queried	0.166397233742088	AC	
AC53	Aldoc		Queried	0.048968744727831	AC	
AC53	Car2		Queried	0.0690982849205245	AC	
AC53	Cbln2		Queried	0.08181393543837	AC	
AC53	Chga		Queried	0.0477959187692861	AC	
AC53	Esrrg		Queried	0.0485973369321217	AC	
AC53	Igfbp2		Queried	0.0574425260734146	AC	
AC53	Kcnma1		Queried	0.0532889923963451	AC	
AC53	Ngf	Curated			AC	
AC53	Nrg1_ensmusg00000062991		Queried	0.0635446037788565	AC	
AC53	Olfm3		Queried	0.0702356700435287	AC	
AC53	P3h2		Queried	0.0545133935615128	AC	
AC53	Pafah1b1		Queried	0.0463674152411267	AC	
AC53	Pak5		Queried	0.0515235594732169	AC	
AC53	Prkca		Queried	0.0448193879684437	AC	
AC53	Ptpro		Queried	0.0667187585402034	AC	
AC53	Robo1		Queried	0.0500817905771423	AC	
AC53	Sdk1		Queried	0.0498890957835334	AC	
AC53	Tfap2b		Queried	0.0520333195298254	AC	
AC54	6330403k07rik		Queried	0.221833957032791	AC	
AC54	Ahi1		Queried	0.11620396860345	AC	
AC54	Bmerb1		Queried	0.105647222022654	AC	
AC54	Cntn5		Queried	0.122281190891353	AC	
AC54	Ctnna2		Queried	0.159633670443083	AC	
AC54	Fxyd6		Queried	0.179276067327295	AC	
AC54	Mgat4c		Queried	0.154672508698157	AC	
AC54	Nap1l5		Queried	0.106870235635202	AC	
AC54	Ntng1		Queried	0.0968970173079685	AC	
AC54	Ptgds		Queried	0.110752224117055	AC	
AC54	Rmst		Queried	0.139116913602761	AC	
AC54	Schip1		Queried	0.15668594995988	AC	
AC54	Snca		Queried	0.198085960910247	AC	
AC54	Tac2		Queried	0.182163878637426	AC	
AC54	Tmem163	Curated			AC	
AC54	Ywhah		Queried	0.0944724021575225	AC	
AC54	Zfp804b		Queried	0.101799584329147	AC	
AC55	Calb2		Queried	0.235185148995909	AC	
AC55	Cbln2		Queried	0.193327640420991	AC	
AC55	Cngb3		Queried	0.157368266974195	AC	
AC55	Cntn3		Queried	0.27419664879447	AC	
AC55	Csmd1		Queried	0.344540244104267	AC	
AC55	Csmd3		Queried	0.196376370040797	AC	
AC55	Glul		Queried	0.206859855287172	AC	
AC55	Lingo2		Queried	0.17060710311617	AC	
AC55	Lrrc4c		Queried	0.242711124092546	AC	
AC55	Lrrtm4		Queried	0.206533724497258	AC	
AC55	Mafb	Curated			AC	
AC55	Nnat		Queried	0.178605083916849	AC	
AC55	Nr4a2		Queried	0.180434131020685	AC	
AC55	Pcdh7		Queried	0.262921534219544	AC	
AC55	Ralyl		Queried	0.181858794837462	AC	
AC55	Rnf220		Queried	0.177588607681222	AC	
AC55	Slc24a3		Queried	0.152361421497969	AC	
AC55	Sorcs3		Queried	0.197035384819174	AC	
AC56	Car10		Queried	0.203080485889507	AC	
AC56	Cntn5		Queried	0.1773976558649	AC	
AC56	Gabrb3		Queried	0.209453388085063	AC	
AC56	Grid2		Queried	0.134913591358745	AC	
AC56	Kcnd2		Queried	0.130107120563741	AC	
AC56	Lrtm1	Curated			AC	
AC56	Otx2os1		Queried	0.29373855974946	AC	
AC56	Pantr1		Queried	0.146627067308538	AC	
AC56	Pcdh9		Queried	0.143426962139713	AC	
AC56	Pcp2		Queried	0.19598835351429	AC	
AC56	Thsd7a		Queried	0.1290230195264	AC	
AC56	Zfp385b		Queried	0.211303086965516	AC	
AC56	Zfp804b		Queried	0.436807922931288	AC	
AC57	Acot7		Queried	0.111817907013634	AC	
AC57	Calb2		Queried	0.150496653746774	AC	
AC57	Fxyd6		Queried	0.111226168221855	AC	
AC57	Gabrg3		Queried	0.142155830524326	AC	
AC57	Kirrel3		Queried	0.123052379268547	AC	
AC57	Pcdh15		Queried	0.324973604141359	AC	
AC57	Plcb1		Queried	0.153718625595587	AC	
AC57	Robo2		Queried	0.148063055630534	AC	
AC57	Serpini1		Queried	0.168876943023022	AC	
AC57	Sgcz		Queried	0.247362375104257	AC	
AC57	Sorcs1		Queried	0.229450734992572	AC	
AC57	Stmn2		Queried	0.126557825675798	AC	
AC57	Tafa2		Queried	0.146663106595154	AC	
AC57	Tmeff2	Curated	Queried	0.21847598919847	AC	
AC57	Zwint		Queried	0.113904211582202	AC	
AC58	Adarb2		Queried	0.216519201690592	AC	
AC58	Apela	Curated			AC	
AC58	Fgf12		Queried	0.173776269644944	AC	
AC58	Galntl6		Queried	0.519999200395374	AC	
AC58	Gpc6		Queried	0.254075183340013	AC	
AC58	Grm7		Queried	0.195558714682536	AC	
AC58	Lrp1b		Queried	0.183008435982585	AC	
AC58	Ncam2		Queried	0.164876142569792	AC	
AC58	Nrg1_ensmusg00000062991		Queried	0.193273207216975	AC	
AC58	Pcdh17		Queried	0.243814706653435	AC	
AC58	Pcdh9		Queried	0.444195226284543	AC	
AC58	Prkg1		Queried	0.263421247925856	AC	
AC58	Ptprd		Queried	0.230327990929919	AC	
AC58	Ralyl		Queried	0.254851310338507	AC	
AC58	Tafa1		Queried	0.3202731820544	AC	
AC59	Asap1		Queried	0.201226755536861	AC	
AC59	Cbln2		Queried	0.190690679077872	AC	
AC59	Cngb3		Queried	0.149893648746747	AC	
AC59	Dnm3		Queried	0.16272919188652	AC	
AC59	Erbb4		Queried	0.203588698399876	AC	
AC59	Fxyd6		Queried	0.243611330020944	AC	
AC59	Igfbp2	Curated			AC	
AC59	Inpp4b		Queried	0.16533440765844	AC	
AC59	Ptprm		Queried	0.212958170683103	AC	
AC59	Ptprt		Queried	0.189553937992121	AC	
AC59	Rims2		Queried	0.163048771983919	AC	
AC59	Serpine2		Queried	0.160897046340591	AC	
AC59	Serpini1		Queried	0.266677441933295	AC	
AC59	Sorcs1		Queried	0.210028514504935	AC	
AC59	Sox5		Queried	0.292906735651312	AC	
AC59	Tenm4		Queried	0.165083910517609	AC	
AC59	Unc5d		Queried	0.196844477016832	AC	
AC59	Zfhx3		Queried	0.169625229520832	AC	
AC6	Aldoc		Queried	0.279929233732236	AC	
AC6	Arhgef26		Queried	0.186974777749309	AC	
AC6	Cbln2		Queried	0.272607799334622	AC	
AC6	Cdh20		Queried	0.197733781039204	AC	
AC6	Chga		Queried	0.200554742888152	AC	
AC6	Gabra1		Queried	0.239831606033618	AC	
AC6	Igfbp2		Queried	0.360779335919239	AC	
AC6	Lrrc4c		Queried	0.210292720980518	AC	
AC6	Nav2		Queried	0.181933102323936	AC	
AC6	Nefh	Curated			AC	
AC6	Olfm3		Queried	0.398089374450698	AC	
AC6	Oxr1		Queried	0.182747750455743	AC	
AC6	P3h2		Queried	0.181088808982121	AC	
AC6	Pde3a		Queried	0.184295574883332	AC	
AC6	Prkca		Queried	0.265264176091243	AC	
AC6	Prkce		Queried	0.179524355429146	AC	
AC6	Robo1		Queried	0.279969182226062	AC	
AC6	Slc24a2		Queried	0.254139851910344	AC	
AC6	Syt7		Queried	0.239543229476393	AC	
AC60	Cog5		Queried	0.021619991664762	AC	
AC60	Gas7		Queried	0.0262256703518493	AC	
AC60	Grid2		Queried	0.0205726664831885	AC	
AC60	Kctd16		Queried	0.0198726631908039	AC	
AC60	Pcdh15		Queried	0.0294231908751414	AC	
AC60	Tnfsf8	Curated			AC	
AC61	6330403k07rik		Queried	0.186443705980328	AC	
AC61	Brinp1		Queried	0.191818372257354	AC	
AC61	Cbln2		Queried	0.257491175710729	AC	
AC61	Cdh20		Queried	0.327799463838816	AC	
AC61	Csmd1		Queried	0.193146874059976	AC	
AC61	Dlgap2		Queried	0.198616090341536	AC	
AC61	Epha3	Curated	Queried	0.388809090774471	AC	
AC61	Erbb4		Queried	0.186392147284162	AC	
AC61	Esrrg		Queried	0.193360633793443	AC	
AC61	Filip1l		Queried	0.23208045873295	AC	
AC61	Grid2		Queried	0.228666518903774	AC	
AC61	Lingo2		Queried	0.251614133462602	AC	
AC61	Lrrtm4		Queried	0.28156786788173	AC	
AC61	Pcdh9		Queried	0.285643600711639	AC	
AC61	Spock1		Queried	0.191020886520822	AC	
AC61	Stmn2		Queried	0.22247345427344	AC	
AC61	Zfp804b		Queried	0.258167897822709	AC	
AC61	Zmat4		Queried	0.185817923322058	AC	
AC62	Cntn3		Queried	0.020533323782234	AC	
AC62	Cpm		Queried	0.0221811170989927	AC	
AC62	Gabrb1		Queried	0.0271735233820662	AC	
AC62	Gabrg3		Queried	0.0263791600554662	AC	
AC62	Nnat		Queried	0.0225079945933361	AC	
AC62	Pak5		Queried	0.0212406466941746	AC	
AC62	Pappa2	Curated			AC	
AC62	Phlda1		Queried	0.0222843566625365	AC	
AC63	Ahi1		Queried	0.097205946660751	AC	
AC63	Crip2	Curated			AC	
AC63	Cst3		Queried	0.0632209122383116	AC	
AC63	Dpp10		Queried	0.0965031144922056	AC	
AC63	Fgf14		Queried	0.0639840052422871	AC	
AC63	Nav3		Queried	0.0612306260932436	AC	
AC63	Resp18		Queried	0.114499614814982	AC	
AC63	Scg2		Queried	0.138362284237225	AC	
AC63	Schip1		Queried	0.0651635861854386	AC	
AC63	Tac1		Queried	0.0803031604219462	AC	
AC63	Tac2		Queried	0.152857688124641	AC	
AC63	Tenm1		Queried	0.0789101151238223	AC	
AC63	Vgf		Queried	0.0675704458512343	AC	
AC7	Ai593442		Queried	0.329674266345116	AC	
AC7	Chst9		Queried	0.607358470107178	AC	
AC7	Cntn5		Queried	0.515334610747054	AC	
AC7	Cxcl14		Queried	0.907121886226099	AC	
AC7	Il1rapl1		Queried	0.328231903247432	AC	
AC7	Kcnip4		Queried	0.827095304256712	AC	
AC7	Mxra7		Queried	0.429559326143453	AC	
AC7	Pcdh17	Curated	Queried	0.680504079441751	AC	
AC7	Pcdh9		Queried	0.424587192720425	AC	
AC7	Pcsk2		Queried	0.317074445337436	AC	
AC7	Prkg1		Queried	0.578993228621736	AC	
AC7	Ptprk		Queried	0.315323283276689	AC	
AC7	Reln		Queried	0.430628150563774	AC	
AC7	Robo1		Queried	0.813988803309477	AC	
AC7	Sema6a		Queried	0.350448747200542	AC	
AC7	Tac1		Queried	0.357029214914031	AC	
AC7	Zmat4		Queried	0.298256386558195	AC	
AC8	Ank2		Queried	0.35070463867509	AC	
AC8	Atp2b1		Queried	0.287364351156056	AC	
AC8	C1ql1		Queried	0.318516590752893	AC	
AC8	Car2		Queried	0.523043095482731	AC	
AC8	Cdkn1c		Queried	0.233888574594931	AC	
AC8	Chgb		Queried	0.265316066839636	AC	
AC8	Chrm3		Queried	0.276700720350678	AC	
AC8	Cntnap2		Queried	0.275250687525926	AC	
AC8	Kcnab1		Queried	0.232170113309711	AC	
AC8	Kirrel3		Queried	0.773367554600053	AC	
AC8	Lrrc4c		Queried	0.305518186855225	AC	
AC8	Ralyl		Queried	0.238869071518381	AC	
AC8	Rnf220		Queried	0.411987694539201	AC	
AC8	Sdk1		Queried	0.330516246961044	AC	
AC8	Snap25		Queried	0.241617836028578	AC	
AC8	Sox5		Queried	0.230361834328203	AC	
AC8	Tfap2b		Queried	0.293166558853159	AC	
AC8	Tfap2e	Curated			AC	
AC8	Tmsb10		Queried	0.384839442736712	AC	
AC8	Unc13c		Queried	0.563358174686493	AC	
AC9	A930001a20rik		Queried	0.264344678241875	AC	
AC9	Car2		Queried	0.345589137821659	AC	
AC9	Dpp6		Queried	0.227723418574779	AC	
AC9	Egfem1		Queried	0.227606686215347	AC	
AC9	Gria1		Queried	0.309498621593807	AC	
AC9	Grid2		Queried	0.231440988810767	AC	
AC9	Kcnip4		Queried	0.351688268214486	AC	
AC9	Lamp5		Queried	0.269313452833378	AC	
AC9	Mgat4c		Queried	0.2462966115243	AC	
AC9	Nfia		Queried	0.223630527087023	AC	
AC9	Phactr3		Queried	0.187255799132135	AC	
AC9	Prkg1		Queried	0.271819260213191	AC	
AC9	Slc6a1		Queried	0.226623298345542	AC	
AC9	Sorcs1		Queried	0.223392855968027	AC	
AC9	Tafa1		Queried	0.283416707143916	AC	
AC9	Tfap2b		Queried	0.202542182343648	AC	
AC9	Trhde	Curated	Queried	0.381585931090124	AC	
AC9	Zfp804a		Queried	0.200233123418013	AC	
MOUSE AC	Cdh22		Queried	0.170223653683746	AC	
MOUSE AC	Cntn4		Queried	0.175196196920742	AC	
MOUSE AC	Ebf1		Queried	0.126173240143338	AC	
MOUSE AC	Gabra1		Queried	0.29020630988408	AC	
MOUSE AC	Gabrb2		Queried	0.216787986053132	AC	
MOUSE AC	Gas7		Queried	0.199037173754979	AC	
MOUSE AC	Glra3		Queried	0.271920321457001	AC	
MOUSE AC	Gm10631	Curated			AC	
MOUSE AC	Lamp5		Queried	0.156793892978728	AC	
MOUSE AC	Ldhb		Queried	0.139924361395418	AC	
MOUSE AC	Ly6h		Queried	0.185627072657502	AC	
MOUSE AC	Ntm		Queried	0.180887069513327	AC	
MOUSE AC	Pcdh7		Queried	0.320799855364734	AC	
MOUSE AC	Ptgds		Queried	0.233187246853879	AC	
MOUSE AC	Ptprd		Queried	0.17030089398688	AC	
