Cell Type,Gene,Coefficient
AC_27,C1ql1,-0.3353334014841811
AC_27,Calb2,-0.3283875177086049
AC_27,Slit2,-0.3066776339634716
AC_27,Lrrc4c,-0.2914503794090959
AC_27,Ftl1,-0.2897150785859149
AC_27,Tfap2b,-0.2880542323517036
AC_27,Rbfox1,-0.27907370092475847
AC_27,Mt1,-0.2721649886661306
AC_27,Tenm2,-0.25010865598420506
AC_27,Ptprk,-0.2466441134540951
AC_27,Pid1,-0.233181763743942
AC_27,Shisa8,-0.2249345581804498
AC_27,Tenm3,-0.21790112232130035
AC_27,C1ql2,-0.21150735136940896
AC_27,Zfp804a,-0.20604295953550258
AC_28,Brinp3,0.5287578005461214
AC_28,Fgf14,0.5136223894608535
AC_28,Pcdh17,0.46111626353350965
AC_28,Col12a1,0.46063543793147055
AC_28,Sgcd,0.4404435420994266
AC_28,Hs6st3,0.3857851578573666
AC_28,Nfib,0.34585941256255104
AC_28,Dab1,0.3210510315018536
AC_28,Opcml,0.3141938644091286
AC_28,Spink13,0.2318105343030044
AC_28,Erbb4,0.22754915379950286
AC_28,Chn2,0.21527384144821182
AC_28,Ntng1,0.21009273404236484
AC_28,Lrrtm3,0.20864286979528848
AC_28,Nfix,0.19738846501711546
AC_28,Megf11,0.19400985623640093
AC_28,Tbc1d4,0.18521269029207238
AC_28,Zfpm2,0.18428490947566462
AC_28,Csmd3,0.18322943681382972
AC_28,Pitpnc1,0.17981246974959023
AC_28,Cntn6,-0.38206897665167117
AC_28,Kirrel3,-0.37554429507277665
AC_28,Grik2,-0.3572174570320057
AC_28,Lrfn5,-0.3044611421884052
AC_28,Bc1,-0.29646039807970026
AC_28,mt-Nd1,-0.29018189389610755
AC_28,Actb,-0.27588705538251246
AC_28,Dlgap1,-0.26699287770615343
AC_28,Tmsb10,-0.26042243931719283
AC_28,Pcdh9,-0.25725014220610654
AC_28,Unc5d,-0.24908107861677525
AC_28,Mt1,-0.23380705678544578
AC_28,Cntnap2,-0.22215191808317108
AC_28,Ftl1,-0.22127734908500127
AC_28,Stmn1,-0.22073694575495845
AC_28,Galnt17,-0.21410637690913603
AC_28,Pcp4,-0.2123159523044392
AC_28,Grip1,-0.20413612038831774
AC_28,Frmd5,-0.2039635204780132
AC_28,Inpp4b,-0.19989105488253214
AC_29,Csmd1,0.33003765718388645
AC_29,Nell1,0.30954421372907287
AC_29,Galntl6,0.2820474536670314
AC_29,Shisa8,0.2666600177156222
AC_29,Pcdh9,0.2621943208043746
AC_29,Glra1,0.2581872889829611
AC_29,Lrp1b,0.23141643991711872
AC_29,Vstm2b,0.22845496927514042
AC_29,Id4,0.20995615575927307
AC_29,Esrrg,0.20787201059604346
AC_29,Meis2,0.18536044870408236
AC_29,Opcml,0.18428489304572465
AC_29,Cntnap5a,0.17579840396172103
AC_29,Igfbp2,0.1740936847361951
AC_29,Tfap2b,0.16916301494245803
AC_29,Dab1,0.1589588084867827
AC_29,Tmem108,0.154864764834377
AC_29,Dlgap2,0.15266131868522967
AC_29,Ptprt,0.14907610500685217
AC_29,Kalrn,0.14563061678933126
AC_29,mt-Nd1,-0.3815630955092345
AC_29,Asic2,-0.32553456147692866
AC_29,Stmn1,-0.2771310415312842
AC_29,Kcnip4,-0.25444051394735606
AC_29,Bc1,-0.2391982841799039
AC_29,Pcp4,-0.22152601915076064
AC_29,Tmsb10,-0.21437855999815633
AC_29,Actb,-0.21090057188253789
AC_29,Ftl1,-0.19987349636653023
AC_29,Rbfox1,-0.1954266424170855
AC_29,Zfp804b,-0.17677943044330188
AC_29,Car2,-0.17638516021931475
AC_29,Grm8,-0.17572718667535003
AC_29,Tmsb4x,-0.17484402388216028
AC_29,Calb2,-0.17282000951302245
AC_29,Prkg1,-0.17082094870888917
AC_29,Robo1,-0.16718404631955427
AC_29,Mt1,-0.16446643192491892
AC_29,Ralyl,-0.16367923015665908
AC_29,C1ql1,-0.16157324210632207
AC_3,Nrg1_ENSMUSG00000062991,0.5689739601977555
AC_3,Dab1,0.3706287191430247
AC_3,Rbfox1,0.32229738529719415
AC_3,Car2,0.30872424486169325
AC_3,Csmd3,0.2988122912340857
AC_3,Pak5,0.27290148887942334
AC_3,Pde8b,0.2432938700120219
AC_3,Gjd2,0.23527272394641674
AC_3,Stac2,0.22577514815341462
AC_3,Gabrg3,0.2143402568235821
AC_3,Galnt18,0.21143399314530964
AC_3,Nebl,0.19106399946702576
AC_3,Calb1,0.18975302985085274
AC_3,Dlgap1,0.1812190582399181
AC_3,Sdk1,0.17717738020135523
AC_3,Ccdc85c,0.17519131215000694
AC_3,Tfap2b,0.1751613946549138
AC_3,Lamp5,0.16907124044805522
AC_3,Cntnap2,0.16898322767609644
AC_3,Nfia,0.16417201448222393
AC_3,Kcnip4,-0.3864419322979998
AC_3,mt-Nd1,-0.30772823179650965
AC_3,Tmsb10,-0.28208212079624073
AC_3,Pcp4,-0.25685238883602196
AC_3,Grm8,-0.252537079526037
AC_3,Kirrel3,-0.23946856544594813
AC_3,Tmsb4x,-0.23685376011462708
AC_3,Prkca,-0.23513631451198877
AC_3,Hs6st3,-0.21740956001197986
AC_3,Bc1,-0.2119999683200751
AC_3,Stmn1,-0.21002363696848544
AC_3,Ly6h,-0.198230014400288
AC_3,Trpm3,-0.1807776089693473
AC_3,Cacna2d3,-0.17581301927085954
AC_3,Atp2b1,-0.17180787983551893
AC_3,Basp1,-0.16635220113624255
AC_3,Gng13,-0.16526851780359836
AC_3,Hmgn1,-0.1643289289717821
AC_3,Lrrtm4,-0.16247590448957622
AC_3,Pde3a,-0.1606074007112898
AC_30,Cntn5,0.5057590244715037
AC_30,Lrfn5,0.3762427331552414
AC_30,Ppp1r17,0.358332283586243
AC_30,Grid2,0.33369195585494876
AC_30,Gm20063,0.3316748279622429
AC_30,Egfem1,0.32027674200059947
AC_30,Kcnmb2,0.2880572555593848
AC_30,Dnah11,0.2659782026871823
AC_30,Kcnd3,0.2591302614783607
AC_30,Lgr5,0.24838260602565446
AC_30,Igfbp5,0.2136116326904731
AC_30,Calb2,0.20668857712680094
AC_30,Lrp1b,0.2019181788736564
AC_30,Cdh8,0.19734887303275783
AC_30,Kctd16,0.18350378773119608
AC_30,Ptprt,0.18339199031634126
AC_30,Tshz2,0.181936881085081
AC_30,Grin2b,0.1756107279356484
AC_30,Dgkb,0.17319290850137142
AC_30,Zmat4,0.17003501525784198
AC_30,Nrg3,-0.3418534466701176
AC_30,Bc1,-0.32024124275652016
AC_30,mt-Nd1,-0.3103978553057055
AC_30,Crabp1,-0.3055960688776683
AC_30,Cacna2d3,-0.27890174423074354
AC_30,Pcdh9,-0.2603648967668716
AC_30,Kcnh7,-0.2576622298943292
AC_30,Prkg1,-0.2387095930396234
AC_30,Actb,-0.2341882579625005
AC_30,Rbfox1,-0.23158599688728015
AC_30,Lhfp,-0.22608839157685315
AC_30,Kirrel3,-0.22027839300463925
AC_30,Zfp804b,-0.20638468969238496
AC_30,Thy1,-0.2043743293764837
AC_30,Ntng1,-0.19885767001605395
AC_30,Pcp4,-0.18921290080359204
AC_30,Ftl1,-0.18708983795131154
AC_30,Slc8a1,-0.1849467148358391
AC_30,Synpr,-0.1810577716303691
AC_30,Uba52,-0.1799164105117231
AC_31,Tac1,0.7501136337777794
AC_31,Tpbg,0.5734490112968011
AC_31,Csmd1,0.43741231312072415
AC_31,Cxcl14,0.43173354077450016
AC_31,Cdh20,0.37843806462388346
AC_31,Hs6st3,0.3087563514873438
AC_31,Il1rapl2,0.30015661611110367
AC_31,Stxbp6,0.2800017079535925
AC_31,Cacng3,0.2571476751742549
AC_31,Filip1l,0.2541621706399589
AC_31,Htr2c,0.24692640584640993
AC_31,Zmat4,0.24030548727751533
AC_31,Chrm3,0.23418841212613728
AC_31,Tafa2,0.23116290195748518
AC_31,Chgb,0.21613900596229163
AC_31,Tshz2,0.19895803027231027
AC_31,Tenm1,0.1900139604202364
AC_31,Robo1,0.18809153558976943
AC_31,Gad1,0.1782133640592315
AC_31,Gpc6,0.17450391007934857
AC_31,Galntl6,-0.5232638720549005
AC_31,mt-Nd1,-0.49162661074978464
AC_31,Calb2,-0.45159550994977427
AC_31,Slc8a1,-0.32399610656659616
AC_31,Nav2,-0.28740665221373074
AC_31,Tenm2,-0.27095624191377926
AC_31,Opcml,-0.2705123987527461
AC_31,Shisa8,-0.2541712809391608
AC_31,Lrrc4c,-0.24930636853415075
AC_31,Unc5d,-0.23316633856854288
AC_31,Bsg,-0.2239826573892511
AC_31,Grm8,-0.2217423939227786
AC_31,Pcdh10,-0.22081190439704895
AC_31,Pde4b,-0.21501018906405647
AC_31,Cdk14,-0.21150779186333407
AC_31,Sncg,-0.20957123117176374
AC_31,Tmsb10,-0.209547076860726
AC_31,Lrrn3,-0.20914182107386525
AC_31,Tmsb4x,-0.20872651546392673
AC_31,Nefl,-0.20660631538193905
AC_32,Npy,0.6878258737198136
AC_32,Maf,0.6878144437302464
AC_32,Adarb2,0.6626039289018578
AC_32,Tac1,0.5753138950038518
AC_32,Pcdh7,0.5674749994152971
AC_32,Cntnap5a,0.4867265348295896
AC_32,Lingo2,0.4706497112953185
AC_32,L3mbtl4,0.4384530006094308
AC_32,Sorcs3,0.4073408208960772
AC_32,Tfap2b,0.3992238708667925
AC_32,Kcna6,0.39898165016925885
AC_32,Rbm20,0.3718432641184969
AC_32,AI593442,0.3480496101578339
AC_32,Kcnip1,0.3476498360034934
AC_32,Pcdh9,0.34190710457408297
AC_32,Ncam2,0.3141632739655935
AC_32,Nbl1,0.3129668413285537
AC_32,Slc24a3,0.31101854915423716
AC_32,Zeb2,0.3043946289052402
AC_32,Astn2,0.29527235347012054
AC_32,mt-Nd1,-0.5821387802312292
AC_32,Inpp4b,-0.4988142650157771
AC_32,Prkg1,-0.41722855975518364
AC_32,Nrg3,-0.38986225080169273
AC_32,Kcnip4,-0.3831114252463181
AC_32,Lrrc4c,-0.38176276912204793
AC_32,Gabrg3,-0.37453196024993596
AC_32,Anks1b,-0.3631972002663901
AC_32,Calb2,-0.3535535876527054
AC_32,Tenm2,-0.3352259529977608
AC_32,Ptn,-0.32308198175036695
AC_32,Actb,-0.30714889744982227
AC_32,Pcdh17,-0.3017528133372967
AC_32,Unc13c,-0.2955198818004084
AC_32,Car2,-0.2818269058847532
AC_32,Robo1,-0.27924000349392347
AC_32,Aldoc,-0.27274698664488967
AC_32,Tenm1,-0.270233495412481
AC_32,Pde3a,-0.26993654611192536
AC_32,Rasal2,-0.2640541335505371
AC_33,Tafa1,0.45547351733186914
AC_33,Rbfox1,0.3632618403401588
AC_33,Lamp5,0.34564158850590865
AC_33,Spock1,0.27392527746077544
AC_33,Asic2,0.25439650750649023
AC_33,Alk,0.2519140033351432
AC_33,Efna5,0.2512007504383961
AC_33,Gabrg3,0.2483099867871178
AC_33,Tfap2b,0.24816128448599206
AC_33,Mast4,0.23904597095273483
AC_33,Csmd1,0.22405474962876365
AC_33,Gm11418,0.21429122886281007
AC_33,Grid2,0.20538058751366572
AC_33,Spon1,0.1953778652408703
AC_33,Sorcs3,0.19476531400161995
AC_33,Kctd8,0.19433873254023237
AC_33,Necab1,0.19102260584036868
AC_33,Pde1a,0.1841057291543345
AC_33,Kirrel3,0.1763032684790704
AC_33,Frmpd4,0.1748714635557476
AC_33,mt-Nd1,-0.41753642001616165
AC_33,Tenm2,-0.35546357949316637
AC_33,Bc1,-0.31920948520149806
AC_33,Actb,-0.28195223907107086
AC_33,Mgat4c,-0.2812096433390686
AC_33,Calb2,-0.27496432930733683
AC_33,Zfp804a,-0.2656444725979088
AC_33,Kcnip4,-0.25879475489935444
AC_33,Ftl1,-0.24564908692003143
AC_33,Trpm3,-0.2354360864760868
AC_33,Tmsb10,-0.22498104882739325
AC_33,Cntn4,-0.21088324350588097
AC_33,Hs6st3,-0.2003777997337976
AC_33,Dlgap1,-0.20023187471426102
AC_33,Ptprt,-0.19799111503803135
AC_33,Thy1,-0.19428302512965712
AC_33,Ncam2,-0.19055292952079228
AC_33,Fstl5,-0.18731879685464456
AC_33,Unc5d,-0.18478354921673024
AC_33,Dscam,-0.18418427327208528
AC_34,Pcdh7,0.4634700208894009
AC_34,Npy,0.46123975030292663
AC_34,Rbfox1,0.3417058978219984
AC_34,Cbln2,0.32186690077062796
AC_34,Cdkn1c,0.29247455385741283
AC_34,Cdh20,0.26289775497105866
AC_34,C1ql1,0.2595255326391741
AC_34,Serpine2,0.2459356077170586
AC_34,Csmd1,0.2401282908463798
AC_34,Ralyl,0.218270296658857
AC_34,Kirrel3,0.19824713483608272
AC_34,Pcp4,0.18032715835468746
AC_34,Nav3,0.16844452973714472
AC_34,Sox5,0.16827156554020578
AC_34,Phactr1,0.1647396575305847
AC_34,Pcdh15,0.15673660447294663
AC_34,Stxbp6,0.15306189308232088
AC_34,C1ql2,0.14247689852494447
AC_34,Cntn4,0.14111677442685885
AC_34,Grin2a,0.13649184828780178
AC_34,mt-Nd1,-0.37708741382125527
AC_34,Tmsb4x,-0.3691342279739266
AC_34,Synpr,-0.3010187417997936
AC_34,Bc1,-0.29338681970795705
AC_34,Cntnap2,-0.28740533740995355
AC_34,Tmsb10,-0.2634391963632903
AC_34,Robo1,-0.2581514928186414
AC_34,Kcnip4,-0.2334695756713691
AC_34,Lrrc4c,-0.2226391714321344
AC_34,Calb2,-0.20768852128156123
AC_34,Prkg1,-0.19741161678348224
AC_34,Car2,-0.19534428458901795
AC_34,Tenm2,-0.1919034884206383
AC_34,Tfap2b,-0.1867377425344005
AC_34,Atp2b1,-0.18669419969909987
AC_34,Mgat4c,-0.18498963662460688
AC_34,Ldhb,-0.18047917855267803
AC_34,Lrp1b,-0.18042585099966066
AC_34,Grm7,-0.17777558224155257
AC_34,Grm8,-0.17600925127729447
AC_35,Sgcz,0.6325058023079122
AC_35,Car3,0.3968790820673529
AC_35,A930001A20Rik,0.36796203311159126
AC_35,Ralyl,0.3647911881368245
AC_35,Opcml,0.3363306929925333
AC_35,Ppp1r17,0.2984600403380276
AC_35,Adamtsl1,0.29453972461828903
AC_35,Trhde,0.2688386800062998
AC_35,Penk,0.20749713318523907
AC_35,Glra3,0.1990763263676982
AC_35,Kirrel3,0.19345338317778454
AC_35,Brinp3,0.18746804677983475
AC_35,Igfbp4,0.17837337564240086
AC_35,Hpgd,0.16630000226546368
AC_35,Grm7,0.16027807560165291
AC_35,Pcdh17,0.1427000485440213
AC_35,Ghr,0.14173250829400227
AC_35,Cdh6,0.13451495444332368
AC_35,Kctd8,0.13004380685990335
AC_35,Nell1,0.12754727538498345
AC_35,Kcnip4,-0.4194643059548418
AC_35,mt-Nd1,-0.350451431948489
AC_35,Tmsb4x,-0.26372632752053976
AC_35,Bc1,-0.235888768085169
AC_35,Mgat4c,-0.1939579994817866
AC_35,Sorcs1,-0.18460445570446307
AC_35,Nrg1_ENSMUSG00000062991,-0.18307260355842564
AC_35,Ftl1,-0.18151576403559935
AC_35,Mt1,-0.17820517704286973
AC_35,Actb,-0.17815502063876998
AC_35,Spock3,-0.1662486794960479
AC_35,Slc24a3,-0.16015602799704937
AC_35,Calb2,-0.15740071604200578
AC_35,Gng13,-0.15632512542014546
AC_35,Lrrtm4,-0.1536619492033793
AC_35,Kcnh7,-0.14991414865112324
AC_35,Uba52,-0.1460130423588178
AC_35,Pcp2,-0.14501076319179448
AC_35,Gnb1,-0.14336945305566381
AC_35,Lhfp,-0.14314018207770038
AC_36,Col25a1,0.4646680123168602
AC_36,Kcnip4,0.37892123764208746
AC_36,Tafa1,0.3766412261063561
AC_36,Tac1,0.331486470163846
AC_36,Mgat4c,0.2982666510895828
AC_36,Igfbp7,0.2663528333589229
AC_36,Nkain3,0.26451614218672426
AC_36,Lrrtm4,0.2626251856057611
AC_36,Spock3,0.25170955641464793
AC_36,Grin2b,0.24770532282396546
AC_36,Brinp3,0.24589827600951406
AC_36,Galntl6,0.23501874156192454
AC_36,Calb2,0.22283888853300912
AC_36,Erbb4,0.22217925428958882
AC_36,Atrnl1,0.21737553943752194
AC_36,Dmd,0.2079495060942844
AC_36,Hmcn1,0.1985026995628339
AC_36,D030068K23Rik,0.19631944971136886
AC_36,Pcdh7,0.19506620865626847
AC_36,Htr2c,0.17900629649770475
AC_36,mt-Nd1,-0.4260374180069469
AC_36,Tenm2,-0.3693541590412758
AC_36,Lingo2,-0.30608564785222553
AC_36,Bc1,-0.27711518350851716
AC_36,Actb,-0.2770998748802484
AC_36,Rbfox1,-0.27678926690170647
AC_36,Grm8,-0.2592992470648425
AC_36,Tmsb10,-0.25890907118164636
AC_36,Ebf1,-0.2560055231059336
AC_36,Ftl1,-0.2532886069056946
AC_36,Kirrel3,-0.24185832827318415
AC_36,Stmn1,-0.22541437641077197
AC_36,Uchl1,-0.22218169635992874
AC_36,Zfp804a,-0.21925206460434166
AC_36,Nckap5,-0.2072094679387364
AC_36,Sphkap,-0.20620012943384222
AC_36,Sncg,-0.20615010448907908
AC_36,Car2,-0.20481498411935325
AC_36,Gnb1,-0.199658089996861
AC_36,Tenm3,-0.19828247894562417
AC_37,Nnat,0.5354468465977879
AC_37,Hs6st3,0.48681918330400215
AC_37,Reln,0.3937908929853723
AC_37,Gabrb1,0.37688220715567816
AC_37,Robo1,0.3429595086495628
AC_37,Sema6a,0.31479062777726363
AC_37,Kcnip1,0.25282369293320006
AC_37,Adcy8,0.24417112705215327
AC_37,Kirrel3,0.23497539722818928
AC_37,Plcb1,0.23314139254592514
AC_37,Nr4a2,0.22912377064738254
AC_37,Efna5,0.22785894832268125
AC_37,Tshz2,0.22654079820971135
AC_37,Mgat4c,0.20891154638886558
AC_37,Dab1,0.18636940636785254
AC_37,Plcxd3,0.18271459423250813
AC_37,Chrm3,0.1794516598163448
AC_37,Gria3,0.17934309400719645
AC_37,Mast4,0.1793187739708552
AC_37,Lmo4,0.17347285594306167
AC_37,mt-Nd1,-0.5063914961012378
AC_37,Kcnip4,-0.3995624132938961
AC_37,Bc1,-0.3668054357898305
AC_37,Lingo2,-0.34683272733575965
AC_37,Rbfox1,-0.31669226131401745
AC_37,Actb,-0.2924117119220694
AC_37,Tfap2b,-0.2870030409874523
AC_37,Atp2b1,-0.2780157078400645
AC_37,Ftl1,-0.27454308457724164
AC_37,C1ql1,-0.2682626494271993
AC_37,Grm7,-0.2610898571362603
AC_37,Calb2,-0.2583256177137442
AC_37,Car2,-0.23301931974514822
AC_37,Cntn4,-0.2253834860121204
AC_37,Uba52,-0.21991777949893673
AC_37,Bsg,-0.21408726810511092
AC_37,Tmsb10,-0.20955754988086808
AC_37,Cst3,-0.20754408539755112
AC_37,Cartpt,-0.20356063232319208
AC_37,Sorcs1,-0.20207578737277496
AC_38,Erbb4,0.5836840157745483
AC_38,Pcp4,0.473053580449791
AC_38,Mgat4c,0.3843628083748228
AC_38,Pcdh17,0.3763796531039958
AC_38,Kcnd2,0.3685739633682429
AC_38,Sorcs1,0.32908749349620436
AC_38,Kcnip1,0.3121155844010066
AC_38,Rgs5,0.26739896733822394
AC_38,Lrrtm3,0.24831842920250333
AC_38,Id4,0.2435162241600757
AC_38,Chrm2,0.23159405821243068
AC_38,Frmd5,0.23093442978327897
AC_38,Pcdh7,0.21471460816297472
AC_38,Ptprt,0.2047644709938654
AC_38,Gfra1,0.19357752731886915
AC_38,Car8,0.18587470617576152
AC_38,Ncam2,0.1742663869033149
AC_38,Plcb1,0.17162051956301455
AC_38,Kcnip2,0.17091570407123952
AC_38,Meis2,0.16245133249312102
AC_38,Kcnip4,-0.422959384171453
AC_38,mt-Nd1,-0.4202700734669823
AC_38,Tmsb4x,-0.3067074877268476
AC_38,Prkg1,-0.2904871928758381
AC_38,Stmn1,-0.27847698679887073
AC_38,Calb2,-0.27343351371713775
AC_38,Ftl1,-0.2329304181516968
AC_38,Grm8,-0.2265753387123501
AC_38,Lhfp,-0.21905018244143531
AC_38,Nckap5,-0.2179835217480126
AC_38,Slit2,-0.21451024966507032
AC_38,Cst3,-0.21360081431252137
AC_38,Actb,-0.21359963350303712
AC_38,Bsg,-0.20884790628955144
AC_38,Rbfox1,-0.2074591644372481
AC_38,Cd81,-0.20175471001213385
AC_38,Robo1,-0.19922609519343482
AC_38,Car2,-0.19391734941933367
AC_38,Bc1,-0.19144630248087174
AC_38,Sphkap,-0.18179584173034702
AC_39,Nkain3,0.42093109297451803
AC_39,Nrg1_ENSMUSG00000062991,0.40588255895869774
AC_39,Lrrtm4,0.3559031710812468
AC_39,Stmn2,0.30333347734945293
AC_39,Pcdh9,0.30034899254709874
AC_39,Sdk1,0.27857639056011724
AC_39,Spock1,0.2758186391103539
AC_39,Npnt,0.2748009522537411
AC_39,Cdh20,0.2524233846749807
AC_39,Coch,0.25170914865006433
AC_39,Gad2,0.2447913966219145
AC_39,Zfp804a,0.23568579343573623
AC_39,Stxbp6,0.2311159591731098
AC_39,Slc32a1,0.22531509135588929
AC_39,Epha3,0.21926652188544202
AC_39,Esrrg,0.20067456881192364
AC_39,C1ql1,0.19830744589293578
AC_39,Galntl6,0.19675469175837929
AC_39,Pcdh7,0.184254779789944
AC_39,Shisa8,0.1824523340869573
AC_39,Bc1,-0.39674436715752426
AC_39,Tenm2,-0.37489286674315453
AC_39,Kcnip4,-0.37224610615844744
AC_39,mt-Nd1,-0.3647296308073641
AC_39,Trpm3,-0.32200532034029616
AC_39,Calb2,-0.29016446069823143
AC_39,Mgat4c,-0.2839148642043079
AC_39,Cntn4,-0.2536922118585993
AC_39,Car2,-0.2461226012936987
AC_39,Phactr1,-0.24221857445672987
AC_39,Uba52,-0.24086483321682806
AC_39,Pcp4,-0.23795339574914032
AC_39,Unc5d,-0.23660482733088647
AC_39,Pax6,-0.2301244527533063
AC_39,Tmsb4x,-0.21628546287021985
AC_39,Lrp1b,-0.21435146036063882
AC_39,Tmsb10,-0.21154080361411726
AC_39,Hmgn1,-0.20388164718197152
AC_39,Grm7,-0.19767806846311053
AC_39,Gng13,-0.19461040601838267
AC_4,Hs6st3,0.4691289589133631
AC_4,Prom1,0.4193051257313522
AC_4,Slc6a9,0.38681869784524575
AC_4,Cartpt,0.36100715053195187
AC_4,Gas6,0.35375751060547905
AC_4,Thsd4,0.32037709903997347
AC_4,Ptprf,0.3130951928214344
AC_4,Ptprt,0.29997519907939585
AC_4,Esr1,0.29433731867346435
AC_4,Kcnh7,0.2885232292168956
AC_4,Kcnb2,0.27106790899673966
AC_4,Gabrg3,0.26424145841334923
AC_4,Lamp5,0.2590435176959337
AC_4,Bc1,0.24876140033689687
AC_4,Spink13,0.24568949209673924
AC_4,Filip1l,0.24239056228496353
AC_4,Kirrel3,0.230841343381405
AC_4,Ebf3,0.2303426771440377
AC_4,Nr2f2,0.2184297991554277
AC_4,Tfap2c,0.2117286710092624
AC_4,Asic2,-0.4701156789726656
AC_4,Fgf14,-0.3600448224206193
AC_4,Cntn6,-0.33513982311977675
AC_4,mt-Nd1,-0.29661887375056006
AC_4,Nlgn1,-0.29016852020142775
AC_4,Nrg1_ENSMUSG00000062991,-0.2830162246517541
AC_4,Csmd3,-0.2700792990811203
AC_4,Lingo2,-0.2682018209706796
AC_4,Prkg1,-0.24306093610814788
AC_4,Kcnip4,-0.23938849794278158
AC_4,Brinp3,-0.23583847954368808
AC_4,Pcdh9,-0.2282881242184796
AC_4,Nrg3,-0.21856004285408903
AC_4,Stmn1,-0.21403047441027645
AC_4,Tfap2b,-0.21019296563895037
AC_4,Schip1,-0.20463577253577367
AC_4,Nrxn1,-0.19804191470390398
AC_4,Pcdh17,-0.19075552660822803
AC_4,Opcml,-0.18778331845618204
AC_4,Galntl6,-0.18386852609118254
AC_40,Npy,0.8046105956825179
AC_40,Tac1,0.5296778019757993
AC_40,Lrrc4c,0.4906377018569327
AC_40,Ncam2,0.308370702225275
AC_40,Cbln2,0.278389306040071
AC_40,Galntl6,0.24600867180844307
AC_40,Dach2,0.24235062985353328
AC_40,Csmd1,0.23129211026644558
AC_40,Cngb3,0.23104130231358871
AC_40,Hs6st3,0.22947610313555303
AC_40,Sorcs1,0.21446070790824626
AC_40,Kctd8,0.2072678164064495
AC_40,Grm1,0.19998318831152972
AC_40,Nfia,0.19770525964976415
AC_40,Kirrel3,0.19593345694895137
AC_40,Ptprk,0.17770720368348192
AC_40,Tenm1,0.1766857943932566
AC_40,Efna5,0.17091374411364946
AC_40,Grm5,0.16165560131115095
AC_40,Tmem132d,0.1607051267360597
AC_40,mt-Nd1,-0.5045133627011229
AC_40,Asic2,-0.3186864951872994
AC_40,Kcnip4,-0.2996874409741732
AC_40,Ftl1,-0.28279984200232294
AC_40,Stmn1,-0.2747424007062443
AC_40,Grm8,-0.2656736644403521
AC_40,Cst3,-0.25173603862597305
AC_40,Actb,-0.24723083225775894
AC_40,Tenm2,-0.24208157218783746
AC_40,Nrg3,-0.24138260926339886
AC_40,Tmsb4x,-0.23233045362917248
AC_40,Basp1,-0.22458339083945664
AC_40,Robo1,-0.21575952638591628
AC_40,Calb2,-0.2058363128438049
AC_40,Bsg,-0.20521784929262163
AC_40,Lmo4,-0.18905064216084602
AC_40,Atp1b1,-0.18675693905463994
AC_40,Inpp4b,-0.18466403731399497
AC_40,Ldhb,-0.18175048000799215
AC_40,Unc5d,-0.1795487078924647
AC_41,Ntng1,0.4379623637276717
AC_41,Grid2,0.3652985995772035
AC_41,Sgcd,0.36284785864133456
AC_41,Nrg1_ENSMUSG00000062991,0.35447368706350224
AC_41,Kcnip4,0.34771492173401786
AC_41,Car8,0.3457698972857475
AC_41,Pou3f1,0.3325877828358887
AC_41,C1ql2,0.32324789018522254
AC_41,Tafa2,0.3030699501098341
AC_41,Mgat4c,0.2819424829523994
AC_41,Adarb2,0.2782163617705836
AC_41,Pcdh17,0.23538470124779676
AC_41,Cdh6,0.23039924826850922
AC_41,Htr2c,0.22778009008790004
AC_41,Tfap2b,0.22776324148311908
AC_41,Lingo2,0.22428631899377793
AC_41,Meis2,0.2214084312790884
AC_41,Kcnd2,0.21922343954015497
AC_41,Grm7,0.21002536431517504
AC_41,Kcnip2,0.20660310405525129
AC_41,mt-Nd1,-0.48489800248735304
AC_41,Pcdh9,-0.3217555908489943
AC_41,Rbfox1,-0.31594690692332633
AC_41,Calb2,-0.2992306448948843
AC_41,Tenm3,-0.26633582926400545
AC_41,Pax6,-0.257123048551983
AC_41,Lrrc4c,-0.2563554121649157
AC_41,Kirrel3,-0.22648060848577042
AC_41,Mt1,-0.22528037388503375
AC_41,Zeb2,-0.21502035853540324
AC_41,Asic2,-0.2136504792907982
AC_41,Bc1,-0.21345902772509448
AC_41,Car2,-0.21334087133522553
AC_41,Lhfp,-0.20508701088776232
AC_41,Sphkap,-0.20306028063252302
AC_41,Ptprk,-0.20053213775689846
AC_41,Cd81,-0.19101414517622842
AC_41,Ftl1,-0.19078965457464386
AC_41,Galntl6,-0.1904454186514796
AC_41,Bsg,-0.18808088946827994
AC_42,Rnf220,0.4192788868423404
AC_42,Etv1,0.39382559627488467
AC_42,Gad1,0.38606499307214803
AC_42,Cpm,0.3615145407677426
AC_42,Gabra2,0.3500409064778166
AC_42,Ptprm,0.32407117754905396
AC_42,Sox5,0.2881342901706071
AC_42,Pcdh7,0.2764974082772872
AC_42,Rgs6,0.2735891297042423
AC_42,Spock1,0.2644006775239036
AC_42,Rbms3,0.2579511276542903
AC_42,Nrg1_ENSMUSG00000062991,0.24732136665415325
AC_42,Cntn5,0.2470611285833517
AC_42,Gabrg3,0.23296584200848872
AC_42,Tafa1,0.228770340104848
AC_42,Rgs2,0.22478982528496919
AC_42,Nr4a2,0.21764681024312613
AC_42,Tmem132d,0.21631595769191914
AC_42,Lingo2,0.20378157822759502
AC_42,Nnat,0.1885552626133589
AC_42,mt-Nd1,-0.41084665993679936
AC_42,Tenm2,-0.3224604946047545
