Cell Type,Gene,Coefficient
3_FminiON,Nrgn,0.48311760951457083
3_FminiON,Mgat4c,0.4696387801331382
3_FminiON,Zfp804b,0.4327779575137637
3_FminiON,Spon1,0.43064804882916663
3_FminiON,Pvalb,0.41173467198306807
3_FminiON,Ptchd4,0.39935507072943927
3_FminiON,Dpp10,0.38165341969540734
3_FminiON,D130079A08Rik,0.36529935935990354
3_FminiON,Kcnq5,0.3537455628393417
3_FminiON,Kctd8,0.3447396122880574
3_FminiON,Ptprm,0.29268948857397137
3_FminiON,Schip1,0.28838645349609304
3_FminiON,Nlgn1,0.2757413400979645
3_FminiON,Frmpd4,0.2745063150178429
3_FminiON,Galntl6,-1.0584837957190898
3_FminiON,Gpc6,-0.690083437599696
3_FminiON,Csmd3,-0.6732054746726257
3_FminiON,Lrrc4c,-0.6638219222872994
3_FminiON,Pcp4,-0.652586537121919
3_FminiON,Grin2a,-0.5951533343369864
3_FminiON,Thsd7b,-0.4840868854769176
3_FminiON,D130009I18Rik,-0.48384732083622384
3_FminiON,Lrp1b,-0.46901943911833677
3_FminiON,Vsnl1,-0.46468190674426
3_FminiON,Tac1,-0.45309580433424496
3_FminiON,Dlgap1,-0.4499888371350268
3_FminiON,Pcdh9,-0.4358781525303556
3_FminiON,Ano3,-0.39331506708907593
3_FminiON,Cntn5,-0.37865674346135747
3_FminiON,Tafa2,-0.37547075405115005
3_FminiON,Actb,-0.37138025078176107
3_FminiON,Sdk1,-0.3661625011060482
3_FminiON,Pde3a,-0.3406864374761922
3_FminiON,Adcy2,-0.33677138139781815
40_M1dup,Opn4,0.566607427256367
40_M1dup,Gm32647,0.42871089879893987
40_M1dup,Cd24a,0.39995188697885
40_M1dup,Cpne4,0.3962585008435715
40_M1dup,Thsd7b,0.38283218233833594
40_M1dup,Rbms3,0.37349496067601545
40_M1dup,Gal,0.32622577623484
40_M1dup,Opcml,0.29331609417681637
40_M1dup,Rprm,0.28929737201585526
40_M1dup,Cntnap2,0.28212404256629314
40_M1dup,Unc5d,0.27082716968219284
40_M1dup,Nrg1_ENSMUSG00000062991,0.2652533455668042
40_M1dup,Etl4,0.2652257035747608
40_M1dup,Ebf3,0.24438751548279575
40_M1dup,Sdk1,0.23376819814546626
40_M1dup,Sgcz,0.21688723530307524
40_M1dup,Sncg,0.21535311880365998
40_M1dup,Ptprm,0.2126892337590311
40_M1dup,Clstn2,0.20928871588191572
40_M1dup,Resp18,0.1830753982982615
40_M1dup,Calb2,-0.4144165043677889
40_M1dup,Nrg3,-0.3932436450048995
40_M1dup,Kcnip4,-0.37732013119172086
40_M1dup,Asic2,-0.3601657440114271
40_M1dup,Pcdh9,-0.2918717479574194
40_M1dup,Ftl1,-0.29177867723328416
40_M1dup,mt-Nd1,-0.2832191583051117
40_M1dup,Bc1,-0.2830107168130858
40_M1dup,Aldoc,-0.2763089697200601
40_M1dup,Ldhb,-0.263688307162157
40_M1dup,Bsg,-0.24804665057235856
40_M1dup,Mt1,-0.2469253636997498
40_M1dup,Actb,-0.22392444933311534
40_M1dup,Csmd1,-0.22365386475619903
40_M1dup,Ubc,-0.22120116826763095
40_M1dup,Cmss1,-0.2156001385690574
40_M1dup,Cdh18,-0.20873140549989005
40_M1dup,Pcp4,-0.2013125372402808
40_M1dup,Glul,-0.19622054049558993
40_M1dup,Vsnl1,-0.19605080572313968
41_AlphaONT,Etv1,0.811746833150369
41_AlphaONT,Pvalb,0.7632888456138078
41_AlphaONT,Spp1,0.5367221171328125
41_AlphaONT,Sgcz,0.39242932014806414
41_AlphaONT,Cdkn1c,0.36462341492329337
41_AlphaONT,Crip2,0.33153978580966725
41_AlphaONT,Kcnb2,0.31729149086888087
41_AlphaONT,Gm32647,0.31427787125455003
41_AlphaONT,Pcdh9,0.29926259928234633
41_AlphaONT,Pcdh17,0.2922912316156797
41_AlphaONT,Sema3a,0.2891466401780241
41_AlphaONT,Mgat4c,0.2728664876036428
41_AlphaONT,Clu,0.27130391407731513
41_AlphaONT,Epha6,0.2677198252843993
41_AlphaONT,Nkain2,0.26579350950031483
41_AlphaONT,Rgs6,0.2628020698464074
41_AlphaONT,Aldoc,0.2606010276983753
41_AlphaONT,Nefm,0.24228822798645036
41_AlphaONT,Cplx1,0.23755016608419235
41_AlphaONT,Asic2,0.22280309406660215
41_AlphaONT,mt-Nd1,-0.48755483168129776
41_AlphaONT,Calb2,-0.45542810206740714
41_AlphaONT,Tenm2,-0.4216110707926519
41_AlphaONT,Unc5d,-0.39838773662356297
41_AlphaONT,Ftl1,-0.396540254194861
41_AlphaONT,Pcp4,-0.378232585446215
41_AlphaONT,Synpr,-0.37224795218687406
41_AlphaONT,Rbfox1,-0.3458548610429127
41_AlphaONT,Actb,-0.33988209886845655
41_AlphaONT,Mt1,-0.33071970870190426
41_AlphaONT,Xist,-0.3221120889340536
41_AlphaONT,Bc1,-0.31586112746788264
41_AlphaONT,Slc8a1,-0.2977522661690446
41_AlphaONT,Kcnd2,-0.28555999362083334
41_AlphaONT,Cartpt,-0.28294096113768613
41_AlphaONT,Ncam2,-0.2704525041025202
41_AlphaONT,Sorcs1,-0.2672403793603432
41_AlphaONT,Nlgn1,-0.2664098773300547
41_AlphaONT,Slc24a3,-0.2649158723819776
41_AlphaONT,Cmss1,-0.26257107137503366
42_AlphaOFFS,Spp1,0.8039029881585923
42_AlphaOFFS,Ntng1,0.47161218631460844
42_AlphaOFFS,Nefm,0.3603270804347257
42_AlphaOFFS,Pvalb,0.3486009101123481
42_AlphaOFFS,Igfbp2,0.3292870417053227
42_AlphaOFFS,Zmat4,0.31357404654452387
42_AlphaOFFS,Meis2,0.3087384600118482
42_AlphaOFFS,Cplx1,0.28190596157750525
42_AlphaOFFS,Nme7,0.2796445029323536
42_AlphaOFFS,Ctxn3,0.27047238528436063
42_AlphaOFFS,Nefl,0.26477437273078
42_AlphaOFFS,Nxph1,0.24932570965287437
42_AlphaOFFS,Lrrc4c,0.2462795578171028
42_AlphaOFFS,Cdh12,0.24555412905457036
42_AlphaOFFS,Ralyl,0.2361610703286209
42_AlphaOFFS,Aldoc,0.22322212879648512
42_AlphaOFFS,Sparcl1,0.21419587683236327
42_AlphaOFFS,Fabp5,0.19838229545322802
42_AlphaOFFS,Kcnc2,0.18861741300997956
42_AlphaOFFS,Nrg1_ENSMUSG00000062991,0.18856597597622216
42_AlphaOFFS,Stmn1,-0.539974366749468
42_AlphaOFFS,mt-Nd1,-0.4656485639905352
42_AlphaOFFS,Scg2,-0.36857881060410047
42_AlphaOFFS,Ftl1,-0.3433246176191715
42_AlphaOFFS,Synpr,-0.33837872136944147
42_AlphaOFFS,Zfp804b,-0.33373580457451074
42_AlphaOFFS,Ly6h,-0.3265703461870018
42_AlphaOFFS,Tmsb10,-0.3247457571538346
42_AlphaOFFS,Bc1,-0.3088235851108036
42_AlphaOFFS,Fxyd7,-0.29540625003231985
42_AlphaOFFS,Actb,-0.280432409297692
42_AlphaOFFS,Xist,-0.26838027230700345
42_AlphaOFFS,Kcnh7,-0.2678453491401967
42_AlphaOFFS,Tmsb4x,-0.26103527466370163
42_AlphaOFFS,Kirrel3,-0.25596675809654784
42_AlphaOFFS,Unc5d,-0.2505806181651754
42_AlphaOFFS,Hpca,-0.24514772727807602
42_AlphaOFFS,Zfp804a,-0.23985935298953945
42_AlphaOFFS,Prkg1,-0.23917563199876019
42_AlphaOFFS,Marchf1,-0.2378320302469713
43_AlphaONS,Il1rapl2,0.4943379450046857
43_AlphaONS,Ctxn3,0.49174924819920063
43_AlphaONS,Spp1,0.40280002255475433
43_AlphaONS,Calb1,0.3827368000150231
43_AlphaONS,Pvalb,0.3575623026907526
43_AlphaONS,Rgs4,0.2947043657761113
43_AlphaONS,Nefm,0.27446878734739383
43_AlphaONS,Prph,0.2612159019526745
43_AlphaONS,Nrg1_ENSMUSG00000062991,0.239950071464421
43_AlphaONS,Gm32647,0.2135592039944446
43_AlphaONS,Sgcz,0.2058338956141862
43_AlphaONS,Cplx1,0.20178297167795103
43_AlphaONS,Sdk1,0.17332375471765166
43_AlphaONS,Slc24a2,0.1717023028623214
43_AlphaONS,Dlgap1,0.17103265604225681
43_AlphaONS,Nefl,0.17075525548907716
43_AlphaONS,Fat3,0.16777681149069204
43_AlphaONS,S100b,0.16740518261590207
43_AlphaONS,Coch,0.16298665816254648
43_AlphaONS,Aldoc,0.16050796906921735
43_AlphaONS,Stmn1,-0.3561767627199596
43_AlphaONS,Ly6h,-0.34806573401641744
43_AlphaONS,mt-Nd1,-0.34720370009864376
43_AlphaONS,Tenm2,-0.3159389266164771
43_AlphaONS,Synpr,-0.2873050451363937
43_AlphaONS,Grip1,-0.28474753021264154
43_AlphaONS,Xist,-0.2758350690407584
43_AlphaONS,Calb2,-0.2730176084245844
43_AlphaONS,Lrrc4c,-0.2686017186161
43_AlphaONS,Tmsb10,-0.2653714567365109
43_AlphaONS,Basp1,-0.2577796864952582
43_AlphaONS,Grm8,-0.2456208128293846
43_AlphaONS,Bc1,-0.24227082222399923
43_AlphaONS,Gabrg3,-0.23173272203335615
43_AlphaONS,Cartpt,-0.2252758157217665
43_AlphaONS,Grik2,-0.2172095581783553
43_AlphaONS,Gng13,-0.21271644696861214
43_AlphaONS,Ftl1,-0.21247930655666505
43_AlphaONS,Nrxn1,-0.20982100352256217
43_AlphaONS,Cntn4,-0.2079134286366649
44_Novel,Sdk1,0.5587306602905002
44_Novel,Cntnap2,0.5578329518523377
44_Novel,Etl4,0.3899135467431401
44_Novel,Grm5,0.30302081181778956
44_Novel,Resp18,0.2992080256299833
44_Novel,Pou6f2,0.2924976764639492
44_Novel,Clu,0.28711160149151715
44_Novel,Rgs6,0.2732061441049262
44_Novel,Chrm3,0.26172977161400385
44_Novel,Nlgn1,0.2452931483308296
44_Novel,Pcdh9,0.24094656174467932
44_Novel,Pcdh17,0.21707831252149046
44_Novel,Ntng1,0.21671723898503123
44_Novel,Tenm1,0.21573500971712464
44_Novel,Ebf3,0.21495696276354395
44_Novel,Lingo2,0.1985006752492806
44_Novel,Htr2c,0.18841563734242386
44_Novel,Sorcs1,0.18720528229731517
44_Novel,Nell1,0.180131925039855
44_Novel,Gabrb1,0.1781745995584812
44_Novel,mt-Nd1,-0.5580223938671864
44_Novel,Asic2,-0.5263412086311318
44_Novel,Synpr,-0.3821198099946261
44_Novel,Mgat4c,-0.38093047556933146
44_Novel,Actb,-0.3687223063816221
44_Novel,Ftl1,-0.34782044926141953
44_Novel,Mt1,-0.2705293561068449
44_Novel,Kcnip4,-0.26300748175729183
44_Novel,Inpp4b,-0.2594877996023669
44_Novel,Pcp4,-0.2461938896673918
44_Novel,Ebf1,-0.2456492534604643
44_Novel,Tmsb10,-0.24211444065435034
44_Novel,Gnb1,-0.2373753349529928
44_Novel,Aldoc,-0.23448808357000783
44_Novel,Grm7,-0.2344204049300822
44_Novel,Tmsb4x,-0.23295889007091647
44_Novel,Car2,-0.2303799711389416
44_Novel,Gpc6,-0.22770392891943725
44_Novel,Slc8a1,-0.2253256799606007
44_Novel,Grip1,-0.21420688830769893
45_AlphaOFFT,Spp1,0.0258780860724548
45_AlphaOFFT,Pvalb,0.013080906029597956
45_AlphaOFFT,Coch,0.01287144508514576
45_AlphaOFFT,Etv1,0.009673681313681536
45_AlphaOFFT,Gal,0.00803831121647143
45_AlphaOFFT,Cdkn1c,0.0054865337725158265
45_AlphaOFFT,6330411D24Rik,0.004198272459205462
45_AlphaOFFT,Mafb,0.0027841232027311846
45_AlphaOFFT,Kcnip2,0.0004959327898960745
45_AlphaOFFT,Igfbp2,0.00016318158331238806
45_AlphaOFFT,Cfap299,-0.000336160806624352
45_AlphaOFFT,Slitrk6,-0.0003959273508238638
45_AlphaOFFT,Clnk,-0.0005663058443248036
45_AlphaOFFT,Fgf2,-0.0006158089199209562
45_AlphaOFFT,Pou3f1,-0.0006658880029930464
45_AlphaOFFT,Klkb1,-0.0007182020677266047
45_AlphaOFFT,Gm11337,-0.0007297200010663655
45_AlphaOFFT,4933406J10Rik,-0.0007372629292995112
45_AlphaOFFT,Gm2233,-0.0007572618799736294
45_AlphaOFFT,C430042M11Rik,-0.0007602918013396846
45_AlphaOFFT,mt-Nd1,-0.28956400018787226
45_AlphaOFFT,Tmsb10,-0.16487126183779424
45_AlphaOFFT,Zfp804b,-0.15704599843591635
45_AlphaOFFT,Actb,-0.15273032287170357
45_AlphaOFFT,Gng13,-0.14103234885752725
45_AlphaOFFT,Tma7,-0.13597850065240447
45_AlphaOFFT,Ftl1,-0.13526225664865993
45_AlphaOFFT,Pcdh9,-0.13457301784407924
45_AlphaOFFT,Bsg,-0.1280596424184233
45_AlphaOFFT,Kcnip4,-0.12320017934890498
45_AlphaOFFT,Pcp4,-0.12283000251720273
45_AlphaOFFT,Unc119,-0.12246347026222051
45_AlphaOFFT,Tenm2,-0.12093717767400602
45_AlphaOFFT,Tmsb4x,-0.1169693962765401
45_AlphaOFFT,Dmd,-0.11384999757948557
45_AlphaOFFT,Atp2b1,-0.11350581951255873
45_AlphaOFFT,Prkg1,-0.11063831758584135
45_AlphaOFFT,Cst3,-0.1101531176548425
45_AlphaOFFT,Hmgn1,-0.10826095318613498
45_AlphaOFFT,Hcn1,-0.10767106574376283
4_FminiOFF,Rprm,0.9006240022799543
4_FminiOFF,Lrrc4c,0.7890101770305118
4_FminiOFF,Tafa1,0.7501603437138226
4_FminiOFF,Tshz2,0.6849823047418245
4_FminiOFF,Galntl6,0.6538490685560747
4_FminiOFF,Grin3a,0.6450937467223897
4_FminiOFF,Tafa2,0.6341932628373023
4_FminiOFF,Lmo4,0.6311680931997072
4_FminiOFF,Pde1a,0.6043571736732166
4_FminiOFF,Rgs6,0.4987638503274538
4_FminiOFF,Csmd3,0.46481375395837554
4_FminiOFF,Calb2,0.45586448053121115
4_FminiOFF,Plxna2,0.4391967700678389
4_FminiOFF,Thrb,0.43735399711435197
4_FminiOFF,Zeb2,0.4367471351100172
4_FminiOFF,Dpp10,0.42345064124598875
4_FminiOFF,Foxp2,0.40856490085721203
4_FminiOFF,Rgs10,0.4035597694249026
4_FminiOFF,Reln,0.3930764511222245
4_FminiOFF,Gpc6,0.3680095113552441
4_FminiOFF,Pcdh9,-1.0370545783629015
4_FminiOFF,mt-Nd1,-0.719781886415528
4_FminiOFF,Zfp804b,-0.6536423668875496
4_FminiOFF,Dscam,-0.6349259717306494
4_FminiOFF,Lhfpl3,-0.6073530261612666
4_FminiOFF,Gabra2,-0.5537446641073237
4_FminiOFF,Nlgn1,-0.5479730115093066
4_FminiOFF,Nrxn1,-0.4972080389531679
4_FminiOFF,Cntn5,-0.4959672741988466
4_FminiOFF,Csmd1,-0.4946190231731685
4_FminiOFF,Gabrb1,-0.47076944032376045
4_FminiOFF,Dmd,-0.46576892232775857
4_FminiOFF,Synpr,-0.4498280107061884
4_FminiOFF,Kcnh7,-0.44816392037585523
4_FminiOFF,Ntng1,-0.42354722813950546
4_FminiOFF,Pou6f2,-0.41018857056018926
4_FminiOFF,Egfem1,-0.4048178250830955
4_FminiOFF,Rbms3,-0.399091437188397
4_FminiOFF,Ano3,-0.3988083077210672
4_FminiOFF,Ptchd4,-0.39122280160035083
5_J-RGC,Crip2,1.721893318215283
5_J-RGC,Dgkb,0.8446221448259834
5_J-RGC,Kcnd2,0.8264742487429788
5_J-RGC,Gm13889,0.8150950024526775
5_J-RGC,Jam2,0.7912546341748617
5_J-RGC,Spock3,0.7740153668251312
5_J-RGC,Lrrc4c,0.7261623729886539
5_J-RGC,Xist,0.7062482450948622
5_J-RGC,Lingo2,0.682664741766393
5_J-RGC,Slc24a2,0.6634229378500688
5_J-RGC,Tenm2,0.6151375534947627
5_J-RGC,Pcdh10,0.5585585067982788
5_J-RGC,D130079A08Rik,0.5490790323652955
5_J-RGC,Nav3,0.5274682665993404
5_J-RGC,Ntrk3,0.5197227212379901
5_J-RGC,Nkain3,0.5082580297052082
5_J-RGC,Nrg3os,0.48503743784551434
5_J-RGC,Ctxn3,0.4822589910305986
5_J-RGC,Gm20642,0.4668748508762029
5_J-RGC,Ebf1,0.4656548073513563
5_J-RGC,Zfp804b,-1.3460116374246345
5_J-RGC,mt-Nd1,-1.138254482882793
5_J-RGC,Calb1,-1.0508799983172663
5_J-RGC,Cartpt,-1.04426424804055
5_J-RGC,Gabrg3,-0.996079554032478
5_J-RGC,Scg2,-0.9658826671191125
5_J-RGC,Vsnl1,-0.9008464992612935
5_J-RGC,Cdh18,-0.894486057719754
5_J-RGC,Nrgn,-0.8939750825159091
5_J-RGC,Cdh8,-0.887827954760304
5_J-RGC,Gabrb1,-0.8651545923042275
5_J-RGC,Cntnap5a,-0.844527794633028
5_J-RGC,Sgcz,-0.8226371268565049
5_J-RGC,Grin2a,-0.7777665934673491
5_J-RGC,Tac1,-0.7402174551936989
5_J-RGC,Csmd1,-0.7325365863893485
5_J-RGC,Astn2,-0.726902002064324
5_J-RGC,Pvalb,-0.6892072148515974
5_J-RGC,Slit2,-0.6333883518856309
5_J-RGC,Rbfox1,-0.6248370647450655
6_W3B,Penk,1.3079245648651057
6_W3B,Sgcz,1.2729663248650895
6_W3B,Ptn,0.7620195951691444
6_W3B,Sgcd,0.7214671744042442
6_W3B,Pcdh17,0.6848054562997543
6_W3B,Zfp804b,0.6397459320349127
6_W3B,Kcnh7,0.6100076150126348
6_W3B,Pcp4,0.6086620175943137
6_W3B,Grin2a,0.5786612095931406
6_W3B,Lrrc4c,0.5034463464365262
6_W3B,Nrn1,0.48111632725922837
6_W3B,Kcnd2,0.4133608436798865
6_W3B,Galntl6,0.39080284815348
6_W3B,Pcdh7,0.38889139824476304
6_W3B,Thy1,0.3747009396317838
6_W3B,Fxyd7,0.3655282720591768
6_W3B,Ptchd4,0.35410955400737026
6_W3B,Galnt17,0.33995431393822073
6_W3B,Cfap206,0.33773281911841435
6_W3B,Tppp3,0.3226386513619267
6_W3B,Scg2,-0.9178934126502439
6_W3B,Pvalb,-0.7600992932608381
6_W3B,Tafa2,-0.6488138213130563
6_W3B,Pcdh9,-0.5667474677523086
6_W3B,Asic2,-0.5422054284894673
6_W3B,Calb2,-0.5168543676756724
6_W3B,Dpp10,-0.5119404522827151
6_W3B,Synpr,-0.48809161564766707
6_W3B,Dlgap1,-0.4508380163100142
6_W3B,Tshz2,-0.4470969572862592
6_W3B,mt-Nd1,-0.44306745952484294
6_W3B,Cntn5,-0.43751847236761854
6_W3B,Csmd3,-0.4258302928870905
6_W3B,Ntng1,-0.421564057904958
6_W3B,Grid2,-0.41903862102876377
6_W3B,Ptprm,-0.4109186763314456
6_W3B,Sphkap,-0.40950766838572267
6_W3B,Lrp1b,-0.3990760414877501
6_W3B,Pitpnc1,-0.3927634559893864
6_W3B,Nkain3,-0.385842030979075
7_Novel,Gabrg3,0.8749088757723517
7_Novel,Lrrc4c,0.8145004876953603
7_Novel,Synpr,0.7315947440573127
7_Novel,Prph,0.7205064787684419
7_Novel,Tbx20,0.6535885904388785
7_Novel,Vsnl1,0.5836785016991899
7_Novel,Kitl,0.5738437235752768
7_Novel,Cdh6,0.46503620687562297
7_Novel,Etl4,0.4606106215631622
7_Novel,Grid2,0.4549827694578686
7_Novel,Rgs4,0.44195599992823736
7_Novel,Sncg,0.4150203422985034
7_Novel,Marchf1,0.352155665711119
7_Novel,Grin2a,0.3354717376344871
7_Novel,Nnat,0.3345514892541638
7_Novel,Tenm3,0.318452776895062
7_Novel,Tmeff2,0.31462662393398494
7_Novel,Egr1,0.3142194358733582
7_Novel,Rbpms2,0.3071132648628053
7_Novel,Clstn2,0.30042131078970696
7_Novel,Nrg3,-1.0334794423855598
7_Novel,mt-Nd1,-0.5830387486259326
7_Novel,Zfp804b,-0.538928417839549
7_Novel,Scg2,-0.5287824531458507
7_Novel,Lhfpl3,-0.472672559693335
7_Novel,Sorcs1,-0.42381831996610964
7_Novel,Kirrel3,-0.40459359890968294
7_Novel,Schip1,-0.39339996998891674
7_Novel,Lrrtm4,-0.3932494257478639
7_Novel,Zmat4,-0.36259588944244847
7_Novel,Opcml,-0.36168236414935
7_Novel,Gm32647,-0.3518123898118874
7_Novel,Csmd3,-0.3302029397515604
7_Novel,Nrg1_ENSMUSG00000062991,-0.32206793091612673
7_Novel,Pcdh7,-0.32081313990032156
7_Novel,Plcb1,-0.31490178668244884
7_Novel,Cntnap2,-0.3109203621099343
7_Novel,Tmsb4x,-0.3084788934149666
7_Novel,Ldhb,-0.29334113169326986
7_Novel,Sgcd,-0.2927192023828357
8_Novel,Tac1,1.182578637664562
8_Novel,Cntn5,0.6506559427558214
8_Novel,Clstn2,0.6302690959344059
8_Novel,Kirrel3,0.6263170776035432
8_Novel,Lrrtm4,0.6024385109271866
8_Novel,Cdh18,0.6009955752611383
8_Novel,Ebf1,0.600057218395916
8_Novel,Pcdh9,0.5846680398090335
8_Novel,Tshz2,0.5700294822566699
8_Novel,Pou6f2,0.5203840234365193
8_Novel,Cdh6,0.5030738481102547
8_Novel,Mast4,0.4984026928462554
8_Novel,Etl4,0.47017874962059064
8_Novel,Rgs4,0.46324601283153094
8_Novel,Kcnip1,0.4521628380101088
8_Novel,Lrfn5,0.41663786669025155
8_Novel,Kcnd2,0.4100207964569718
8_Novel,Tmeff2,0.40436751296922263
8_Novel,Asrgl1,0.3931967308338005
8_Novel,Ntrk3,0.3788450886262715
8_Novel,Tenm2,-1.068805393414501
8_Novel,Gabrg3,-1.0299428566908355
8_Novel,Cntn4,-0.8124504960704872
8_Novel,Ptprm,-0.6607466816880129
8_Novel,Grip1,-0.6603511317484781
8_Novel,Cartpt,-0.5698803750618382
8_Novel,Khdrbs2,-0.5590330493757129
8_Novel,mt-Nd1,-0.5353315796757732
8_Novel,Kctd8,-0.5235278134351292
8_Novel,Rbfox1,-0.5100218857571419
8_Novel,Zmat4,-0.5099247212661239
8_Novel,Slit2,-0.5052071408652881
8_Novel,Prkg1,-0.505114055739595
8_Novel,Unc13c,-0.5002546472840127
8_Novel,Tbx20,-0.49384982909995445
8_Novel,Tenm1,-0.48897410899039895
8_Novel,Kcnip4,-0.47043981608874563
8_Novel,Dab1,-0.457081821735818
8_Novel,Gabra1,-0.4379260358027182
8_Novel,Sdk1,-0.429969476860645
9_Tbr1_Novel,Crhbp,0.8101554866657974
9_Tbr1_Novel,Ralyl,0.7405210984713602
9_Tbr1_Novel,Calb1,0.6867739088797361
9_Tbr1_Novel,Gm32647,0.6733473587241103
9_Tbr1_Novel,Csmd1,0.6577240972316736
9_Tbr1_Novel,Lhfpl3,0.572808533650618
9_Tbr1_Novel,Cdh8,0.5653705642040127
9_Tbr1_Novel,Scg2,0.5466170654557879
9_Tbr1_Novel,Luzp2,0.496689136175518
9_Tbr1_Novel,Sorcs3,0.4909614659306585
9_Tbr1_Novel,Rprm,0.4812877485909763
9_Tbr1_Novel,Mid1,0.47940486915173475
9_Tbr1_Novel,Lrp1b,0.46922755520685666
9_Tbr1_Novel,Pcdh10,0.45093049461930146
9_Tbr1_Novel,Cntn5,0.44516707278755835
9_Tbr1_Novel,Alcam,0.42628319179036955
9_Tbr1_Novel,Cpne4,0.40171171917410453
9_Tbr1_Novel,Isl1,0.39941527201195787
9_Tbr1_Novel,Gabrb1,0.3947083876909908
9_Tbr1_Novel,Alk,0.32721603613028816
9_Tbr1_Novel,Pcdh9,-1.0072078145922416
9_Tbr1_Novel,Calb2,-0.9994966474261172
9_Tbr1_Novel,Tenm2,-0.9214753967007939
9_Tbr1_Novel,Mgat4c,-0.7957962744805619
9_Tbr1_Novel,Meis2,-0.6272939316733008
9_Tbr1_Novel,Lrrtm4,-0.5877930699317038
9_Tbr1_Novel,Kcnd2,-0.5652937541970362
9_Tbr1_Novel,Tshz2,-0.4904643708602799
9_Tbr1_Novel,Kirrel3,-0.46536648805604913
9_Tbr1_Novel,Kcnh7,-0.4428306414319947
9_Tbr1_Novel,Pcdh7,-0.4418503969698918
9_Tbr1_Novel,Cartpt,-0.4397241526906932
9_Tbr1_Novel,Spock3,-0.40019957672916345
9_Tbr1_Novel,mt-Nd1,-0.3919422903404399
9_Tbr1_Novel,Grm8,-0.3574718217139281
9_Tbr1_Novel,Unc5d,-0.3546824227876191
9_Tbr1_Novel,Phactr1,-0.3544073247919525
9_Tbr1_Novel,Frmd5,-0.3485208564414659
9_Tbr1_Novel,Gria4,-0.34499114319321783
9_Tbr1_Novel,Car2,-0.32266922311245705
AC,Tac2,0.9030981670513244
AC,Zfp804b,0.4682750047760941
AC,Spock1,0.43141402351225616
AC,Fxyd6,0.4171768307134698
AC,Fgf13,0.4161840168767196
AC,Adcy8,0.41018680795632717
AC,Fos,0.40973326837675333
AC,Cdh6,0.3997990554228111
AC,Vgf,0.3791562384331147
AC,Slc2a13,0.3744401368445752
AC,Pcdh7,0.3668697978754564
AC,Plcb1,0.3541331771042869
AC,Pitpnc1,0.35379619651928895
AC,Ptgds,0.3515133372270397
AC,Dscam,0.34598186254892066
AC,Rgs7,0.33838449830592954
AC,Nell1,0.33401949412194554
AC,Nlgn1,0.3314830166011595
AC,Sdk1,0.3239185446487756
AC,Hs6st3,0.3218284891814527
AC,mt-Nd1,-0.8450637131307152
AC,Bc1,-0.7441072349940113
AC,Mt1,-0.6964705265525984
AC,Ftl1,-0.5450238326060832
AC,Kcnab1,-0.489185487494164
AC,Car2,-0.47357827108521905
AC,Cmss1,-0.47207045099675293
AC,Chgb,-0.44371865515321784
AC,Crabp1,-0.4281251348501263
AC,Uba52,-0.41757351375913454
AC,Pou6f2,-0.4083737522623311
AC,Gng13,-0.4045818385482684
AC,Mir124a-1hg,-0.3737873742582423
AC,Pcdh15,-0.37082581977303086
AC,Trpm3,-0.3666955054033075
AC,Atp2b1,-0.3654110402273647
AC,Apoe,-0.36190160167802965
AC,C130073E24Rik,-0.35097360297643937
AC,Phpt1,-0.34659385356236344
AC,Cntn6,-0.3460376196519058
AC_1,Bhlhe22,0.7479512882098446
AC_1,Chst9,0.6719420571342355
AC_1,Ptn,0.645433292628948
AC_1,Lingo2,0.5676192281214345
AC_1,Rbfox1,0.5575069721408628
AC_1,Slit2,0.5483358189626792
AC_1,Tenm3,0.4765060489651913
AC_1,Cacna2d1,0.46740178833467483
AC_1,Nupr1,0.4368152732933014
AC_1,Filip1l,0.4281326075597317
AC_1,Tenm2,0.40983944250173854
AC_1,Fgf14,0.39735930708997186
AC_1,Asic2,0.39651528447574036
AC_1,Ccdc88b,0.3875188887484754
AC_1,Rasal2,0.35652334375456873
AC_1,Csmd1,0.3547805427317087
AC_1,Tafa2,0.35477895197218673
AC_1,Gsdme,0.35234426216721126
AC_1,Inpp4b,0.34153713672174657
AC_1,Stmn1,0.33047200819545497
AC_1,Maf,-1.1918443884493413
AC_1,Pcdh7,-0.935675637475747
AC_1,AI593442,-0.8195175196376535
AC_1,Ralyl,-0.730345753916269
AC_1,Stxbp6,-0.6762398918354251
AC_1,Cntnap5a,-0.6724987039446395
AC_1,Mgat4c,-0.605220603636978
AC_1,Kcnip4,-0.5912969275391228
AC_1,Cbln2,-0.5680768439594621
AC_1,Pcp4,-0.5077790970854552
AC_1,Gabrg3,-0.47867175092714065
AC_1,Astn2,-0.44031742652197825
AC_1,Lmo4,-0.4373739416199462
AC_1,Tafa1,-0.43102178335556457
AC_1,Car2,-0.41729693814769536
AC_1,Sema6a,-0.3962620864933505
AC_1,Ntrk3,-0.3943509738658837
AC_1,Nrg1_ENSMUSG00000062991,-0.38592505902417745
AC_1,Dmd,-0.3817363056298363
AC_1,Trpm3,-0.36965628017871494
AC_10,Cntn6,0.8864021688137071
AC_10,Grik2,0.6069739672286757
AC_10,Cck,0.4934107810879424
AC_10,Nckap5,0.4786465220360831
AC_10,Crabp1,0.3779956758062839
AC_10,Kirrel3,0.3590959059691558
