Name,Marker,MajorMinor,Set,Original_Marker,Original_Name
AC56,Gnb3,Minor,Query,Gnb3,AC_56
AC56,Alk,Minor,Query,Alk,AC_56
AC56,Pantr1,Minor,Query,Pantr1,AC_56
AC56,Xist,Minor,Query,Xist,AC_56
AC56,Pcp2,Minor,Query,Pcp2,AC_56
AC57,Tafa2,Minor,Query,Tafa2,AC_57
AC57,Gabra2,Minor,Query,Gabra2,AC_57
AC57,Kirrel3,Minor,Query,Kirrel3,AC_57
AC57,Gabrg3,Minor,Query,Gabrg3,AC_57
AC57,Zmat4,Minor,Query,Zmat4,AC_57
AC57,Serpine2,Minor,Query,Serpine2,AC_57
AC57,Pcdh15,Minor,Query,Pcdh15,AC_57
AC57,Cbln2,Minor,Query,Cbln2,AC_57
AC57,Fxyd6,Minor,Query,Fxyd6,AC_57
AC57,Lingo2,Minor,Query,Lingo2,AC_57
AC57,Tmeff2,Minor,Query,Tmeff2,AC_57
AC57,Nr4a2,Minor,Query,Nr4a2,AC_57
AC57,Csmd1,Minor,Query,Csmd1,AC_57
AC57,Cpm,Minor,Query,Cpm,AC_57
AC57,Stmn2,Minor,Query,Stmn2,AC_57
AC57,Sgcz,Minor,Query,Sgcz,AC_57
AC57,Plcb1,Minor,Query,Plcb1,AC_57
AC57,Sorcs1,Minor,Query,Sorcs1,AC_57
AC58,Kcnq5,Minor,Query,Kcnq5,AC_58
AC58,Pcdh17,Minor,Query,Pcdh17,AC_58
AC58,Prkg1,Minor,Query,Prkg1,AC_58
AC58,Alcam,Minor,Query,Alcam,AC_58
AC58,Galntl6,Minor,Query,Galntl6,AC_58
AC58,Epha6,Minor,Query,Epha6,AC_58
AC58,Cdh8,Minor,Query,Cdh8,AC_58
AC58,Ncam2,Minor,Query,Ncam2,AC_58
AC58,Gpc6,Minor,Query,Gpc6,AC_58
AC58,Ralyl,Minor,Query,Ralyl,AC_58
AC58,Synpr,Minor,Query,Synpr,AC_58
AC58,Tafa1,Minor,Query,Tafa1,AC_58
AC58,Hcn1,Minor,Query,Hcn1,AC_58
AC58,Adarb2,Minor,Query,Adarb2,AC_58
AC58,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_58
AC58,Lrp1b,Minor,Query,Lrp1b,AC_58
AC58,Grm7,Minor,Query,Grm7,AC_58
AC58,Pcdh9,Minor,Query,Pcdh9,AC_58
AC59,Tafa1,Minor,Query,Tafa1,AC_59
AC59,Sox5,Minor,Query,Sox5,AC_59
AC59,Alcam,Minor,Query,Alcam,AC_59
AC59,Unc5d,Minor,Query,Unc5d,AC_59
AC59,Serpine2,Minor,Query,Serpine2,AC_59
AC59,Sorcs1,Minor,Query,Sorcs1,AC_59
AC59,Cngb3,Minor,Query,Cngb3,AC_59
AC59,Ptprt,Minor,Query,Ptprt,AC_59
AC59,C130073e24rik,Minor,Query,C130073E24Rik,AC_59
AC59,Fxyd6,Minor,Query,Fxyd6,AC_59
AC59,Penk,Minor,Query,Penk,AC_59
AC59,Mast4,Minor,Query,Mast4,AC_59
AC59,Cbln2,Minor,Query,Cbln2,AC_59
AC59,Igfbp2,Minor,Query,Igfbp2,AC_59
AC59,Mgat4c,Minor,Query,Mgat4c,AC_59
AC59,Ptprm,Minor,Query,Ptprm,AC_59
AC59,Erbb4,Minor,Query,Erbb4,AC_59
AC59,Plxdc2,Minor,Query,Plxdc2,AC_59
AC6,Olfm3,Minor,Query,Olfm3,AC_6
AC6,Stxbp6,Minor,Query,Stxbp6,AC_6
AC6,Slc24a2,Minor,Query,Slc24a2,AC_6
AC6,Cbln2,Minor,Query,Cbln2,AC_6
AC6,Astn2,Minor,Query,Astn2,AC_6
AC6,Ptpro,Minor,Query,Ptpro,AC_6
AC6,Gfra1,Minor,Query,Gfra1,AC_6
AC6,Cdh20,Minor,Query,Cdh20,AC_6
AC6,Id4,Minor,Query,Id4,AC_6
AC6,Robo1,Minor,Query,Robo1,AC_6
AC6,Lrrc4c,Minor,Query,Lrrc4c,AC_6
AC6,Prkca,Minor,Query,Prkca,AC_6
AC6,P3h2,Minor,Query,P3h2,AC_6
AC6,Arhgef26,Minor,Query,Arhgef26,AC_6
AC6,Pde3a,Minor,Query,Pde3a,AC_6
AC6,Aldoc,Minor,Query,Aldoc,AC_6
AC6,Igfbp2,Minor,Query,Igfbp2,AC_6
AC6,Gabra1,Minor,Query,Gabra1,AC_6
AC61,Dlgap2,Minor,Query,Dlgap2,AC_61
AC61,C1ql2,Minor,Query,C1ql2,AC_61
AC61,Nkain3,Minor,Query,Nkain3,AC_61
AC61,Tfap2b,Minor,Query,Tfap2b,AC_61
AC61,Filip1l,Minor,Query,Filip1l,AC_61
AC61,Lingo2,Minor,Query,Lingo2,AC_61
AC61,Lrrtm4,Minor,Query,Lrrtm4,AC_61
AC61,Zmat4,Minor,Query,Zmat4,AC_61
AC61,Grid2,Minor,Query,Grid2,AC_61
AC61,Cdh20,Minor,Query,Cdh20,AC_61
AC61,Gabrg3,Minor,Query,Gabrg3,AC_61
AC61,Spock1,Minor,Query,Spock1,AC_61
AC61,C1ql1,Minor,Query,C1ql1,AC_61
AC61,Csmd1,Minor,Query,Csmd1,AC_61
AC61,Cbln2,Minor,Query,Cbln2,AC_61
AC61,Erbb4,Minor,Query,Erbb4,AC_61
AC61,Epha3,Minor,Query,Epha3,AC_61
AC62,Cpm,Minor,Query,Cpm,AC_62
AC63,Tac2,Minor,Query,Tac2,AC_63
AC63,Sorcs1,Minor,Query,Sorcs1,AC_63
AC63,Dlgap1,Minor,Query,Dlgap1,AC_63
AC63,Galntl6,Minor,Query,Galntl6,AC_63
AC63,Nav3,Minor,Query,Nav3,AC_63
AC63,Scg2,Minor,Query,Scg2,AC_63
AC63,Mgat4c,Minor,Query,Mgat4c,AC_63
AC63,Tac1,Minor,Query,Tac1,AC_63
AC63,Frmpd4,Minor,Query,Frmpd4,AC_63
AC63,Vgf,Minor,Query,Vgf,AC_63
AC63,Kalrn,Minor,Query,Kalrn,AC_63
AC63,Lrp1b,Minor,Query,Lrp1b,AC_63
AC63,Dpp10,Minor,Query,Dpp10,AC_63
AC63,Resp18,Minor,Query,Resp18,AC_63
AC63,Tenm1,Minor,Query,Tenm1,AC_63
AC63,Nrg3,Minor,Query,Nrg3,AC_63
AC63,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_63
AC63,Fgf14,Minor,Query,Fgf14,AC_63
AC63,Robo1,Minor,Query,Robo1,AC_63
AC7,C1ql2,Minor,Query,C1ql2,AC_7
AC7,Reln,Minor,Query,Reln,AC_7
AC7,Cntn5,Minor,Query,Cntn5,AC_7
AC7,Ai593442,Minor,Query,AI593442,AC_7
AC7,Zmat4,Minor,Query,Zmat4,AC_7
AC7,Robo1,Minor,Query,Robo1,AC_7
AC7,Gas7,Minor,Query,Gas7,AC_7
AC7,Chst9,Minor,Query,Chst9,AC_7
AC7,Sema6a,Minor,Query,Sema6a,AC_7
AC7,Pcdh17,Minor,Query,Pcdh17,AC_7
AC7,Tac1,Minor,Query,Tac1,AC_7
AC7,Cxcl14,Minor,Query,Cxcl14,AC_7
AC7,Prkg1,Minor,Query,Prkg1,AC_7
AC7,Nkain2,Minor,Query,Nkain2,AC_7
AC7,Stxbp6,Minor,Query,Stxbp6,AC_7
AC8,Sema6a,Minor,Query,Sema6a,AC_8
AC8,Sdk1,Minor,Query,Sdk1,AC_8
AC8,Galnt17,Minor,Query,Galnt17,AC_8
AC8,C1ql2,Minor,Query,C1ql2,AC_8
AC8,Chrm3,Minor,Query,Chrm3,AC_8
AC8,C1ql1,Minor,Query,C1ql1,AC_8
AC8,Kcnab1,Minor,Query,Kcnab1,AC_8
AC8,Cpne5,Minor,Query,Cpne5,AC_8
AC8,Car2,Minor,Query,Car2,AC_8
AC8,Unc13c,Minor,Query,Unc13c,AC_8
AC8,Sox5,Minor,Query,Sox5,AC_8
AC8,Cdkn1c,Minor,Query,Cdkn1c,AC_8
AC8,Kirrel3,Minor,Query,Kirrel3,AC_8
AC8,Lrrc4c,Minor,Query,Lrrc4c,AC_8
AC8,Rnf220,Minor,Query,Rnf220,AC_8
AC8,Chgb,Minor,Query,Chgb,AC_8
AC8,Cntnap2,Minor,Query,Cntnap2,AC_8
AC8,Ralyl,Minor,Query,Ralyl,AC_8
AC8,Tfap2b,Minor,Query,Tfap2b,AC_8
AC9,Mgat4c,Minor,Query,Mgat4c,AC_9
AC9,Trhde,Minor,Query,Trhde,AC_9
AC9,Kirrel3,Minor,Query,Kirrel3,AC_9
AC9,Spock3,Minor,Query,Spock3,AC_9
AC9,Lamp5,Minor,Query,Lamp5,AC_9
AC9,Zfp804a,Minor,Query,Zfp804a,AC_9
AC9,Prkg1,Minor,Query,Prkg1,AC_9
AC9,Nfia,Minor,Query,Nfia,AC_9
AC9,Car2,Minor,Query,Car2,AC_9
AC9,Grid2,Minor,Query,Grid2,AC_9
AC9,Tfap2b,Minor,Query,Tfap2b,AC_9
AC9,Sorcs1,Minor,Query,Sorcs1,AC_9
AC9,Tafa1,Minor,Query,Tafa1,AC_9
AC9,Egfem1,Minor,Query,Egfem1,AC_9
AC9,Hpgd,Minor,Query,Hpgd,AC_9
AC9,A930001a20rik,Minor,Query,A930001A20Rik,AC_9
AC9,Slc6a1,Minor,Query,Slc6a1,AC_9
BC,Glul,Minor,Query,Glul,BC
BC,Csmd1,Minor,Query,Csmd1,BC
BC,Ncam2,Minor,Query,Ncam2,BC
BC,Trpm3,Minor,Query,Trpm3,BC
BC,Asic2,Minor,Query,Asic2,BC
BC,Tmsb4x,Minor,Query,Tmsb4x,BC
BC,Slc1a3,Minor,Query,Slc1a3,BC
BC,Cck,Minor,Query,Cck,BC
BC,St18,Minor,Query,St18,BC
BC,Tnnt1,Minor,Query,Tnnt1,BC
BC1A,Mylk,Minor,Query,Mylk,BC1A
BC1A,Pals2,Minor,Query,Pals2,BC1A
BC1A,Pde1a,Minor,Query,Pde1a,BC1A
BC1A,Gabrb1,Minor,Query,Gabrb1,BC1A
BC1A,Gabra1,Minor,Query,Gabra1,BC1A
BC1A,Galntl6,Minor,Query,Galntl6,BC1A
BC1A,Tenm3,Minor,Query,Tenm3,BC1A
BC1A,Tmeff2,Minor,Query,Tmeff2,BC1A
BC1A,Rpgrip1,Minor,Query,Rpgrip1,BC1A
BC1A,Ldb2,Minor,Query,Ldb2,BC1A
BC1A,Slit2,Minor,Query,Slit2,BC1A
BC1A,Pcdh17,Minor,Query,Pcdh17,BC1A
BC1A,Frmd3,Minor,Query,Frmd3,BC1A
BC1B,Nxph1,Minor,Query,Nxph1,BC1B
BC1B,Ncam2,Minor,Query,Ncam2,BC1B
BC1B,Ldb2,Minor,Query,Ldb2,BC1B
BC1B,Zfhx4,Minor,Query,Zfhx4,BC1B
BC1B,Fn1,Minor,Query,Fn1,BC1B
BC1B,Pcdh10,Minor,Query,Pcdh10,BC1B
BC1B,Cdh8,Minor,Query,Cdh8,BC1B
BC1B,Cabp5,Minor,Query,Cabp5,BC1B
BC1B,Car2,Minor,Query,Car2,BC1B
BC1B,Vsx2,Minor,Query,Vsx2,BC1B
BC1B,Gm20754,Minor,Query,Gm20754,BC1B
BC1B,Grm5,Minor,Query,Grm5,BC1B
BC2,Chrm2,Minor,Query,Chrm2,BC2
BC2,Pcp4l1,Minor,Query,Pcp4l1,BC2
BC2,Ebf1,Minor,Query,Ebf1,BC2
BC2,Scg2,Minor,Query,Scg2,BC2
BC2,Zfhx4,Minor,Query,Zfhx4,BC2
BC2,Bhlhe22,Minor,Query,Bhlhe22,BC2
BC2,Tnnt1,Minor,Query,Tnnt1,BC2
BC2,Pde1a,Minor,Query,Pde1a,BC2
BC2,Pcp4,Minor,Query,Pcp4,BC2
BC2,Slit2,Minor,Query,Slit2,BC2
BC2,Ntng1,Minor,Query,Ntng1,BC2
BC2,Nxph1,Minor,Query,Nxph1,BC2
BC2,Lamp5,Minor,Query,Lamp5,BC2
BC2,Neto1,Minor,Query,Neto1,BC2
BC2,Cdh8,Minor,Query,Cdh8,BC2
BC2,Rcvrn,Minor,Query,Rcvrn,BC2
BC2,Galntl6,Minor,Query,Galntl6,BC2
BC2,Tmeff2,Minor,Query,Tmeff2,BC2
BC3A,Ntng1,Minor,Query,Ntng1,BC3A
BC3A,Kcnh7,Minor,Query,Kcnh7,BC3A
BC3A,Zfhx4,Minor,Query,Zfhx4,BC3A
BC3A,Gm20754,Minor,Query,Gm20754,BC3A
BC3A,Epha3,Minor,Query,Epha3,BC3A
BC3A,Cabp5,Minor,Query,Cabp5,BC3A
BC3A,Scg2,Minor,Query,Scg2,BC3A
BC3A,Clstn2,Minor,Query,Clstn2,BC3A
BC3A,Scgn,Minor,Query,Scgn,BC3A
BC3A,Grik1,Minor,Query,Grik1,BC3A
BC3A,Pcp2,Minor,Query,Pcp2,BC3A
BC3A,Erbb4,Minor,Query,Erbb4,BC3A
BC3A,Atp2b1,Minor,Query,Atp2b1,BC3A
BC3A,Csmd3,Minor,Query,Csmd3,BC3A
BC3A,Cntnap5a,Minor,Query,Cntnap5a,BC3A
BC3A,Slit2,Minor,Query,Slit2,BC3A
BC3A,Cdh18,Minor,Query,Cdh18,BC3A
BC3A,Gsg1,Minor,Query,Gsg1,BC3A
BC3B,Kirrel3,Minor,Query,Kirrel3,BC3B
BC3B,Cngb3,Minor,Query,Cngb3,BC3B
BC3B,Sulf1,Minor,Query,Sulf1,BC3B
BC3B,Adamtsl1,Minor,Query,Adamtsl1,BC3B
BC3B,Grik1,Minor,Query,Grik1,BC3B
BC3B,Meis2,Minor,Query,Meis2,BC3B
BC3B,Gnat2,Minor,Query,Gnat2,BC3B
BC3B,Gngt2,Minor,Query,Gngt2,BC3B
BC3B,Tenm3,Minor,Query,Tenm3,BC3B
BC3B,Sgcz,Minor,Query,Sgcz,BC3B
BC3B,Cabp5,Minor,Query,Cabp5,BC3B
BC3B,Gsg1,Minor,Query,Gsg1,BC3B
BC3B,Nnat,Minor,Query,Nnat,BC3B
BC4,Grik1,Minor,Query,Grik1,BC4
BC4,Cacna2d1,Minor,Query,Cacna2d1,BC4
BC4,Nfib,Minor,Query,Nfib,BC4
BC4,Gsg1,Minor,Query,Gsg1,BC4
BC4,Ptprm,Minor,Query,Ptprm,BC4
BC4,Pcp4,Minor,Query,Pcp4,BC4
BC4,Rpgrip1,Minor,Query,Rpgrip1,BC4
BC4,Gabrr3,Minor,Query,Gabrr3,BC4
BC4,Cdh12,Minor,Query,Cdh12,BC4
BC4,Kctd16,Minor,Query,Kctd16,BC4
BC4,Camk4,Minor,Query,Camk4,BC4
BC4,Scgn,Minor,Query,Scgn,BC4
BC4,Kcnd3,Minor,Query,Kcnd3,BC4
BC5A,Cabp5,Minor,Query,Cabp5,BC5A
BC5A,Nfia,Minor,Query,Nfia,BC5A
BC5A,Slc24a2,Minor,Query,Slc24a2,BC5A
BC5A,Man1a,Minor,Query,Man1a,BC5A
BC5A,Grm6,Minor,Query,Grm6,BC5A
BC5A,Cntn5,Minor,Query,Cntn5,BC5A
BC5A,Ptprt,Minor,Query,Ptprt,BC5A
BC5A,Slc8a1,Minor,Query,Slc8a1,BC5A
BC5A,Gabrr2,Minor,Query,Gabrr2,BC5A
BC5A,Sox6,Minor,Query,Sox6,BC5A
BC5A,Hs3st4,Minor,Query,Hs3st4,BC5A
BC5A,Egr1,Minor,Query,Egr1,BC5A
BC5A,Il1rapl2,Minor,Query,Il1rapl2,BC5A
BC5B,Esrrg,Minor,Query,Esrrg,BC5B
BC5B,Cdh18,Minor,Query,Cdh18,BC5B
BC5B,Epb41l2,Minor,Query,Epb41l2,BC5B
BC5B,Adarb2,Minor,Query,Adarb2,BC5B
BC5B,Thrb,Minor,Query,Thrb,BC5B
BC5B,Gm20754,Minor,Query,Gm20754,BC5B
BC5B,Gngt1,Minor,Query,Gngt1,BC5B
BC5B,Epha3,Minor,Query,Epha3,BC5B
BC5B,Ndnf,Minor,Query,Ndnf,BC5B
BC5B,Chrm2,Minor,Query,Chrm2,BC5B
BC5B,Cngb3,Minor,Query,Cngb3,BC5B
BC5B,Prph2,Minor,Query,Prph2,BC5B
BC5B,Scg2,Minor,Query,Scg2,BC5B
BC5B,Cabp5,Minor,Query,Cabp5,BC5B
BC5B,Nnat,Minor,Query,Nnat,BC5B
BC5B,Brinp3,Minor,Query,Brinp3,BC5B
BC5B,Sphkap,Minor,Query,Sphkap,BC5B
BC5B,Nwd2,Minor,Query,Nwd2,BC5B
BC5B,Pcdh7,Minor,Query,Pcdh7,BC5B
BC5C,Kcnb2,Minor,Query,Kcnb2,BC5C
BC5C,Csmd1,Minor,Query,Csmd1,BC5C
BC5C,Nfib,Minor,Query,Nfib,BC5C
BC5C,Pcp2,Minor,Query,Pcp2,BC5C
BC5C,Vwc2l,Minor,Query,Vwc2l,BC5C
BC5C,Gabrr3,Minor,Query,Gabrr3,BC5C
BC5C,Pcp4,Minor,Query,Pcp4,BC5C
BC5C,Cntn5,Minor,Query,Cntn5,BC5C
BC5C,Cntn4,Minor,Query,Cntn4,BC5C
BC5C,Tmem200a,Minor,Query,Tmem200a,BC5C
BC5C,Anks1b,Minor,Query,Anks1b,BC5C
BC5C,Tenm2,Minor,Query,Tenm2,BC5C
BC5C,Gsg1,Minor,Query,Gsg1,BC5C
BC5C,Chrm3,Minor,Query,Chrm3,BC5C
BC5C,Inpp4b,Minor,Query,Inpp4b,BC5C
BC5D,Epha7,Minor,Query,Epha7,BC5D
BC5D,Kirrel3,Minor,Query,Kirrel3,BC5D
BC5D,Nrg3,Minor,Query,Nrg3,BC5D
BC5D,Gsg1,Minor,Query,Gsg1,BC5D
BC5D,Kcnd2,Minor,Query,Kcnd2,BC5D
BC5D,Pcdh7,Minor,Query,Pcdh7,BC5D
BC5D,Cxcl14,Minor,Query,Cxcl14,BC5D
BC5D,Dach1,Minor,Query,Dach1,BC5D
BC5D,Meis2,Minor,Query,Meis2,BC5D
BC5D,Nfia,Minor,Query,Nfia,BC5D
BC5D,Neurod4,Minor,Query,Neurod4,BC5D
BC5D,Fam135b,Minor,Query,Fam135b,BC5D
BC5D,Schip1,Minor,Query,Schip1,BC5D
BC5D,Lmo4,Minor,Query,Lmo4,BC5D
BC5D,Rgs7,Minor,Query,Rgs7,BC5D
BC5D,Atp2b1,Minor,Query,Atp2b1,BC5D
BC5D,Adarb2,Minor,Query,Adarb2,BC5D
BC6,Inpp4b,Minor,Query,Inpp4b,BC6
BC6,Grid2,Minor,Query,Grid2,BC6
BC6,Trpm1,Minor,Query,Trpm1,BC6
BC6,Gpc6,Minor,Query,Gpc6,BC6
BC6,Ryr3,Minor,Query,Ryr3,BC6
BC6,Ldb2,Minor,Query,Ldb2,BC6
BC6,Scg2,Minor,Query,Scg2,BC6
BC6,Scgn,Minor,Query,Scgn,BC6
BC6,Rbp1,Minor,Query,Rbp1,BC6
BC6,Isl1,Minor,Query,Isl1,BC6
BC6,Chst9,Minor,Query,Chst9,BC6
BC6,Gnb3,Minor,Query,Gnb3,BC6
BC6,Ptprm,Minor,Query,Ptprm,BC6
BC6,Cdh18,Minor,Query,Cdh18,BC6
BC6,Cck,Minor,Query,Cck,BC6
BC6,Grm6,Minor,Query,Grm6,BC6
BC6,Sulf1,Minor,Query,Sulf1,BC6
BC7,Sox5,Minor,Query,Sox5,BC7
BC7,Cdh9,Minor,Query,Cdh9,BC7
BC7,Il1rapl2,Minor,Query,Il1rapl2,BC7
BC7,Zeb2,Minor,Query,Zeb2,BC7
BC7,Kcnab1,Minor,Query,Kcnab1,BC7
BC7,Tmsb10,Minor,Query,Tmsb10,BC7
BC7,Hs3st4,Minor,Query,Hs3st4,BC7
BC7,Rgs3,Minor,Query,Rgs3,BC7
BC7,Adcy2,Minor,Query,Adcy2,BC7
BC7,Chrm3,Minor,Query,Chrm3,BC7
BC7,Fn1,Minor,Query,Fn1,BC7
BC7,Pcp2,Minor,Query,Pcp2,BC7
BC7,Ndnf,Minor,Query,Ndnf,BC7
BC7,Gabrr2,Minor,Query,Gabrr2,BC7
BC8,Pcdh7,Minor,Query,Pcdh7,BC8
BC8,Tenm2,Minor,Query,Tenm2,BC8
BC8,Spock3,Minor,Query,Spock3,BC8
BC8,Tenm3,Minor,Query,Tenm3,BC8
BC8,Dmd,Minor,Query,Dmd,BC8
BC8,Gabrb1,Minor,Query,Gabrb1,BC8
BC8,Lrp1b,Minor,Query,Lrp1b,BC8
BC8,Adarb2,Minor,Query,Adarb2,BC8
BC8,C130073e24rik,Minor,Query,C130073E24Rik,BC8
BC8,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,BC8
BC8,Csmd3,Minor,Query,Csmd3,BC8
BC8,Npas3,Minor,Query,Npas3,BC8
BC8,Egr1,Minor,Query,Egr1,BC8
BC8,Cntnap2,Minor,Query,Cntnap2,BC8
BC8,Plcb1,Minor,Query,Plcb1,BC8
BC9,Lrp1b,Minor,Query,Lrp1b,BC9
BC9,Fam135b,Minor,Query,Fam135b,BC9
BC9,Cdh12,Minor,Query,Cdh12,BC9
BC9,Spon1,Minor,Query,Spon1,BC9
BC9,Cpne9,Minor,Query,Cpne9,BC9
BC9,Adarb2,Minor,Query,Adarb2,BC9
BC9,Kcnab1,Minor,Query,Kcnab1,BC9
BC9,Chgb,Minor,Query,Chgb,BC9
BC9,Tshz2,Minor,Query,Tshz2,BC9
BC9,Pcdh11x,Minor,Query,Pcdh11x,BC9
BC9,Tafa1,Minor,Query,Tafa1,BC9
BC9,Tenm1,Minor,Query,Tenm1,BC9
BC9,Kirrel3,Minor,Query,Kirrel3,BC9
BC9,Gngt2,Minor,Query,Gngt2,BC9
BC9,Ntrk3,Minor,Query,Ntrk3,BC9
BC9,Rpgrip1,Minor,Query,Rpgrip1,BC9
MICROGLIA,Dnajb1,Minor,Query,Dnajb1,Microglia
MICROGLIA,Ctsd,Minor,Query,Ctsd,Microglia
MICROGLIA,Hspa1a,Minor,Query,Hspa1a,Microglia
MICROGLIA,Ftl1,Minor,Query,Ftl1,Microglia
MICROGLIA,Cd74,Minor,Query,Cd74,Microglia
CYCLING MICROGLIA,Sdk1,Minor,Query,Sdk1,Microglia(cycling)
CYCLING MICROGLIA,Coro1a,Minor,Query,Coro1a,Microglia(cycling)
CYCLING MICROGLIA,Cxcl10,Minor,Query,Cxcl10,Microglia(cycling)
CYCLING MICROGLIA,Cd52,Minor,Query,Cd52,Microglia(cycling)
CYCLING MICROGLIA,Stmn1,Minor,Query,Stmn1,Microglia(cycling)
CYCLING MICROGLIA,Hmgb2,Minor,Query,Hmgb2,Microglia(cycling)
CYCLING MICROGLIA,Cdkn1a,Minor,Query,Cdkn1a,Microglia(cycling)
RBC,Car8,Minor,Query,Car8,RBC
RBC,Pcp4,Minor,Query,Pcp4,RBC
RBC,Prkca,Minor,Query,Prkca,RBC
RBC,Tpbg,Minor,Query,Tpbg,RBC
RBC,Cntn4,Minor,Query,Cntn4,RBC
RBC,Pcp2,Minor,Query,Pcp2,RBC
RBC,Vstm2b,Minor,Query,Vstm2b,RBC
RBC,Trpm1,Minor,Query,Trpm1,RBC
RBC,Lrrtm4,Minor,Query,Lrrtm4,RBC
RBC,Kcnmb2,Minor,Query,Kcnmb2,RBC
RBC,Mt1,Minor,Query,Mt1,RBC
RBC,Cep112,Minor,Query,Cep112,RBC
RBC,Chgb,Minor,Query,Chgb,RBC
RGC,H2-K1,Minor,Query,H2-K1,RGC
RGC,Ctss,Minor,Query,Ctss,RGC
RGC,Atf3,Minor,Query,Atf3,RGC
RGC,Creb5,Minor,Query,Creb5,RGC
RGC,Tnnt1,Minor,Query,Tnnt1,RGC
RGC,Tfap2b,Minor,Query,Tfap2b,RGC
RGC,Cryab,Minor,Query,Cryab,RGC
RPE,Gsta4,Minor,Query,Gsta4,RPE
ROD,Tmem108,Minor,Query,Tmem108,Rod
ROD,Pex5l,Minor,Query,Pex5l,Rod
