Name,Marker,MajorMinor,Set,Original_Marker,Original_Name
AC30,Lrp1b,Minor,Query,Lrp1b,AC_30
AC30,Igfbp5,Minor,Query,Igfbp5,AC_30
AC30,Kcnd3,Minor,Query,Kcnd3,AC_30
AC30,Dgkb,Minor,Query,Dgkb,AC_30
AC30,Lrfn5,Minor,Query,Lrfn5,AC_30
AC30,Ptprt,Minor,Query,Ptprt,AC_30
AC30,Zmat4,Minor,Query,Zmat4,AC_30
AC30,Ppp1r17,Minor,Query,Ppp1r17,AC_30
AC30,Cntn5,Minor,Query,Cntn5,AC_30
AC30,Tshz2,Minor,Query,Tshz2,AC_30
AC30,Kcnmb2,Minor,Query,Kcnmb2,AC_30
AC31,Tshz2,Minor,Query,Tshz2,AC_31
AC31,Cacng3,Minor,Query,Cacng3,AC_31
AC31,Filip1l,Minor,Query,Filip1l,AC_31
AC31,Cdh20,Minor,Query,Cdh20,AC_31
AC31,Csmd1,Minor,Query,Csmd1,AC_31
AC31,Il1rapl2,Minor,Query,Il1rapl2,AC_31
AC31,Stxbp6,Minor,Query,Stxbp6,AC_31
AC31,Tpbg,Minor,Query,Tpbg,AC_31
AC31,Tafa2,Minor,Query,Tafa2,AC_31
AC31,Gpc6,Minor,Query,Gpc6,AC_31
AC31,Tac1,Minor,Query,Tac1,AC_31
AC31,Chrm3,Minor,Query,Chrm3,AC_31
AC31,Tenm1,Minor,Query,Tenm1,AC_31
AC31,Zmat4,Minor,Query,Zmat4,AC_31
AC31,Hs6st3,Minor,Query,Hs6st3,AC_31
AC31,Gad1,Minor,Query,Gad1,AC_31
AC31,Chgb,Minor,Query,Chgb,AC_31
AC31,Cxcl14,Minor,Query,Cxcl14,AC_31
AC31,Robo1,Minor,Query,Robo1,AC_31
AC32,Tac1,Minor,Query,Tac1,AC_32
AC32,Maf,Minor,Query,Maf,AC_32
AC32,Sorcs3,Minor,Query,Sorcs3,AC_32
AC32,Astn2,Minor,Query,Astn2,AC_32
AC32,Zeb2,Minor,Query,Zeb2,AC_32
AC32,Cntnap5a,Minor,Query,Cntnap5a,AC_32
AC32,Slc24a3,Minor,Query,Slc24a3,AC_32
AC32,Kcna6,Minor,Query,Kcna6,AC_32
AC32,Pcdh9,Minor,Query,Pcdh9,AC_32
AC32,Lingo2,Minor,Query,Lingo2,AC_32
AC32,Ncam2,Minor,Query,Ncam2,AC_32
AC32,Kcnip1,Minor,Query,Kcnip1,AC_32
AC32,Ai593442,Minor,Query,AI593442,AC_32
AC32,Adarb2,Minor,Query,Adarb2,AC_32
AC32,Pcdh7,Minor,Query,Pcdh7,AC_32
AC32,Tfap2b,Minor,Query,Tfap2b,AC_32
AC33,Spock1,Minor,Query,Spock1,AC_33
AC33,Lamp5,Minor,Query,Lamp5,AC_33
AC33,Gabrg3,Minor,Query,Gabrg3,AC_33
AC33,Rbfox1,Minor,Query,Rbfox1,AC_33
AC33,Frmpd4,Minor,Query,Frmpd4,AC_33
AC33,Pde1a,Minor,Query,Pde1a,AC_33
AC33,Kirrel3,Minor,Query,Kirrel3,AC_33
AC33,Kctd8,Minor,Query,Kctd8,AC_33
AC33,Tfap2b,Minor,Query,Tfap2b,AC_33
AC33,Asic2,Minor,Query,Asic2,AC_33
AC33,Csmd1,Minor,Query,Csmd1,AC_33
AC33,Tafa1,Minor,Query,Tafa1,AC_33
AC33,Sorcs3,Minor,Query,Sorcs3,AC_33
AC33,Grid2,Minor,Query,Grid2,AC_33
AC33,Alk,Minor,Query,Alk,AC_33
AC33,Spon1,Minor,Query,Spon1,AC_33
AC33,Efna5,Minor,Query,Efna5,AC_33
AC33,Mast4,Minor,Query,Mast4,AC_33
AC34,Grin2a,Minor,Query,Grin2a,AC_34
AC34,Sox5,Minor,Query,Sox5,AC_34
AC34,Ralyl,Minor,Query,Ralyl,AC_34
AC34,Cdkn1c,Minor,Query,Cdkn1c,AC_34
AC34,Kirrel3,Minor,Query,Kirrel3,AC_34
AC34,Cdh20,Minor,Query,Cdh20,AC_34
AC34,C1ql2,Minor,Query,C1ql2,AC_34
AC34,Stxbp6,Minor,Query,Stxbp6,AC_34
AC34,Nav3,Minor,Query,Nav3,AC_34
AC34,Cbln2,Minor,Query,Cbln2,AC_34
AC34,Pcdh15,Minor,Query,Pcdh15,AC_34
AC34,Rbfox1,Minor,Query,Rbfox1,AC_34
AC34,Cntn4,Minor,Query,Cntn4,AC_34
AC34,Pcdh7,Minor,Query,Pcdh7,AC_34
AC34,Pcp4,Minor,Query,Pcp4,AC_34
AC34,Phactr1,Minor,Query,Phactr1,AC_34
AC34,C1ql1,Minor,Query,C1ql1,AC_34
AC34,Csmd1,Minor,Query,Csmd1,AC_34
AC34,Serpine2,Minor,Query,Serpine2,AC_34
AC35,Grm7,Minor,Query,Grm7,AC_35
AC35,Cdh6,Minor,Query,Cdh6,AC_35
AC35,Ralyl,Minor,Query,Ralyl,AC_35
AC35,Kctd8,Minor,Query,Kctd8,AC_35
AC35,Hpgd,Minor,Query,Hpgd,AC_35
AC35,Kirrel3,Minor,Query,Kirrel3,AC_35
AC35,Brinp3,Minor,Query,Brinp3,AC_35
AC35,Opcml,Minor,Query,Opcml,AC_35
AC35,Penk,Minor,Query,Penk,AC_35
AC35,Nell1,Minor,Query,Nell1,AC_35
AC35,Sgcz,Minor,Query,Sgcz,AC_35
AC35,Car3,Minor,Query,Car3,AC_35
AC35,Ppp1r17,Minor,Query,Ppp1r17,AC_35
AC35,Glra3,Minor,Query,Glra3,AC_35
AC35,Trhde,Minor,Query,Trhde,AC_35
AC35,Pcdh17,Minor,Query,Pcdh17,AC_35
AC35,Adamtsl1,Minor,Query,Adamtsl1,AC_35
AC35,A930001a20rik,Minor,Query,A930001A20Rik,AC_35
AC36,Galntl6,Minor,Query,Galntl6,AC_36
AC36,Dmd,Minor,Query,Dmd,AC_36
AC36,Tac1,Minor,Query,Tac1,AC_36
AC36,Lrrtm4,Minor,Query,Lrrtm4,AC_36
AC36,Tafa1,Minor,Query,Tafa1,AC_36
AC36,Col25a1,Minor,Query,Col25a1,AC_36
AC36,Brinp3,Minor,Query,Brinp3,AC_36
AC36,Erbb4,Minor,Query,Erbb4,AC_36
AC36,Igfbp7,Minor,Query,Igfbp7,AC_36
AC36,Nkain3,Minor,Query,Nkain3,AC_36
AC36,Atrnl1,Minor,Query,Atrnl1,AC_36
AC36,Pcdh7,Minor,Query,Pcdh7,AC_36
AC36,Spock3,Minor,Query,Spock3,AC_36
AC36,Mgat4c,Minor,Query,Mgat4c,AC_36
AC37,Reln,Minor,Query,Reln,AC_37
AC37,Dab1,Minor,Query,Dab1,AC_37
AC37,Mgat4c,Minor,Query,Mgat4c,AC_37
AC37,Gria3,Minor,Query,Gria3,AC_37
AC37,Lmo4,Minor,Query,Lmo4,AC_37
AC37,Gabrb1,Minor,Query,Gabrb1,AC_37
AC37,Sema6a,Minor,Query,Sema6a,AC_37
AC37,Robo1,Minor,Query,Robo1,AC_37
AC37,Kirrel3,Minor,Query,Kirrel3,AC_37
AC37,Chrm3,Minor,Query,Chrm3,AC_37
AC37,Adcy8,Minor,Query,Adcy8,AC_37
AC37,Plcb1,Minor,Query,Plcb1,AC_37
AC37,Hs6st3,Minor,Query,Hs6st3,AC_37
AC37,Mast4,Minor,Query,Mast4,AC_37
AC37,Tshz2,Minor,Query,Tshz2,AC_37
AC37,Kcnip1,Minor,Query,Kcnip1,AC_37
AC37,Efna5,Minor,Query,Efna5,AC_37
AC37,Nr4a2,Minor,Query,Nr4a2,AC_37
AC37,Nnat,Minor,Query,Nnat,AC_37
AC38,Mgat4c,Minor,Query,Mgat4c,AC_38
AC38,Ncam2,Minor,Query,Ncam2,AC_38
AC38,Plcb1,Minor,Query,Plcb1,AC_38
AC38,Kcnd2,Minor,Query,Kcnd2,AC_38
AC38,Erbb4,Minor,Query,Erbb4,AC_38
AC38,Pcdh7,Minor,Query,Pcdh7,AC_38
AC38,Kcnip1,Minor,Query,Kcnip1,AC_38
AC38,Id4,Minor,Query,Id4,AC_38
AC38,Meis2,Minor,Query,Meis2,AC_38
AC38,Ptprt,Minor,Query,Ptprt,AC_38
AC38,Pcdh17,Minor,Query,Pcdh17,AC_38
AC38,Sorcs1,Minor,Query,Sorcs1,AC_38
AC38,Pcp4,Minor,Query,Pcp4,AC_38
AC38,Frmd5,Minor,Query,Frmd5,AC_38
AC38,Chrm2,Minor,Query,Chrm2,AC_38
AC38,Car8,Minor,Query,Car8,AC_38
AC38,Rgs5,Minor,Query,Rgs5,AC_38
AC38,Gfra1,Minor,Query,Gfra1,AC_38
AC38,Lrrtm3,Minor,Query,Lrrtm3,AC_38
AC39,Epha3,Minor,Query,Epha3,AC_39
AC39,Zfp804a,Minor,Query,Zfp804a,AC_39
AC39,Pcdh7,Minor,Query,Pcdh7,AC_39
AC39,Stmn2,Minor,Query,Stmn2,AC_39
AC39,Stxbp6,Minor,Query,Stxbp6,AC_39
AC39,Shisa8,Minor,Query,Shisa8,AC_39
AC39,Sdk1,Minor,Query,Sdk1,AC_39
AC39,C1ql1,Minor,Query,C1ql1,AC_39
AC39,Slc32a1,Minor,Query,Slc32a1,AC_39
AC39,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_39
AC39,Lrrtm4,Minor,Query,Lrrtm4,AC_39
AC39,Coch,Minor,Query,Coch,AC_39
AC39,Nkain3,Minor,Query,Nkain3,AC_39
AC39,Esrrg,Minor,Query,Esrrg,AC_39
AC39,Pcdh9,Minor,Query,Pcdh9,AC_39
AC39,Galntl6,Minor,Query,Galntl6,AC_39
AC39,Spock1,Minor,Query,Spock1,AC_39
AC39,Cdh20,Minor,Query,Cdh20,AC_39
AC4,Kirrel3,Minor,Query,Kirrel3,AC_4
AC4,Gabrg3,Minor,Query,Gabrg3,AC_4
AC4,Kcnb2,Minor,Query,Kcnb2,AC_4
AC4,Ebf3,Minor,Query,Ebf3,AC_4
AC4,Slc6a9,Minor,Query,Slc6a9,AC_4
AC4,Kcnh7,Minor,Query,Kcnh7,AC_4
AC4,Ptprt,Minor,Query,Ptprt,AC_4
AC4,Lamp5,Minor,Query,Lamp5,AC_4
AC4,Hs6st3,Minor,Query,Hs6st3,AC_4
AC4,Filip1l,Minor,Query,Filip1l,AC_4
AC40,Sorcs1,Minor,Query,Sorcs1,AC_40
AC40,Galntl6,Minor,Query,Galntl6,AC_40
AC40,Kirrel3,Minor,Query,Kirrel3,AC_40
AC40,Efna5,Minor,Query,Efna5,AC_40
AC40,Ptprk,Minor,Query,Ptprk,AC_40
AC40,Tac1,Minor,Query,Tac1,AC_40
AC40,Cngb3,Minor,Query,Cngb3,AC_40
AC40,Hs6st3,Minor,Query,Hs6st3,AC_40
AC40,Tenm1,Minor,Query,Tenm1,AC_40
AC40,Kctd8,Minor,Query,Kctd8,AC_40
AC40,Grm1,Minor,Query,Grm1,AC_40
AC40,Grm5,Minor,Query,Grm5,AC_40
AC40,Csmd1,Minor,Query,Csmd1,AC_40
AC40,Lrrc4c,Minor,Query,Lrrc4c,AC_40
AC40,Ncam2,Minor,Query,Ncam2,AC_40
AC40,Nfia,Minor,Query,Nfia,AC_40
AC40,Cbln2,Minor,Query,Cbln2,AC_40
AC40,Tmem132d,Minor,Query,Tmem132d,AC_40
AC41,Car8,Minor,Query,Car8,AC_41
AC41,Pcdh17,Minor,Query,Pcdh17,AC_41
AC41,Adarb2,Minor,Query,Adarb2,AC_41
AC41,C1ql2,Minor,Query,C1ql2,AC_41
AC41,Cdh6,Minor,Query,Cdh6,AC_41
AC41,Grm7,Minor,Query,Grm7,AC_41
AC41,Kcnd2,Minor,Query,Kcnd2,AC_41
AC41,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_41
AC41,Tfap2b,Minor,Query,Tfap2b,AC_41
AC41,Lingo2,Minor,Query,Lingo2,AC_41
AC41,Grid2,Minor,Query,Grid2,AC_41
AC41,Meis2,Minor,Query,Meis2,AC_41
AC41,Tafa2,Minor,Query,Tafa2,AC_41
AC41,Mgat4c,Minor,Query,Mgat4c,AC_41
AC41,Sgcd,Minor,Query,Sgcd,AC_41
AC41,Ntng1,Minor,Query,Ntng1,AC_41
AC42,Rgs2,Minor,Query,Rgs2,AC_42
AC42,Gad1,Minor,Query,Gad1,AC_42
AC42,Etv1,Minor,Query,Etv1,AC_42
AC42,Lingo2,Minor,Query,Lingo2,AC_42
AC42,Nr4a2,Minor,Query,Nr4a2,AC_42
AC42,Gabra2,Minor,Query,Gabra2,AC_42
AC42,Spock1,Minor,Query,Spock1,AC_42
AC42,Gabrg3,Minor,Query,Gabrg3,AC_42
AC42,Cntn5,Minor,Query,Cntn5,AC_42
AC42,Sox5,Minor,Query,Sox5,AC_42
AC42,Rgs6,Minor,Query,Rgs6,AC_42
AC42,Ptprm,Minor,Query,Ptprm,AC_42
AC42,Rbms3,Minor,Query,Rbms3,AC_42
AC42,Cpm,Minor,Query,Cpm,AC_42
AC42,Rnf220,Minor,Query,Rnf220,AC_42
AC42,Tmem132d,Minor,Query,Tmem132d,AC_42
AC42,Pcdh7,Minor,Query,Pcdh7,AC_42
AC42,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_42
AC42,Nnat,Minor,Query,Nnat,AC_42
AC42,Tafa1,Minor,Query,Tafa1,AC_42
AC43,Sema6a,Minor,Query,Sema6a,AC_43
AC43,Ralyl,Minor,Query,Ralyl,AC_43
AC43,Gabrb1,Minor,Query,Gabrb1,AC_43
AC43,Chgb,Minor,Query,Chgb,AC_43
AC43,Ptprk,Minor,Query,Ptprk,AC_43
AC43,Rnf220,Minor,Query,Rnf220,AC_43
AC43,Robo1,Minor,Query,Robo1,AC_43
AC43,Dpp10,Minor,Query,Dpp10,AC_43
AC43,Dach1,Minor,Query,Dach1,AC_43
AC43,Unc5c,Minor,Query,Unc5c,AC_43
AC43,Prkg1,Minor,Query,Prkg1,AC_43
AC43,Sgcd,Minor,Query,Sgcd,AC_43
AC43,Cntnap2,Minor,Query,Cntnap2,AC_43
AC43,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_43
AC43,Cbln4,Minor,Query,Cbln4,AC_43
AC43,C1ql1,Minor,Query,C1ql1,AC_43
AC43,Nr4a2,Minor,Query,Nr4a2,AC_43
AC43,Man1a,Minor,Query,Man1a,AC_43
AC43,Lrrtm4,Minor,Query,Lrrtm4,AC_43
AC44,Lrrc4c,Minor,Query,Lrrc4c,AC_44
AC44,Kirrel3,Minor,Query,Kirrel3,AC_44
AC44,Cntnap5b,Minor,Query,Cntnap5b,AC_44
AC44,Tac2,Minor,Query,Tac2,AC_44
AC44,Tac1,Minor,Query,Tac1,AC_44
AC44,Schip1,Minor,Query,Schip1,AC_44
AC44,Fstl5,Minor,Query,Fstl5,AC_44
AC44,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_44
AC44,Grid2,Minor,Query,Grid2,AC_44
AC44,Cxcl14,Minor,Query,Cxcl14,AC_44
AC44,Fxyd6,Minor,Query,Fxyd6,AC_44
AC44,Robo1,Minor,Query,Robo1,AC_44
AC44,Sorcs1,Minor,Query,Sorcs1,AC_44
AC44,Ptprt,Minor,Query,Ptprt,AC_44
AC44,Pcdh11x,Minor,Query,Pcdh11x,AC_44
AC44,Dpp10,Minor,Query,Dpp10,AC_44
AC44,Mgat4c,Minor,Query,Mgat4c,AC_44
AC45,Spock1,Minor,Query,Spock1,AC_45
AC45,Hs6st3,Minor,Query,Hs6st3,AC_45
AC45,Fat3,Minor,Query,Fat3,AC_45
AC45,Nell1,Minor,Query,Nell1,AC_45
AC45,Mgat4c,Minor,Query,Mgat4c,AC_45
AC45,Vsnl1,Minor,Query,Vsnl1,AC_45
AC45,Dpp10,Minor,Query,Dpp10,AC_45
AC45,Nr4a2,Minor,Query,Nr4a2,AC_45
AC45,Kirrel3,Minor,Query,Kirrel3,AC_45
AC45,Pcdh15,Minor,Query,Pcdh15,AC_45
AC45,Nlgn1,Minor,Query,Nlgn1,AC_45
AC45,Nnat,Minor,Query,Nnat,AC_45
AC45,Kcnip1,Minor,Query,Kcnip1,AC_45
AC45,Csmd1,Minor,Query,Csmd1,AC_45
AC45,Erbb4,Minor,Query,Erbb4,AC_45
AC45,Ralyl,Minor,Query,Ralyl,AC_45
AC45,Stmn2,Minor,Query,Stmn2,AC_45
AC45,Dmd,Minor,Query,Dmd,AC_45
AC45,Nav3,Minor,Query,Nav3,AC_45
AC46,Zfp804a,Minor,Query,Zfp804a,AC_46
AC46,Pcdh9,Minor,Query,Pcdh9,AC_46
AC46,Mgat4c,Minor,Query,Mgat4c,AC_46
AC46,Cntn5,Minor,Query,Cntn5,AC_46
AC46,Tfap2b,Minor,Query,Tfap2b,AC_46
AC46,Kcnh7,Minor,Query,Kcnh7,AC_46
AC46,Unc5c,Minor,Query,Unc5c,AC_46
AC46,Rbfox1,Minor,Query,Rbfox1,AC_46
AC46,Luzp2,Minor,Query,Luzp2,AC_46
AC46,Pcdh17,Minor,Query,Pcdh17,AC_46
AC46,C1ql1,Minor,Query,C1ql1,AC_46
AC46,Sdk1,Minor,Query,Sdk1,AC_46
AC46,Nefm,Minor,Query,Nefm,AC_46
AC46,Spock1,Minor,Query,Spock1,AC_46
AC46,Filip1l,Minor,Query,Filip1l,AC_46
AC46,C1ql2,Minor,Query,C1ql2,AC_46
AC47,Slit2,Minor,Query,Slit2,AC_47
AC47,Tac2,Minor,Query,Tac2,AC_47
AC47,Meis2,Minor,Query,Meis2,AC_47
AC47,Lrrtm4,Minor,Query,Lrrtm4,AC_47
AC47,Lrrc4c,Minor,Query,Lrrc4c,AC_47
AC47,Pcp4,Minor,Query,Pcp4,AC_47
AC47,Tfap2b,Minor,Query,Tfap2b,AC_47
AC47,Cngb3,Minor,Query,Cngb3,AC_47
AC47,Sorcs1,Minor,Query,Sorcs1,AC_47
AC47,Grm7,Minor,Query,Grm7,AC_47
AC47,Cbln2,Minor,Query,Cbln2,AC_47
AC47,Zmat4,Minor,Query,Zmat4,AC_47
AC47,Lingo2,Minor,Query,Lingo2,AC_47
AC47,Csmd3,Minor,Query,Csmd3,AC_47
AC47,Vip,Minor,Query,Vip,AC_47
AC48,Tac2,Minor,Query,Tac2,AC_48
AC48,Cplx2,Minor,Query,Cplx2,AC_48
AC48,Fgf14,Minor,Query,Fgf14,AC_48
AC48,Stmn2,Minor,Query,Stmn2,AC_48
AC48,C1ql2,Minor,Query,C1ql2,AC_48
AC48,Sdk1,Minor,Query,Sdk1,AC_48
AC48,C1ql1,Minor,Query,C1ql1,AC_48
AC48,Sorcs1,Minor,Query,Sorcs1,AC_48
AC48,Lrrc4c,Minor,Query,Lrrc4c,AC_48
AC48,Etl4,Minor,Query,Etl4,AC_48
AC48,Nav3,Minor,Query,Nav3,AC_48
AC48,Kcnq5,Minor,Query,Kcnq5,AC_48
AC48,Grid2,Minor,Query,Grid2,AC_48
AC48,Cpne5,Minor,Query,Cpne5,AC_48
AC48,Cxcl14,Minor,Query,Cxcl14,AC_48
AC48,Grm8,Minor,Query,Grm8,AC_48
AC48,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_48
AC48,Lrp1b,Minor,Query,Lrp1b,AC_48
AC49,Vgf,Minor,Query,Vgf,AC_49
AC49,Slc6a1,Minor,Query,Slc6a1,AC_49
AC49,Slc8a1,Minor,Query,Slc8a1,AC_49
AC49,Dscam,Minor,Query,Dscam,AC_49
AC49,Mgat4c,Minor,Query,Mgat4c,AC_49
AC49,Phlda1,Minor,Query,Phlda1,AC_49
AC49,Tfap2b,Minor,Query,Tfap2b,AC_49
AC49,Nav2,Minor,Query,Nav2,AC_49
AC49,Ptprk,Minor,Query,Ptprk,AC_49
AC49,Kcnc2,Minor,Query,Kcnc2,AC_49
AC49,Tkt,Minor,Query,Tkt,AC_49
AC49,Dlgap2,Minor,Query,Dlgap2,AC_49
AC49,Cdh20,Minor,Query,Cdh20,AC_49
AC49,Frmd5,Minor,Query,Frmd5,AC_49
AC49,Lingo2,Minor,Query,Lingo2,AC_49
AC49,Pcdh17,Minor,Query,Pcdh17,AC_49
AC49,Esrrg,Minor,Query,Esrrg,AC_49
AC49,Gad1,Minor,Query,Gad1,AC_49
AC49,Shisa8,Minor,Query,Shisa8,AC_49
AC5,Ptprm,Minor,Query,Ptprm,AC_5
AC5,Galnt18,Minor,Query,Galnt18,AC_5
AC5,Pcdh9,Minor,Query,Pcdh9,AC_5
AC5,Pantr1,Minor,Query,Pantr1,AC_5
AC5,Chrm3,Minor,Query,Chrm3,AC_5
AC5,Kcnip1,Minor,Query,Kcnip1,AC_5
AC5,Pcp4,Minor,Query,Pcp4,AC_5
AC5,C1ql2,Minor,Query,C1ql2,AC_5
AC5,Gad1,Minor,Query,Gad1,AC_5
AC5,Tfap2b,Minor,Query,Tfap2b,AC_5
AC5,Tenm3,Minor,Query,Tenm3,AC_5
AC5,Kcnd3,Minor,Query,Kcnd3,AC_5
AC5,Khdrbs2,Minor,Query,Khdrbs2,AC_5
AC5,Hpgd,Minor,Query,Hpgd,AC_5
AC5,Dkk3,Minor,Query,Dkk3,AC_5
AC5,Glra3,Minor,Query,Glra3,AC_5
AC5,Nckap5,Minor,Query,Nckap5,AC_5
AC5,Tafa1,Minor,Query,Tafa1,AC_5
AC5,Lingo2,Minor,Query,Lingo2,AC_5
AC50,Ldb2,Minor,Query,Ldb2,AC_50
AC50,Nav2,Minor,Query,Nav2,AC_50
AC50,Fxyd6,Minor,Query,Fxyd6,AC_50
AC50,Cntn5,Minor,Query,Cntn5,AC_50
AC50,Erbb4,Minor,Query,Erbb4,AC_50
AC50,Lrrc4c,Minor,Query,Lrrc4c,AC_50
AC50,Ptprk,Minor,Query,Ptprk,AC_50
AC50,Unc5c,Minor,Query,Unc5c,AC_50
AC50,Lingo2,Minor,Query,Lingo2,AC_50
AC50,Galntl6,Minor,Query,Galntl6,AC_50
AC50,C1ql3,Minor,Query,C1ql3,AC_50
AC50,C1ql1,Minor,Query,C1ql1,AC_50
AC50,C1ql2,Minor,Query,C1ql2,AC_50
AC50,Adarb2,Minor,Query,Adarb2,AC_50
AC50,Brinp3,Minor,Query,Brinp3,AC_50
AC50,Cntnap5a,Minor,Query,Cntnap5a,AC_50
AC50,Plcb1,Minor,Query,Plcb1,AC_50
AC50,Dgkb,Minor,Query,Dgkb,AC_50
AC51,Nr4a2,Minor,Query,Nr4a2,AC_51
AC51,Vgf,Minor,Query,Vgf,AC_51
AC51,Epha3,Minor,Query,Epha3,AC_51
AC51,Gabra2,Minor,Query,Gabra2,AC_51
AC51,Mast4,Minor,Query,Mast4,AC_51
AC51,Epha6,Minor,Query,Epha6,AC_51
AC51,Kalrn,Minor,Query,Kalrn,AC_51
AC51,Dpp10,Minor,Query,Dpp10,AC_51
AC51,Cntn5,Minor,Query,Cntn5,AC_51
AC51,Rnf220,Minor,Query,Rnf220,AC_51
AC51,Adamtsl1,Minor,Query,Adamtsl1,AC_51
AC51,Hcn1,Minor,Query,Hcn1,AC_51
AC51,Sema6a,Minor,Query,Sema6a,AC_51
AC51,Lrp1b,Minor,Query,Lrp1b,AC_51
AC51,Pcdh17,Minor,Query,Pcdh17,AC_51
AC51,Vsnl1,Minor,Query,Vsnl1,AC_51
AC51,Man1a,Minor,Query,Man1a,AC_51
AC51,Ralyl,Minor,Query,Ralyl,AC_51
AC51,Nnat,Minor,Query,Nnat,AC_51
AC52,Efna5,Minor,Query,Efna5,AC_52
AC52,Chst9,Minor,Query,Chst9,AC_52
AC52,Galntl6,Minor,Query,Galntl6,AC_52
AC52,Marchf1,Minor,Query,Marchf1,AC_52
AC52,Fxyd6,Minor,Query,Fxyd6,AC_52
AC52,Lrfn5,Minor,Query,Lrfn5,AC_52
AC52,Stmn2,Minor,Query,Stmn2,AC_52
AC52,C1ql3,Minor,Query,C1ql3,AC_52
AC52,Rbms3,Minor,Query,Rbms3,AC_52
AC52,Cngb3,Minor,Query,Cngb3,AC_52
AC52,Rbfox1,Minor,Query,Rbfox1,AC_52
AC52,Opcml,Minor,Query,Opcml,AC_52
AC52,Stxbp6,Minor,Query,Stxbp6,AC_52
AC52,Vsnl1,Minor,Query,Vsnl1,AC_52
AC52,Cdh20,Minor,Query,Cdh20,AC_52
AC52,Cntnap5b,Minor,Query,Cntnap5b,AC_52
AC52,Cacna2d1,Minor,Query,Cacna2d1,AC_52
AC53,Tfap2b,Minor,Query,Tfap2b,AC_53
AC53,Cbln2,Minor,Query,Cbln2,AC_53
AC53,Ptpro,Minor,Query,Ptpro,AC_53
AC53,A930001a20rik,Minor,Query,A930001A20Rik,AC_53
AC53,Olfm3,Minor,Query,Olfm3,AC_53
AC53,Igfbp2,Minor,Query,Igfbp2,AC_53
AC53,Gfra1,Minor,Query,Gfra1,AC_53
AC54,Fxyd6,Minor,Query,Fxyd6,AC_54
AC54,Ywhah,Minor,Query,Ywhah,AC_54
AC54,Stmn2,Minor,Query,Stmn2,AC_54
AC54,Cntn5,Minor,Query,Cntn5,AC_54
AC54,Dpp10,Minor,Query,Dpp10,AC_54
AC54,Mgat4c,Minor,Query,Mgat4c,AC_54
AC54,Tfap2b,Minor,Query,Tfap2b,AC_54
AC54,Dlgap2,Minor,Query,Dlgap2,AC_54
AC54,Nav2,Minor,Query,Nav2,AC_54
AC54,Slc32a1,Minor,Query,Slc32a1,AC_54
AC54,Cdh6,Minor,Query,Cdh6,AC_54
AC54,Tac2,Minor,Query,Tac2,AC_54
AC54,Meis2,Minor,Query,Meis2,AC_54
AC54,Kalrn,Minor,Query,Kalrn,AC_54
AC54,Cpne5,Minor,Query,Cpne5,AC_54
AC54,Ptprt,Minor,Query,Ptprt,AC_54
AC54,Sorcs1,Minor,Query,Sorcs1,AC_54
AC54,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_54
AC54,Schip1,Minor,Query,Schip1,AC_54
AC55,Csmd3,Minor,Query,Csmd3,AC_55
AC55,Lrrtm4,Minor,Query,Lrrtm4,AC_55
AC55,Lingo2,Minor,Query,Lingo2,AC_55
AC55,Lrrc4c,Minor,Query,Lrrc4c,AC_55
AC55,Cbln2,Minor,Query,Cbln2,AC_55
AC55,Sorcs3,Minor,Query,Sorcs3,AC_55
AC55,Galnt18,Minor,Query,Galnt18,AC_55
AC55,Rnf220,Minor,Query,Rnf220,AC_55
AC55,Glul,Minor,Query,Glul,AC_55
AC55,Pcdh7,Minor,Query,Pcdh7,AC_55
AC55,Gabra2,Minor,Query,Gabra2,AC_55
AC55,Mafb,Minor,Query,Mafb,AC_55
AC55,Nnat,Minor,Query,Nnat,AC_55
AC55,Cngb3,Minor,Query,Cngb3,AC_55
AC55,Csmd1,Minor,Query,Csmd1,AC_55
AC55,Slc24a3,Minor,Query,Slc24a3,AC_55
AC55,Nr4a2,Minor,Query,Nr4a2,AC_55
AC55,Spp1,Minor,Query,Spp1,AC_55
AC55,Mast4,Minor,Query,Mast4,AC_55
AC56,Junb,Minor,Query,Junb,AC_56
AC56,Grm1,Minor,Query,Grm1,AC_56
AC56,Pde3a,Minor,Query,Pde3a,AC_56
AC56,Tfap2b,Minor,Query,Tfap2b,AC_56
AC56,Cntn5,Minor,Query,Cntn5,AC_56
AC56,Fos,Minor,Query,Fos,AC_56
AC56,Kcnd2,Minor,Query,Kcnd2,AC_56
AC56,Ptprm,Minor,Query,Ptprm,AC_56
AC56,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,AC_56
AC56,Mgat4c,Minor,Query,Mgat4c,AC_56
AC56,Grid2,Minor,Query,Grid2,AC_56
AC56,Plxna4,Minor,Query,Plxna4,AC_56
