Name	Marker	Curated	Queried
AC57	Sorcs1		Queried
AC59	Sorcs1		Queried
AC63	Sorcs1		Queried
AC9	Sorcs1		Queried
AC23	Sorcs3		Queried
AC24	Sorcs3		Queried
AC27	Sorcs3		Queried
AC32	Sorcs3		Queried
AC33	Sorcs3		Queried
AC55	Sorcs3		Queried
AC17	Sox2ot		Queried
AC10	Sox5		Queried
AC34	Sox5		Queried
AC42	Sox5		Queried
AC59	Sox5		Queried
AC8	Sox5		Queried
AC	Spock1		Queried
AC15	Spock1		Queried
AC33	Spock1		Queried
AC39	Spock1		Queried
AC42	Spock1		Queried
AC45	Spock1		Queried
AC46	Spock1		Queried
AC61	Spock1		Queried
AC17	Spock3		Queried
AC36	Spock3		Queried
AC9	Spock3		Queried
AC33	Spon1		Queried
AC55	Spp1		Queried
AC1	Stmn1		Queried
AC21	Stmn2		Queried
AC39	Stmn2		Queried
AC45	Stmn2		Queried
AC48	Stmn2		Queried
AC52	Stmn2		Queried
AC54	Stmn2		Queried
AC57	Stmn2		Queried
AC2	Stxbp6		Queried
AC25	Stxbp6		Queried
AC31	Stxbp6	Curated	Queried
AC34	Stxbp6		Queried
AC39	Stxbp6		Queried
AC52	Stxbp6		Queried
AC6	Stxbp6		Queried
AC7	Stxbp6		Queried
AC	Synpr		Queried
AC27	Synpr		Queried
AC58	Synpr		Queried
AC21	Tac1		Queried
AC31	Tac1		Queried
AC32	Tac1		Queried
AC36	Tac1		Queried
AC40	Tac1		Queried
AC44	Tac1		Queried
AC63	Tac1		Queried
AC7	Tac1		Queried
AC	Tac2		Queried
AC44	Tac2		Queried
AC47	Tac2		Queried
AC48	Tac2		Queried
AC54	Tac2		Queried
AC63	Tac2		Queried
AC2	Tafa1		Queried
AC20	Tafa1		Queried
AC33	Tafa1		Queried
AC36	Tafa1		Queried
AC42	Tafa1		Queried
AC5	Tafa1		Queried
AC58	Tafa1		Queried
AC59	Tafa1		Queried
AC9	Tafa1		Queried
AC1	Tafa2		Queried
AC31	Tafa2		Queried
AC41	Tafa2		Queried
AC57	Tafa2		Queried
AC43	Tbx2	Curated	
AC11	Tenm1		Queried
AC22	Tenm1		Queried
AC23	Tenm1		Queried
AC31	Tenm1		Queried
AC40	Tenm1		Queried
AC63	Tenm1		Queried
AC1	Tenm2		Queried
AC10	Tenm2		Queried
AC1	Tenm3		Queried
AC14	Tenm3		Queried
AC5	Tenm3		Queried
AC	Tfap2b		Queried
AC11	Tfap2b		Queried
AC13	Tfap2b		Queried
AC14	Tfap2b		Queried
AC16	Tfap2b		Queried
AC19	Tfap2b		Queried
AC21	Tfap2b		Queried
AC23	Tfap2b		Queried
AC29	Tfap2b		Queried
AC3	Tfap2b		Queried
AC32	Tfap2b		Queried
AC33	Tfap2b		Queried
AC41	Tfap2b		Queried
AC46	Tfap2b		Queried
AC47	Tfap2b		Queried
AC49	Tfap2b		Queried
AC5	Tfap2b		Queried
AC53	Tfap2b		Queried
AC54	Tfap2b		Queried
AC56	Tfap2b		Queried
AC61	Tfap2b		Queried
AC8	Tfap2b		Queried
AC9	Tfap2b		Queried
AC8	Tfap2e	Curated	
AC20	Tkt		Queried
AC49	Tkt		Queried
AC57	Tmeff2	Curated	Queried
AC29	Tmem108		Queried
AC40	Tmem132d		Queried
AC42	Tmem132d		Queried
AC54	Tmem163	Curated	
AC60	Tnfsf8	Curated	
AC25	Tpbg	Curated	Queried
AC31	Tpbg		Queried
AC34	Tpm2	Curated	
AC35	Trhde		Queried
AC9	Trhde	Curated	Queried
AC30	Tshz2		Queried
AC31	Tshz2		Queried
AC37	Tshz2		Queried
AC27	Unc13c		Queried
AC8	Unc13c		Queried
AC43	Unc5c		Queried
AC46	Unc5c		Queried
AC50	Unc5c		Queried
AC27	Unc5d		Queried
AC59	Unc5d		Queried
AC	Vgf		Queried
AC20	Vgf		Queried
AC49	Vgf		Queried
AC51	Vgf		Queried
AC63	Vgf		Queried
AC22	Vip		Queried
AC26	Vip		Queried
AC47	Vip		Queried
AC15	Vmn2r122	Curated	
AC45	Vsnl1		Queried
AC51	Vsnl1		Queried
AC52	Vsnl1		Queried
AC29	Vstm2b		Queried
AC19	Wwox		Queried
AC56	Xist		Queried
AC54	Ywhah		Queried
AC32	Zeb2		Queried
AC19	Zfp804a		Queried
AC24	Zfp804a		Queried
AC39	Zfp804a		Queried
AC46	Zfp804a		Queried
AC9	Zfp804a		Queried
AC15	Zmat4		Queried
AC16	Zmat4		Queried
AC17	Zmat4		Queried
AC20	Zmat4		Queried
AC30	Zmat4		Queried
AC31	Zmat4		Queried
AC47	Zmat4		Queried
AC57	Zmat4		Queried
AC61	Zmat4		Queried
AC7	Zmat4		Queried
MOUSE AC	Zmat4		Queried
