Name,Marker,Parent_Name,MajorMinor,Set,Original_Marker,Original_Name,Original_Parent_Name
AC43,Cntnap2,AC,Minor,Query,Cntnap2,AC_43,AC
AC43,Rnf220,AC,Minor,Query,Rnf220,AC_43,AC
AC43,6430548m08rik,AC,Minor,Query,6430548m08rik,AC_43,AC
AC43,Sema6a,AC,Minor,Query,Sema6a,AC_43,AC
AC43,Nr4a2,AC,Minor,Query,Nr4a2,AC_43,AC
AC43,Chgb,AC,Minor,Query,Chgb,AC_43,AC
AC43,Ralyl,AC,Minor,Query,Ralyl,AC_43,AC
AC43,Dpp10,AC,Minor,Query,Dpp10,AC_43,AC
AC43,Unc5c,AC,Minor,Query,Unc5c,AC_43,AC
AC43,Robo1,AC,Minor,Query,Robo1,AC_43,AC
AC43,Pde4b,AC,Minor,Query,Pde4b,AC_43,AC
AC43,Lrrtm4,AC,Minor,Query,Lrrtm4,AC_43,AC
AC43,Gabrb1,AC,Minor,Query,Gabrb1,AC_43,AC
AC43,Kcnip4,AC,Minor,Query,Kcnip4,AC_43,AC
AC43,Prkg1,AC,Minor,Query,Prkg1,AC_43,AC
AC43,Sgcd,AC,Minor,Query,Sgcd,AC_43,AC
AC43,Cbln4,AC,Minor,Query,Cbln4,AC_43,AC
AC43,Tenm2,AC,Minor,Query,Tenm2,AC_43,AC
AC44,Schip1,AC,Minor,Query,Schip1,AC_44,AC
AC44,Sorcs1,AC,Minor,Query,Sorcs1,AC_44,AC
AC44,Pcdh9,AC,Minor,Query,Pcdh9,AC_44,AC
AC44,Tac1,AC,Minor,Query,Tac1,AC_44,AC
AC44,Reln,AC,Minor,Query,Reln,AC_44,AC
AC44,Tac2,AC,Minor,Query,Tac2,AC_44,AC
AC44,6330403k07rik,AC,Minor,Query,6330403k07rik,AC_44,AC
AC44,Mgat4c,AC,Minor,Query,Mgat4c,AC_44,AC
AC44,Grid2,AC,Minor,Query,Grid2,AC_44,AC
AC44,Oxr1,AC,Minor,Query,Oxr1,AC_44,AC
AC44,Nrg1_ensmusg00000062991,AC,Minor,Query,Nrg1_ensmusg00000062991,AC_44,AC
AC44,Lrrc4c,AC,Minor,Query,Lrrc4c,AC_44,AC
AC44,Gpr88,AC,Minor,Query,Gpr88,AC_44,AC
AC44,Fstl5,AC,Minor,Query,Fstl5,AC_44,AC
AC44,Kirrel3,AC,Minor,Query,Kirrel3,AC_44,AC
AC44,Dpp10,AC,Minor,Query,Dpp10,AC_44,AC
AC44,Cxcl14,AC,Minor,Query,Cxcl14,AC_44,AC
AC45,Nnat,AC,Minor,Query,Nnat,AC_45,AC
AC45,Nav3,AC,Minor,Query,Nav3,AC_45,AC
AC45,Nlgn1,AC,Minor,Query,Nlgn1,AC_45,AC
AC45,Hs6st3,AC,Minor,Query,Hs6st3,AC_45,AC
AC45,Erbb4,AC,Minor,Query,Erbb4,AC_45,AC
AC45,Nap1l5,AC,Minor,Query,Nap1l5,AC_45,AC
AC45,Csmd1,AC,Minor,Query,Csmd1,AC_45,AC
AC45,Kcnip1,AC,Minor,Query,Kcnip1,AC_45,AC
AC45,Ralyl,AC,Minor,Query,Ralyl,AC_45,AC
AC45,Dpp10,AC,Minor,Query,Dpp10,AC_45,AC
AC45,Dcc,AC,Minor,Query,Dcc,AC_45,AC
AC45,Mgat4c,AC,Minor,Query,Mgat4c,AC_45,AC
AC45,App,AC,Minor,Query,App,AC_45,AC
AC45,Nr4a2,AC,Minor,Query,Nr4a2,AC_45,AC
AC45,Spock1,AC,Minor,Query,Spock1,AC_45,AC
AC45,Pcdh15,AC,Minor,Query,Pcdh15,AC_45,AC
AC45,Fat3,AC,Minor,Query,Fat3,AC_45,AC
AC45,Kirrel3,AC,Minor,Query,Kirrel3,AC_45,AC
AC45,Dmd,AC,Minor,Query,Dmd,AC_45,AC
AC45,Tmsb4x,AC,Minor,Query,Tmsb4x,AC_45,AC
AC46,Kcnh7,AC,Minor,Query,Kcnh7,AC_46,AC
AC46,Filip1l,AC,Minor,Query,Filip1l,AC_46,AC
AC46,Fstl4,AC,Minor,Query,Fstl4,AC_46,AC
AC46,Pcdh17,AC,Minor,Query,Pcdh17,AC_46,AC
AC46,C1ql2,AC,Minor,Query,C1ql2,AC_46,AC
AC46,Sdk1,AC,Minor,Query,Sdk1,AC_46,AC
AC46,Dlg2,AC,Minor,Query,Dlg2,AC_46,AC
AC46,C1ql1,AC,Minor,Query,C1ql1,AC_46,AC
AC46,Mgat4c,AC,Minor,Query,Mgat4c,AC_46,AC
AC46,Ank3,AC,Minor,Query,Ank3,AC_46,AC
AC46,Rbfox1,AC,Minor,Query,Rbfox1,AC_46,AC
AC46,Zfp804a,AC,Minor,Query,Zfp804a,AC_46,AC
AC46,Cntn5,AC,Minor,Query,Cntn5,AC_46,AC
AC46,Nefl,AC,Minor,Query,Nefl,AC_46,AC
AC47,Lrrc4c,AC,Minor,Query,Lrrc4c,AC_47,AC
AC47,Tfap2b,AC,Minor,Query,Tfap2b,AC_47,AC
AC47,Six3,AC,Minor,Query,Six3,AC_47,AC
AC47,Cngb3,AC,Minor,Query,Cngb3,AC_47,AC
AC47,Tac2,AC,Minor,Query,Tac2,AC_47,AC
AC47,Csmd3,AC,Minor,Query,Csmd3,AC_47,AC
AC47,Lrrtm4,AC,Minor,Query,Lrrtm4,AC_47,AC
AC47,Lingo2,AC,Minor,Query,Lingo2,AC_47,AC
AC47,Pcp4,AC,Minor,Query,Pcp4,AC_47,AC
AC47,Gucy1a1,AC,Minor,Query,Gucy1a1,AC_47,AC
AC47,Galnt13,AC,Minor,Query,Galnt13,AC_47,AC
AC47,Runx1t1,AC,Minor,Query,Runx1t1,AC_47,AC
AC47,Nrcam,AC,Minor,Query,Nrcam,AC_47,AC
AC47,Slit2,AC,Minor,Query,Slit2,AC_47,AC
AC47,Cbln2,AC,Minor,Query,Cbln2,AC_47,AC
AC47,Grm7,AC,Minor,Query,Grm7,AC_47,AC
AC48,Sdk1,AC,Minor,Query,Sdk1,AC_48,AC
AC48,Bmerb1,AC,Minor,Query,Bmerb1,AC_48,AC
AC48,Tac2,AC,Minor,Query,Tac2,AC_48,AC
AC48,Elavl2,AC,Minor,Query,Elavl2,AC_48,AC
AC48,C1ql2,AC,Minor,Query,C1ql2,AC_48,AC
AC48,Lrrc4c,AC,Minor,Query,Lrrc4c,AC_48,AC
AC48,Oxr1,AC,Minor,Query,Oxr1,AC_48,AC
AC48,C1ql1,AC,Minor,Query,C1ql1,AC_48,AC
AC48,Nrg1_ensmusg00000062991,AC,Minor,Query,Nrg1_ensmusg00000062991,AC_48,AC
AC48,Tmsb10,AC,Minor,Query,Tmsb10,AC_48,AC
AC48,Cplx2,AC,Minor,Query,Cplx2,AC_48,AC
AC48,Stmn2,AC,Minor,Query,Stmn2,AC_48,AC
AC48,Lrp1b,AC,Minor,Query,Lrp1b,AC_48,AC
AC48,Sorcs1,AC,Minor,Query,Sorcs1,AC_48,AC
AC48,6330403k07rik,AC,Minor,Query,6330403k07rik,AC_48,AC
AC48,Grid2,AC,Minor,Query,Grid2,AC_48,AC
AC48,Cxcl14,AC,Minor,Query,Cxcl14,AC_48,AC
AC49,Zfp804b,AC,Minor,Query,Zfp804b,AC_49,AC
AC49,Otx2os1,AC,Minor,Query,Otx2os1,AC_49,AC
AC49,Pcdh17,AC,Minor,Query,Pcdh17,AC_49,AC
AC49,Shisa8,AC,Minor,Query,Shisa8,AC_49,AC
AC49,Lingo2,AC,Minor,Query,Lingo2,AC_49,AC
AC49,Zfhx3,AC,Minor,Query,Zfhx3,AC_49,AC
AC49,Erbb4,AC,Minor,Query,Erbb4,AC_49,AC
AC49,Gria1,AC,Minor,Query,Gria1,AC_49,AC
AC49,Zfp385b,AC,Minor,Query,Zfp385b,AC_49,AC
AC49,Esrrg,AC,Minor,Query,Esrrg,AC_49,AC
AC49,Slc6a11,AC,Minor,Query,Slc6a11,AC_49,AC
AC49,Epha3,AC,Minor,Query,Epha3,AC_49,AC
AC49,Phlda1,AC,Minor,Query,Phlda1,AC_49,AC
AC49,Cdh20,AC,Minor,Query,Cdh20,AC_49,AC
AC49,Vgf,AC,Minor,Query,Vgf,AC_49,AC
AC5,C1ql2,AC,Minor,Query,C1ql2,AC_5,AC
AC5,Hpgd,AC,Minor,Query,Hpgd,AC_5,AC
AC5,Tenm3,AC,Minor,Query,Tenm3,AC_5,AC
AC5,Ptprm,AC,Minor,Query,Ptprm,AC_5,AC
AC5,Kcnip4,AC,Minor,Query,Kcnip4,AC_5,AC
AC5,Gucy1a1,AC,Minor,Query,Gucy1a1,AC_5,AC
AC5,Kcnip1,AC,Minor,Query,Kcnip1,AC_5,AC
AC5,Celf4,AC,Minor,Query,Celf4,AC_5,AC
AC5,Tafa1,AC,Minor,Query,Tafa1,AC_5,AC
AC5,Lingo2,AC,Minor,Query,Lingo2,AC_5,AC
AC5,Pantr1,AC,Minor,Query,Pantr1,AC_5,AC
AC5,Dkk3,AC,Minor,Query,Dkk3,AC_5,AC
AC5,Gad1,AC,Minor,Query,Gad1,AC_5,AC
AC5,Pcdh9,AC,Minor,Query,Pcdh9,AC_5,AC
AC5,Pcp4,AC,Minor,Query,Pcp4,AC_5,AC
AC5,Nckap5,AC,Minor,Query,Nckap5,AC_5,AC
AC5,Six3,AC,Minor,Query,Six3,AC_5,AC
AC50,Nrsn1,AC,Minor,Query,Nrsn1,AC_50,AC
AC50,Galntl6,AC,Minor,Query,Galntl6,AC_50,AC
AC50,Dcc,AC,Minor,Query,Dcc,AC_50,AC
AC50,Cntnap5a,AC,Minor,Query,Cntnap5a,AC_50,AC
AC50,Impact,AC,Minor,Query,Impact,AC_50,AC
AC50,Ldb2,AC,Minor,Query,Ldb2,AC_50,AC
AC50,Zfhx3,AC,Minor,Query,Zfhx3,AC_50,AC
AC50,C1ql1,AC,Minor,Query,C1ql1,AC_50,AC
AC50,Unc5c,AC,Minor,Query,Unc5c,AC_50,AC
AC50,Nav2,AC,Minor,Query,Nav2,AC_50,AC
AC50,Erbb4,AC,Minor,Query,Erbb4,AC_50,AC
AC50,Lingo2,AC,Minor,Query,Lingo2,AC_50,AC
AC50,App,AC,Minor,Query,App,AC_50,AC
AC50,Plcb1,AC,Minor,Query,Plcb1,AC_50,AC
AC50,C1ql3,AC,Minor,Query,C1ql3,AC_50,AC
AC50,Adarb2,AC,Minor,Query,Adarb2,AC_50,AC
AC50,Ptprk,AC,Minor,Query,Ptprk,AC_50,AC
AC51,Tenm2,AC,Minor,Query,Tenm2,AC_51,AC
AC51,Pcdh17,AC,Minor,Query,Pcdh17,AC_51,AC
AC51,Sdc2,AC,Minor,Query,Sdc2,AC_51,AC
AC51,6430548m08rik,AC,Minor,Query,6430548m08rik,AC_51,AC
AC51,Gabra2,AC,Minor,Query,Gabra2,AC_51,AC
AC51,Ntm,AC,Minor,Query,Ntm,AC_51,AC
AC51,Hcn1,AC,Minor,Query,Hcn1,AC_51,AC
AC51,Adamtsl1,AC,Minor,Query,Adamtsl1,AC_51,AC
AC51,Nnat,AC,Minor,Query,Nnat,AC_51,AC
AC51,Zfhx3,AC,Minor,Query,Zfhx3,AC_51,AC
AC51,Ralyl,AC,Minor,Query,Ralyl,AC_51,AC
AC51,Rnf220,AC,Minor,Query,Rnf220,AC_51,AC
AC51,Tenm4,AC,Minor,Query,Tenm4,AC_51,AC
AC51,Necab2,AC,Minor,Query,Necab2,AC_51,AC
AC51,Lrp1b,AC,Minor,Query,Lrp1b,AC_51,AC
AC51,Pcp4,AC,Minor,Query,Pcp4,AC_51,AC
AC52,Gap43,AC,Minor,Query,Gap43,AC_52,AC
AC52,Galntl6,AC,Minor,Query,Galntl6,AC_52,AC
AC52,Stxbp6,AC,Minor,Query,Stxbp6,AC_52,AC
AC52,Cngb3,AC,Minor,Query,Cngb3,AC_52,AC
AC52,Stmn2,AC,Minor,Query,Stmn2,AC_52,AC
AC52,C1ql3,AC,Minor,Query,C1ql3,AC_52,AC
AC52,Zfhx3,AC,Minor,Query,Zfhx3,AC_52,AC
AC52,Lrfn5,AC,Minor,Query,Lrfn5,AC_52,AC
AC52,Nos1,AC,Minor,Query,Nos1,AC_52,AC
AC52,Elavl2,AC,Minor,Query,Elavl2,AC_52,AC
AC52,Cntnap5b,AC,Minor,Query,Cntnap5b,AC_52,AC
AC52,Cacna2d1,AC,Minor,Query,Cacna2d1,AC_52,AC
AC52,Pcp4,AC,Minor,Query,Pcp4,AC_52,AC
AC52,Opcml,AC,Minor,Query,Opcml,AC_52,AC
AC52,Rbms3,AC,Minor,Query,Rbms3,AC_52,AC
AC52,Calb2,AC,Minor,Query,Calb2,AC_52,AC
AC53,Olfm3,AC,Minor,Query,Olfm3,AC_53,AC
AC53,P3h2,AC,Minor,Query,P3h2,AC_53,AC
AC53,Nrg1_ensmusg00000062991,AC,Minor,Query,Nrg1_ensmusg00000062991,AC_53,AC
AC53,Pafah1b1,AC,Minor,Query,Pafah1b1,AC_53,AC
AC53,Pak5,AC,Minor,Query,Pak5,AC_53,AC
AC53,Sdk1,AC,Minor,Query,Sdk1,AC_53,AC
AC53,Robo1,AC,Minor,Query,Robo1,AC_53,AC
AC53,Prkca,AC,Minor,Query,Prkca,AC_53,AC
AC53,Esrrg,AC,Minor,Query,Esrrg,AC_53,AC
AC53,Tfap2b,AC,Minor,Query,Tfap2b,AC_53,AC
AC53,Kcnma1,AC,Minor,Query,Kcnma1,AC_53,AC
AC53,Chga,AC,Minor,Query,Chga,AC_53,AC
AC53,Car2,AC,Minor,Query,Car2,AC_53,AC
AC53,Igfbp2,AC,Minor,Query,Igfbp2,AC_53,AC
AC53,Cbln2,AC,Minor,Query,Cbln2,AC_53,AC
AC53,Aldoc,AC,Minor,Query,Aldoc,AC_53,AC
AC53,Ptpro,AC,Minor,Query,Ptpro,AC_53,AC
AC54,Schip1,AC,Minor,Query,Schip1,AC_54,AC
AC54,Ctnna2,AC,Minor,Query,Ctnna2,AC_54,AC
AC54,Fxyd6,AC,Minor,Query,Fxyd6,AC_54,AC
AC54,Snca,AC,Minor,Query,Snca,AC_54,AC
AC54,Rmst,AC,Minor,Query,Rmst,AC_54,AC
AC54,Ptgds,AC,Minor,Query,Ptgds,AC_54,AC
AC54,Bmerb1,AC,Minor,Query,Bmerb1,AC_54,AC
AC54,Zfp804b,AC,Minor,Query,Zfp804b,AC_54,AC
AC54,6330403k07rik,AC,Minor,Query,6330403k07rik,AC_54,AC
AC54,Mgat4c,AC,Minor,Query,Mgat4c,AC_54,AC
AC54,Ntng1,AC,Minor,Query,Ntng1,AC_54,AC
AC54,Ywhah,AC,Minor,Query,Ywhah,AC_54,AC
AC54,Ahi1,AC,Minor,Query,Ahi1,AC_54,AC
AC54,Nap1l5,AC,Minor,Query,Nap1l5,AC_54,AC
AC54,Cntn5,AC,Minor,Query,Cntn5,AC_54,AC
AC54,Tac2,AC,Minor,Query,Tac2,AC_54,AC
AC55,Lingo2,AC,Minor,Query,Lingo2,AC_55,AC
AC55,Lrrtm4,AC,Minor,Query,Lrrtm4,AC_55,AC
AC55,Sorcs3,AC,Minor,Query,Sorcs3,AC_55,AC
AC55,Nnat,AC,Minor,Query,Nnat,AC_55,AC
AC55,Slc24a3,AC,Minor,Query,Slc24a3,AC_55,AC
AC55,Lrrc4c,AC,Minor,Query,Lrrc4c,AC_55,AC
AC55,Pcdh7,AC,Minor,Query,Pcdh7,AC_55,AC
AC55,Calb2,AC,Minor,Query,Calb2,AC_55,AC
AC55,Csmd1,AC,Minor,Query,Csmd1,AC_55,AC
AC55,Ralyl,AC,Minor,Query,Ralyl,AC_55,AC
AC55,Cbln2,AC,Minor,Query,Cbln2,AC_55,AC
AC55,Rnf220,AC,Minor,Query,Rnf220,AC_55,AC
AC55,Glul,AC,Minor,Query,Glul,AC_55,AC
AC55,Cngb3,AC,Minor,Query,Cngb3,AC_55,AC
AC55,Cntn3,AC,Minor,Query,Cntn3,AC_55,AC
AC55,Csmd3,AC,Minor,Query,Csmd3,AC_55,AC
AC55,Nr4a2,AC,Minor,Query,Nr4a2,AC_55,AC
AC56,Zfp385b,AC,Minor,Query,Zfp385b,AC_56,AC
AC56,Pcdh9,AC,Minor,Query,Pcdh9,AC_56,AC
AC56,Otx2os1,AC,Minor,Query,Otx2os1,AC_56,AC
AC56,Zfp804b,AC,Minor,Query,Zfp804b,AC_56,AC
AC56,Pantr1,AC,Minor,Query,Pantr1,AC_56,AC
AC56,Cntn5,AC,Minor,Query,Cntn5,AC_56,AC
AC56,Thsd7a,AC,Minor,Query,Thsd7a,AC_56,AC
AC56,Kcnd2,AC,Minor,Query,Kcnd2,AC_56,AC
AC56,Car10,AC,Minor,Query,Car10,AC_56,AC
AC56,Grid2,AC,Minor,Query,Grid2,AC_56,AC
AC56,Gabrb3,AC,Minor,Query,Gabrb3,AC_56,AC
AC56,Pcp2,AC,Minor,Query,Pcp2,AC_56,AC
AC57,Sorcs1,AC,Minor,Query,Sorcs1,AC_57,AC
AC57,Stmn2,AC,Minor,Query,Stmn2,AC_57,AC
AC57,Acot7,AC,Minor,Query,Acot7,AC_57,AC
AC57,Tmeff2,AC,Minor,Query,Tmeff2,AC_57,AC
AC57,Calb2,AC,Minor,Query,Calb2,AC_57,AC
AC57,Tafa2,AC,Minor,Query,Tafa2,AC_57,AC
AC57,Pcdh15,AC,Minor,Query,Pcdh15,AC_57,AC
AC57,Zwint,AC,Minor,Query,Zwint,AC_57,AC
AC57,Gabrg3,AC,Minor,Query,Gabrg3,AC_57,AC
AC57,Kirrel3,AC,Minor,Query,Kirrel3,AC_57,AC
AC57,Fxyd6,AC,Minor,Query,Fxyd6,AC_57,AC
AC57,Plcb1,AC,Minor,Query,Plcb1,AC_57,AC
AC57,Serpini1,AC,Minor,Query,Serpini1,AC_57,AC
AC57,Robo2,AC,Minor,Query,Robo2,AC_57,AC
AC57,Sgcz,AC,Minor,Query,Sgcz,AC_57,AC
AC58,Ptprd,AC,Minor,Query,Ptprd,AC_58,AC
AC58,Ralyl,AC,Minor,Query,Ralyl,AC_58,AC
AC58,Fgf12,AC,Minor,Query,Fgf12,AC_58,AC
AC58,Prkg1,AC,Minor,Query,Prkg1,AC_58,AC
AC58,Adarb2,AC,Minor,Query,Adarb2,AC_58,AC
AC58,Gpc6,AC,Minor,Query,Gpc6,AC_58,AC
AC58,Ncam2,AC,Minor,Query,Ncam2,AC_58,AC
AC58,Pcdh9,AC,Minor,Query,Pcdh9,AC_58,AC
AC58,Nrg1_ensmusg00000062991,AC,Minor,Query,Nrg1_ensmusg00000062991,AC_58,AC
AC58,Galntl6,AC,Minor,Query,Galntl6,AC_58,AC
AC58,Tafa1,AC,Minor,Query,Tafa1,AC_58,AC
AC58,Pcdh17,AC,Minor,Query,Pcdh17,AC_58,AC
AC58,Grm7,AC,Minor,Query,Grm7,AC_58,AC
AC58,Lrp1b,AC,Minor,Query,Lrp1b,AC_58,AC
AC59,Cbln2,AC,Minor,Query,Cbln2,AC_59,AC
AC59,Cngb3,AC,Minor,Query,Cngb3,AC_59,AC
AC59,Inpp4b,AC,Minor,Query,Inpp4b,AC_59,AC
AC59,Tenm4,AC,Minor,Query,Tenm4,AC_59,AC
AC59,Ptprt,AC,Minor,Query,Ptprt,AC_59,AC
AC59,Ptprm,AC,Minor,Query,Ptprm,AC_59,AC
AC59,Fxyd6,AC,Minor,Query,Fxyd6,AC_59,AC
AC59,Rims2,AC,Minor,Query,Rims2,AC_59,AC
AC59,Dnm3,AC,Minor,Query,Dnm3,AC_59,AC
AC59,Serpine2,AC,Minor,Query,Serpine2,AC_59,AC
AC59,Asap1,AC,Minor,Query,Asap1,AC_59,AC
AC59,Serpini1,AC,Minor,Query,Serpini1,AC_59,AC
AC59,Unc5d,AC,Minor,Query,Unc5d,AC_59,AC
AC59,Sox5,AC,Minor,Query,Sox5,AC_59,AC
AC59,Zfhx3,AC,Minor,Query,Zfhx3,AC_59,AC
AC59,Erbb4,AC,Minor,Query,Erbb4,AC_59,AC
AC59,Sorcs1,AC,Minor,Query,Sorcs1,AC_59,AC
AC6,Prkca,AC,Minor,Query,Prkca,AC_6,AC
AC6,P3h2,AC,Minor,Query,P3h2,AC_6,AC
AC6,Oxr1,AC,Minor,Query,Oxr1,AC_6,AC
AC6,Cdh20,AC,Minor,Query,Cdh20,AC_6,AC
AC6,Olfm3,AC,Minor,Query,Olfm3,AC_6,AC
AC6,Nav2,AC,Minor,Query,Nav2,AC_6,AC
AC6,Prkce,AC,Minor,Query,Prkce,AC_6,AC
AC6,Pde3a,AC,Minor,Query,Pde3a,AC_6,AC
AC6,Aldoc,AC,Minor,Query,Aldoc,AC_6,AC
AC6,Arhgef26,AC,Minor,Query,Arhgef26,AC_6,AC
AC6,Chga,AC,Minor,Query,Chga,AC_6,AC
AC6,Cbln2,AC,Minor,Query,Cbln2,AC_6,AC
AC6,Lrrc4c,AC,Minor,Query,Lrrc4c,AC_6,AC
AC6,Igfbp2,AC,Minor,Query,Igfbp2,AC_6,AC
AC6,Slc24a2,AC,Minor,Query,Slc24a2,AC_6,AC
AC6,Gabra1,AC,Minor,Query,Gabra1,AC_6,AC
AC6,Syt7,AC,Minor,Query,Syt7,AC_6,AC
AC6,Robo1,AC,Minor,Query,Robo1,AC_6,AC
AC60,Gas7,AC,Minor,Query,Gas7,AC_60,AC
AC60,Cog5,AC,Minor,Query,Cog5,AC_60,AC
AC60,Kctd16,AC,Minor,Query,Kctd16,AC_60,AC
AC60,Grid2,AC,Minor,Query,Grid2,AC_60,AC
AC60,Pcdh15,AC,Minor,Query,Pcdh15,AC_60,AC
AC61,Brinp1,AC,Minor,Query,Brinp1,AC_61,AC
AC61,Lrrtm4,AC,Minor,Query,Lrrtm4,AC_61,AC
AC61,Lingo2,AC,Minor,Query,Lingo2,AC_61,AC
AC61,6330403k07rik,AC,Minor,Query,6330403k07rik,AC_61,AC
AC61,Dlgap2,AC,Minor,Query,Dlgap2,AC_61,AC
AC61,Stmn2,AC,Minor,Query,Stmn2,AC_61,AC
AC61,Esrrg,AC,Minor,Query,Esrrg,AC_61,AC
AC61,Epha3,AC,Minor,Query,Epha3,AC_61,AC
AC61,Filip1l,AC,Minor,Query,Filip1l,AC_61,AC
AC61,Erbb4,AC,Minor,Query,Erbb4,AC_61,AC
AC61,Zfp804b,AC,Minor,Query,Zfp804b,AC_61,AC
AC61,Spock1,AC,Minor,Query,Spock1,AC_61,AC
AC61,Zmat4,AC,Minor,Query,Zmat4,AC_61,AC
AC61,Cbln2,AC,Minor,Query,Cbln2,AC_61,AC
AC61,Grid2,AC,Minor,Query,Grid2,AC_61,AC
AC61,Csmd1,AC,Minor,Query,Csmd1,AC_61,AC
AC61,Pcdh9,AC,Minor,Query,Pcdh9,AC_61,AC
AC61,Cdh20,AC,Minor,Query,Cdh20,AC_61,AC
AC62,Pak5,AC,Minor,Query,Pak5,AC_62,AC
AC62,Gabrg3,AC,Minor,Query,Gabrg3,AC_62,AC
AC62,Cntn3,AC,Minor,Query,Cntn3,AC_62,AC
AC62,Cpm,AC,Minor,Query,Cpm,AC_62,AC
AC62,Nnat,AC,Minor,Query,Nnat,AC_62,AC
AC62,Gabrb1,AC,Minor,Query,Gabrb1,AC_62,AC
AC62,Phlda1,AC,Minor,Query,Phlda1,AC_62,AC
AC63,Tac1,AC,Minor,Query,Tac1,AC_63,AC
AC63,Ahi1,AC,Minor,Query,Ahi1,AC_63,AC
AC63,Cst3,AC,Minor,Query,Cst3,AC_63,AC
AC63,Fgf14,AC,Minor,Query,Fgf14,AC_63,AC
AC63,Tac2,AC,Minor,Query,Tac2,AC_63,AC
AC63,Vgf,AC,Minor,Query,Vgf,AC_63,AC
AC63,Nav3,AC,Minor,Query,Nav3,AC_63,AC
AC63,Resp18,AC,Minor,Query,Resp18,AC_63,AC
AC63,Tenm1,AC,Minor,Query,Tenm1,AC_63,AC
AC63,Scg2,AC,Minor,Query,Scg2,AC_63,AC
AC63,Dpp10,AC,Minor,Query,Dpp10,AC_63,AC
AC63,Schip1,AC,Minor,Query,Schip1,AC_63,AC
AC7,Cxcl14,AC,Minor,Query,Cxcl14,AC_7,AC
AC7,Robo1,AC,Minor,Query,Robo1,AC_7,AC
AC7,Zmat4,AC,Minor,Query,Zmat4,AC_7,AC
AC7,Tac1,AC,Minor,Query,Tac1,AC_7,AC
AC7,Sema6a,AC,Minor,Query,Sema6a,AC_7,AC
AC7,Reln,AC,Minor,Query,Reln,AC_7,AC
AC7,Il1rapl1,AC,Minor,Query,Il1rapl1,AC_7,AC
AC7,Chst9,AC,Minor,Query,Chst9,AC_7,AC
AC7,Mxra7,AC,Minor,Query,Mxra7,AC_7,AC
AC7,Ai593442,AC,Minor,Query,Ai593442,AC_7,AC
AC7,Cntn5,AC,Minor,Query,Cntn5,AC_7,AC
AC7,Kcnip4,AC,Minor,Query,Kcnip4,AC_7,AC
AC7,Pcsk2,AC,Minor,Query,Pcsk2,AC_7,AC
AC7,Pcdh17,AC,Minor,Query,Pcdh17,AC_7,AC
AC7,Ptprk,AC,Minor,Query,Ptprk,AC_7,AC
AC7,Pcdh9,AC,Minor,Query,Pcdh9,AC_7,AC
AC7,Prkg1,AC,Minor,Query,Prkg1,AC_7,AC
AC8,Ank2,AC,Minor,Query,Ank2,AC_8,AC
AC8,Sdk1,AC,Minor,Query,Sdk1,AC_8,AC
AC8,Atp2b1,AC,Minor,Query,Atp2b1,AC_8,AC
AC8,Cdkn1c,AC,Minor,Query,Cdkn1c,AC_8,AC
AC8,Snap25,AC,Minor,Query,Snap25,AC_8,AC
AC8,Car2,AC,Minor,Query,Car2,AC_8,AC
AC8,Ralyl,AC,Minor,Query,Ralyl,AC_8,AC
AC8,Kcnab1,AC,Minor,Query,Kcnab1,AC_8,AC
AC8,Chgb,AC,Minor,Query,Chgb,AC_8,AC
AC8,Cntnap2,AC,Minor,Query,Cntnap2,AC_8,AC
AC8,Sox5,AC,Minor,Query,Sox5,AC_8,AC
AC8,Tfap2b,AC,Minor,Query,Tfap2b,AC_8,AC
AC8,C1ql1,AC,Minor,Query,C1ql1,AC_8,AC
AC8,Tmsb10,AC,Minor,Query,Tmsb10,AC_8,AC
AC8,Chrm3,AC,Minor,Query,Chrm3,AC_8,AC
AC8,Rnf220,AC,Minor,Query,Rnf220,AC_8,AC
AC8,Unc13c,AC,Minor,Query,Unc13c,AC_8,AC
AC8,Lrrc4c,AC,Minor,Query,Lrrc4c,AC_8,AC
AC8,Kirrel3,AC,Minor,Query,Kirrel3,AC_8,AC
AC9,A930001a20rik,AC,Minor,Query,A930001a20rik,AC_9,AC
AC9,Egfem1,AC,Minor,Query,Egfem1,AC_9,AC
AC9,Dpp6,AC,Minor,Query,Dpp6,AC_9,AC
AC9,Zfp804a,AC,Minor,Query,Zfp804a,AC_9,AC
AC9,Gria1,AC,Minor,Query,Gria1,AC_9,AC
AC9,Nfia,AC,Minor,Query,Nfia,AC_9,AC
AC9,Sorcs1,AC,Minor,Query,Sorcs1,AC_9,AC
AC9,Mgat4c,AC,Minor,Query,Mgat4c,AC_9,AC
AC9,Phactr3,AC,Minor,Query,Phactr3,AC_9,AC
AC9,Prkg1,AC,Minor,Query,Prkg1,AC_9,AC
AC9,Lamp5,AC,Minor,Query,Lamp5,AC_9,AC
AC9,Tfap2b,AC,Minor,Query,Tfap2b,AC_9,AC
AC9,Kcnip4,AC,Minor,Query,Kcnip4,AC_9,AC
AC9,Car2,AC,Minor,Query,Car2,AC_9,AC
AC9,Grid2,AC,Minor,Query,Grid2,AC_9,AC
AC9,Tafa1,AC,Minor,Query,Tafa1,AC_9,AC
AC9,Slc6a1,AC,Minor,Query,Slc6a1,AC_9,AC
AC9,Trhde,AC,Minor,Query,Trhde,AC_9,AC
