Name,Marker,Parent_Name,MajorMinor,Set,Original_Marker,Original_Name,Original_Parent_Name
BC,Trpm3,BC,Minor,Query,Trpm3,BC,BC
BC,Galnt13,BC,Minor,Query,Galnt13,BC,BC
BC,Ftl1,BC,Minor,Query,Ftl1,BC,BC
BC,Fth1,BC,Minor,Query,Fth1,BC,BC
BC,Apoe,BC,Minor,Query,Apoe,BC,BC
BC,Asic2,BC,Minor,Query,Asic2,BC,BC
BC,Cst3,BC,Minor,Query,Cst3,BC,BC
BC1A,Galntl6,BC,Minor,Query,Galntl6,BC1A,BC
BC1A,Slit2,BC,Minor,Query,Slit2,BC1A,BC
BC1A,Meg3,BC,Minor,Query,Meg3,BC1A,BC
BC1A,Tcf4,BC,Minor,Query,Tcf4,BC1A,BC
BC1A,Tmeff2,BC,Minor,Query,Tmeff2,BC1A,BC
BC1A,Cabp1,BC,Minor,Query,Cabp1,BC1A,BC
BC1A,Rpgrip1,BC,Minor,Query,Rpgrip1,BC1A,BC
BC1A,Gabra1,BC,Minor,Query,Gabra1,BC1A,BC
BC1A,Gabrb1,BC,Minor,Query,Gabrb1,BC1A,BC
BC1B,Cdh8,BC,Minor,Query,Cdh8,BC1B,BC
BC1B,Ptprd,BC,Minor,Query,Ptprd,BC1B,BC
BC1B,Ntm,BC,Minor,Query,Ntm,BC1B,BC
BC1B,Cabp5,BC,Minor,Query,Cabp5,BC1B,BC
BC1B,Nrg3,BC,Minor,Query,Nrg3,BC1B,BC
BC1B,Nxph1,BC,Minor,Query,Nxph1,BC1B,BC
BC1B,Mdga2,BC,Minor,Query,Mdga2,BC1B,BC
BC1B,Zfhx4,BC,Minor,Query,Zfhx4,BC1B,BC
BC1B,Car2,BC,Minor,Query,Car2,BC1B,BC
BC2,Galntl6,BC,Minor,Query,Galntl6,BC2,BC
BC2,Gria2,BC,Minor,Query,Gria2,BC2,BC
BC2,Tnnt1,BC,Minor,Query,Tnnt1,BC2,BC
BC2,Tmeff2,BC,Minor,Query,Tmeff2,BC2,BC
BC2,Cdh8,BC,Minor,Query,Cdh8,BC2,BC
BC2,Ebf1,BC,Minor,Query,Ebf1,BC2,BC
BC2,Mgat4c,BC,Minor,Query,Mgat4c,BC2,BC
BC2,Neto1,BC,Minor,Query,Neto1,BC2,BC
BC2,Pde1a,BC,Minor,Query,Pde1a,BC2,BC
BC2,Nxph1,BC,Minor,Query,Nxph1,BC2,BC
BC2,Scg2,BC,Minor,Query,Scg2,BC2,BC
BC2,Slit2,BC,Minor,Query,Slit2,BC2,BC
BC2,Zfhx4,BC,Minor,Query,Zfhx4,BC2,BC
BC2,Pcp4,BC,Minor,Query,Pcp4,BC2,BC
BC3A,Ntng1,BC,Minor,Query,Ntng1,BC3A,BC
BC3A,Kcnh7,BC,Minor,Query,Kcnh7,BC3A,BC
BC3A,Gsg1,BC,Minor,Query,Gsg1,BC3A,BC
BC3A,Eml5,BC,Minor,Query,Eml5,BC3A,BC
BC3A,Scgn,BC,Minor,Query,Scgn,BC3A,BC
BC3A,Atp2b1,BC,Minor,Query,Atp2b1,BC3A,BC
BC3A,Cabp5,BC,Minor,Query,Cabp5,BC3A,BC
BC3A,Scg2,BC,Minor,Query,Scg2,BC3A,BC
BC3A,Gngt2,BC,Minor,Query,Gngt2,BC3A,BC
BC3A,Gm20754,BC,Minor,Query,Gm20754,BC3A,BC
BC3A,Erbb4,BC,Minor,Query,Erbb4,BC3A,BC
BC3A,Zfhx4,BC,Minor,Query,Zfhx4,BC3A,BC
BC3A,Slit2,BC,Minor,Query,Slit2,BC3A,BC
BC3A,Grik1,BC,Minor,Query,Grik1,BC3A,BC
BC3A,Cntnap5a,BC,Minor,Query,Cntnap5a,BC3A,BC
BC3A,Lrp1b,BC,Minor,Query,Lrp1b,BC3A,BC
BC3A,Cdh18,BC,Minor,Query,Cdh18,BC3A,BC
BC3A,Chrm3,BC,Minor,Query,Chrm3,BC3A,BC
BC3A,Pcp2,BC,Minor,Query,Pcp2,BC3A,BC
BC3B,Adamtsl1,BC,Minor,Query,Adamtsl1,BC3B,BC
BC3B,Nnat,BC,Minor,Query,Nnat,BC3B,BC
BC3B,Gngt2,BC,Minor,Query,Gngt2,BC3B,BC
BC3B,Tenm3,BC,Minor,Query,Tenm3,BC3B,BC
BC3B,Cngb3,BC,Minor,Query,Cngb3,BC3B,BC
BC3B,Meis2,BC,Minor,Query,Meis2,BC3B,BC
BC3B,Cpe,BC,Minor,Query,Cpe,BC3B,BC
BC3B,Kirrel3,BC,Minor,Query,Kirrel3,BC3B,BC
BC3B,Sgcz,BC,Minor,Query,Sgcz,BC3B,BC
BC3B,Gsg1,BC,Minor,Query,Gsg1,BC3B,BC
BC3B,Sulf1,BC,Minor,Query,Sulf1,BC3B,BC
BC3B,Cabp5,BC,Minor,Query,Cabp5,BC3B,BC
BC3B,Grik1,BC,Minor,Query,Grik1,BC3B,BC
BC3B,Pcp4,BC,Minor,Query,Pcp4,BC3B,BC
BC4,Pcp4,BC,Minor,Query,Pcp4,BC4,BC
BC4,Grik1,BC,Minor,Query,Grik1,BC4,BC
BC4,Rpgrip1,BC,Minor,Query,Rpgrip1,BC4,BC
BC4,Lsamp,BC,Minor,Query,Lsamp,BC4,BC
BC4,Nfib,BC,Minor,Query,Nfib,BC4,BC
BC4,Kcnd3,BC,Minor,Query,Kcnd3,BC4,BC
BC4,Phyhipl,BC,Minor,Query,Phyhipl,BC4,BC
BC4,Kctd16,BC,Minor,Query,Kctd16,BC4,BC
BC4,Gabrr3,BC,Minor,Query,Gabrr3,BC4,BC
BC4,Zfhx3,BC,Minor,Query,Zfhx3,BC4,BC
BC4,Cacna2d1,BC,Minor,Query,Cacna2d1,BC4,BC
BC4,Scgn,BC,Minor,Query,Scgn,BC4,BC
BC5A,Nfia,BC,Minor,Query,Nfia,BC5A,BC
BC5A,Hs3st4,BC,Minor,Query,Hs3st4,BC5A,BC
BC5A,Nlgn1,BC,Minor,Query,Nlgn1,BC5A,BC
BC5A,Lrrc4c,BC,Minor,Query,Lrrc4c,BC5A,BC
BC5A,Grm6,BC,Minor,Query,Grm6,BC5A,BC
BC5A,Il1rapl2,BC,Minor,Query,Il1rapl2,BC5A,BC
BC5A,Pcp2,BC,Minor,Query,Pcp2,BC5A,BC
BC5A,Sox6,BC,Minor,Query,Sox6,BC5A,BC
BC5A,Slc8a1,BC,Minor,Query,Slc8a1,BC5A,BC
BC5A,Cabp5,BC,Minor,Query,Cabp5,BC5A,BC
BC5A,Slc24a2,BC,Minor,Query,Slc24a2,BC5A,BC
BC5A,Gabrr2,BC,Minor,Query,Gabrr2,BC5A,BC
BC5A,Cntn5,BC,Minor,Query,Cntn5,BC5A,BC
BC5A,Hlf,BC,Minor,Query,Hlf,BC5A,BC
BC5B,Cngb3,BC,Minor,Query,Cngb3,BC5B,BC
BC5B,Sphkap,BC,Minor,Query,Sphkap,BC5B,BC
BC5B,Gngt1,BC,Minor,Query,Gngt1,BC5B,BC
BC5B,Car2,BC,Minor,Query,Car2,BC5B,BC
BC5B,Nwd2,BC,Minor,Query,Nwd2,BC5B,BC
BC5B,Pcdh7,BC,Minor,Query,Pcdh7,BC5B,BC
BC5B,Cabp5,BC,Minor,Query,Cabp5,BC5B,BC
BC5B,Brinp3,BC,Minor,Query,Brinp3,BC5B,BC
BC5B,Adarb2,BC,Minor,Query,Adarb2,BC5B,BC
BC5B,Scg2,BC,Minor,Query,Scg2,BC5B,BC
BC5B,Cdh18,BC,Minor,Query,Cdh18,BC5B,BC
BC5B,Dgkh,BC,Minor,Query,Dgkh,BC5B,BC
BC5B,Ndnf,BC,Minor,Query,Ndnf,BC5B,BC
BC5B,Thrb,BC,Minor,Query,Thrb,BC5B,BC
BC5B,Esrrg,BC,Minor,Query,Esrrg,BC5B,BC
BC5B,Eml5,BC,Minor,Query,Eml5,BC5B,BC
BC5C,Kcnb2,BC,Minor,Query,Kcnb2,BC5C,BC
BC5C,Inpp4b,BC,Minor,Query,Inpp4b,BC5C,BC
BC5C,Cngb3,BC,Minor,Query,Cngb3,BC5C,BC
BC5C,Pcp2,BC,Minor,Query,Pcp2,BC5C,BC
BC5C,Cntn4,BC,Minor,Query,Cntn4,BC5C,BC
BC5C,Vwc2l,BC,Minor,Query,Vwc2l,BC5C,BC
BC5C,Pcp4,BC,Minor,Query,Pcp4,BC5C,BC
BC5C,Gabrr3,BC,Minor,Query,Gabrr3,BC5C,BC
BC5C,Chrm3,BC,Minor,Query,Chrm3,BC5C,BC
BC5C,Anks1b,BC,Minor,Query,Anks1b,BC5C,BC
BC5C,Ryr3,BC,Minor,Query,Ryr3,BC5C,BC
BC5C,Nfib,BC,Minor,Query,Nfib,BC5C,BC
BC5C,Tmem200a,BC,Minor,Query,Tmem200a,BC5C,BC
BC5C,Csmd1,BC,Minor,Query,Csmd1,BC5C,BC
BC5C,Tenm2,BC,Minor,Query,Tenm2,BC5C,BC
BC5C,Cntn5,BC,Minor,Query,Cntn5,BC5C,BC
BC5D,Pcdh7,BC,Minor,Query,Pcdh7,BC5D,BC
BC5D,Edil3,BC,Minor,Query,Edil3,BC5D,BC
BC5D,Epha7,BC,Minor,Query,Epha7,BC5D,BC
BC5D,Kcnd2,BC,Minor,Query,Kcnd2,BC5D,BC
BC5D,Atp2b1,BC,Minor,Query,Atp2b1,BC5D,BC
BC5D,Schip1,BC,Minor,Query,Schip1,BC5D,BC
BC5D,Rgs7,BC,Minor,Query,Rgs7,BC5D,BC
BC5D,Adarb2,BC,Minor,Query,Adarb2,BC5D,BC
BC5D,Esrrg,BC,Minor,Query,Esrrg,BC5D,BC
BC5D,Cadm2,BC,Minor,Query,Cadm2,BC5D,BC
BC5D,Nrg3,BC,Minor,Query,Nrg3,BC5D,BC
BC5D,Gngt1,BC,Minor,Query,Gngt1,BC5D,BC
BC5D,Hcn1,BC,Minor,Query,Hcn1,BC5D,BC
BC5D,Dach1,BC,Minor,Query,Dach1,BC5D,BC
BC5D,Kirrel3,BC,Minor,Query,Kirrel3,BC5D,BC
BC5D,Nfia,BC,Minor,Query,Nfia,BC5D,BC
BC5D,Mdga2,BC,Minor,Query,Mdga2,BC5D,BC
BC5D,Meis2,BC,Minor,Query,Meis2,BC5D,BC
BC6,Unc13c,BC,Minor,Query,Unc13c,BC6,BC
BC6,Scg2,BC,Minor,Query,Scg2,BC6,BC
BC6,Ryr3,BC,Minor,Query,Ryr3,BC6,BC
BC6,Scgn,BC,Minor,Query,Scgn,BC6,BC
BC6,Cntn5,BC,Minor,Query,Cntn5,BC6,BC
BC6,Ptprm,BC,Minor,Query,Ptprm,BC6,BC
BC6,Gpc6,BC,Minor,Query,Gpc6,BC6,BC
BC6,Grid2,BC,Minor,Query,Grid2,BC6,BC
BC6,Gnb3,BC,Minor,Query,Gnb3,BC6,BC
BC6,Isl1,BC,Minor,Query,Isl1,BC6,BC
BC6,Grid1,BC,Minor,Query,Grid1,BC6,BC
BC6,Otx2os1,BC,Minor,Query,Otx2os1,BC6,BC
BC6,Cdh18,BC,Minor,Query,Cdh18,BC6,BC
BC6,Guk1,BC,Minor,Query,Guk1,BC6,BC
BC6,Trpm1,BC,Minor,Query,Trpm1,BC6,BC
BC6,Chst9,BC,Minor,Query,Chst9,BC6,BC
BC6,Cck,BC,Minor,Query,Cck,BC6,BC
BC7,Kcnab1,BC,Minor,Query,Kcnab1,BC7,BC
BC7,Cdh9,BC,Minor,Query,Cdh9,BC7,BC
BC7,Gabrr2,BC,Minor,Query,Gabrr2,BC7,BC
BC7,Pcdh9,BC,Minor,Query,Pcdh9,BC7,BC
BC7,Chrm3,BC,Minor,Query,Chrm3,BC7,BC
BC7,Dlgap2,BC,Minor,Query,Dlgap2,BC7,BC
BC7,Tmsb10,BC,Minor,Query,Tmsb10,BC7,BC
BC7,Il1rapl2,BC,Minor,Query,Il1rapl2,BC7,BC
BC7,Adcy2,BC,Minor,Query,Adcy2,BC7,BC
BC7,Pcp2,BC,Minor,Query,Pcp2,BC7,BC
BC7,Reln,BC,Minor,Query,Reln,BC7,BC
BC7,Sox5,BC,Minor,Query,Sox5,BC7,BC
BC7,Hs3st4,BC,Minor,Query,Hs3st4,BC7,BC
BC7,Pde1c,BC,Minor,Query,Pde1c,BC7,BC
BC7,Zeb2,BC,Minor,Query,Zeb2,BC7,BC
BC8,Spock3,BC,Minor,Query,Spock3,BC8,BC
BC8,Tenm3,BC,Minor,Query,Tenm3,BC8,BC
BC8,Tenm2,BC,Minor,Query,Tenm2,BC8,BC
BC8,Stmn1,BC,Minor,Query,Stmn1,BC8,BC
BC8,Sybu,BC,Minor,Query,Sybu,BC8,BC
BC8,Unc5d,BC,Minor,Query,Unc5d,BC8,BC
BC8,Zfp804a,BC,Minor,Query,Zfp804a,BC8,BC
BC8,Nrg1_ensmusg00000062991,BC,Minor,Query,Nrg1_ensmusg00000062991,BC8,BC
BC8,Lrp1b,BC,Minor,Query,Lrp1b,BC8,BC
BC8,Cntnap2,BC,Minor,Query,Cntnap2,BC8,BC
BC8,Lsamp,BC,Minor,Query,Lsamp,BC8,BC
BC8,Npas3,BC,Minor,Query,Npas3,BC8,BC
BC8,Dmd,BC,Minor,Query,Dmd,BC8,BC
BC8,C130073e24rik,BC,Minor,Query,C130073e24rik,BC8,BC
BC8,Csmd3,BC,Minor,Query,Csmd3,BC8,BC
BC8,Pcdh7,BC,Minor,Query,Pcdh7,BC8,BC
BC8,Adarb2,BC,Minor,Query,Adarb2,BC8,BC
BC8,Plcb1,BC,Minor,Query,Plcb1,BC8,BC
BC9,Kcnab1,BC,Minor,Query,Kcnab1,BC9,BC
BC9,Rpgrip1,BC,Minor,Query,Rpgrip1,BC9,BC
BC9,Cpne9,BC,Minor,Query,Cpne9,BC9,BC
BC9,Gngt2,BC,Minor,Query,Gngt2,BC9,BC
BC9,Cttnbp2,BC,Minor,Query,Cttnbp2,BC9,BC
BC9,Kirrel3,BC,Minor,Query,Kirrel3,BC9,BC
BC9,Lrp1b,BC,Minor,Query,Lrp1b,BC9,BC
BC9,Tshz2,BC,Minor,Query,Tshz2,BC9,BC
BC9,Chgb,BC,Minor,Query,Chgb,BC9,BC
BC9,Map1b,BC,Minor,Query,Map1b,BC9,BC
BC9,Snhg11,BC,Minor,Query,Snhg11,BC9,BC
BC9,Ntrk3,BC,Minor,Query,Ntrk3,BC9,BC
BC9,Pcdh11x,BC,Minor,Query,Pcdh11x,BC9,BC
BC9,Adarb2,BC,Minor,Query,Adarb2,BC9,BC
BC9,Tenm1,BC,Minor,Query,Tenm1,BC9,BC
BC9,Unc5d,BC,Minor,Query,Unc5d,BC9,BC
RBC,Prkca,BC,Minor,Query,Prkca,RBC,BC
RBC,Zbtb20,BC,Minor,Query,Zbtb20,RBC,BC
RBC,Asic2,BC,Minor,Query,Asic2,RBC,BC
RBC,Calm1,BC,Minor,Query,Calm1,RBC,BC
RBC,Car8,BC,Minor,Query,Car8,RBC,BC
RBC,Gm20754,BC,Minor,Query,Gm20754,RBC,BC
RBC,Trpm1,BC,Minor,Query,Trpm1,RBC,BC
RBC,Chgb,BC,Minor,Query,Chgb,RBC,BC
RBC,Cntn4,BC,Minor,Query,Cntn4,RBC,BC
RBC,Kcnmb2,BC,Minor,Query,Kcnmb2,RBC,BC
RBC,Lrrtm4,BC,Minor,Query,Lrrtm4,RBC,BC
RBC,Pcp2,BC,Minor,Query,Pcp2,RBC,BC
RBC,Pcp4,BC,Minor,Query,Pcp4,RBC,BC
RBC,Cep112,BC,Minor,Query,Cep112,RBC,BC
RBC,Ablim1,BC,Minor,Query,Ablim1,RBC,BC
MICROGLIA,Arl6ip1,MICROGLIA,Minor,Query,Arl6ip1,Microglia,Microglia
MICROGLIA,Tuba1b,MICROGLIA,Minor,Query,Tuba1b,Microglia,Microglia
MICROGLIA,Stmn1,MICROGLIA,Minor,Query,Stmn1,Microglia,Microglia
MICROGLIA,Rps28,MICROGLIA,Minor,Query,Rps28,Microglia,Microglia
MICROGLIA,Rps27,MICROGLIA,Minor,Query,Rps27,Microglia,Microglia
MICROGLIA,Psap,MICROGLIA,Minor,Query,Psap,Microglia,Microglia
MICROGLIA,Nfkbia,MICROGLIA,Minor,Query,Nfkbia,Microglia,Microglia
MICROGLIA,Malat1,MICROGLIA,Minor,Query,Malat1,Microglia,Microglia
MICROGLIA,Hspa1a,MICROGLIA,Minor,Query,Hspa1a,Microglia,Microglia
MICROGLIA,Tubb5,MICROGLIA,Minor,Query,Tubb5,Microglia,Microglia
MICROGLIA,Hsp90aa1,MICROGLIA,Minor,Query,Hsp90aa1,Microglia,Microglia
MICROGLIA,Hmgb1,MICROGLIA,Minor,Query,Hmgb1,Microglia,Microglia
MICROGLIA,H2az1,MICROGLIA,Minor,Query,H2az1,Microglia,Microglia
MICROGLIA,Ftl1,MICROGLIA,Minor,Query,Ftl1,Microglia,Microglia
MICROGLIA,Fth1,MICROGLIA,Minor,Query,Fth1,Microglia,Microglia
MICROGLIA,Fos,MICROGLIA,Minor,Query,Fos,Microglia,Microglia
MICROGLIA,Cxcl10,MICROGLIA,Minor,Query,Cxcl10,Microglia,Microglia
MICROGLIA,Ctsd,MICROGLIA,Minor,Query,Ctsd,Microglia,Microglia
MICROGLIA,Ctsb,MICROGLIA,Minor,Query,Ctsb,Microglia,Microglia
MICROGLIA,Cd74,MICROGLIA,Minor,Query,Cd74,Microglia,Microglia
MICROGLIA,Hmgb2,MICROGLIA,Minor,Query,Hmgb2,Microglia,Microglia
MICROGLIA,Ube2s,MICROGLIA,Minor,Query,Ube2s,Microglia,Microglia
NOVEL_10,Ano3,RGC,Minor,Query,Ano3,10_Novel,RGC
NOVEL_10,Ntng1,RGC,Minor,Query,Ntng1,10_Novel,RGC
NOVEL_10,Tmeff2,RGC,Minor,Query,Tmeff2,10_Novel,RGC
NOVEL_10,Pou6f2,RGC,Minor,Query,Pou6f2,10_Novel,RGC
NOVEL_10,Auts2,RGC,Minor,Query,Auts2,10_Novel,RGC
NOVEL_10,Robo1,RGC,Minor,Query,Robo1,10_Novel,RGC
NOVEL_10,Fat3,RGC,Minor,Query,Fat3,10_Novel,RGC
NOVEL_10,Tmsb4x,RGC,Minor,Query,Tmsb4x,10_Novel,RGC
NOVEL_10,Nlgn1,RGC,Minor,Query,Nlgn1,10_Novel,RGC
NOVEL_10,Mgat4c,RGC,Minor,Query,Mgat4c,10_Novel,RGC
NOVEL_10,Enox1,RGC,Minor,Query,Enox1,10_Novel,RGC
NOVEL_10,Hcn1,RGC,Minor,Query,Hcn1,10_Novel,RGC
NOVEL_10,Pcdh9,RGC,Minor,Query,Pcdh9,10_Novel,RGC
NOVEL_10,Tafa1,RGC,Minor,Query,Tafa1,10_Novel,RGC
NOVEL_10,Igf1,RGC,Minor,Query,Igf1,10_Novel,RGC
NOVEL_10,Dab1,RGC,Minor,Query,Dab1,10_Novel,RGC
NOVEL_10,Mmp9,RGC,Minor,Query,Mmp9,10_Novel,RGC
NOVEL_10,Sdk1,RGC,Minor,Query,Sdk1,10_Novel,RGC
NOVEL_11,Hs6st3,RGC,Minor,Query,Hs6st3,11_Novel,RGC
NOVEL_11,Pex5l,RGC,Minor,Query,Pex5l,11_Novel,RGC
NOVEL_11,Cntn5,RGC,Minor,Query,Cntn5,11_Novel,RGC
NOVEL_11,Tac1,RGC,Minor,Query,Tac1,11_Novel,RGC
NOVEL_11,Ntng1,RGC,Minor,Query,Ntng1,11_Novel,RGC
NOVEL_11,Sgcz,RGC,Minor,Query,Sgcz,11_Novel,RGC
NOVEL_11,Cplx2,RGC,Minor,Query,Cplx2,11_Novel,RGC
NOVEL_11,Cdh4,RGC,Minor,Query,Cdh4,11_Novel,RGC
NOVEL_11,Ebf3,RGC,Minor,Query,Ebf3,11_Novel,RGC
NOVEL_11,Gabrg3,RGC,Minor,Query,Gabrg3,11_Novel,RGC
NOVEL_11,Chrm3,RGC,Minor,Query,Chrm3,11_Novel,RGC
NOVEL_11,Pvalb,RGC,Minor,Query,Pvalb,11_Novel,RGC
NOVEL_11,Sdk1,RGC,Minor,Query,Sdk1,11_Novel,RGC
NOVEL_11,Khdrbs2,RGC,Minor,Query,Khdrbs2,11_Novel,RGC
NT-OODSGC,Pcp4,RGC,Minor,Query,Pcp4,12_ooDS_NT,RGC
NT-OODSGC,Tcf4,RGC,Minor,Query,Tcf4,12_ooDS_NT,RGC
NT-OODSGC,Chrm3,RGC,Minor,Query,Chrm3,12_ooDS_NT,RGC
NT-OODSGC,Kcnh7,RGC,Minor,Query,Kcnh7,12_ooDS_NT,RGC
NT-OODSGC,Cntn4,RGC,Minor,Query,Cntn4,12_ooDS_NT,RGC
NT-OODSGC,Nell1,RGC,Minor,Query,Nell1,12_ooDS_NT,RGC
NT-OODSGC,Olfm1,RGC,Minor,Query,Olfm1,12_ooDS_NT,RGC
NT-OODSGC,Pde1c,RGC,Minor,Query,Pde1c,12_ooDS_NT,RGC
NT-OODSGC,Cartpt,RGC,Minor,Query,Cartpt,12_ooDS_NT,RGC
NT-OODSGC,Negr1,RGC,Minor,Query,Negr1,12_ooDS_NT,RGC
NT-OODSGC,Alk,RGC,Minor,Query,Alk,12_ooDS_NT,RGC
NT-OODSGC,Cplx1,RGC,Minor,Query,Cplx1,12_ooDS_NT,RGC
NT-OODSGC,Plcb1,RGC,Minor,Query,Plcb1,12_ooDS_NT,RGC
NT-OODSGC,Fstl5,RGC,Minor,Query,Fstl5,12_ooDS_NT,RGC
NT-OODSGC,Ncam2,RGC,Minor,Query,Ncam2,12_ooDS_NT,RGC
NT-OODSGC,Gabrg3,RGC,Minor,Query,Gabrg3,12_ooDS_NT,RGC
NT-OODSGC,Dab1,RGC,Minor,Query,Dab1,12_ooDS_NT,RGC
NT-OODSGC,Rgs6,RGC,Minor,Query,Rgs6,12_ooDS_NT,RGC
NT-OODSGC,Pcdh9,RGC,Minor,Query,Pcdh9,12_ooDS_NT,RGC
NOVEL_13,Tagln3,RGC,Minor,Query,Tagln3,13_Novel,RGC
NOVEL_13,Nrg1_ensmusg00000062991,RGC,Minor,Query,Nrg1_ensmusg00000062991,13_Novel,RGC
NOVEL_13,Dpp10,RGC,Minor,Query,Dpp10,13_Novel,RGC
NOVEL_13,Negr1,RGC,Minor,Query,Negr1,13_Novel,RGC
NOVEL_13,Sdk1,RGC,Minor,Query,Sdk1,13_Novel,RGC
NOVEL_13,Cplx2,RGC,Minor,Query,Cplx2,13_Novel,RGC
NOVEL_13,Slc35f1,RGC,Minor,Query,Slc35f1,13_Novel,RGC
NOVEL_13,Cntn5,RGC,Minor,Query,Cntn5,13_Novel,RGC
NOVEL_13,Pcdh7,RGC,Minor,Query,Pcdh7,13_Novel,RGC
NOVEL_13,Tenm2,RGC,Minor,Query,Tenm2,13_Novel,RGC
NOVEL_13,Cartpt,RGC,Minor,Query,Cartpt,13_Novel,RGC
NOVEL_13,Sv2c,RGC,Minor,Query,Sv2c,13_Novel,RGC
NOVEL_13,Gabrg3,RGC,Minor,Query,Gabrg3,13_Novel,RGC
NOVEL_13,Fstl5,RGC,Minor,Query,Fstl5,13_Novel,RGC
OODS_CCK_14,Nrxn3,RGC,Minor,Query,Nrxn3,14_ooDS_Cck,RGC
OODS_CCK_14,Kirrel3,RGC,Minor,Query,Kirrel3,14_ooDS_Cck,RGC
OODS_CCK_14,Asic2,RGC,Minor,Query,Asic2,14_ooDS_Cck,RGC
OODS_CCK_14,Grm8,RGC,Minor,Query,Grm8,14_ooDS_Cck,RGC
OODS_CCK_14,Sorcs1,RGC,Minor,Query,Sorcs1,14_ooDS_Cck,RGC
OODS_CCK_14,Cck,RGC,Minor,Query,Cck,14_ooDS_Cck,RGC
OODS_CCK_14,Ncam2,RGC,Minor,Query,Ncam2,14_ooDS_Cck,RGC
OODS_CCK_14,Nalf1,RGC,Minor,Query,Nalf1,14_ooDS_Cck,RGC
OODS_CCK_14,Sema3a,RGC,Minor,Query,Sema3a,14_ooDS_Cck,RGC
OODS_CCK_14,Mgat4c,RGC,Minor,Query,Mgat4c,14_ooDS_Cck,RGC
OODS_CCK_14,Gabrg3,RGC,Minor,Query,Gabrg3,14_ooDS_Cck,RGC
OODS_CCK_14,Astn2,RGC,Minor,Query,Astn2,14_ooDS_Cck,RGC
OODS_CCK_14,Pou6f2,RGC,Minor,Query,Pou6f2,14_ooDS_Cck,RGC
OODS_CCK_14,Nrg1_ensmusg00000062991,RGC,Minor,Query,Nrg1_ensmusg00000062991,14_ooDS_Cck,RGC
OODS_CCK_14,Cdh18,RGC,Minor,Query,Cdh18,14_ooDS_Cck,RGC
OODS_CCK_14,Cartpt,RGC,Minor,Query,Cartpt,14_ooDS_Cck,RGC
OODS_CCK_14,Cdh12,RGC,Minor,Query,Cdh12,14_ooDS_Cck,RGC
NOVEL_15,Galntl6,RGC,Minor,Query,Galntl6,15_Novel,RGC
NOVEL_15,Asic2,RGC,Minor,Query,Asic2,15_Novel,RGC
NOVEL_15,Kirrel3,RGC,Minor,Query,Kirrel3,15_Novel,RGC
NOVEL_15,Ebf1,RGC,Minor,Query,Ebf1,15_Novel,RGC
NOVEL_15,Cntnap5a,RGC,Minor,Query,Cntnap5a,15_Novel,RGC
NOVEL_15,Hpcal1,RGC,Minor,Query,Hpcal1,15_Novel,RGC
NOVEL_15,Tshz2,RGC,Minor,Query,Tshz2,15_Novel,RGC
NOVEL_15,Penk,RGC,Minor,Query,Penk,15_Novel,RGC
NOVEL_15,Schip1,RGC,Minor,Query,Schip1,15_Novel,RGC
NOVEL_15,Crhbp,RGC,Minor,Query,Crhbp,15_Novel,RGC
NOVEL_15,Nrgn,RGC,Minor,Query,Nrgn,15_Novel,RGC
NOVEL_15,Cartpt,RGC,Minor,Query,Cartpt,15_Novel,RGC
NOVEL_15,Meis2,RGC,Minor,Query,Meis2,15_Novel,RGC
NOVEL_15,Pcdh11x,RGC,Minor,Query,Pcdh11x,15_Novel,RGC
NOVEL_15,Ogfrl1,RGC,Minor,Query,Ogfrl1,15_Novel,RGC
NOVEL_15,Mid1,RGC,Minor,Query,Mid1,15_Novel,RGC
NOVEL_15,Tmsb4x,RGC,Minor,Query,Tmsb4x,15_Novel,RGC
DV-OODSGC,Gm32647,RGC,Minor,Query,Gm32647,16_ooDS_DV,RGC
DV-OODSGC,Rgs4,RGC,Minor,Query,Rgs4,16_ooDS_DV,RGC
DV-OODSGC,Opcml,RGC,Minor,Query,Opcml,16_ooDS_DV,RGC
DV-OODSGC,Cartpt,RGC,Minor,Query,Cartpt,16_ooDS_DV,RGC
DV-OODSGC,Pcdh11x,RGC,Minor,Query,Pcdh11x,16_ooDS_DV,RGC
DV-OODSGC,Cplx2,RGC,Minor,Query,Cplx2,16_ooDS_DV,RGC
DV-OODSGC,Alk,RGC,Minor,Query,Alk,16_ooDS_DV,RGC
DV-OODSGC,Crhbp,RGC,Minor,Query,Crhbp,16_ooDS_DV,RGC
DV-OODSGC,Pcp4,RGC,Minor,Query,Pcp4,16_ooDS_DV,RGC
DV-OODSGC,Scg2,RGC,Minor,Query,Scg2,16_ooDS_DV,RGC
DV-OODSGC,Nrsn1,RGC,Minor,Query,Nrsn1,16_ooDS_DV,RGC
DV-OODSGC,Cdh6,RGC,Minor,Query,Cdh6,16_ooDS_DV,RGC
DV-OODSGC,Cntn5,RGC,Minor,Query,Cntn5,16_ooDS_DV,RGC
DV-OODSGC,Hs3st4,RGC,Minor,Query,Hs3st4,16_ooDS_DV,RGC
DV-OODSGC,Tafa1,RGC,Minor,Query,Tafa1,16_ooDS_DV,RGC
DV-OODSGC,Ralyl,RGC,Minor,Query,Ralyl,16_ooDS_DV,RGC
TBR1-S1,Crhbp,RGC,Minor,Query,Crhbp,17_Tbr1_S1,RGC
