Name	Marker	Curated	Queried	Major_Name
MICROGLIA	Ctss		Queried	MICROGLIA
MICROGLIA	Ctsz		Queried	MICROGLIA
MICROGLIA	Cxcl10		Queried	MICROGLIA
MICROGLIA	Fos		Queried	MICROGLIA
MICROGLIA	Fth1		Queried	MICROGLIA
MICROGLIA	Ftl1		Queried	MICROGLIA
MICROGLIA	H2az1		Queried	MICROGLIA
MICROGLIA	Hexb		Queried	MICROGLIA
MICROGLIA	Hmgb1		Queried	MICROGLIA
MICROGLIA	Hmgb2		Queried	MICROGLIA
MICROGLIA	Hsp90aa1		Queried	MICROGLIA
MICROGLIA	Hspa1a		Queried	MICROGLIA
MICROGLIA	Irf7	Curated		MICROGLIA
MICROGLIA	Isg15	Curated		MICROGLIA
MICROGLIA	Laptm5		Queried	MICROGLIA
MICROGLIA	Ly86		Queried	MICROGLIA
MICROGLIA	Malat1		Queried	MICROGLIA
MICROGLIA	Nfkbia		Queried	MICROGLIA
MICROGLIA	P2ry12	Curated		MICROGLIA
MICROGLIA	Psap		Queried	MICROGLIA
MICROGLIA	Ptprc	Curated		MICROGLIA
MICROGLIA	Rps27		Queried	MICROGLIA
MICROGLIA	Rps28		Queried	MICROGLIA
MICROGLIA	Selenop		Queried	MICROGLIA
MICROGLIA	Stmn1		Queried	MICROGLIA
MICROGLIA	Tmem119	Curated		MICROGLIA
MICROGLIA	Tmsb4x		Queried	MICROGLIA
MICROGLIA	Trem2		Queried	MICROGLIA
MICROGLIA	Tuba1b		Queried	MICROGLIA
MICROGLIA	Tubb5		Queried	MICROGLIA
MICROGLIA	Ube2s		Queried	MICROGLIA
MELANOCYTE	Mlana	Curated		MONOCYTE
MELANOCYTE	Serpina3n	Curated		MONOCYTE
PERICYTE	Acta2	Curated		PERICYTE
PERICYTE	Atp1a2		Queried	PERICYTE
PERICYTE	Cald1		Queried	PERICYTE
PERICYTE	Crip1		Queried	PERICYTE
PERICYTE	Dlc1		Queried	PERICYTE
PERICYTE	Ebf1		Queried	PERICYTE
PERICYTE	Igfbp7		Queried	PERICYTE
PERICYTE	Mfge8		Queried	PERICYTE
PERICYTE	Mgp	Curated	Queried	PERICYTE
PERICYTE	Myl9		Queried	PERICYTE
PERICYTE	Mylk		Queried	PERICYTE
PERICYTE	Ndufa4l2		Queried	PERICYTE
PERICYTE	Pde3a		Queried	PERICYTE
PERICYTE	Pdgfrb	Curated	Queried	PERICYTE
PERICYTE	Plcl1		Queried	PERICYTE
PERICYTE	Rbms3		Queried	PERICYTE
PERICYTE	Rbpms	Curated		PERICYTE
PERICYTE	Rgs5	Curated	Queried	PERICYTE
PERICYTE	Sparcl1		Queried	PERICYTE
PERICYTE	Vtn		Queried	PERICYTE
ALPHA-RGC	Calb1	Curated		RGC
ALPHA-RGC	Opn4	Curated		RGC
ALPHA-RGC	Pou4f1	Curated		RGC
ALPHA-RGC	Pou4f3	Curated		RGC
ALPHA-RGC	Spp1	Curated		RGC
ALPHAOFF-S	Aldoc		Queried	RGC
ALPHAOFF-S	Cdh12		Queried	RGC
ALPHAOFF-S	Ctxn3		Queried	RGC
ALPHAOFF-S	Fabp5		Queried	RGC
ALPHAOFF-S	Fes	Curated		RGC
ALPHAOFF-S	Frmd5		Queried	RGC
ALPHAOFF-S	Lrrc4c		Queried	RGC
ALPHAOFF-S	Mdga2		Queried	RGC
ALPHAOFF-S	Meis2		Queried	RGC
ALPHAOFF-S	Nefh		Queried	RGC
ALPHAOFF-S	Ntng1		Queried	RGC
ALPHAOFF-S	Ogfrl1		Queried	RGC
ALPHAOFF-S	Pcdh9		Queried	RGC
ALPHAOFF-S	Pcsk2		Queried	RGC
ALPHAOFF-S	Pvalb		Queried	RGC
ALPHAOFF-S	Ralyl		Queried	RGC
ALPHAOFF-S	Spp1	Curated	Queried	RGC
ALPHAOFF-S	Zmat4		Queried	RGC
ALPHAOFF-T	6330411d24rik		Queried	RGC
ALPHAOFF-T	Aldoc		Queried	RGC
ALPHAOFF-T	Cdkn1c		Queried	RGC
ALPHAOFF-T	Coch		Queried	RGC
ALPHAOFF-T	Etv1		Queried	RGC
ALPHAOFF-T	Fgf1		Queried	RGC
ALPHAOFF-T	Kcng2		Queried	RGC
ALPHAOFF-T	Ldhb		Queried	RGC
ALPHAOFF-T	Mafb		Queried	RGC
ALPHAOFF-T	Map7d2		Queried	RGC
ALPHAOFF-T	Nefh		Queried	RGC
ALPHAOFF-T	Nefm		Queried	RGC
ALPHAOFF-T	Ntng1		Queried	RGC
ALPHAOFF-T	Ogfrl1		Queried	RGC
ALPHAOFF-T	Pou4f3	Curated		RGC
ALPHAOFF-T	Pvalb		Queried	RGC
ALPHAOFF-T	Scn1b		Queried	RGC
ALPHAOFF-T	Spp1	Curated	Queried	RGC
ALPHAOFF-T	Tpbg	Curated		RGC
ALPHAOFF-T	Tppp3		Queried	RGC
ALPHAON-S	Calb1	Curated	Queried	RGC
ALPHAON-S	Cdh18		Queried	RGC
ALPHAON-S	Ctxn3		Queried	RGC
ALPHAON-S	Dlgap1		Queried	RGC
ALPHAON-S	Fgf1		Queried	RGC
ALPHAON-S	Il1rapl2	Curated	Queried	RGC
ALPHAON-S	Map1a		Queried	RGC
ALPHAON-S	Nefh		Queried	RGC
ALPHAON-S	Nrg1_ensmusg00000062991		Queried	RGC
ALPHAON-S	Opn4	Curated		RGC
ALPHAON-S	Pcdh9		Queried	RGC
ALPHAON-S	Prph		Queried	RGC
ALPHAON-S	Pvalb		Queried	RGC
ALPHAON-S	Rgs4		Queried	RGC
ALPHAON-S	Sgcz		Queried	RGC
ALPHAON-S	Slc24a2		Queried	RGC
ALPHAON-S	Spp1	Curated		RGC
ALPHAON-S	Ttll7		Queried	RGC
ALPHAON-T	Aldoc		Queried	RGC
ALPHAON-T	Asic2		Queried	RGC
ALPHAON-T	Cdkn1c		Queried	RGC
ALPHAON-T	Clu		Queried	RGC
ALPHAON-T	Dkk3		Queried	RGC
ALPHAON-T	Etv1		Queried	RGC
ALPHAON-T	Fgf1		Queried	RGC
ALPHAON-T	Kcnb2		Queried	RGC
ALPHAON-T	Kit	Curated		RGC
ALPHAON-T	Mgat4c		Queried	RGC
ALPHAON-T	Nkain2		Queried	RGC
ALPHAON-T	Pcdh17		Queried	RGC
ALPHAON-T	Pcdh9		Queried	RGC
ALPHAON-T	Pvalb		Queried	RGC
ALPHAON-T	Rgs6		Queried	RGC
ALPHAON-T	Sema3a		Queried	RGC
ALPHAON-T	Sgcz		Queried	RGC
ALPHAON-T	Spp1	Curated	Queried	RGC
D-OODSGC	Calb1	Curated		RGC
D-OODSGC	Cartpt	Curated		RGC
D-OODSGC	Col25a1	Curated		RGC
DV-OODSGC	Alk		Queried	RGC
DV-OODSGC	Cartpt		Queried	RGC
DV-OODSGC	Cdh6		Queried	RGC
DV-OODSGC	Cntn5		Queried	RGC
DV-OODSGC	Cplx2		Queried	RGC
DV-OODSGC	Crhbp		Queried	RGC
DV-OODSGC	Gm32647		Queried	RGC
DV-OODSGC	Hs3st4		Queried	RGC
DV-OODSGC	Nrsn1		Queried	RGC
DV-OODSGC	Opcml		Queried	RGC
DV-OODSGC	Pcdh11x		Queried	RGC
DV-OODSGC	Pcp4		Queried	RGC
DV-OODSGC	Ralyl		Queried	RGC
DV-OODSGC	Rgs4		Queried	RGC
DV-OODSGC	Scg2		Queried	RGC
DV-OODSGC	Tafa1		Queried	RGC
F-MIDI-OFF	Cdk15	Curated		RGC
F-MIDI-OFF	Cntn5		Queried	RGC
F-MIDI-OFF	Cplx2		Queried	RGC
F-MIDI-OFF	Csmd1		Queried	RGC
F-MIDI-OFF	Foxp1		Queried	RGC
F-MIDI-OFF	Foxp2	Curated		RGC
F-MIDI-OFF	Gabra2		Queried	RGC
F-MIDI-OFF	Kcnb2		Queried	RGC
F-MIDI-OFF	Marcks		Queried	RGC
F-MIDI-OFF	Pcdh9		Queried	RGC
F-MIDI-OFF	Pvalb		Queried	RGC
F-MIDI-OFF	Robo1		Queried	RGC
F-MIDI-OFF	Rprm		Queried	RGC
F-MIDI-OFF	Scg2		Queried	RGC
F-MIDI-OFF	Sorcs1		Queried	RGC
F-MIDI-OFF	Sphkap		Queried	RGC
F-MIDI-OFF	Synpr		Queried	RGC
F-MIDI-OFF	Tac1		Queried	RGC
F-MIDI-OFF	Vsnl1		Queried	RGC
F-MIDI-ON	Anxa3	Curated		RGC
F-MIDI-ON	Chrm3		Queried	RGC
F-MIDI-ON	Cntnap2		Queried	RGC
F-MIDI-ON	Dpp10		Queried	RGC
F-MIDI-ON	Ebf3		Queried	RGC
F-MIDI-ON	Foxp2	Curated	Queried	RGC
F-MIDI-ON	Galntl6		Queried	RGC
F-MIDI-ON	Hcn1		Queried	RGC
F-MIDI-ON	Kcnb2		Queried	RGC
F-MIDI-ON	Lxn		Queried	RGC
F-MIDI-ON	Marcks		Queried	RGC
F-MIDI-ON	Meis2		Queried	RGC
F-MIDI-ON	Pcp4		Queried	RGC
F-MIDI-ON	Pvalb		Queried	RGC
F-MIDI-ON	Scg2		Queried	RGC
F-MIDI-ON	Sorcs1		Queried	RGC
F-MIDI-ON	Synpr		Queried	RGC
F-MIDI-ON	Unc5c		Queried	RGC
F-MINI-OFF	Csmd3		Queried	RGC
F-MINI-OFF	Foxp1		Queried	RGC
F-MINI-OFF	Galntl6		Queried	RGC
F-MINI-OFF	Gpc6		Queried	RGC
F-MINI-OFF	Gria1		Queried	RGC
F-MINI-OFF	Lrrc4c		Queried	RGC
F-MINI-OFF	Magi1		Queried	RGC
F-MINI-OFF	Pcp4		Queried	RGC
F-MINI-OFF	Pde1a	Curated		RGC
F-MINI-OFF	Rprm		Queried	RGC
F-MINI-OFF	Tafa1		Queried	RGC
F-MINI-OFF	Tafa2		Queried	RGC
F-MINI-OFF	Tshz2		Queried	RGC
F-MINI-ON	D130079a08rik		Queried	RGC
F-MINI-ON	Dcc		Queried	RGC
F-MINI-ON	Dpp10		Queried	RGC
F-MINI-ON	Enox1		Queried	RGC
F-MINI-ON	Foxp2	Curated	Queried	RGC
F-MINI-ON	Grid2		Queried	RGC
F-MINI-ON	Irx4	Curated		RGC
F-MINI-ON	Kcnd2		Queried	RGC
F-MINI-ON	Kcnq5		Queried	RGC
F-MINI-ON	Mgat4c		Queried	RGC
F-MINI-ON	Nell2		Queried	RGC
F-MINI-ON	Nrgn		Queried	RGC
F-MINI-ON	Pcdh7		Queried	RGC
F-MINI-ON	Ptchd4		Queried	RGC
F-MINI-ON	Spon1		Queried	RGC
F-MINI-ON	Trarg1		Queried	RGC
F-MINI-ON	Zfhx3		Queried	RGC
F-MINI-ON	Zfp804b		Queried	RGC
F-NOVEL	Car10		Queried	RGC
F-NOVEL	Cntnap2		Queried	RGC
F-NOVEL	Coch	Curated	Queried	RGC
F-NOVEL	Dlgap1		Queried	RGC
F-NOVEL	Egfem1		Queried	RGC
F-NOVEL	Foxp2		Queried	RGC
F-NOVEL	Frmd5		Queried	RGC
F-NOVEL	Galntl6		Queried	RGC
F-NOVEL	Lrrtm4		Queried	RGC
F-NOVEL	Meis2		Queried	RGC
F-NOVEL	Ntng1		Queried	RGC
F-NOVEL	Prdm8	Curated		RGC
F-NOVEL	Rhox5	Curated		RGC
F-NOVEL	Sgcz		Queried	RGC
F-NOVEL	Snca		Queried	RGC
F-NOVEL	Spon1		Queried	RGC
F-NOVEL	Synpr		Queried	RGC
F-RGC	Ebf3	Curated		RGC
F-RGC	Foxp1	Curated		RGC
F-RGC	Foxp2	Curated		RGC
F-RGC	Pou4f1	Curated		RGC
F-RGC	Pou4f2	Curated		RGC
F-RGC	Pou4f3	Curated		RGC
GANGLIONOTHER78	Eomes	Curated		RGC
GANGLIONOTHER78	Opn4	Curated		RGC
IPRGC	Adcyap1	Curated		RGC
IPRGC	Eomes	Curated		RGC
IPRGC	Opn4	Curated		RGC
IPRGC	Spp1	Curated		RGC
IPRGC	Tbx20	Curated		RGC
J-RGC	Cadm2		Queried	RGC
J-RGC	Caln1		Queried	RGC
J-RGC	Dcc		Queried	RGC
J-RGC	Egfem1		Queried	RGC
J-RGC	Jam2	Curated		RGC
J-RGC	Kcnd2		Queried	RGC
J-RGC	Lingo2		Queried	RGC
J-RGC	Lrrc4c		Queried	RGC
J-RGC	Nrxn3		Queried	RGC
J-RGC	Pcdh20	Curated		RGC
J-RGC	Pcdh9		Queried	RGC
J-RGC	Pcsk2		Queried	RGC
J-RGC	Plcb1		Queried	RGC
J-RGC	Tbr1	Curated		RGC
J-RGC	Tenm2		Queried	RGC
J-RGC	Tmsb4x		Queried	RGC
J-RGC	Tshz2		Queried	RGC
J-RGC	Zfhx3		Queried	RGC
M1A	Adcyap1	Curated	Queried	RGC
M1A	Brinp1		Queried	RGC
M1A	Cd24a		Queried	RGC
M1A	Celf4		Queried	RGC
M1A	Gldn		Queried	RGC
M1A	Gm32647		Queried	RGC
M1A	Igf1		Queried	RGC
M1A	Lbhd2	Curated		RGC
M1A	Lxn		Queried	RGC
M1A	Meis2		Queried	RGC
M1A	Nrg1_ensmusg00000062991		Queried	RGC
M1A	Opcml		Queried	RGC
M1A	Opn4	Curated	Queried	RGC
M1A	Rbms3		Queried	RGC
M1A	Rprm		Queried	RGC
M1A	Sdk1		Queried	RGC
M1A	Thsd7b		Queried	RGC
M1A	Unc5d		Queried	RGC
M1B	Asic2		Queried	RGC
M1B	Cdh18		Queried	RGC
M1B	Cntn5		Queried	RGC
M1B	Csmd1		Queried	RGC
M1B	Eomes		Queried	RGC
M1B	Etl4		Queried	RGC
M1B	Gpc5		Queried	RGC
M1B	Kcnb2		Queried	RGC
M1B	Kcnq5		Queried	RGC
M1B	Nmb	Curated		RGC
M1B	Opn4		Queried	RGC
M1B	Pcdh9		Queried	RGC
M1B	Pde4b		Queried	RGC
M1B	Resp18		Queried	RGC
M1B	Rprm		Queried	RGC
M1B	Six3		Queried	RGC
M1B	Synpr		Queried	RGC
M2	Aldoc		Queried	RGC
M2	Astn2		Queried	RGC
M2	Ctxn3		Queried	RGC
M2	Cygb		Queried	RGC
M2	Dlgap1		Queried	RGC
M2	Fabp5		Queried	RGC
M2	Gm32647		Queried	RGC
M2	Lbhd2	Curated		RGC
M2	Lrp1b		Queried	RGC
M2	Lrrc4c		Queried	RGC
M2	Ndnf		Queried	RGC
M2	Nell1		Queried	RGC
M2	Opn4		Queried	RGC
M2	Pcdh9		Queried	RGC
M2	Pcp4		Queried	RGC
M2	Rgs4		Queried	RGC
M2	Scg2		Queried	RGC
M2	Sdk1		Queried	RGC
M2	Spp1	Curated	Queried	RGC
M2	Tbx20	Curated		RGC
M2	Thsd7b		Queried	RGC
M3, M5, OR M6	Caln1		Queried	RGC
M3, M5, OR M6	Cdhr1	Curated		RGC
M3, M5, OR M6	Csmd1		Queried	RGC
M3, M5, OR M6	Ctxn3		Queried	RGC
M3, M5, OR M6	Gpc5		Queried	RGC
M3, M5, OR M6	Hs3st4		Queried	RGC
M3, M5, OR M6	Igf1		Queried	RGC
M3, M5, OR M6	Kirrel3		Queried	RGC
M3, M5, OR M6	Lrp1b		Queried	RGC
M3, M5, OR M6	Mgat4c		Queried	RGC
M3, M5, OR M6	Ntm		Queried	RGC
M3, M5, OR M6	Pcdh15		Queried	RGC
M3, M5, OR M6	Pcdh9		Queried	RGC
M3, M5, OR M6	Pcp4		Queried	RGC
M3, M5, OR M6	Pcsk2		Queried	RGC
M3, M5, OR M6	Serpine2	Curated		RGC
M3, M5, OR M6	Sgcd		Queried	RGC
M3, M5, OR M6	Tmcc3		Queried	RGC
M3, M5, OR M6	Trhde		Queried	RGC
M3, M5, OR M6	Unc5d		Queried	RGC
M4	Il1rapl2	Curated		RGC
M4	Spp1	Curated		RGC
MAYBE T-OODSGC	Gpr88	Curated		RGC
MAYBE T-OODSGC	Tafa4	Curated		RGC
N-OODSGC	Cartpt	Curated		RGC
N-OODSGC	Mmp17	Curated		RGC
N-RGC	Neurod2	Curated		RGC
N-RGC	Satb2	Curated		RGC
NOVEL_10	Ano3		Queried	RGC
NOVEL_10	Auts2		Queried	RGC
NOVEL_10	Dab1		Queried	RGC
NOVEL_10	Enox1		Queried	RGC
NOVEL_10	Fat3		Queried	RGC
NOVEL_10	Hcn1		Queried	RGC
NOVEL_10	Igf1		Queried	RGC
NOVEL_10	Mgat4c		Queried	RGC
NOVEL_10	Mmp9		Queried	RGC
NOVEL_10	Nlgn1		Queried	RGC
NOVEL_10	Ntng1		Queried	RGC
NOVEL_10	Pcdh9		Queried	RGC
NOVEL_10	Pou6f2		Queried	RGC
NOVEL_10	Robo1		Queried	RGC
NOVEL_10	Sdk1		Queried	RGC
NOVEL_10	Tafa1		Queried	RGC
NOVEL_10	Tmeff2		Queried	RGC
NOVEL_10	Tmsb4x		Queried	RGC
NOVEL_11	Cdh4		Queried	RGC
NOVEL_11	Chrm3		Queried	RGC
NOVEL_11	Cntn5		Queried	RGC
NOVEL_11	Cplx2		Queried	RGC
NOVEL_11	Ebf3		Queried	RGC
NOVEL_11	Gabrg3		Queried	RGC
NOVEL_11	Gm17750	Curated		RGC
NOVEL_11	Hs6st3		Queried	RGC
NOVEL_11	Khdrbs2		Queried	RGC
NOVEL_11	Ntng1		Queried	RGC
NOVEL_11	Pex5l		Queried	RGC
NOVEL_11	Pvalb		Queried	RGC
NOVEL_11	Sdk1		Queried	RGC
NOVEL_11	Serpinb1b	Curated		RGC
NOVEL_11	Sgcz		Queried	RGC
NOVEL_11	Tac1		Queried	RGC
NOVEL_13	Cartpt		Queried	RGC
NOVEL_13	Cntn5		Queried	RGC
NOVEL_13	Cplx2		Queried	RGC
NOVEL_13	Dpp10		Queried	RGC
NOVEL_13	Fstl5		Queried	RGC
NOVEL_13	Gabrg3		Queried	RGC
NOVEL_13	Negr1		Queried	RGC
NOVEL_13	Nrg1_ensmusg00000062991		Queried	RGC
NOVEL_13	Pcdh7		Queried	RGC
NOVEL_13	Sdk1		Queried	RGC
NOVEL_13	Slc35f1		Queried	RGC
NOVEL_13	Sv2c		Queried	RGC
NOVEL_13	Tagln3		Queried	RGC
NOVEL_13	Tenm2		Queried	RGC
NOVEL_14	Cartpt	Curated		RGC
NOVEL_14	Vit	Curated		RGC
NOVEL_15	Apela	Curated		RGC
NOVEL_15	Asic2		Queried	RGC
NOVEL_15	Cartpt		Queried	RGC
NOVEL_15	Cntnap5a		Queried	RGC
NOVEL_15	Crhbp		Queried	RGC
NOVEL_15	Ebf1		Queried	RGC
NOVEL_15	Galntl6		Queried	RGC
NOVEL_15	Hpcal1		Queried	RGC
NOVEL_15	Kirrel3		Queried	RGC
NOVEL_15	Meis2		Queried	RGC
NOVEL_15	Mid1		Queried	RGC
NOVEL_15	Nrgn		Queried	RGC
NOVEL_15	Ogfrl1		Queried	RGC
NOVEL_15	Pcdh11x		Queried	RGC
NOVEL_15	Penk		Queried	RGC
NOVEL_15	Schip1		Queried	RGC
NOVEL_15	Tmsb4x		Queried	RGC
NOVEL_15	Tshz2		Queried	RGC
NOVEL_18	Cdh18		Queried	RGC
NOVEL_18	Cntnap2		Queried	RGC
NOVEL_18	Csmd1		Queried	RGC
NOVEL_18	Edil3		Queried	RGC
NOVEL_18	Etl4		Queried	RGC
NOVEL_18	Fads2b	Curated		RGC
NOVEL_18	Gabrb1		Queried	RGC
NOVEL_18	Gnas		Queried	RGC
NOVEL_18	Grin2a		Queried	RGC
NOVEL_18	Il1rapl1		Queried	RGC
NOVEL_18	Lrrtm4		Queried	RGC
NOVEL_18	Mgarp		Queried	RGC
NOVEL_18	Pcdh20	Curated		RGC
NOVEL_18	Pcdh9		Queried	RGC
NOVEL_18	Pou6f2		Queried	RGC
NOVEL_18	Rgs6		Queried	RGC
NOVEL_18	Spon1		Queried	RGC
NOVEL_19	Alcam		Queried	RGC
NOVEL_19	Brinp3		Queried	RGC
NOVEL_19	Csmd3		Queried	RGC
NOVEL_19	Ebf3		Queried	RGC
NOVEL_19	Hs6st3		Queried	RGC
NOVEL_19	Inpp4b		Queried	RGC
NOVEL_19	Kcnh7		Queried	RGC
NOVEL_19	Lrrc4c		Queried	RGC
NOVEL_19	Negr1		Queried	RGC
NOVEL_19	Nell1		Queried	RGC
NOVEL_19	Pcdh9		Queried	RGC
NOVEL_19	Penk	Curated	Queried	RGC
NOVEL_19	Prdm8	Curated		RGC
NOVEL_19	Ptprd		Queried	RGC
NOVEL_19	Schip1		Queried	RGC
NOVEL_19	Slc24a2	Curated		RGC
NOVEL_19	Sorcs1		Queried	RGC
NOVEL_19	Tafa1		Queried	RGC
NOVEL_19	Tcf4		Queried	RGC
NOVEL_19	Tenm1		Queried	RGC
NOVEL_20	Chrm3		Queried	RGC
NOVEL_20	Cntn5		Queried	RGC
NOVEL_20	Csmd3		Queried	RGC
NOVEL_20	Ebf3		Queried	RGC
NOVEL_20	Gal	Curated		RGC
NOVEL_20	Gm32647		Queried	RGC
NOVEL_20	Hcn1		Queried	RGC
NOVEL_20	Inpp4b		Queried	RGC
NOVEL_20	Marcks		Queried	RGC
NOVEL_20	Meis2		Queried	RGC
NOVEL_20	Pcdh9		Queried	RGC
NOVEL_20	Penk	Curated	Queried	RGC
NOVEL_20	Ppp3ca		Queried	RGC
NOVEL_20	Tshz2		Queried	RGC
NOVEL_24	Alcam		Queried	RGC
NOVEL_24	Ano3		Queried	RGC
NOVEL_24	Calb1		Queried	RGC
NOVEL_24	Cplx2		Queried	RGC
NOVEL_24	Dpp10		Queried	RGC
NOVEL_24	Egfem1		Queried	RGC
NOVEL_24	Gabrg3		Queried	RGC
NOVEL_24	Gm32647		Queried	RGC
NOVEL_24	Klhl1		Queried	RGC
NOVEL_24	Pcdh10		Queried	RGC
NOVEL_24	Pcdh9		Queried	RGC
NOVEL_24	Pvalb		Queried	RGC
NOVEL_24	Sgcd		Queried	RGC
NOVEL_24	Sgcz		Queried	RGC
NOVEL_24	Tafa2		Queried	RGC
NOVEL_24	Tppp3		Queried	RGC
NOVEL_24	Zfhx3		Queried	RGC
NOVEL_25	Cplx1		Queried	RGC
NOVEL_25	Dlg2		Queried	RGC
NOVEL_25	Grid2		Queried	RGC
NOVEL_25	Inpp4b		Queried	RGC
NOVEL_25	Kirrel3		Queried	RGC
NOVEL_25	Lrrtm4		Queried	RGC
NOVEL_25	Meis2		Queried	RGC
NOVEL_25	Nell1		Queried	RGC
NOVEL_25	Nrxn3		Queried	RGC
NOVEL_25	Ntng1		Queried	RGC
NOVEL_25	Pcdh9		Queried	RGC
NOVEL_25	Ptn		Queried	RGC
NOVEL_25	Ralyl		Queried	RGC
NOVEL_25	Rgs6		Queried	RGC
NOVEL_25	Slc17a1	Curated		RGC
NOVEL_25	Tafa1		Queried	RGC
NOVEL_25	Zmat4		Queried	RGC
NOVEL_26	Ctnna2		Queried	RGC
NOVEL_26	Grm5		Queried	RGC
NOVEL_26	Igfbp	Curated		RGC
NOVEL_26	Inpp4b		Queried	RGC
NOVEL_26	Kcnq5		Queried	RGC
NOVEL_26	Lrrtm4		Queried	RGC
NOVEL_26	Meis2		Queried	RGC
NOVEL_26	Nell1		Queried	RGC
NOVEL_26	Ogfrl1		Queried	RGC
NOVEL_26	Pcdh11x		Queried	RGC
NOVEL_26	Pcdh15		Queried	RGC
NOVEL_26	Penk	Curated	Queried	RGC
NOVEL_26	Plcb4		Queried	RGC
NOVEL_26	Serpini1		Queried	RGC
NOVEL_26	Sgcz		Queried	RGC
NOVEL_26	Sorcs1		Queried	RGC
NOVEL_26	Sorcs3		Queried	RGC
NOVEL_27	Alk		Queried	RGC
NOVEL_27	Cck		Queried	RGC
NOVEL_27	Chrna6		Queried	RGC
NOVEL_27	Cntnap2		Queried	RGC
NOVEL_27	Dab1		Queried	RGC
NOVEL_27	Ebf3		Queried	RGC
NOVEL_27	Fat3		Queried	RGC
NOVEL_27	Hs6st3		Queried	RGC
NOVEL_27	Igf1		Queried	RGC
NOVEL_27	Kcnip1		Queried	RGC
NOVEL_27	Kirrel3		Queried	RGC
NOVEL_27	Nrgn		Queried	RGC
NOVEL_27	Prkcg	Curated		RGC
NOVEL_27	Pvalb		Queried	RGC
NOVEL_27	Rgs7bp		Queried	RGC
NOVEL_27	Sdk1		Queried	RGC
NOVEL_27	Sgcd		Queried	RGC
NOVEL_27	Sorcs1		Queried	RGC
NOVEL_27	Sv2c		Queried	RGC
NOVEL_29	Brinp3		Queried	RGC
NOVEL_29	Cntnap2		Queried	RGC
NOVEL_29	Cplx1		Queried	RGC
NOVEL_29	Cst3		Queried	RGC
NOVEL_29	Ebf1		Queried	RGC
NOVEL_29	Galntl6		Queried	RGC
NOVEL_29	Gm32647		Queried	RGC
NOVEL_29	Grid2		Queried	RGC
NOVEL_29	Lrrtm4		Queried	RGC
NOVEL_29	Meis2		Queried	RGC
NOVEL_29	Nlgn1		Queried	RGC
NOVEL_29	Pcp4		Queried	RGC
NOVEL_29	Prlr	Curated		RGC
NOVEL_29	Ralyl		Queried	RGC
NOVEL_29	Sphkap		Queried	RGC
NOVEL_29	Stxbp6	Curated		RGC
NOVEL_30	6330411d24rik		Queried	RGC
NOVEL_30	Adgrb3		Queried	RGC
NOVEL_30	Calb1		Queried	RGC
NOVEL_30	Ccser1		Queried	RGC
NOVEL_30	Cntn5		Queried	RGC
NOVEL_30	Cplx2		Queried	RGC
NOVEL_30	Gm32647		Queried	RGC
NOVEL_30	Hdac9		Queried	RGC
NOVEL_30	Kcnd2		Queried	RGC
NOVEL_30	Lrp1b		Queried	RGC
NOVEL_30	Pcdh7		Queried	RGC
NOVEL_30	Pde10a		Queried	RGC
NOVEL_30	Serpini1		Queried	RGC
NOVEL_34	6330411d24rik		Queried	RGC
NOVEL_34	Adgrb3		Queried	RGC
NOVEL_34	Cntn5		Queried	RGC
NOVEL_34	Cpne4		Queried	RGC
NOVEL_34	Grm8		Queried	RGC
NOVEL_34	Inpp4b		Queried	RGC
NOVEL_34	Kcnd2		Queried	RGC
NOVEL_34	Kcnip1		Queried	RGC
NOVEL_34	Ldhb		Queried	RGC
NOVEL_34	Lrrtm4		Queried	RGC
NOVEL_34	Mafb		Queried	RGC
NOVEL_34	Meis2		Queried	RGC
NOVEL_34	Ntng1		Queried	RGC
NOVEL_34	Ogfrl1		Queried	RGC
NOVEL_34	Pcdh7		Queried	RGC
NOVEL_34	Pcdh9		Queried	RGC
NOVEL_34	Sorcs1		Queried	RGC
NOVEL_34	Tpbg	Curated		RGC
NOVEL_34	Vamp1		Queried	RGC
NOVEL_34	Vsnl1		Queried	RGC
NOVEL_35	Astn2		Queried	RGC
NOVEL_35	Cartpt		Queried	RGC
NOVEL_35	Chrm2	Curated		RGC
NOVEL_35	Dpp10		Queried	RGC
NOVEL_35	Hs6st3		Queried	RGC
NOVEL_35	Igfbp4	Curated		RGC
NOVEL_35	Inpp4b		Queried	RGC
NOVEL_35	Kirrel3		Queried	RGC
NOVEL_35	Lrrtm4		Queried	RGC
NOVEL_35	Negr1		Queried	RGC
NOVEL_35	Nkain2		Queried	RGC
NOVEL_35	Nrg1_ensmusg00000062991		Queried	RGC
NOVEL_35	Opcml		Queried	RGC
NOVEL_35	Rgs7bp		Queried	RGC
NOVEL_35	Schip1		Queried	RGC
NOVEL_35	Tenm3		Queried	RGC
NOVEL_35	Zfp804b		Queried	RGC
NOVEL_36	6330411d24rik		Queried	RGC
NOVEL_36	Cdh12		Queried	RGC
NOVEL_36	Coch	Curated	Queried	RGC
NOVEL_36	Cplx1		Queried	RGC
NOVEL_36	Csmd1		Queried	RGC
NOVEL_36	Dab1		Queried	RGC
NOVEL_36	Dkk3		Queried	RGC
NOVEL_36	Gabra2		Queried	RGC
NOVEL_36	Gabrb1		Queried	RGC
NOVEL_36	Ldhb		Queried	RGC
NOVEL_36	Nrg1_ensmusg00000062991		Queried	RGC
