author_cell_type,Ano3,Nlgn1,Nxph1,Nell1,Calb1,Robo1,Spock1,Mgat4c,Tafa1,Pcdh9,Hcn1,Cdh6,Sema6a,Tmeff2,Ntng1,Fat3,Pou6f2,Sdk1,Alk,Chrm3,Sox6,Cntn5,Pvalb,Cplx2,Adcy2,Sgcz,Tac1,Tenm1,Lingo2,Kcnd3,Pex5l,Hs6st3,Nrn1,Ebf3,Galntl6,Pcdh7,Plcb1,Pcdh10,Pcp4l1,Rgs6,Cntn4,Cplx1,Dab1,Dgkb,Gabrg3,Kcnb2,Nefm,Kcnh7,Ncam2,Sparcl1,Nrgn,Dpp10,Pcdh11x,Crhbp,Ptprm,Cntnap5a,Fstl5,Nrg1_ENSMUSG00000062991,Runx1,Tppp3,Cck,Vsnl1,Astn2,Sema3a,Cdh18,Asic2,Kirrel3,Sorcs1,Csmd1,Crim1,Cdh12,Penk,Tshz2,Schip1,Cpne4,Meis2,Ebf1,Mid1,Tenm3,Grin2a,Opcml,Pcp4,6330411D24Rik,Ralyl,Rgs4,Gm32647,Hs3st4,Scg2,Col25a1,Clstn2,Ctxn3,Zmat4,Lrrc4c,Rprm,Inpp4b,Vgf,Il1rapl1,Spon1,Lrrtm4,Etl4,Aldoc,Cntnap2,Rbpms,Ldb2,Brinp3,Csmd3,Id4,Alcam,Nkain3,C130073E24Rik,Serpine2,Kcnc2,Megf11,Hspb1,Rbpms2,Phactr1,Nfib,Nnat,Cd63,Resp18,Luzp2,Gpc6,Rbfox1,Hpgd,Tafa2,Mast4,Zeb2,Trhde,Nebl,Ndnf,Nkain2,Gpc5,Pcdh15,Sgcd,Lrp1b,Chrm2,Egfem1,Maml2,Ptn,Mafb,Kcnd2,Isl1,Grm7,Grm1,Sphkap,Ptprt,Rgs2,Fabp5,Grid2,Sorcs3,Grm5,Igfbp5,Kcnq5,Kcnip1,Atp1b1,Foxp2,Gabra2,Ywhah,Frmpd4,Unc13c,Stxbp6,Cpne5,Gabrb1,Ppp1r17,Chst9,D130009I18Rik,Khdrbs2,Thsd7b,Thrb,Fos,Trarg1,Dlgap1,Tbx20,Opn4,Man1a,Ntrk3,Spp1,Junb,Pals2,Coch,Lmo4,Npas3,Synpr,Ldhb,S100b,Ryr3,Tpbg,Bhlhe22,Cpne9,Slc8a1,Pitpnc1,Pcdh17,Rbms3,Cdh8,Unc5d,Il1rapl2,P3h2,Unc5c,Slc24a2,Kctd8,D130079A08Rik,Ptchd4,Cd24a,Epha6,Clu,Etv1,Cdkn1c,Crip2,Nme7,Igfbp2,Prph,Reln,Rgs10,Pde1a,Tenm2,Spock3,Nav3,Xist,Galnt17,Thy1,Marchf1,Kitl,Egr1,Lrfn5,Lhfpl3,Tac2,Adcy8,Fxyd6,Fgf13,Dscam,Rgs7,Cacna2d1,Fgf14,Stmn1,Filip1l,Slit2,Cntn6,Nrxn1,Cacnb2,Sox5,Grik2,Nckap5,C1ql1,Pde3a,Pantr1,Tfap2b,Kcnh5,Camk4,C1ql2,Lamp5,Slc24a3,Cdh22,Gas7,Gabra1,Ly6h,Glra3,Gria3,A930001A20Rik,Car3,Prkg1,Slc17a8,Slc1a3,Cdk14,Gpm6b,Cbln2,Grik1,Shisa8,Car8,Frmd5,Gsta4,Cacng3,Cacna2d3,Plxna4,Esrrg,AI593442,Dlgap2,Adarb2,Med12l,Gad1,Sox2ot,Igfbp7,Kcnab1,Anks1b,Efna5,Lhfp,Zfp804a,Wwox,Ptprk,Pde4b,Kcna6,Maf,Cdh20,Dpf3,Grm8,Tkt,C1ql3,Stmn2,Rnf220,Vip,Erbb4,Cbln4,Prkca,Kctd16,Cntnap5b,Lgr5,Adamtsl1,Nwd2,Chgb,Nfia,Nr4a2,Dmd,Lrrtm3,Kalrn,Glra1,Tmem108,Vstm2b,Pde8b,Pak5,Galnt18,Car2,Kcnmb2,Cxcl14,Atrnl1,Rgs5,Gfra1,Epha3,Slc32a1,Slc6a9,Cngb3,Tmem132d,Cpm,Dach1,Slc6a1,Phlda1,Nav2,Dkk3,Ptpro,Olfm3,Glul,Gnb3,Pcp2,Plxdc2,Arhgef26,Nrg3,Csrp1,Hspa1a,Mlc1,Dnajb1,Vcl,Zswim6,Ccn1,Ppp1r15a,Creb5,Wwtr1,Fosb,Atf3,Gfap,Eftud2,Trpm3,Tmsb4x,St18,Tnnt1,Mylk,Rpgrip1,Frmd3,Zfhx4,Fn1,Cabp5,Vsx2,Gm20754,Neto1,Rcvrn,Scgn,Atp2b1,Gsg1,Sulf1,Gnat2,Gngt2,Gabrr3,Grm6,Gabrr2,Epb41l2,Gngt1,Prph2,Vwc2l,Tmem200a,Epha7,Neurod4,Fam135b,Trpm1,Rbp1,Cdh9,Tmsb10,Rgs3,Rtbdn,Lrfn2,Pde6h,Pde6c,Opn1mw,Gm32442,Opn1sw,Arr3,Rbp3,Tm4sf1,Arl15,Mecom,Ptprb,Id1,Adgrl4,Ly6a,Ly6c1,Ctla2a,Flt1,Klf2,Slco1a4,Bsg,Itm2a,Cldn5,Pltp,Vwc2,Vim,Utrn,Dock4,Arhgap15,Ndrg1,Aqp4,Dbi,Gpr37,Spc25,Il33,Prdx6,Mfge8,Col9a1,Rlbp1,Abca8a,Acsl3,Gng5,Ctss,Ctsd,Selenop,C1qa,Trem2,Ftl1,Cd74,C1qb,Coro1a,Cxcl10,Cd52,Hmgb2,Cdkn1a,Ndufa4l2,Pdgfrb,Myl9,Plcl1,Crip1,Atp1a2,Cald1,Vtn,Mgp,Dlc1,Mt1,Cep112,H2-K1,Cryab,Slc16a1,Timp3,Rdh5,Rpe65,Slc16a8,Rgr,Trf,Mt3,Col8a1,Cmss1,Pde6g,Rho,Rp1,Sag,Epb41
10_Novel,11.319101,12.87191,1.6674157,3.6123595,7.430337,7.0067415,2.9269662,12.57191,9.475281,63.374157,7.524719,3.1674156,4.2404494,4.8,4.6269665,9.525843,8.242697,6.549438,4.7820225,2.330337,0.016853932,4.7123594,3.3865168,0.63707864,3.947191,2.8438203,0.08651686,0.094382025,14.125843,1.0966293,2.022472,2.713483,8.042697,1.0573034,0.29101124,3.1966293,1.9258426,1.5910113,1.2,1.0674157,9.085393,3.0179775,3.9033709,0.1719101,3.3314607,2.0213482,11.070786,2.264045,2.4235954,3.5606742,0.68988764,1.8505619,0.094382025,0.69213486,1.3483146,3.2921348,0.3741573,0.83820224,0.061797753,6.9651685,2.0146067,12.731461,1.7179775,0.19438203,1.3078651,9.049438,2.3359551,0.09662921,1.3674158,0.5966292,1.5078652,0.015730336,0.21685393,2.5067415,0.121348314,0.0988764,9.529214,0.53483146,1.8561798,4.5539327,2.6213484,43.858425,1.0123595,1.041573,1.1235955,1.3089888,0.12808989,1.1179775,0.040449437,3.3853931,0.104494385,5.8191013,3.3629212,0.09550562,1.0157304,1.0685394,9.693258,1.8921348,0.09101123,1.6898876,8.051685,7.1235957,8.17191,0.7460674,0.033707865,0.3966292,0.48764044,0.18089887,1.2932584,0.021348314,0.025842696,4.7314606,0.002247191,0.41460675,2.1258428,0.98876405,0.03258427,0.05730337,0.8292135,1.3550562,0.33370787,0.23932584,16.749437,0.70561796,1.764045,1.4191011,0.060674157,0.61348313,1.6876404,0.015730336,1.0876404,0.030337078,0.20674157,0.6292135,4.3685393,0.037078653,1.2067416,0.80898875,1.5280899,0.0247191,0.4966292,1.952809,6.764045,2.3775282,1.0516855,1.2044944,1.2932584,3.9,0.06853933,0.020224718,1.1932584,1.0359551,0.093258426,0.71460676,21.38427,0.015730336,5.431461,14.997753,1.5123595,1.9966292,0.07078651,0.81123596,1.9808989,0.0764045,0.26629212,0.08876404,1.0382023,0.29662922,0.23595506,0.73483145,0.09775281,6.42809,0.006741573,0.010112359,0.51235956,0.2494382,0.05505618,0.36179775,0.44606742,0.037078653,0.33370787,0.47865167,0.71348315,10.504495,0.04494382,0.5235955,0.0,0.011235955,0.80786514,2.2292135,0.9505618,1.7921349,4.2876406,0.017977528,0.41685393,0.46179774,0.50898874,0.4213483,0.45393258,2.5842698,0.10561798,1.9146067,0.016853932,5.2123594,2.0966291,0.015730336,0.02247191,0.051685393,1.2561798,0.008988764,0.152809,1.3662921,0.2258427,0.0,14.557303,1.2280899,2.7550561,4.2370787,0.7786517,16.37528,0.46629214,0.45955056,0.41910112,6.5842695,2.1224718,0.0056179776,1.105618,0.0033707866,0.86404496,4.84382,4.307865,3.711236,4.8269663,17.888763,0.06516854,1.847191,0.58764046,9.531461,0.86966294,0.04269663,1.1337079,0.046067417,0.06853933,0.1269663,0.062921345,0.043820225,1.4853933,0.68988764,0.014606741,0.015730336,1.9662921,0.31685394,0.152809,0.17752808,2.2595506,0.26966292,1.9719101,0.0011235955,0.004494382,1.0370786,0.016853932,0.023595506,9.882023,0.24719101,0.008988764,0.43370786,0.031460673,0.002247191,0.16516854,0.25617978,2.383146,0.8988764,0.13370787,0.5494382,0.46516854,0.0764045,1.3325843,1.1505618,0.043820225,0.011235955,0.30674157,1.0516855,5.3539324,2.2168539,1.111236,0.7314607,1.8617978,0.4988764,5.6,0.6280899,0.025842696,0.013483146,0.043820225,0.5820225,2.0988765,0.002247191,10.748315,1.0325843,0.0,0.011235955,0.002247191,0.35842696,8.277528,0.7921348,0.08876404,0.015730336,0.040449437,2.603371,0.35730338,0.037078653,0.40561798,0.6483146,0.36853933,0.006741573,0.21685393,0.27415732,0.51910114,0.5235955,1.764045,0.2719101,0.004494382,0.033707865,3.277528,0.0011235955,0.093258426,0.021348314,0.030337078,0.023595506,0.015730336,0.023595506,0.0247191,0.6438202,0.71910113,0.4966292,1.6539326,0.20898877,0.19887641,0.15842697,0.44269663,0.004494382,0.0033707866,0.058426965,0.01235955,18.076405,0.05280899,0.15505618,0.0,0.41797754,0.18764044,0.6280899,0.053932585,0.08539326,0.01235955,0.011235955,0.093258426,0.035955057,0.0,0.38764045,4.5393257,17.17191,0.0033707866,0.023595506,0.025842696,0.24719101,0.59213483,0.31910113,0.0,0.004494382,0.0011235955,0.0033707866,0.016853932,0.0056179776,0.008988764,3.1550562,0.007865168,0.013483146,0.002247191,0.0011235955,0.0011235955,0.0,0.007865168,0.31910113,0.010112359,0.010112359,0.016853932,0.21235955,0.104494385,0.0033707866,0.20337078,0.0,0.01235955,0.0,13.953933,0.26629212,0.12022472,0.20674157,0.0033707866,0.0011235955,0.010112359,0.0056179776,0.0011235955,0.0011235955,0.0011235955,0.0,0.6640449,0.01235955,0.010112359,0.008988764,0.0,0.0,0.0,0.0011235955,0.0011235955,0.008988764,0.0,10.514606,0.14831461,0.0,0.007865168,0.65280896,0.002247191,0.30449438,0.39101124,0.0056179776,0.010112359,0.013483146,1.747191,0.016853932,0.01235955,0.004494382,0.51123595,0.0011235955,0.023595506,0.004494382,0.0,0.9,0.25730336,0.013483146,1.9235955,0.0,0.010112359,0.0,4.8404493,0.0011235955,0.0056179776,0.305618,0.002247191,0.002247191,0.058426965,0.10786517,0.006741573,0.0,0.002247191,0.5696629,0.0,0.002247191,0.0056179776,0.0033707866,0.0011235955,0.58764046,1.8325843,0.18876405,0.21348314,0.002247191,0.21460675,0.10224719,0.016853932,0.0,0.0,0.0,0.0033707866,3.4393258,0.0011235955,4.7449436,0.011235955,0.046067417,0.0033707866,0.025842696,0.8460674
11_Novel,2.3261044,3.0024097,0.85943776,0.05381526,0.09558233,0.13253012,1.2891567,7.736546,0.99036145,4.2811246,0.2248996,0.028915662,2.4481928,0.18313253,3.6313252,3.739759,0.5068273,5.524498,0.16546185,6.683534,3.4891567,8.438554,7.9678717,6.1124496,4.534137,5.928514,8.5477915,3.6706827,11.529317,3.2273092,8.845783,4.3004017,15.1172695,6.1751003,18.753414,0.562249,1.9228916,2.4441767,0.4811245,0.06184739,5.184739,1.2578313,0.13975903,0.032931726,4.4409637,3.7718875,6.5871487,3.7967873,2.8,2.5220883,1.5742972,3.6313252,0.052208837,0.17429718,0.051405624,0.9204819,2.109237,2.3212852,0.00562249,8.998394,0.03373494,6.6851406,1.007229,0.11405622,0.40160644,2.3919678,0.15903614,3.0746987,0.43534136,0.02248996,0.055421688,0.027309237,3.0690763,6.1646585,4.724498,0.12530121,1.335743,0.08192771,1.7389559,1.2136546,2.1004016,11.583936,2.7791164,7.6658635,0.6546185,1.475502,0.0136546185,7.1983933,0.105220884,1.2987952,0.040963855,0.1188755,1.9807229,0.14538153,0.24016064,0.05863454,6.3365464,0.024899598,0.14618474,0.54698795,0.5871486,13.346185,7.4706826,0.74216866,0.051405624,1.1421686,0.8931727,0.40240964,0.16867469,0.39919677,0.077108435,2.6200802,0.88353413,0.89236945,3.5726907,2.1791165,0.019277109,0.084337346,0.39678714,4.9863453,0.5261044,4.319679,4.3686748,1.404016,2.724498,0.6208835,2.2088354,0.01686747,0.8248996,0.0072289156,0.4931727,0.03694779,0.08192771,0.50923693,9.030522,0.012851406,0.4176707,0.28514057,1.0361446,0.02248996,0.51325303,2.3309238,2.8064258,0.11405622,3.5429718,0.031325303,0.40240964,3.4192772,0.15261044,0.040963855,0.20883535,0.06746988,0.04497992,3.040964,12.646586,0.49879518,0.43534136,15.070683,2.1445782,0.99919677,0.018473895,0.13895582,0.15100402,0.5004016,0.029718876,2.3084338,4.3662653,0.362249,1.6730924,0.4795181,0.15823293,0.7815261,0.0016064257,0.0072289156,0.57911646,1.4506024,0.026506023,0.27791163,0.08192771,0.030522088,2.2192771,0.71566266,0.36064258,3.697992,0.071485944,0.02248996,0.00080321287,0.012048192,0.9485944,2.762249,1.6032128,0.6096386,1.8064257,0.026506023,0.33413655,0.025702812,0.39518073,1.9582329,0.48433736,4.751004,4.6987953,1.8168675,0.0016064257,4.736546,0.675502,0.0032128515,0.031325303,0.86104417,0.5140562,0.008835342,0.06506024,0.08353414,1.8891566,0.02008032,6.7445784,1.8064257,0.8032129,4.66506,2.2216868,20.48273,3.5036144,0.2995984,0.24979919,5.562249,3.248996,0.0072289156,0.036144577,0.00562249,0.7558233,3.4345381,2.0417671,0.82891566,7.9236946,19.038555,0.10763052,1.6289157,0.502008,8.391165,1.3244979,1.1405623,0.713253,0.14056225,0.104417674,2.9911647,0.0016064257,0.025702812,2.456225,0.6297189,0.027309237,0.012048192,3.097992,0.017670684,0.06746988,0.58072287,4.486747,0.87871486,2.539759,0.00562249,0.0016064257,0.14216867,0.0032128515,0.006425703,11.1180725,0.16064256,0.012851406,2.1815262,0.04176707,0.0072289156,0.13895582,0.27791163,1.0522088,0.26104417,0.10281125,0.42730924,0.6,0.11967871,0.14216867,0.46104416,0.03935743,0.009638554,0.012048192,0.08192771,3.1518073,0.9983936,1.4136546,0.2064257,1.2016064,0.05060241,0.28995985,0.67791164,0.024899598,0.012851406,0.11325301,0.22168675,1.637751,0.00080321287,14.477108,0.9180723,0.0136546185,0.00562249,0.00562249,1.5236948,7.011245,0.68514055,0.034538154,0.032931726,1.4650602,1.9116466,0.084337346,0.015261044,1.3598393,0.21124499,0.45783132,0.019277109,0.28353414,0.65863454,0.68514055,1.1068273,0.08192771,0.15502007,0.0016064257,0.04497992,2.1349397,0.020883534,0.010441767,0.02248996,0.02248996,0.04497992,0.00562249,0.43373495,0.01124498,4.1060243,0.56305224,0.15823293,2.037751,0.6827309,0.024899598,0.077108435,0.35180724,0.004016064,0.012851406,0.21767068,0.15421687,12.895582,0.07550201,0.19759037,0.00080321287,0.3124498,0.15903614,0.38955823,0.06666667,0.06827309,0.008032128,0.016064256,0.053012047,0.008835342,0.0,0.30441767,9.490763,15.308434,0.004016064,0.01686747,0.032931726,0.15903614,0.48353413,1.4610442,0.0024096386,0.004016064,0.0024096386,0.008032128,0.0032128515,0.010441767,0.0,2.7253013,0.010441767,0.010441767,0.00080321287,0.0024096386,0.00080321287,0.0,0.010441767,0.17670682,0.009638554,0.015261044,0.064257026,0.018473895,0.025702812,0.004016064,0.34136546,0.021686748,0.029718876,0.0032128515,12.1662655,0.46586347,0.05863454,0.04016064,0.004819277,0.00080321287,0.009638554,0.006425703,0.00080321287,0.0,0.004016064,0.0,0.52369475,0.0032128515,0.01124498,0.030522088,0.00080321287,0.0,0.0,0.0016064257,0.004016064,0.031325303,0.0,4.9036145,0.34136546,0.0,0.0072289156,0.040963855,0.0032128515,1.0433735,0.33012047,0.012048192,0.077911645,0.00080321287,1.6168674,0.22008032,0.004016064,0.0016064257,0.5140562,0.00562249,0.006425703,0.008835342,0.0024096386,1.3421687,0.07389558,0.017670684,1.724498,0.0072289156,0.023293173,0.0032128515,4.8907633,0.0032128515,0.02248996,0.5052209,0.0024096386,0.0072289156,0.062650606,0.10120482,0.0016064257,0.0,0.0016064257,0.012851406,0.004016064,0.0032128515,0.0024096386,0.0072289156,0.0,0.9044177,1.1879518,0.40240964,0.07550201,0.0016064257,0.08032128,0.01124498,0.04257028,0.0,0.0016064257,0.0,0.010441767,3.3791165,0.00080321287,3.6682732,0.020883534,0.053012047,0.01124498,0.03935743,0.7935743
12_ooDS_NT,0.30038023,6.0714827,0.57946765,3.4060836,0.111026615,0.6296578,0.83878326,1.8304182,0.38326997,19.360456,1.8790874,0.46539924,0.84562737,1.0539924,0.8304182,1.6030418,0.062357415,0.24714829,6.8996196,3.4623575,0.005323194,0.26007605,0.41064638,2.4775665,0.6669201,0.40228137,0.066920154,0.69201523,2.3102663,1.5003803,2.7414448,1.130038,8.749049,0.80380225,0.77490497,6.443346,6.203802,2.6988592,2.3528516,5.61673,11.177947,10.895818,6.8471484,1.4897338,11.61597,3.6973383,11.16654,14.280608,12.728518,8.142965,0.16577947,0.3163498,0.092775665,0.45627376,1.1726235,0.025095057,4.789354,9.009126,0.015969582,8.040304,0.025855513,14.041825,2.0228138,1.5581748,3.1026616,7.3239546,3.1771863,0.0608365,0.39011407,1.0745248,0.15589353,0.022053232,0.48973384,6.276806,0.33231938,0.1148289,2.384791,0.41749048,2.8372624,2.4425855,5.280608,47.594677,1.2547529,7.292015,0.28745246,0.73003805,0.06844106,5.6874523,0.019011406,2.25019,0.05323194,1.9444867,5.6547527,0.10874525,2.6669202,1.0768061,4.3764257,1.1954373,2.8958175,0.2539924,8.441825,6.0790873,5.364259,0.3825095,0.25627378,0.8258555,0.5163498,1.6859316,2.3224335,0.062357415,0.025095057,4.3193917,0.00608365,0.111026615,7.8958173,2.0387833,0.0121673,0.08593156,1.0646387,3.9703422,0.6334601,1.0562738,10.535361,0.1285171,0.054752853,1.3536122,0.14144486,2.088213,0.8190114,0.34752852,0.46387833,0.021292776,0.08973384,0.08973384,7.085932,0.045627378,2.8821292,1.1619772,1.320152,0.07376426,0.07148289,0.055513307,4.7528515,3.0357413,3.41673,0.022053232,1.0425855,5.7026615,0.20836502,0.019771863,0.41064638,0.01825095,0.23726235,1.6114068,16.524715,0.010646388,4.0456276,15.911787,1.9041826,0.81825095,0.5931559,0.06311787,2.095057,0.29125476,0.029657794,0.03422053,0.5961977,0.68288976,1.0144486,0.6676806,1.0212928,3.6912549,0.00076045626,0.003041825,0.019771863,0.23193917,0.028897338,0.27604562,0.2539924,0.21444868,0.2296578,0.03878327,0.6357415,12.31635,0.053992394,0.0730038,0.0,0.028897338,0.85551333,2.6159697,1.9596958,1.3460076,1.9125475,0.023574144,0.08593156,0.013688213,0.13307984,1.008365,1.1422054,4.05019,0.5285171,1.2859316,0.0038022813,1.5817491,1.2220533,0.0076045627,0.009885931,0.05703422,0.669962,0.014448669,0.0121673,2.5589354,0.7171103,0.0022813687,7.545247,2.8357415,0.6456274,4.5984793,0.6562738,19.96882,1.1338403,0.33460075,0.13155894,3.6456273,3.8007605,0.0068441066,0.80836505,0.00608365,0.9893536,1.728517,2.3117871,1.6174905,6.53384,18.024334,0.066159695,3.5741446,1.0479088,12.358175,0.8707224,0.8768061,0.8395437,0.0730038,0.06539924,0.52927756,0.00076045626,0.029657794,0.53612167,0.28973383,0.019011406,0.009885931,2.2190113,0.022813689,0.42205322,0.1946768,5.7163496,0.0114068445,0.8334601,0.0038022813,0.00076045626,0.39087453,0.00608365,0.005323194,5.006844,0.102661595,0.24410646,0.23878327,0.13840304,0.0038022813,0.80380225,0.38174906,0.4281369,0.48365018,0.03878327,0.5239544,1.5642586,0.040304184,0.3809886,0.42889735,0.03422053,0.0114068445,0.016730038,0.08593156,2.809886,0.8874525,1.043346,0.25247148,1.6562737,0.04942966,2.6357415,0.56958175,0.015209125,0.24942966,0.8882129,1.8631178,2.8471482,0.0,10.606844,1.0076046,0.003041825,0.0045627374,0.0022813687,0.22813688,12.555894,0.4365019,0.041825093,0.02661597,0.05247148,4.5125475,0.19619772,0.0243346,0.119391635,0.14676806,0.59087455,0.0365019,0.25323194,0.33307984,0.109505706,0.59087455,1.225095,0.42661598,0.0045627374,0.028897338,3.0897338,0.0,0.005323194,0.003041825,0.021292776,0.16806084,0.047148287,0.023574144,0.027376426,0.9110266,0.8197719,0.59771866,1.573384,2.61673,0.075285174,0.6798479,0.53992397,0.005323194,0.010646388,0.33079848,0.005323194,22.914068,0.09809886,0.34372625,0.0,0.34296578,0.22205323,0.6539924,0.09809886,0.0904943,0.0045627374,0.0045627374,0.050950572,0.008365019,0.00076045626,0.32091254,5.3224335,10.552852,0.0076045627,0.015969582,0.03878327,0.18022814,0.5209125,0.17794676,0.0,0.00076045626,0.0022813687,0.0022813687,0.008365019,0.00608365,0.00076045626,2.1072242,0.0076045627,0.0045627374,0.0,0.0015209125,0.0,0.0,0.012927757,0.05931559,0.0114068445,0.008365019,0.0076045627,0.00608365,0.19543727,0.005323194,0.035741445,0.00076045626,0.01825095,0.0,13.73232,0.26387832,0.07376426,0.12319392,0.00076045626,0.00076045626,0.0038022813,0.003041825,0.0015209125,0.0015209125,0.00076045626,0.0,0.58631176,0.0015209125,0.010646388,0.0114068445,0.0,0.0,0.0,0.00076045626,0.0,0.003041825,0.0,8.123194,0.0038022813,0.0,0.014448669,1.5102662,0.009885931,0.27452472,0.15209125,0.0038022813,0.29885933,0.0022813687,1.1908746,0.0243346,0.010646388,0.0015209125,0.5787072,0.0,0.0015209125,0.00608365,0.00076045626,0.92015207,0.066159695,0.0045627374,2.2334602,0.00076045626,0.009125475,0.00076045626,4.292015,0.003041825,0.005323194,0.48441064,0.00076045626,0.005323194,0.08136882,0.044106465,0.0038022813,0.0038022813,0.0038022813,0.09581749,0.0,0.013688213,0.0045627374,0.0022813687,0.0,1.0167301,0.99239546,0.082889736,0.056273766,0.00076045626,0.1148289,0.031178707,0.009125475,0.003041825,0.0015209125,0.0,0.005323194,2.6707225,0.0,3.7422054,0.0076045627,0.035741445,0.0068441066,0.028897338,1.163498
